Stored fact information:
LecturerCandidate(ID0) => Min Interval: 31, Max Interval: 40
LecturerCandidate(ID5347) => Min Interval: 35, Max Interval: 37
LecturerCandidate(ID5348) => Min Interval: 19, Max Interval: 28
LecturerCandidate(ID5350) => Min Interval: 18, Max Interval: 35
LecturerCandidate(ID5351) => Min Interval: 16, Max Interval: 33
LecturerCandidate(ID5352) => Min Interval: 23, Max Interval: 47
LecturerCandidate(ID5356) => Min Interval: 11, Max Interval: 46
LecturerCandidate(ID5358) => Min Interval: 1, Max Interval: 49
LecturerCandidate(ID5359) => Min Interval: 19, Max Interval: 47
LecturerCandidate(ID5363) => Min Interval: 25, Max Interval: 28
LecturerCandidate(ID5364) => Min Interval: 12, Max Interval: 48
LecturerCandidate(ID5366) => Min Interval: 2, Max Interval: 37
LecturerCandidate(ID5369) => Min Interval: 21, Max Interval: 30
LecturerCandidate(ID5370) => Min Interval: 26, Max Interval: 50
LecturerCandidate(ID5373) => Min Interval: 10, Max Interval: 14
LecturerCandidate(ID5376) => Min Interval: 7, Max Interval: 41
LecturerCandidate(ID5378) => Min Interval: 30, Max Interval: 45
LecturerCandidate(ID5379) => Min Interval: 26, Max Interval: 46
LecturerCandidate(ID5381) => Min Interval: 28, Max Interval: 41
LecturerCandidate(ID5383) => Min Interval: 17, Max Interval: 46
LecturerCandidate(ID5384) => Min Interval: 18, Max Interval: 47
LecturerCandidate(ID5385) => Min Interval: 10, Max Interval: 48
LecturerCandidate(ID5389) => Min Interval: 26, Max Interval: 49
LecturerCandidate(ID5390) => Min Interval: 21, Max Interval: 36
LecturerCandidate(ID5391) => Min Interval: 11, Max Interval: 50
LecturerCandidate(ID5392) => Min Interval: 12, Max Interval: 49
LecturerCandidate(ID5393) => Min Interval: 13, Max Interval: 49
LecturerCandidate(ID5394) => Min Interval: 42, Max Interval: 45
LecturerCandidate(ID5396) => Min Interval: 18, Max Interval: 47
LecturerCandidate(ID5397) => Min Interval: 4, Max Interval: 47
LecturerCandidate(ID5398) => Min Interval: 9, Max Interval: 11
LecturerCandidate(ID5400) => Min Interval: 9, Max Interval: 46
LecturerCandidate(ID5402) => Min Interval: 9, Max Interval: 46
LecturerCandidate(ID5407) => Min Interval: 18, Max Interval: 44
LecturerCandidate(ID5411) => Min Interval: 10, Max Interval: 28
LecturerCandidate(ID5414) => Min Interval: 30, Max Interval: 31
LecturerCandidate(ID5416) => Min Interval: 44, Max Interval: 46
LecturerCandidate(ID5418) => Min Interval: 9, Max Interval: 34
LecturerCandidate(ID5421) => Min Interval: 34, Max Interval: 34
LecturerCandidate(ID5425) => Min Interval: 31, Max Interval: 47
LecturerCandidate(ID5430) => Min Interval: 20, Max Interval: 37
LecturerCandidate(ID5431) => Min Interval: 9, Max Interval: 34
LecturerCandidate(ID5432) => Min Interval: 9, Max Interval: 38
LecturerCandidate(ID5433) => Min Interval: 33, Max Interval: 50
LecturerCandidate(ID5436) => Min Interval: 27, Max Interval: 34
LecturerCandidate(ID5438) => Min Interval: 15, Max Interval: 21
LecturerCandidate(ID5442) => Min Interval: 21, Max Interval: 39
LecturerCandidate(ID5444) => Min Interval: 16, Max Interval: 30
LecturerCandidate(ID5446) => Min Interval: 2, Max Interval: 49
LecturerCandidate(ID5448) => Min Interval: 11, Max Interval: 45
LecturerCandidate(ID5451) => Min Interval: 10, Max Interval: 43
LecturerCandidate(ID5454) => Min Interval: 17, Max Interval: 35
LecturerCandidate(ID5455) => Min Interval: 11, Max Interval: 46
LecturerCandidate(ID5456) => Min Interval: 23, Max Interval: 49
LecturerCandidate(ID5457) => Min Interval: 6, Max Interval: 51
LecturerCandidate(ID5458) => Min Interval: 17, Max Interval: 43
LecturerCandidate(ID5461) => Min Interval: 3, Max Interval: 52
LecturerCandidate(ID5462) => Min Interval: 4, Max Interval: 34
LecturerCandidate(ID5466) => Min Interval: 35, Max Interval: 48
LecturerCandidate(ID5468) => Min Interval: 31, Max Interval: 43
LecturerCandidate(ID5470) => Min Interval: 11, Max Interval: 38
LecturerCandidate(ID5471) => Min Interval: 7, Max Interval: 44
LecturerCandidate(ID5472) => Min Interval: 20, Max Interval: 48
LecturerCandidate(ID5475) => Min Interval: 9, Max Interval: 38
LecturerCandidate(ID5476) => Min Interval: 14, Max Interval: 21
LecturerCandidate(ID5477) => Min Interval: 16, Max Interval: 31
LecturerCandidate(ID5478) => Min Interval: 28, Max Interval: 50
LecturerCandidate(ID5480) => Min Interval: 9, Max Interval: 44
LecturerCandidate(ID5481) => Min Interval: 17, Max Interval: 38
LecturerCandidate(ID5484) => Min Interval: 23, Max Interval: 49
LecturerCandidate(ID5485) => Min Interval: 18, Max Interval: 43
LecturerCandidate(ID5486) => Min Interval: 4, Max Interval: 52
LecturerCandidate(ID5489) => Min Interval: 32, Max Interval: 48
LecturerCandidate(ID5490) => Min Interval: 20, Max Interval: 38
LecturerCandidate(ID5491) => Min Interval: 23, Max Interval: 48
LecturerCandidate(ID5492) => Min Interval: 9, Max Interval: 18
LecturerCandidate(ID5495) => Min Interval: 33, Max Interval: 38
LecturerCandidate(ID5497) => Min Interval: 14, Max Interval: 27
LecturerCandidate(ID5498) => Min Interval: 25, Max Interval: 48
LecturerCandidate(ID5499) => Min Interval: 15, Max Interval: 36
LecturerCandidate(ID5500) => Min Interval: 35, Max Interval: 48
LecturerCandidate(ID5502) => Min Interval: 33, Max Interval: 40
LecturerCandidate(ID5503) => Min Interval: 7, Max Interval: 38
LecturerCandidate(ID5505) => Min Interval: 22, Max Interval: 35
LecturerCandidate(ID5509) => Min Interval: 2, Max Interval: 28
LecturerCandidate(ID5511) => Min Interval: 20, Max Interval: 47
LecturerCandidate(ID5512) => Min Interval: 20, Max Interval: 36
LecturerCandidate(ID5515) => Min Interval: 31, Max Interval: 36
LecturerCandidate(ID5516) => Min Interval: 10, Max Interval: 48
LecturerCandidate(ID5519) => Min Interval: 18, Max Interval: 43
LecturerCandidate(ID5520) => Min Interval: 37, Max Interval: 49
LecturerCandidate(ID5521) => Min Interval: 21, Max Interval: 44
LecturerCandidate(ID5523) => Min Interval: 9, Max Interval: 48
LecturerCandidate(ID5524) => Min Interval: 20, Max Interval: 44
LecturerCandidate(ID5526) => Min Interval: 17, Max Interval: 24
LecturerCandidate(ID5528) => Min Interval: 10, Max Interval: 47
LecturerCandidate(ID5530) => Min Interval: 19, Max Interval: 47
LecturerCandidate(ID5533) => Min Interval: 28, Max Interval: 45
LecturerCandidate(ID5535) => Min Interval: 24, Max Interval: 46
LecturerCandidate(ID5536) => Min Interval: 25, Max Interval: 28
LecturerCandidate(ID5539) => Min Interval: 9, Max Interval: 49
LecturerCandidate(ID5540) => Min Interval: 19, Max Interval: 49
LecturerCandidate(ID5543) => Min Interval: 10, Max Interval: 36
LecturerCandidate(ID5544) => Min Interval: 40, Max Interval: 50
LecturerCandidate(ID5546) => Min Interval: 16, Max Interval: 44
LecturerCandidate(ID5547) => Min Interval: 11, Max Interval: 42
LecturerCandidate(ID5549) => Min Interval: 12, Max Interval: 43
LecturerCandidate(ID5550) => Min Interval: 11, Max Interval: 28
LecturerCandidate(ID5552) => Min Interval: 33, Max Interval: 47
LecturerCandidate(ID5553) => Min Interval: 36, Max Interval: 44
LecturerCandidate(ID5554) => Min Interval: 9, Max Interval: 42
LecturerCandidate(ID5555) => Min Interval: 13, Max Interval: 42
LecturerCandidate(ID5556) => Min Interval: 4, Max Interval: 42
LecturerCandidate(ID5559) => Min Interval: 20, Max Interval: 31
LecturerCandidate(ID5561) => Min Interval: 10, Max Interval: 43
LecturerCandidate(ID5562) => Min Interval: 3, Max Interval: 40
LecturerCandidate(ID5564) => Min Interval: 9, Max Interval: 50
LecturerCandidate(ID5569) => Min Interval: 27, Max Interval: 35
LecturerCandidate(ID5570) => Min Interval: 22, Max Interval: 25
LecturerCandidate(ID5573) => Min Interval: 29, Max Interval: 34
LecturerCandidate(ID5578) => Min Interval: 10, Max Interval: 27
LecturerCandidate(ID5579) => Min Interval: 2, Max Interval: 48
LecturerCandidate(ID5580) => Min Interval: 12, Max Interval: 40
LecturerCandidate(ID5581) => Min Interval: 18, Max Interval: 49
LecturerCandidate(ID5583) => Min Interval: 13, Max Interval: 15
LecturerCandidate(ID5587) => Min Interval: 24, Max Interval: 41
LecturerCandidate(ID5589) => Min Interval: 16, Max Interval: 33
LecturerCandidate(ID5591) => Min Interval: 14, Max Interval: 48
LecturerCandidate(ID5592) => Min Interval: 31, Max Interval: 37
LecturerCandidate(ID5597) => Min Interval: 9, Max Interval: 39
LecturerCandidate(ID5598) => Min Interval: 19, Max Interval: 27
LecturerCandidate(ID5599) => Min Interval: 14, Max Interval: 40
LecturerCandidate(ID5601) => Min Interval: 5, Max Interval: 36
LecturerCandidate(ID5603) => Min Interval: 14, Max Interval: 41
LecturerCandidate(ID5604) => Min Interval: 30, Max Interval: 34
LecturerCandidate(ID5605) => Min Interval: 9, Max Interval: 21
LecturerCandidate(ID5606) => Min Interval: 18, Max Interval: 48
LecturerCandidate(ID5613) => Min Interval: 32, Max Interval: 48
LecturerCandidate(ID5614) => Min Interval: 16, Max Interval: 38
LecturerCandidate(ID5615) => Min Interval: 12, Max Interval: 44
LecturerCandidate(ID5616) => Min Interval: 13, Max Interval: 41
LecturerCandidate(ID5618) => Min Interval: 7, Max Interval: 37
LecturerCandidate(ID5619) => Min Interval: 17, Max Interval: 32
LecturerCandidate(ID5623) => Min Interval: 14, Max Interval: 44
LecturerCandidate(ID5624) => Min Interval: 37, Max Interval: 47
LecturerCandidate(ID5628) => Min Interval: 9, Max Interval: 44
LecturerCandidate(ID5631) => Min Interval: 10, Max Interval: 30
LecturerCandidate(ID5632) => Min Interval: 30, Max Interval: 48
LecturerCandidate(ID5635) => Min Interval: 20, Max Interval: 48
LecturerCandidate(ID5637) => Min Interval: 11, Max Interval: 50
LecturerCandidate(ID5639) => Min Interval: 21, Max Interval: 23
LecturerCandidate(ID5641) => Min Interval: 30, Max Interval: 43
LecturerCandidate(ID5642) => Min Interval: 28, Max Interval: 30
LecturerCandidate(ID5644) => Min Interval: 27, Max Interval: 32
LecturerCandidate(ID5646) => Min Interval: 13, Max Interval: 14
LecturerCandidate(ID5647) => Min Interval: 27, Max Interval: 39
LecturerCandidate(ID5648) => Min Interval: 34, Max Interval: 47
LecturerCandidate(ID5652) => Min Interval: 9, Max Interval: 47
LecturerCandidate(ID5655) => Min Interval: 19, Max Interval: 49
LecturerCandidate(ID5658) => Min Interval: 24, Max Interval: 33
LecturerCandidate(ID5661) => Min Interval: 10, Max Interval: 46
LecturerCandidate(ID5662) => Min Interval: 19, Max Interval: 33
LecturerCandidate(ID5668) => Min Interval: 17, Max Interval: 43
LecturerCandidate(ID5669) => Min Interval: 10, Max Interval: 42
LecturerCandidate(ID5670) => Min Interval: 14, Max Interval: 50
LecturerCandidate(ID5671) => Min Interval: 14, Max Interval: 44
LecturerCandidate(ID5678) => Min Interval: 15, Max Interval: 25
LecturerCandidate(ID5679) => Min Interval: 12, Max Interval: 49
LecturerCandidate(ID5680) => Min Interval: 9, Max Interval: 36
LecturerCandidate(ID5685) => Min Interval: 15, Max Interval: 42
LecturerCandidate(ID5686) => Min Interval: 11, Max Interval: 42
LecturerCandidate(ID5687) => Min Interval: 25, Max Interval: 45
LecturerCandidate(ID5688) => Min Interval: 36, Max Interval: 47
LecturerCandidate(ID5689) => Min Interval: 15, Max Interval: 43
LecturerCandidate(ID5690) => Min Interval: 12, Max Interval: 44
LecturerCandidate(ID5691) => Min Interval: 31, Max Interval: 33
LecturerCandidate(ID5693) => Min Interval: 10, Max Interval: 50
LecturerCandidate(ID5695) => Min Interval: 9, Max Interval: 21
LecturerCandidate(ID5696) => Min Interval: 10, Max Interval: 50
LecturerCandidate(ID5702) => Min Interval: 17, Max Interval: 47
LecturerCandidate(ID5703) => Min Interval: 20, Max Interval: 37
LecturerCandidate(ID5706) => Min Interval: 12, Max Interval: 49
LecturerCandidate(ID5712) => Min Interval: 11, Max Interval: 27
LecturerCandidate(ID5714) => Min Interval: 9, Max Interval: 42
LecturerCandidate(ID5717) => Min Interval: 11, Max Interval: 12
LecturerCandidate(ID5718) => Min Interval: 12, Max Interval: 41
LecturerCandidate(ID5719) => Min Interval: 9, Max Interval: 50
LecturerCandidate(ID5721) => Min Interval: 30, Max Interval: 47
LecturerCandidate(ID5728) => Min Interval: 13, Max Interval: 47
LecturerCandidate(ID5730) => Min Interval: 32, Max Interval: 43
LecturerCandidate(ID5731) => Min Interval: 31, Max Interval: 48
LecturerCandidate(ID5733) => Min Interval: 10, Max Interval: 29
LecturerCandidate(ID5735) => Min Interval: 33, Max Interval: 49
LecturerCandidate(ID5736) => Min Interval: 23, Max Interval: 46
LecturerCandidate(ID5738) => Min Interval: 9, Max Interval: 37
LecturerCandidate(ID5739) => Min Interval: 2, Max Interval: 43
LecturerCandidate(ID5740) => Min Interval: 17, Max Interval: 40
LecturerCandidate(ID5745) => Min Interval: 28, Max Interval: 46
LecturerCandidate(ID5746) => Min Interval: 12, Max Interval: 16
LecturerCandidate(ID5747) => Min Interval: 32, Max Interval: 40
LecturerCandidate(ID5748) => Min Interval: 12, Max Interval: 52
LecturerCandidate(ID5750) => Min Interval: 19, Max Interval: 37
LecturerCandidate(ID5754) => Min Interval: 15, Max Interval: 26
LecturerCandidate(ID5756) => Min Interval: 5, Max Interval: 52
LecturerCandidate(ID5757) => Min Interval: 16, Max Interval: 18
LecturerCandidate(ID5760) => Min Interval: 9, Max Interval: 39
LecturerCandidate(ID5768) => Min Interval: 16, Max Interval: 20
LecturerCandidate(ID5769) => Min Interval: 29, Max Interval: 37
LecturerCandidate(ID5774) => Min Interval: 4, Max Interval: 37
LecturerCandidate(ID5776) => Min Interval: 23, Max Interval: 24
LecturerCandidate(ID5781) => Min Interval: 18, Max Interval: 44
LecturerCandidate(ID5786) => Min Interval: 31, Max Interval: 31
LecturerCandidate(ID5787) => Min Interval: 30, Max Interval: 43
LecturerCandidate(ID5791) => Min Interval: 11, Max Interval: 25
LecturerCandidate(ID5792) => Min Interval: 18, Max Interval: 47
LecturerCandidate(ID5794) => Min Interval: 22, Max Interval: 36
LecturerCandidate(ID5800) => Min Interval: 15, Max Interval: 29
LecturerCandidate(ID5801) => Min Interval: 11, Max Interval: 42
LecturerCandidate(ID5802) => Min Interval: 10, Max Interval: 13
LecturerCandidate(ID5807) => Min Interval: 35, Max Interval: 37
LecturerCandidate(ID5809) => Min Interval: 15, Max Interval: 41
LecturerCandidate(ID5810) => Min Interval: 19, Max Interval: 42
LecturerCandidate(ID5811) => Min Interval: 6, Max Interval: 46
LecturerCandidate(ID5813) => Min Interval: 20, Max Interval: 41
LecturerCandidate(ID5815) => Min Interval: 22, Max Interval: 47
LecturerCandidate(ID5818) => Min Interval: 13, Max Interval: 17
LecturerCandidate(ID5821) => Min Interval: 12, Max Interval: 47
LecturerCandidate(ID5822) => Min Interval: 17, Max Interval: 50
LecturerCandidate(ID5825) => Min Interval: 22, Max Interval: 35
LecturerCandidate(ID5832) => Min Interval: 25, Max Interval: 29
LecturerCandidate(ID5837) => Min Interval: 16, Max Interval: 49
LecturerCandidate(ID5849) => Min Interval: 17, Max Interval: 42
LecturerCandidate(ID5851) => Min Interval: 11, Max Interval: 43
LecturerCandidate(ID5853) => Min Interval: 19, Max Interval: 42
LecturerCandidate(ID5854) => Min Interval: 12, Max Interval: 47
LecturerCandidate(ID5855) => Min Interval: 11, Max Interval: 50
LecturerCandidate(ID5856) => Min Interval: 21, Max Interval: 43
LecturerCandidate(ID5857) => Min Interval: 13, Max Interval: 15
LecturerCandidate(ID5858) => Min Interval: 24, Max Interval: 41
LecturerCandidate(ID5859) => Min Interval: 27, Max Interval: 44
LecturerCandidate(ID5861) => Min Interval: 40, Max Interval: 41
LecturerCandidate(ID5879) => Min Interval: 12, Max Interval: 22
LecturerCandidate(ID5881) => Min Interval: 19, Max Interval: 42
LecturerCandidate(ID5883) => Min Interval: 41, Max Interval: 45
LecturerCandidate(ID5890) => Min Interval: 13, Max Interval: 26
LecturerCandidate(ID5895) => Min Interval: 17, Max Interval: 25
LecturerCandidate(ID5900) => Min Interval: 10, Max Interval: 46
LecturerCandidate(ID5905) => Min Interval: 33, Max Interval: 48
LecturerCandidate(ID5906) => Min Interval: 11, Max Interval: 27
LecturerCandidate(ID5909) => Min Interval: 15, Max Interval: 39
LecturerCandidate(ID5914) => Min Interval: 17, Max Interval: 49
LecturerCandidate(ID5919) => Min Interval: 9, Max Interval: 41
LecturerCandidate(ID5922) => Min Interval: 13, Max Interval: 19
LecturerCandidate(ID5924) => Min Interval: 30, Max Interval: 48
LecturerCandidate(ID5925) => Min Interval: 18, Max Interval: 25
LecturerCandidate(ID5926) => Min Interval: 36, Max Interval: 40
LecturerCandidate(ID5927) => Min Interval: 16, Max Interval: 43
LecturerCandidate(ID5931) => Min Interval: 23, Max Interval: 28
LecturerCandidate(ID5936) => Min Interval: 13, Max Interval: 43
LecturerCandidate(ID5941) => Min Interval: 19, Max Interval: 43
LecturerCandidate(ID5943) => Min Interval: 38, Max Interval: 38
LecturerCandidate(ID5945) => Min Interval: 14, Max Interval: 33
LecturerCandidate(ID5948) => Min Interval: 4, Max Interval: 40
LecturerCandidate(ID5949) => Min Interval: 16, Max Interval: 26
LecturerCandidate(ID5951) => Min Interval: 14, Max Interval: 20
LecturerCandidate(ID5952) => Min Interval: 11, Max Interval: 38
LecturerCandidate(ID5963) => Min Interval: 44, Max Interval: 48
LecturerCandidate(ID5966) => Min Interval: 11, Max Interval: 40
LecturerCandidate(ID5967) => Min Interval: 20, Max Interval: 46
LecturerCandidate(ID5974) => Min Interval: 4, Max Interval: 48
LecturerCandidate(ID5978) => Min Interval: 33, Max Interval: 48
LecturerCandidate(ID5980) => Min Interval: 23, Max Interval: 48
LecturerCandidate(ID5984) => Min Interval: 14, Max Interval: 18
LecturerCandidate(ID5985) => Min Interval: 12, Max Interval: 36
LecturerCandidate(ID5987) => Min Interval: 6, Max Interval: 49
LecturerCandidate(ID5991) => Min Interval: 17, Max Interval: 43
LecturerCandidate(ID6011) => Min Interval: 17, Max Interval: 39
LecturerCandidate(ID6021) => Min Interval: 19, Max Interval: 48
LecturerCandidate(ID6022) => Min Interval: 19, Max Interval: 42
LecturerCandidate(ID6030) => Min Interval: 14, Max Interval: 38
LecturerCandidate(ID6034) => Min Interval: 14, Max Interval: 31
LecturerCandidate(ID6036) => Min Interval: 26, Max Interval: 34
LecturerCandidate(ID6046) => Min Interval: 36, Max Interval: 43
LecturerCandidate(ID6049) => Min Interval: 31, Max Interval: 39
LecturerCandidate(ID6057) => Min Interval: 16, Max Interval: 50
LecturerCandidate(ID6058) => Min Interval: 19, Max Interval: 41
LecturerCandidate(ID6067) => Min Interval: 18, Max Interval: 25
LecturerCandidate(ID6074) => Min Interval: 23, Max Interval: 44
LecturerCandidate(ID6077) => Min Interval: 20, Max Interval: 36
LecturerCandidate(ID6079) => Min Interval: 17, Max Interval: 24
LecturerCandidate(ID6085) => Min Interval: 19, Max Interval: 36
LecturerCandidate(ID6087) => Min Interval: 15, Max Interval: 35
LecturerCandidate(ID6093) => Min Interval: 9, Max Interval: 50
LecturerCandidate(ID6094) => Min Interval: 17, Max Interval: 45
LecturerCandidate(ID6099) => Min Interval: 11, Max Interval: 37
LecturerCandidate(ID6108) => Min Interval: 22, Max Interval: 50
LecturerCandidate(ID6123) => Min Interval: 19, Max Interval: 43
LecturerCandidate(ID6130) => Min Interval: 9, Max Interval: 37
LecturerCandidate(ID6151) => Min Interval: 22, Max Interval: 39
LecturerCandidate(ID6189) => Min Interval: 19, Max Interval: 35
LecturerCandidate(ID6198) => Min Interval: 25, Max Interval: 46
LecturerCandidate(ID6210) => Min Interval: 30, Max Interval: 49
LecturerCandidate(ID6234) => Min Interval: 32, Max Interval: 46
LecturerCandidate(ID6239) => Min Interval: 16, Max Interval: 43
LecturerCandidate(ID6242) => Min Interval: 14, Max Interval: 45
LecturerCandidate(ID6244) => Min Interval: 19, Max Interval: 37
LecturerCandidate(ID6248) => Min Interval: 7, Max Interval: 48
LecturerCandidate(ID6251) => Min Interval: 14, Max Interval: 33
LecturerCandidate(ID6253) => Min Interval: 31, Max Interval: 46
LecturerCandidate(ID6256) => Min Interval: 20, Max Interval: 43
LecturerCandidate(ID6258) => Min Interval: 15, Max Interval: 42
LecturerCandidate(ID6259) => Min Interval: 10, Max Interval: 32
LecturerCandidate(ID6262) => Min Interval: 16, Max Interval: 32
LecturerCandidate(ID6263) => Min Interval: 23, Max Interval: 40
LecturerCandidate(ID6269) => Min Interval: 17, Max Interval: 49
LecturerCandidate(ID6272) => Min Interval: 9, Max Interval: 37
LecturerCandidate(ID6274) => Min Interval: 10, Max Interval: 42
LecturerCandidate(ID6275) => Min Interval: 10, Max Interval: 19
LecturerCandidate(ID6279) => Min Interval: 6, Max Interval: 52
LecturerCandidate(ID6280) => Min Interval: 10, Max Interval: 22
LecturerCandidate(ID6282) => Min Interval: 18, Max Interval: 44
LecturerCandidate(ID6283) => Min Interval: 7, Max Interval: 51
LecturerCandidate(ID6284) => Min Interval: 10, Max Interval: 47
LecturerCandidate(ID6287) => Min Interval: 11, Max Interval: 42
LecturerCandidate(ID6288) => Min Interval: 13, Max Interval: 50
LecturerCandidate(ID6289) => Min Interval: 11, Max Interval: 52
LecturerCandidate(ID6290) => Min Interval: 4, Max Interval: 46
LecturerCandidate(ID6292) => Min Interval: 8, Max Interval: 40
LecturerCandidate(ID6294) => Min Interval: 11, Max Interval: 48
LecturerCandidate(ID6296) => Min Interval: 1, Max Interval: 46
LecturerCandidate(ID6297) => Min Interval: 4, Max Interval: 47
LecturerCandidate(ID6301) => Min Interval: 6, Max Interval: 44
LecturerCandidate(ID6302) => Min Interval: 41, Max Interval: 44
LecturerCandidate(ID6305) => Min Interval: 2, Max Interval: 47
LecturerCandidate(ID6306) => Min Interval: 25, Max Interval: 49
LecturerCandidate(ID6307) => Min Interval: 13, Max Interval: 50
LecturerCandidate(ID6309) => Min Interval: 30, Max Interval: 47
LecturerCandidate(ID6312) => Min Interval: 5, Max Interval: 39
LecturerCandidate(ID6313) => Min Interval: 22, Max Interval: 46
LecturerCandidate(ID6316) => Min Interval: 41, Max Interval: 41
LecturerCandidate(ID6318) => Min Interval: 10, Max Interval: 52
LecturerCandidate(ID6319) => Min Interval: 3, Max Interval: 48
LecturerCandidate(ID6320) => Min Interval: 9, Max Interval: 48
LecturerCandidate(ID6322) => Min Interval: 2, Max Interval: 41
LecturerCandidate(ID6324) => Min Interval: 10, Max Interval: 40
LecturerCandidate(ID6327) => Min Interval: 7, Max Interval: 42
LecturerCandidate(ID6328) => Min Interval: 27, Max Interval: 31
LecturerCandidate(ID6330) => Min Interval: 10, Max Interval: 33
LecturerCandidate(ID6331) => Min Interval: 3, Max Interval: 50
LecturerCandidate(ID6335) => Min Interval: 26, Max Interval: 40
LecturerCandidate(ID6336) => Min Interval: 17, Max Interval: 22
LecturerCandidate(ID6339) => Min Interval: 12, Max Interval: 47
LecturerCandidate(ID6341) => Min Interval: 13, Max Interval: 38
LecturerCandidate(ID6343) => Min Interval: 24, Max Interval: 46
LecturerCandidate(ID6347) => Min Interval: 31, Max Interval: 35
LecturerCandidate(ID6349) => Min Interval: 5, Max Interval: 40
LecturerCandidate(ID6350) => Min Interval: 9, Max Interval: 49
LecturerCandidate(ID6352) => Min Interval: 10, Max Interval: 39
LecturerCandidate(ID6353) => Min Interval: 10, Max Interval: 42
LecturerCandidate(ID6355) => Min Interval: 9, Max Interval: 36
LecturerCandidate(ID6356) => Min Interval: 12, Max Interval: 30
LecturerCandidate(ID6357) => Min Interval: 24, Max Interval: 26
LecturerCandidate(ID6359) => Min Interval: 7, Max Interval: 42
LecturerCandidate(ID6360) => Min Interval: 22, Max Interval: 46
LecturerCandidate(ID6362) => Min Interval: 17, Max Interval: 40
LecturerCandidate(ID6367) => Min Interval: 5, Max Interval: 42
LecturerCandidate(ID6370) => Min Interval: 28, Max Interval: 35
LecturerCandidate(ID6372) => Min Interval: 6, Max Interval: 42
LecturerCandidate(ID6373) => Min Interval: 9, Max Interval: 26
LecturerCandidate(ID6375) => Min Interval: 25, Max Interval: 44
LecturerCandidate(ID6377) => Min Interval: 11, Max Interval: 50
LecturerCandidate(ID6381) => Min Interval: 14, Max Interval: 44
LecturerCandidate(ID6382) => Min Interval: 21, Max Interval: 47
LecturerCandidate(ID6384) => Min Interval: 15, Max Interval: 45
LecturerCandidate(ID6386) => Min Interval: 9, Max Interval: 48
LecturerCandidate(ID6388) => Min Interval: 26, Max Interval: 48
LecturerCandidate(ID6390) => Min Interval: 14, Max Interval: 52
LecturerCandidate(ID6392) => Min Interval: 5, Max Interval: 49
LecturerCandidate(ID6393) => Min Interval: 24, Max Interval: 48
LecturerCandidate(ID6395) => Min Interval: 5, Max Interval: 44
LecturerCandidate(ID6398) => Min Interval: 3, Max Interval: 42
LecturerCandidate(ID6401) => Min Interval: 10, Max Interval: 50
LecturerCandidate(ID6403) => Min Interval: 37, Max Interval: 41
LecturerCandidate(ID6405) => Min Interval: 14, Max Interval: 50
LecturerCandidate(ID6407) => Min Interval: 17, Max Interval: 40
LecturerCandidate(ID6409) => Min Interval: 10, Max Interval: 24
LecturerCandidate(ID6414) => Min Interval: 7, Max Interval: 49
LecturerCandidate(ID6415) => Min Interval: 16, Max Interval: 19
LecturerCandidate(ID6416) => Min Interval: 5, Max Interval: 45
LecturerCandidate(ID6419) => Min Interval: 3, Max Interval: 48
LecturerCandidate(ID6421) => Min Interval: 11, Max Interval: 39
LecturerCandidate(ID6422) => Min Interval: 13, Max Interval: 35
LecturerCandidate(ID6425) => Min Interval: 5, Max Interval: 51
LecturerCandidate(ID6426) => Min Interval: 10, Max Interval: 44
LecturerCandidate(ID6427) => Min Interval: 31, Max Interval: 34
LecturerCandidate(ID6429) => Min Interval: 17, Max Interval: 28
LecturerCandidate(ID6431) => Min Interval: 4, Max Interval: 26
LecturerCandidate(ID6434) => Min Interval: 28, Max Interval: 44
LecturerCandidate(ID6437) => Min Interval: 6, Max Interval: 36
LecturerCandidate(ID6438) => Min Interval: 13, Max Interval: 38
LecturerCandidate(ID6440) => Min Interval: 11, Max Interval: 47
LecturerCandidate(ID6443) => Min Interval: 19, Max Interval: 34
LecturerCandidate(ID6447) => Min Interval: 38, Max Interval: 50
LecturerCandidate(ID6448) => Min Interval: 40, Max Interval: 45
LecturerCandidate(ID6450) => Min Interval: 21, Max Interval: 47
LecturerCandidate(ID6453) => Min Interval: 11, Max Interval: 48
LecturerCandidate(ID6455) => Min Interval: 11, Max Interval: 20
LecturerCandidate(ID6456) => Min Interval: 14, Max Interval: 42
LecturerCandidate(ID6458) => Min Interval: 40, Max Interval: 41
LecturerCandidate(ID6459) => Min Interval: 28, Max Interval: 50
LecturerCandidate(ID6460) => Min Interval: 5, Max Interval: 44
LecturerCandidate(ID6463) => Min Interval: 29, Max Interval: 44
LecturerCandidate(ID6465) => Min Interval: 25, Max Interval: 50
LecturerCandidate(ID6466) => Min Interval: 13, Max Interval: 43
LecturerCandidate(ID6467) => Min Interval: 5, Max Interval: 44
LecturerCandidate(ID6470) => Min Interval: 13, Max Interval: 47
LecturerCandidate(ID6472) => Min Interval: 9, Max Interval: 49
LecturerCandidate(ID6477) => Min Interval: 18, Max Interval: 35
LecturerCandidate(ID6478) => Min Interval: 7, Max Interval: 29
LecturerCandidate(ID6481) => Min Interval: 9, Max Interval: 50
LecturerCandidate(ID6482) => Min Interval: 12, Max Interval: 41
LecturerCandidate(ID6483) => Min Interval: 13, Max Interval: 34
LecturerCandidate(ID6484) => Min Interval: 12, Max Interval: 37
LecturerCandidate(ID6486) => Min Interval: 14, Max Interval: 43
