Stored fact information:
Student(ID0) => Min Interval: 3, Max Interval: 44
Student(ID5458) => Min Interval: 5, Max Interval: 45
Student(ID5461) => Min Interval: 2, Max Interval: 24
Student(ID5462) => Min Interval: 4, Max Interval: 43
Student(ID5466) => Min Interval: 15, Max Interval: 48
Student(ID5468) => Min Interval: 3, Max Interval: 48
Student(ID5470) => Min Interval: 8, Max Interval: 41
Student(ID5471) => Min Interval: 9, Max Interval: 46
Student(ID5472) => Min Interval: 2, Max Interval: 48
Student(ID5473) => Min Interval: 7, Max Interval: 23
Student(ID5475) => Min Interval: 0, Max Interval: 39
Student(ID5476) => Min Interval: 5, Max Interval: 47
Student(ID5477) => Min Interval: 7, Max Interval: 42
Student(ID5478) => Min Interval: 4, Max Interval: 50
Student(ID5480) => Min Interval: 0, Max Interval: 44
Student(ID5481) => Min Interval: 5, Max Interval: 45
Student(ID5484) => Min Interval: 14, Max Interval: 49
Student(ID5485) => Min Interval: 11, Max Interval: 41
Student(ID5486) => Min Interval: 5, Max Interval: 47
Student(ID5489) => Min Interval: 3, Max Interval: 48
Student(ID5490) => Min Interval: 8, Max Interval: 48
Student(ID5491) => Min Interval: 14, Max Interval: 48
Student(ID5492) => Min Interval: 0, Max Interval: 33
Student(ID5495) => Min Interval: 4, Max Interval: 44
Student(ID5497) => Min Interval: 3, Max Interval: 45
Student(ID5498) => Min Interval: 0, Max Interval: 48
Student(ID5499) => Min Interval: 4, Max Interval: 46
Student(ID5500) => Min Interval: 14, Max Interval: 48
Student(ID5502) => Min Interval: 5, Max Interval: 41
Student(ID5503) => Min Interval: 3, Max Interval: 44
Student(ID5504) => Min Interval: 16, Max Interval: 44
Student(ID5505) => Min Interval: 4, Max Interval: 36
Student(ID5509) => Min Interval: 13, Max Interval: 44
Student(ID5511) => Min Interval: 2, Max Interval: 49
Student(ID5512) => Min Interval: 10, Max Interval: 40
Student(ID5515) => Min Interval: 4, Max Interval: 44
Student(ID5516) => Min Interval: 1, Max Interval: 48
Student(ID5519) => Min Interval: 11, Max Interval: 45
Student(ID5520) => Min Interval: 5, Max Interval: 49
Student(ID5521) => Min Interval: 9, Max Interval: 45
Student(ID5523) => Min Interval: 0, Max Interval: 48
Student(ID5524) => Min Interval: 5, Max Interval: 44
Student(ID5526) => Min Interval: 8, Max Interval: 50
Student(ID5528) => Min Interval: 27, Max Interval: 46
Student(ID5530) => Min Interval: 5, Max Interval: 47
Student(ID5532) => Min Interval: 1, Max Interval: 42
Student(ID5533) => Min Interval: 3, Max Interval: 45
Student(ID5534) => Min Interval: 2, Max Interval: 47
Student(ID5535) => Min Interval: 9, Max Interval: 46
Student(ID5536) => Min Interval: 11, Max Interval: 42
Student(ID5537) => Min Interval: 1, Max Interval: 39
Student(ID5539) => Min Interval: 0, Max Interval: 49
Student(ID5540) => Min Interval: 2, Max Interval: 41
Student(ID5543) => Min Interval: 1, Max Interval: 39
Student(ID5544) => Min Interval: 3, Max Interval: 50
Student(ID5546) => Min Interval: 5, Max Interval: 46
Student(ID5547) => Min Interval: 2, Max Interval: 49
Student(ID5549) => Min Interval: 3, Max Interval: 44
Student(ID5550) => Min Interval: 2, Max Interval: 43
Student(ID5552) => Min Interval: 5, Max Interval: 48
Student(ID5553) => Min Interval: 6, Max Interval: 45
Student(ID5554) => Min Interval: 0, Max Interval: 43
Student(ID5555) => Min Interval: 4, Max Interval: 42
Student(ID5556) => Min Interval: 5, Max Interval: 33
Student(ID5559) => Min Interval: 5, Max Interval: 40
Student(ID5561) => Min Interval: 1, Max Interval: 45
Student(ID5562) => Min Interval: 11, Max Interval: 47
Student(ID5564) => Min Interval: 0, Max Interval: 50
Student(ID5569) => Min Interval: 7, Max Interval: 40
Student(ID5570) => Min Interval: 9, Max Interval: 41
Student(ID5573) => Min Interval: 4, Max Interval: 41
Student(ID5578) => Min Interval: 1, Max Interval: 32
Student(ID5579) => Min Interval: 18, Max Interval: 44
Student(ID5580) => Min Interval: 3, Max Interval: 44
Student(ID5581) => Min Interval: 7, Max Interval: 49
Student(ID5583) => Min Interval: 4, Max Interval: 43
Student(ID5587) => Min Interval: 15, Max Interval: 45
Student(ID5588) => Min Interval: 14, Max Interval: 44
Student(ID5589) => Min Interval: 7, Max Interval: 48
Student(ID5591) => Min Interval: 5, Max Interval: 48
Student(ID5592) => Min Interval: 3, Max Interval: 45
Student(ID5597) => Min Interval: 0, Max Interval: 43
Student(ID5598) => Min Interval: 4, Max Interval: 37
Student(ID5599) => Min Interval: 5, Max Interval: 41
Student(ID5601) => Min Interval: 3, Max Interval: 45
Student(ID5603) => Min Interval: 5, Max Interval: 42
Student(ID5604) => Min Interval: 9, Max Interval: 34
Student(ID5605) => Min Interval: 0, Max Interval: 47
Student(ID5606) => Min Interval: 6, Max Interval: 48
Student(ID5613) => Min Interval: 14, Max Interval: 48
Student(ID5614) => Min Interval: 7, Max Interval: 39
Student(ID5615) => Min Interval: 0, Max Interval: 44
Student(ID5616) => Min Interval: 2, Max Interval: 41
Student(ID5618) => Min Interval: 18, Max Interval: 32
Student(ID5619) => Min Interval: 8, Max Interval: 42
Student(ID5623) => Min Interval: 5, Max Interval: 45
Student(ID5624) => Min Interval: 2, Max Interval: 47
Student(ID5628) => Min Interval: 0, Max Interval: 44
Student(ID5631) => Min Interval: 1, Max Interval: 44
Student(ID5632) => Min Interval: 14, Max Interval: 48
Student(ID5635) => Min Interval: 11, Max Interval: 48
Student(ID5636) => Min Interval: 4, Max Interval: 40
Student(ID5637) => Min Interval: 2, Max Interval: 50
Student(ID5639) => Min Interval: 5, Max Interval: 45
Student(ID5641) => Min Interval: 21, Max Interval: 47
Student(ID5642) => Min Interval: 10, Max Interval: 30
Student(ID5644) => Min Interval: 3, Max Interval: 41
Student(ID5646) => Min Interval: 4, Max Interval: 44
Student(ID5647) => Min Interval: 1, Max Interval: 40
Student(ID5648) => Min Interval: 9, Max Interval: 47
Student(ID5652) => Min Interval: 12, Max Interval: 44
Student(ID5655) => Min Interval: 10, Max Interval: 49
Student(ID5658) => Min Interval: 7, Max Interval: 45
Student(ID5661) => Min Interval: 1, Max Interval: 47
Student(ID5662) => Min Interval: 10, Max Interval: 40
Student(ID5663) => Min Interval: 11, Max Interval: 45
Student(ID5668) => Min Interval: 8, Max Interval: 43
Student(ID5669) => Min Interval: 1, Max Interval: 45
Student(ID5670) => Min Interval: 2, Max Interval: 50
Student(ID5671) => Min Interval: 20, Max Interval: 45
Student(ID5678) => Min Interval: 3, Max Interval: 48
Student(ID5679) => Min Interval: 3, Max Interval: 50
Student(ID5680) => Min Interval: 0, Max Interval: 42
Student(ID5685) => Min Interval: 27, Max Interval: 41
Student(ID5686) => Min Interval: 2, Max Interval: 43
Student(ID5687) => Min Interval: 1, Max Interval: 46
Student(ID5688) => Min Interval: 7, Max Interval: 47
Student(ID5689) => Min Interval: 6, Max Interval: 45
Student(ID5690) => Min Interval: 3, Max Interval: 45
Student(ID5691) => Min Interval: 10, Max Interval: 42
Student(ID5693) => Min Interval: 4, Max Interval: 43
Student(ID5695) => Min Interval: 0, Max Interval: 45
Student(ID5696) => Min Interval: 1, Max Interval: 50
Student(ID5702) => Min Interval: 8, Max Interval: 47
Student(ID5703) => Min Interval: 1, Max Interval: 48
Student(ID5706) => Min Interval: 3, Max Interval: 49
Student(ID5712) => Min Interval: 2, Max Interval: 48
Student(ID5714) => Min Interval: 0, Max Interval: 47
Student(ID5717) => Min Interval: 2, Max Interval: 35
Student(ID5718) => Min Interval: 6, Max Interval: 45
Student(ID5719) => Min Interval: 0, Max Interval: 50
Student(ID5721) => Min Interval: 12, Max Interval: 47
Student(ID5728) => Min Interval: 4, Max Interval: 48
Student(ID5730) => Min Interval: 5, Max Interval: 44
Student(ID5731) => Min Interval: 8, Max Interval: 48
Student(ID5733) => Min Interval: 1, Max Interval: 42
Student(ID5734) => Min Interval: 8, Max Interval: 19
Student(ID5735) => Min Interval: 4, Max Interval: 49
Student(ID5736) => Min Interval: 14, Max Interval: 46
Student(ID5738) => Min Interval: 0, Max Interval: 38
Student(ID5739) => Min Interval: 7, Max Interval: 32
Student(ID5740) => Min Interval: 8, Max Interval: 45
Student(ID5744) => Min Interval: 2, Max Interval: 35
Student(ID5745) => Min Interval: 6, Max Interval: 46
Student(ID5746) => Min Interval: 3, Max Interval: 47
Student(ID5747) => Min Interval: 3, Max Interval: 45
Student(ID5748) => Min Interval: 3, Max Interval: 46
Student(ID5750) => Min Interval: 10, Max Interval: 44
Student(ID5754) => Min Interval: 6, Max Interval: 33
Student(ID5756) => Min Interval: 1, Max Interval: 48
Student(ID5757) => Min Interval: 4, Max Interval: 38
Student(ID5760) => Min Interval: 0, Max Interval: 41
Student(ID5768) => Min Interval: 7, Max Interval: 41
Student(ID5769) => Min Interval: 6, Max Interval: 38
Student(ID5774) => Min Interval: 4, Max Interval: 46
Student(ID5776) => Min Interval: 6, Max Interval: 44
Student(ID5781) => Min Interval: 10, Max Interval: 47
Student(ID5786) => Min Interval: 4, Max Interval: 31
Student(ID5787) => Min Interval: 8, Max Interval: 44
Student(ID5791) => Min Interval: 2, Max Interval: 43
Student(ID5792) => Min Interval: 9, Max Interval: 47
Student(ID5794) => Min Interval: 8, Max Interval: 37
Student(ID5800) => Min Interval: 10, Max Interval: 44
Student(ID5801) => Min Interval: 2, Max Interval: 42
Student(ID5802) => Min Interval: 1, Max Interval: 38
Student(ID5805) => Min Interval: 0, Max Interval: 37
Student(ID5807) => Min Interval: 23, Max Interval: 43
Student(ID5809) => Min Interval: 6, Max Interval: 45
Student(ID5810) => Min Interval: 5, Max Interval: 43
Student(ID5811) => Min Interval: 5, Max Interval: 43
Student(ID5813) => Min Interval: 2, Max Interval: 42
Student(ID5815) => Min Interval: 6, Max Interval: 47
Student(ID5818) => Min Interval: 4, Max Interval: 43
Student(ID5821) => Min Interval: 3, Max Interval: 47
Student(ID5822) => Min Interval: 3, Max Interval: 50
Student(ID5823) => Min Interval: 3, Max Interval: 43
Student(ID5825) => Min Interval: 5, Max Interval: 39
Student(ID5832) => Min Interval: 16, Max Interval: 47
Student(ID5837) => Min Interval: 4, Max Interval: 49
Student(ID5849) => Min Interval: 8, Max Interval: 43
Student(ID5850) => Min Interval: 0, Max Interval: 36
Student(ID5851) => Min Interval: 2, Max Interval: 46
Student(ID5853) => Min Interval: 1, Max Interval: 42
Student(ID5854) => Min Interval: 3, Max Interval: 47
Student(ID5855) => Min Interval: 2, Max Interval: 50
Student(ID5856) => Min Interval: 2, Max Interval: 43
Student(ID5857) => Min Interval: 4, Max Interval: 50
Student(ID5858) => Min Interval: 5, Max Interval: 42
Student(ID5859) => Min Interval: 4, Max Interval: 45
Student(ID5861) => Min Interval: 6, Max Interval: 41
Student(ID5879) => Min Interval: 1, Max Interval: 23
Student(ID5881) => Min Interval: 10, Max Interval: 46
Student(ID5882) => Min Interval: 9, Max Interval: 46
Student(ID5883) => Min Interval: 3, Max Interval: 45
Student(ID5890) => Min Interval: 4, Max Interval: 47
Student(ID5895) => Min Interval: 8, Max Interval: 47
Student(ID5900) => Min Interval: 6, Max Interval: 45
Student(ID5905) => Min Interval: 6, Max Interval: 48
Student(ID5906) => Min Interval: 2, Max Interval: 43
Student(ID5909) => Min Interval: 6, Max Interval: 46
Student(ID5914) => Min Interval: 6, Max Interval: 49
Student(ID5919) => Min Interval: 0, Max Interval: 42
Student(ID5922) => Min Interval: 4, Max Interval: 44
Student(ID5924) => Min Interval: 11, Max Interval: 48
Student(ID5925) => Min Interval: 8, Max Interval: 40
Student(ID5926) => Min Interval: 18, Max Interval: 43
Student(ID5927) => Min Interval: 0, Max Interval: 44
Student(ID5931) => Min Interval: 1, Max Interval: 36
Student(ID5936) => Min Interval: 4, Max Interval: 45
Student(ID5941) => Min Interval: 6, Max Interval: 43
Student(ID5943) => Min Interval: 0, Max Interval: 45
Student(ID5944) => Min Interval: 1, Max Interval: 32
Student(ID5945) => Min Interval: 5, Max Interval: 47
Student(ID5948) => Min Interval: 7, Max Interval: 43
Student(ID5949) => Min Interval: 1, Max Interval: 42
Student(ID5951) => Min Interval: 5, Max Interval: 48
Student(ID5952) => Min Interval: 2, Max Interval: 39
Student(ID5954) => Min Interval: 3, Max Interval: 46
Student(ID5963) => Min Interval: 15, Max Interval: 48
Student(ID5966) => Min Interval: 2, Max Interval: 41
Student(ID5967) => Min Interval: 11, Max Interval: 47
Student(ID5974) => Min Interval: 3, Max Interval: 40
Student(ID5978) => Min Interval: 9, Max Interval: 49
Student(ID5980) => Min Interval: 3, Max Interval: 48
Student(ID5984) => Min Interval: 5, Max Interval: 48
Student(ID5985) => Min Interval: 3, Max Interval: 41
Student(ID5987) => Min Interval: 12, Max Interval: 43
Student(ID5991) => Min Interval: 8, Max Interval: 44
Student(ID6011) => Min Interval: 7, Max Interval: 40
Student(ID6021) => Min Interval: 10, Max Interval: 48
Student(ID6022) => Min Interval: 7, Max Interval: 44
Student(ID6030) => Min Interval: 5, Max Interval: 39
Student(ID6034) => Min Interval: 0, Max Interval: 34
Student(ID6036) => Min Interval: 13, Max Interval: 49
Student(ID6046) => Min Interval: 13, Max Interval: 48
Student(ID6049) => Min Interval: 8, Max Interval: 44
Student(ID6052) => Min Interval: 7, Max Interval: 37
Student(ID6057) => Min Interval: 3, Max Interval: 50
Student(ID6058) => Min Interval: 10, Max Interval: 42
Student(ID6067) => Min Interval: 9, Max Interval: 47
Student(ID6074) => Min Interval: 1, Max Interval: 44
Student(ID6077) => Min Interval: 9, Max Interval: 45
Student(ID6079) => Min Interval: 7, Max Interval: 40
Student(ID6085) => Min Interval: 6, Max Interval: 45
Student(ID6087) => Min Interval: 6, Max Interval: 47
Student(ID6093) => Min Interval: 0, Max Interval: 50
Student(ID6094) => Min Interval: 8, Max Interval: 45
Student(ID6099) => Min Interval: 2, Max Interval: 43
Student(ID6108) => Min Interval: 6, Max Interval: 50
Student(ID6123) => Min Interval: 10, Max Interval: 44
Student(ID6130) => Min Interval: 0, Max Interval: 44
Student(ID6151) => Min Interval: 9, Max Interval: 40
Student(ID6189) => Min Interval: 10, Max Interval: 46
Student(ID6198) => Min Interval: 16, Max Interval: 46
Student(ID6210) => Min Interval: 6, Max Interval: 49
Student(ID6234) => Min Interval: 5, Max Interval: 46
Student(ID6237) => Min Interval: 2, Max Interval: 49
Student(ID6239) => Min Interval: 1, Max Interval: 49
Student(ID6242) => Min Interval: 5, Max Interval: 45
Student(ID6244) => Min Interval: 10, Max Interval: 38
Student(ID6246) => Min Interval: 16, Max Interval: 49
Student(ID6248) => Min Interval: 2, Max Interval: 49
Student(ID6251) => Min Interval: 4, Max Interval: 48
Student(ID6253) => Min Interval: 4, Max Interval: 46
Student(ID6255) => Min Interval: 1, Max Interval: 33
Student(ID6256) => Min Interval: 4, Max Interval: 43
Student(ID6258) => Min Interval: 6, Max Interval: 43
Student(ID6259) => Min Interval: 10, Max Interval: 49
Student(ID6262) => Min Interval: 5, Max Interval: 38
Student(ID6263) => Min Interval: 5, Max Interval: 46
Student(ID6269) => Min Interval: 4, Max Interval: 49
Student(ID6270) => Min Interval: 6, Max Interval: 50
Student(ID6272) => Min Interval: 0, Max Interval: 43
Student(ID6274) => Min Interval: 1, Max Interval: 43
Student(ID6275) => Min Interval: 4, Max Interval: 29
Student(ID6279) => Min Interval: 8, Max Interval: 14
Student(ID6280) => Min Interval: 1, Max Interval: 44
Student(ID6282) => Min Interval: 15, Max Interval: 39
Student(ID6283) => Min Interval: 6, Max Interval: 43
Student(ID6284) => Min Interval: 1, Max Interval: 47
Student(ID6287) => Min Interval: 10, Max Interval: 37
Student(ID6288) => Min Interval: 4, Max Interval: 50
Student(ID6289) => Min Interval: 1, Max Interval: 45
Student(ID6290) => Min Interval: 5, Max Interval: 42
Student(ID6292) => Min Interval: 33, Max Interval: 47
Student(ID6294) => Min Interval: 3, Max Interval: 38
Student(ID6296) => Min Interval: 12, Max Interval: 42
Student(ID6297) => Min Interval: 13, Max Interval: 47
Student(ID6301) => Min Interval: 13, Max Interval: 38
Student(ID6302) => Min Interval: 12, Max Interval: 50
Student(ID6305) => Min Interval: 5, Max Interval: 46
Student(ID6306) => Min Interval: 12, Max Interval: 35
Student(ID6307) => Min Interval: 4, Max Interval: 50
Student(ID6309) => Min Interval: 10, Max Interval: 47
Student(ID6312) => Min Interval: 9, Max Interval: 34
Student(ID6313) => Min Interval: 7, Max Interval: 47
Student(ID6316) => Min Interval: 10, Max Interval: 44
Student(ID6318) => Min Interval: 6, Max Interval: 43
Student(ID6319) => Min Interval: 12, Max Interval: 45
Student(ID6320) => Min Interval: 0, Max Interval: 48
Student(ID6322) => Min Interval: 17, Max Interval: 43
Student(ID6324) => Min Interval: 1, Max Interval: 41
Student(ID6327) => Min Interval: 17, Max Interval: 49
Student(ID6328) => Min Interval: 16, Max Interval: 48
Student(ID6330) => Min Interval: 1, Max Interval: 49
Student(ID6331) => Min Interval: 22, Max Interval: 33
Student(ID6335) => Min Interval: 8, Max Interval: 45
Student(ID6336) => Min Interval: 5, Max Interval: 34
Student(ID6339) => Min Interval: 1, Max Interval: 43
Student(ID6341) => Min Interval: 4, Max Interval: 39
Student(ID6343) => Min Interval: 7, Max Interval: 42
Student(ID6347) => Min Interval: 3, Max Interval: 41
Student(ID6349) => Min Interval: 8, Max Interval: 43
Student(ID6350) => Min Interval: 0, Max Interval: 49
Student(ID6352) => Min Interval: 1, Max Interval: 46
Student(ID6353) => Min Interval: 4, Max Interval: 28
Student(ID6355) => Min Interval: 0, Max Interval: 37
Student(ID6356) => Min Interval: 3, Max Interval: 36
Student(ID6357) => Min Interval: 11, Max Interval: 36
Student(ID6359) => Min Interval: 4, Max Interval: 48
Student(ID6360) => Min Interval: 6, Max Interval: 46
Student(ID6362) => Min Interval: 3, Max Interval: 41
Student(ID6367) => Min Interval: 5, Max Interval: 49
Student(ID6370) => Min Interval: 16, Max Interval: 36
Student(ID6372) => Min Interval: 10, Max Interval: 47
Student(ID6373) => Min Interval: 0, Max Interval: 43
Student(ID6375) => Min Interval: 2, Max Interval: 47
Student(ID6377) => Min Interval: 2, Max Interval: 50
Student(ID6381) => Min Interval: 5, Max Interval: 44
Student(ID6382) => Min Interval: 12, Max Interval: 47
Student(ID6384) => Min Interval: 6, Max Interval: 45
Student(ID6386) => Min Interval: 6, Max Interval: 36
Student(ID6388) => Min Interval: 10, Max Interval: 48
Student(ID6390) => Min Interval: 21, Max Interval: 44
Student(ID6392) => Min Interval: 1, Max Interval: 48
Student(ID6393) => Min Interval: 9, Max Interval: 48
Student(ID6395) => Min Interval: 4, Max Interval: 46
Student(ID6398) => Min Interval: 3, Max Interval: 46
Student(ID6401) => Min Interval: 1, Max Interval: 50
Student(ID6403) => Min Interval: 2, Max Interval: 44
Student(ID6405) => Min Interval: 20, Max Interval: 34
Student(ID6407) => Min Interval: 8, Max Interval: 42
Student(ID6409) => Min Interval: 1, Max Interval: 48
Student(ID6414) => Min Interval: 7, Max Interval: 48
Student(ID6415) => Min Interval: 7, Max Interval: 35
Student(ID6416) => Min Interval: 5, Max Interval: 48
Student(ID6419) => Min Interval: 5, Max Interval: 47
Student(ID6421) => Min Interval: 2, Max Interval: 40
Student(ID6422) => Min Interval: 3, Max Interval: 42
Student(ID6423) => Min Interval: 11, Max Interval: 38
Student(ID6425) => Min Interval: 10, Max Interval: 50
Student(ID6426) => Min Interval: 1, Max Interval: 45
Student(ID6427) => Min Interval: 8, Max Interval: 45
Student(ID6429) => Min Interval: 4, Max Interval: 43
Student(ID6431) => Min Interval: 17, Max Interval: 48
Student(ID6434) => Min Interval: 0, Max Interval: 44
Student(ID6437) => Min Interval: 1, Max Interval: 49
Student(ID6438) => Min Interval: 4, Max Interval: 44
Student(ID6440) => Min Interval: 2, Max Interval: 48
Student(ID6443) => Min Interval: 7, Max Interval: 45
Student(ID6447) => Min Interval: 21, Max Interval: 50
Student(ID6448) => Min Interval: 20, Max Interval: 45
Student(ID6450) => Min Interval: 12, Max Interval: 47
Student(ID6453) => Min Interval: 2, Max Interval: 48
Student(ID6455) => Min Interval: 2, Max Interval: 41
Student(ID6456) => Min Interval: 5, Max Interval: 44
Student(ID6457) => Min Interval: 14, Max Interval: 44
Student(ID6458) => Min Interval: 20, Max Interval: 41
Student(ID6459) => Min Interval: 9, Max Interval: 50
Student(ID6460) => Min Interval: 1, Max Interval: 49
Student(ID6463) => Min Interval: 5, Max Interval: 48
Student(ID6465) => Min Interval: 4, Max Interval: 50
Student(ID6466) => Min Interval: 4, Max Interval: 44
Student(ID6467) => Min Interval: 8, Max Interval: 44
Student(ID6470) => Min Interval: 7, Max Interval: 26
Student(ID6472) => Min Interval: 0, Max Interval: 49
Student(ID6473) => Min Interval: 10, Max Interval: 44
Student(ID6477) => Min Interval: 9, Max Interval: 42
Student(ID6478) => Min Interval: 5, Max Interval: 49
Student(ID6481) => Min Interval: 35, Max Interval: 49
Student(ID6482) => Min Interval: 3, Max Interval: 42
Student(ID6483) => Min Interval: 4, Max Interval: 42
Student(ID6484) => Min Interval: 3, Max Interval: 42
Student(ID6486) => Min Interval: 5, Max Interval: 44
Student(ID6487) => Min Interval: 0, Max Interval: 42
Student(ID6489) => Min Interval: 2, Max Interval: 36
Student(ID6494) => Min Interval: 12, Max Interval: 43
Student(ID6495) => Min Interval: 0, Max Interval: 48
Student(ID6497) => Min Interval: 15, Max Interval: 35
Student(ID6502) => Min Interval: 3, Max Interval: 48
Student(ID6504) => Min Interval: 1, Max Interval: 49
Student(ID6506) => Min Interval: 6, Max Interval: 47
Student(ID6508) => Min Interval: 5, Max Interval: 44
Student(ID6510) => Min Interval: 0, Max Interval: 50
Student(ID6511) => Min Interval: 4, Max Interval: 21
Student(ID6512) => Min Interval: 4, Max Interval: 43
Student(ID6513) => Min Interval: 8, Max Interval: 49
Student(ID6518) => Min Interval: 16, Max Interval: 46
Student(ID6520) => Min Interval: 5, Max Interval: 44
Student(ID6521) => Min Interval: 8, Max Interval: 44
Student(ID6522) => Min Interval: 7, Max Interval: 48
Student(ID6524) => Min Interval: 3, Max Interval: 42
Student(ID6525) => Min Interval: 3, Max Interval: 49
Student(ID6526) => Min Interval: 0, Max Interval: 47
Student(ID6528) => Min Interval: 6, Max Interval: 45
Student(ID6529) => Min Interval: 3, Max Interval: 46
Student(ID6530) => Min Interval: 8, Max Interval: 50
Student(ID6531) => Min Interval: 7, Max Interval: 45
Student(ID6532) => Min Interval: 2, Max Interval: 48
Student(ID6539) => Min Interval: 10, Max Interval: 49
Student(ID6540) => Min Interval: 2, Max Interval: 46
Student(ID6541) => Min Interval: 10, Max Interval: 48
Student(ID6543) => Min Interval: 2, Max Interval: 43
Student(ID6544) => Min Interval: 9, Max Interval: 48
Student(ID6547) => Min Interval: 0, Max Interval: 41
Student(ID6548) => Min Interval: 8, Max Interval: 45
Student(ID6552) => Min Interval: 6, Max Interval: 50
Student(ID6557) => Min Interval: 3, Max Interval: 46
Student(ID6558) => Min Interval: 5, Max Interval: 37
Student(ID6560) => Min Interval: 9, Max Interval: 41
Student(ID6561) => Min Interval: 3, Max Interval: 43
Student(ID6562) => Min Interval: 9, Max Interval: 33
Student(ID6567) => Min Interval: 5, Max Interval: 47
Student(ID6568) => Min Interval: 3, Max Interval: 45
Student(ID6570) => Min Interval: 4, Max Interval: 39
Student(ID6572) => Min Interval: 21, Max Interval: 43
Student(ID6573) => Min Interval: 0, Max Interval: 47
Student(ID6579) => Min Interval: 3, Max Interval: 42
Student(ID6580) => Min Interval: 7, Max Interval: 45
Student(ID6587) => Min Interval: 4, Max Interval: 37
Student(ID6588) => Min Interval: 5, Max Interval: 46
Student(ID6589) => Min Interval: 10, Max Interval: 34
Student(ID6591) => Min Interval: 20, Max Interval: 47
Student(ID6594) => Min Interval: 20, Max Interval: 47
Student(ID6596) => Min Interval: 3, Max Interval: 38
Student(ID6598) => Min Interval: 15, Max Interval: 38
Student(ID6599) => Min Interval: 2, Max Interval: 27
Student(ID6600) => Min Interval: 8, Max Interval: 50
Student(ID6601) => Min Interval: 2, Max Interval: 45
Student(ID6602) => Min Interval: 18, Max Interval: 19
Student(ID6605) => Min Interval: 15, Max Interval: 47
Student(ID6608) => Min Interval: 3, Max Interval: 38
Student(ID6610) => Min Interval: 6, Max Interval: 49
Student(ID6611) => Min Interval: 8, Max Interval: 49
Student(ID6613) => Min Interval: 7, Max Interval: 42
Student(ID6614) => Min Interval: 2, Max Interval: 46
Student(ID6616) => Min Interval: 20, Max Interval: 40
Student(ID6618) => Min Interval: 6, Max Interval: 50
Student(ID6620) => Min Interval: 4, Max Interval: 42
Student(ID6622) => Min Interval: 5, Max Interval: 47
Student(ID6624) => Min Interval: 6, Max Interval: 44
Student(ID6626) => Min Interval: 12, Max Interval: 46
Student(ID6628) => Min Interval: 1, Max Interval: 44
Student(ID6629) => Min Interval: 2, Max Interval: 49
Student(ID6631) => Min Interval: 14, Max Interval: 46
Student(ID6633) => Min Interval: 5, Max Interval: 42
Student(ID6634) => Min Interval: 12, Max Interval: 23
Student(ID6638) => Min Interval: 8, Max Interval: 47
Student(ID6642) => Min Interval: 7, Max Interval: 47
Student(ID6643) => Min Interval: 0, Max Interval: 44
Student(ID6646) => Min Interval: 0, Max Interval: 38
Student(ID6647) => Min Interval: 9, Max Interval: 47
Student(ID6648) => Min Interval: 10, Max Interval: 47
Student(ID6650) => Min Interval: 5, Max Interval: 49
Student(ID6652) => Min Interval: 10, Max Interval: 49
Student(ID6655) => Min Interval: 31, Max Interval: 44
Student(ID6657) => Min Interval: 4, Max Interval: 43
Student(ID6659) => Min Interval: 15, Max Interval: 44
Student(ID6660) => Min Interval: 4, Max Interval: 47
Student(ID6661) => Min Interval: 7, Max Interval: 39
Student(ID6667) => Min Interval: 10, Max Interval: 43
Student(ID6668) => Min Interval: 7, Max Interval: 37
Student(ID6670) => Min Interval: 12, Max Interval: 50
Student(ID6672) => Min Interval: 16, Max Interval: 50
Student(ID6674) => Min Interval: 4, Max Interval: 50
Student(ID6676) => Min Interval: 17, Max Interval: 47
Student(ID6677) => Min Interval: 2, Max Interval: 46
Student(ID6679) => Min Interval: 4, Max Interval: 46
Student(ID6680) => Min Interval: 2, Max Interval: 44
Student(ID6682) => Min Interval: 7, Max Interval: 46
Student(ID6683) => Min Interval: 7, Max Interval: 50
Student(ID6685) => Min Interval: 1, Max Interval: 43
Student(ID6686) => Min Interval: 8, Max Interval: 45
Student(ID6687) => Min Interval: 2, Max Interval: 41
Student(ID6688) => Min Interval: 5, Max Interval: 49
Student(ID6690) => Min Interval: 6, Max Interval: 42
Student(ID6692) => Min Interval: 11, Max Interval: 45
Student(ID6693) => Min Interval: 4, Max Interval: 47
Student(ID6696) => Min Interval: 3, Max Interval: 39
Student(ID6697) => Min Interval: 0, Max Interval: 45
Student(ID6699) => Min Interval: 1, Max Interval: 46
Student(ID6701) => Min Interval: 3, Max Interval: 46
Student(ID6702) => Min Interval: 5, Max Interval: 48
Student(ID6703) => Min Interval: 3, Max Interval: 9
Student(ID6704) => Min Interval: 6, Max Interval: 49
Student(ID6706) => Min Interval: 5, Max Interval: 49
Student(ID6710) => Min Interval: 14, Max Interval: 47
Student(ID6713) => Min Interval: 2, Max Interval: 49
Student(ID6715) => Min Interval: 5, Max Interval: 42
Student(ID6717) => Min Interval: 7, Max Interval: 48
Student(ID6719) => Min Interval: 21, Max Interval: 45
Student(ID6721) => Min Interval: 17, Max Interval: 47
Student(ID6727) => Min Interval: 3, Max Interval: 49
Student(ID6732) => Min Interval: 4, Max Interval: 42
Student(ID6733) => Min Interval: 4, Max Interval: 44
Student(ID6735) => Min Interval: 4, Max Interval: 39
Student(ID6736) => Min Interval: 26, Max Interval: 50
Student(ID6738) => Min Interval: 4, Max Interval: 42
