Stored fact information:
AssociateProfessor(ID0) => Min Interval: 37, Max Interval: 41
AssociateProfessor(ID5533) => Min Interval: 34, Max Interval: 46
AssociateProfessor(ID5535) => Min Interval: 30, Max Interval: 47
AssociateProfessor(ID5539) => Min Interval: 15, Max Interval: 50
AssociateProfessor(ID5540) => Min Interval: 24, Max Interval: 54
AssociateProfessor(ID5543) => Min Interval: 16, Max Interval: 37
AssociateProfessor(ID5544) => Min Interval: 46, Max Interval: 51
AssociateProfessor(ID5546) => Min Interval: 22, Max Interval: 45
AssociateProfessor(ID5547) => Min Interval: 17, Max Interval: 43
AssociateProfessor(ID5549) => Min Interval: 18, Max Interval: 44
AssociateProfessor(ID5550) => Min Interval: 17, Max Interval: 29
AssociateProfessor(ID5552) => Min Interval: 39, Max Interval: 48
AssociateProfessor(ID5553) => Min Interval: 42, Max Interval: 45
AssociateProfessor(ID5554) => Min Interval: 15, Max Interval: 43
AssociateProfessor(ID5555) => Min Interval: 19, Max Interval: 43
AssociateProfessor(ID5556) => Min Interval: 9, Max Interval: 47
AssociateProfessor(ID5559) => Min Interval: 26, Max Interval: 32
AssociateProfessor(ID5561) => Min Interval: 16, Max Interval: 44
AssociateProfessor(ID5562) => Min Interval: 8, Max Interval: 45
AssociateProfessor(ID5564) => Min Interval: 15, Max Interval: 51
AssociateProfessor(ID5569) => Min Interval: 33, Max Interval: 36
AssociateProfessor(ID5578) => Min Interval: 16, Max Interval: 28
AssociateProfessor(ID5579) => Min Interval: 8, Max Interval: 49
AssociateProfessor(ID5580) => Min Interval: 18, Max Interval: 41
AssociateProfessor(ID5581) => Min Interval: 24, Max Interval: 50
AssociateProfessor(ID5587) => Min Interval: 30, Max Interval: 42
AssociateProfessor(ID5589) => Min Interval: 22, Max Interval: 34
AssociateProfessor(ID5591) => Min Interval: 20, Max Interval: 49
AssociateProfessor(ID5592) => Min Interval: 37, Max Interval: 38
AssociateProfessor(ID5597) => Min Interval: 15, Max Interval: 40
AssociateProfessor(ID5598) => Min Interval: 25, Max Interval: 28
AssociateProfessor(ID5599) => Min Interval: 20, Max Interval: 41
AssociateProfessor(ID5601) => Min Interval: 11, Max Interval: 41
AssociateProfessor(ID5603) => Min Interval: 20, Max Interval: 42
AssociateProfessor(ID5605) => Min Interval: 15, Max Interval: 22
AssociateProfessor(ID5606) => Min Interval: 24, Max Interval: 49
AssociateProfessor(ID5614) => Min Interval: 22, Max Interval: 39
AssociateProfessor(ID5615) => Min Interval: 18, Max Interval: 24
AssociateProfessor(ID5616) => Min Interval: 19, Max Interval: 42
AssociateProfessor(ID5618) => Min Interval: 21, Max Interval: 39
AssociateProfessor(ID5619) => Min Interval: 23, Max Interval: 33
AssociateProfessor(ID5623) => Min Interval: 20, Max Interval: 45
AssociateProfessor(ID5624) => Min Interval: 43, Max Interval: 48
AssociateProfessor(ID5628) => Min Interval: 15, Max Interval: 45
AssociateProfessor(ID5631) => Min Interval: 16, Max Interval: 31
AssociateProfessor(ID5632) => Min Interval: 36, Max Interval: 49
AssociateProfessor(ID5635) => Min Interval: 26, Max Interval: 49
AssociateProfessor(ID5637) => Min Interval: 17, Max Interval: 51
AssociateProfessor(ID5641) => Min Interval: 36, Max Interval: 44
AssociateProfessor(ID5647) => Min Interval: 33, Max Interval: 40
AssociateProfessor(ID5648) => Min Interval: 40, Max Interval: 48
AssociateProfessor(ID5652) => Min Interval: 14, Max Interval: 52
AssociateProfessor(ID5655) => Min Interval: 25, Max Interval: 50
AssociateProfessor(ID5658) => Min Interval: 30, Max Interval: 34
AssociateProfessor(ID5661) => Min Interval: 16, Max Interval: 47
AssociateProfessor(ID5662) => Min Interval: 25, Max Interval: 34
AssociateProfessor(ID5668) => Min Interval: 23, Max Interval: 44
AssociateProfessor(ID5670) => Min Interval: 20, Max Interval: 51
AssociateProfessor(ID5671) => Min Interval: 19, Max Interval: 49
AssociateProfessor(ID5678) => Min Interval: 21, Max Interval: 26
AssociateProfessor(ID5679) => Min Interval: 18, Max Interval: 50
AssociateProfessor(ID5680) => Min Interval: 15, Max Interval: 20
AssociateProfessor(ID5685) => Min Interval: 20, Max Interval: 47
AssociateProfessor(ID5686) => Min Interval: 17, Max Interval: 43
AssociateProfessor(ID5687) => Min Interval: 31, Max Interval: 46
AssociateProfessor(ID5688) => Min Interval: 42, Max Interval: 48
AssociateProfessor(ID5689) => Min Interval: 21, Max Interval: 30
AssociateProfessor(ID5690) => Min Interval: 18, Max Interval: 45
AssociateProfessor(ID5693) => Min Interval: 15, Max Interval: 52
AssociateProfessor(ID5695) => Min Interval: 15, Max Interval: 22
AssociateProfessor(ID5696) => Min Interval: 16, Max Interval: 51
AssociateProfessor(ID5702) => Min Interval: 23, Max Interval: 48
AssociateProfessor(ID5703) => Min Interval: 26, Max Interval: 38
AssociateProfessor(ID5705) => Min Interval: 18, Max Interval: 49
AssociateProfessor(ID5706) => Min Interval: 18, Max Interval: 50
AssociateProfessor(ID5712) => Min Interval: 17, Max Interval: 28
AssociateProfessor(ID5714) => Min Interval: 15, Max Interval: 43
AssociateProfessor(ID5718) => Min Interval: 18, Max Interval: 42
AssociateProfessor(ID5719) => Min Interval: 15, Max Interval: 51
AssociateProfessor(ID5721) => Min Interval: 36, Max Interval: 48
AssociateProfessor(ID5728) => Min Interval: 34, Max Interval: 48
AssociateProfessor(ID5730) => Min Interval: 38, Max Interval: 44
AssociateProfessor(ID5731) => Min Interval: 37, Max Interval: 49
AssociateProfessor(ID5733) => Min Interval: 16, Max Interval: 30
AssociateProfessor(ID5735) => Min Interval: 39, Max Interval: 50
AssociateProfessor(ID5736) => Min Interval: 29, Max Interval: 47
AssociateProfessor(ID5738) => Min Interval: 15, Max Interval: 38
AssociateProfessor(ID5739) => Min Interval: 8, Max Interval: 48
AssociateProfessor(ID5740) => Min Interval: 23, Max Interval: 41
AssociateProfessor(ID5745) => Min Interval: 34, Max Interval: 47
AssociateProfessor(ID5747) => Min Interval: 38, Max Interval: 41
AssociateProfessor(ID5748) => Min Interval: 17, Max Interval: 55
AssociateProfessor(ID5750) => Min Interval: 25, Max Interval: 38
AssociateProfessor(ID5754) => Min Interval: 21, Max Interval: 27
AssociateProfessor(ID5756) => Min Interval: 11, Max Interval: 54
AssociateProfessor(ID5760) => Min Interval: 15, Max Interval: 40
AssociateProfessor(ID5769) => Min Interval: 35, Max Interval: 38
AssociateProfessor(ID5774) => Min Interval: 24, Max Interval: 38
AssociateProfessor(ID5781) => Min Interval: 23, Max Interval: 49
AssociateProfessor(ID5787) => Min Interval: 36, Max Interval: 44
AssociateProfessor(ID5791) => Min Interval: 17, Max Interval: 26
AssociateProfessor(ID5792) => Min Interval: 24, Max Interval: 48
AssociateProfessor(ID5794) => Min Interval: 28, Max Interval: 37
AssociateProfessor(ID5800) => Min Interval: 21, Max Interval: 30
AssociateProfessor(ID5801) => Min Interval: 17, Max Interval: 43
AssociateProfessor(ID5809) => Min Interval: 21, Max Interval: 42
AssociateProfessor(ID5810) => Min Interval: 25, Max Interval: 43
AssociateProfessor(ID5811) => Min Interval: 11, Max Interval: 51
AssociateProfessor(ID5813) => Min Interval: 26, Max Interval: 42
AssociateProfessor(ID5815) => Min Interval: 41, Max Interval: 48
AssociateProfessor(ID5821) => Min Interval: 18, Max Interval: 48
AssociateProfessor(ID5822) => Min Interval: 23, Max Interval: 51
AssociateProfessor(ID5825) => Min Interval: 28, Max Interval: 36
AssociateProfessor(ID5837) => Min Interval: 22, Max Interval: 50
AssociateProfessor(ID5849) => Min Interval: 23, Max Interval: 43
AssociateProfessor(ID5851) => Min Interval: 17, Max Interval: 44
AssociateProfessor(ID5853) => Min Interval: 25, Max Interval: 43
AssociateProfessor(ID5854) => Min Interval: 18, Max Interval: 48
AssociateProfessor(ID5855) => Min Interval: 17, Max Interval: 51
AssociateProfessor(ID5856) => Min Interval: 27, Max Interval: 44
AssociateProfessor(ID5858) => Min Interval: 30, Max Interval: 42
AssociateProfessor(ID5859) => Min Interval: 33, Max Interval: 45
AssociateProfessor(ID5879) => Min Interval: 18, Max Interval: 23
AssociateProfessor(ID5881) => Min Interval: 25, Max Interval: 43
AssociateProfessor(ID5890) => Min Interval: 19, Max Interval: 27
AssociateProfessor(ID5895) => Min Interval: 23, Max Interval: 26
AssociateProfessor(ID5900) => Min Interval: 16, Max Interval: 47
AssociateProfessor(ID5905) => Min Interval: 39, Max Interval: 49
AssociateProfessor(ID5906) => Min Interval: 17, Max Interval: 28
AssociateProfessor(ID5909) => Min Interval: 21, Max Interval: 40
AssociateProfessor(ID5914) => Min Interval: 23, Max Interval: 50
AssociateProfessor(ID5919) => Min Interval: 15, Max Interval: 42
AssociateProfessor(ID5922) => Min Interval: 19, Max Interval: 20
AssociateProfessor(ID5924) => Min Interval: 36, Max Interval: 49
AssociateProfessor(ID5925) => Min Interval: 24, Max Interval: 26
AssociateProfessor(ID5927) => Min Interval: 22, Max Interval: 44
AssociateProfessor(ID5936) => Min Interval: 19, Max Interval: 44
AssociateProfessor(ID5945) => Min Interval: 20, Max Interval: 34
AssociateProfessor(ID5948) => Min Interval: 10, Max Interval: 45
AssociateProfessor(ID5949) => Min Interval: 22, Max Interval: 27
AssociateProfessor(ID5951) => Min Interval: 20, Max Interval: 21
AssociateProfessor(ID5952) => Min Interval: 17, Max Interval: 39
AssociateProfessor(ID5966) => Min Interval: 17, Max Interval: 41
AssociateProfessor(ID5967) => Min Interval: 26, Max Interval: 47
AssociateProfessor(ID5974) => Min Interval: 10, Max Interval: 52
AssociateProfessor(ID5978) => Min Interval: 39, Max Interval: 49
AssociateProfessor(ID5980) => Min Interval: 29, Max Interval: 49
AssociateProfessor(ID5985) => Min Interval: 18, Max Interval: 37
AssociateProfessor(ID5987) => Min Interval: 12, Max Interval: 50
AssociateProfessor(ID5991) => Min Interval: 23, Max Interval: 44
AssociateProfessor(ID6011) => Min Interval: 23, Max Interval: 40
AssociateProfessor(ID6021) => Min Interval: 25, Max Interval: 49
AssociateProfessor(ID6022) => Min Interval: 25, Max Interval: 43
AssociateProfessor(ID6030) => Min Interval: 20, Max Interval: 39
AssociateProfessor(ID6034) => Min Interval: 20, Max Interval: 32
AssociateProfessor(ID6036) => Min Interval: 32, Max Interval: 35
AssociateProfessor(ID6046) => Min Interval: 42, Max Interval: 44
AssociateProfessor(ID6049) => Min Interval: 37, Max Interval: 40
AssociateProfessor(ID6057) => Min Interval: 22, Max Interval: 51
AssociateProfessor(ID6058) => Min Interval: 25, Max Interval: 42
AssociateProfessor(ID6067) => Min Interval: 24, Max Interval: 26
AssociateProfessor(ID6074) => Min Interval: 29, Max Interval: 45
AssociateProfessor(ID6077) => Min Interval: 26, Max Interval: 37
AssociateProfessor(ID6079) => Min Interval: 23, Max Interval: 25
AssociateProfessor(ID6085) => Min Interval: 25, Max Interval: 37
AssociateProfessor(ID6087) => Min Interval: 21, Max Interval: 36
AssociateProfessor(ID6093) => Min Interval: 15, Max Interval: 51
AssociateProfessor(ID6094) => Min Interval: 23, Max Interval: 46
AssociateProfessor(ID6099) => Min Interval: 17, Max Interval: 38
AssociateProfessor(ID6108) => Min Interval: 46, Max Interval: 51
AssociateProfessor(ID6123) => Min Interval: 25, Max Interval: 44
AssociateProfessor(ID6130) => Min Interval: 15, Max Interval: 38
AssociateProfessor(ID6151) => Min Interval: 28, Max Interval: 40
AssociateProfessor(ID6189) => Min Interval: 25, Max Interval: 36
AssociateProfessor(ID6198) => Min Interval: 31, Max Interval: 47
AssociateProfessor(ID6210) => Min Interval: 36, Max Interval: 50
AssociateProfessor(ID6234) => Min Interval: 38, Max Interval: 47
AssociateProfessor(ID6236) => Min Interval: 20, Max Interval: 48
AssociateProfessor(ID6239) => Min Interval: 22, Max Interval: 44
AssociateProfessor(ID6242) => Min Interval: 20, Max Interval: 46
AssociateProfessor(ID6244) => Min Interval: 25, Max Interval: 38
AssociateProfessor(ID6248) => Min Interval: 13, Max Interval: 53
AssociateProfessor(ID6250) => Min Interval: 26, Max Interval: 48
AssociateProfessor(ID6251) => Min Interval: 20, Max Interval: 38
AssociateProfessor(ID6253) => Min Interval: 37, Max Interval: 47
AssociateProfessor(ID6256) => Min Interval: 37, Max Interval: 44
AssociateProfessor(ID6258) => Min Interval: 21, Max Interval: 43
AssociateProfessor(ID6259) => Min Interval: 15, Max Interval: 37
AssociateProfessor(ID6262) => Min Interval: 22, Max Interval: 37
AssociateProfessor(ID6263) => Min Interval: 29, Max Interval: 41
AssociateProfessor(ID6269) => Min Interval: 23, Max Interval: 50
AssociateProfessor(ID6272) => Min Interval: 15, Max Interval: 38
AssociateProfessor(ID6274) => Min Interval: 16, Max Interval: 43
AssociateProfessor(ID6275) => Min Interval: 16, Max Interval: 20
AssociateProfessor(ID6276) => Min Interval: 13, Max Interval: 40
AssociateProfessor(ID6278) => Min Interval: 1, Max Interval: 53
AssociateProfessor(ID6279) => Min Interval: 11, Max Interval: 53
AssociateProfessor(ID6280) => Min Interval: 16, Max Interval: 23
AssociateProfessor(ID6282) => Min Interval: 24, Max Interval: 45
AssociateProfessor(ID6283) => Min Interval: 12, Max Interval: 53
AssociateProfessor(ID6284) => Min Interval: 16, Max Interval: 48
AssociateProfessor(ID6287) => Min Interval: 17, Max Interval: 43
AssociateProfessor(ID6288) => Min Interval: 19, Max Interval: 51
AssociateProfessor(ID6289) => Min Interval: 16, Max Interval: 53
AssociateProfessor(ID6290) => Min Interval: 10, Max Interval: 49
AssociateProfessor(ID6292) => Min Interval: 14, Max Interval: 45
AssociateProfessor(ID6294) => Min Interval: 16, Max Interval: 53
AssociateProfessor(ID6296) => Min Interval: 7, Max Interval: 47
AssociateProfessor(ID6297) => Min Interval: 10, Max Interval: 48
AssociateProfessor(ID6298) => Min Interval: 2, Max Interval: 38
AssociateProfessor(ID6301) => Min Interval: 11, Max Interval: 49
AssociateProfessor(ID6305) => Min Interval: 8, Max Interval: 52
AssociateProfessor(ID6306) => Min Interval: 31, Max Interval: 50
AssociateProfessor(ID6307) => Min Interval: 19, Max Interval: 51
AssociateProfessor(ID6309) => Min Interval: 36, Max Interval: 48
AssociateProfessor(ID6312) => Min Interval: 10, Max Interval: 44
AssociateProfessor(ID6313) => Min Interval: 28, Max Interval: 47
AssociateProfessor(ID6318) => Min Interval: 15, Max Interval: 53
AssociateProfessor(ID6319) => Min Interval: 9, Max Interval: 49
AssociateProfessor(ID6320) => Min Interval: 15, Max Interval: 49
AssociateProfessor(ID6321) => Min Interval: 5, Max Interval: 45
AssociateProfessor(ID6322) => Min Interval: 8, Max Interval: 42
AssociateProfessor(ID6324) => Min Interval: 16, Max Interval: 41
AssociateProfessor(ID6327) => Min Interval: 12, Max Interval: 43
AssociateProfessor(ID6330) => Min Interval: 16, Max Interval: 34
AssociateProfessor(ID6331) => Min Interval: 9, Max Interval: 52
AssociateProfessor(ID6335) => Min Interval: 32, Max Interval: 41
AssociateProfessor(ID6339) => Min Interval: 18, Max Interval: 49
AssociateProfessor(ID6341) => Min Interval: 19, Max Interval: 39
AssociateProfessor(ID6343) => Min Interval: 29, Max Interval: 51
AssociateProfessor(ID6349) => Min Interval: 11, Max Interval: 45
AssociateProfessor(ID6350) => Min Interval: 15, Max Interval: 50
AssociateProfessor(ID6352) => Min Interval: 16, Max Interval: 40
AssociateProfessor(ID6353) => Min Interval: 15, Max Interval: 47
AssociateProfessor(ID6355) => Min Interval: 15, Max Interval: 37
AssociateProfessor(ID6356) => Min Interval: 18, Max Interval: 31
AssociateProfessor(ID6359) => Min Interval: 12, Max Interval: 47
AssociateProfessor(ID6360) => Min Interval: 28, Max Interval: 47
AssociateProfessor(ID6362) => Min Interval: 23, Max Interval: 41
AssociateProfessor(ID6364) => Min Interval: 4, Max Interval: 27
AssociateProfessor(ID6366) => Min Interval: 2, Max Interval: 41
AssociateProfessor(ID6367) => Min Interval: 11, Max Interval: 43
AssociateProfessor(ID6370) => Min Interval: 34, Max Interval: 36
AssociateProfessor(ID6372) => Min Interval: 12, Max Interval: 47
AssociateProfessor(ID6373) => Min Interval: 26, Max Interval: 27
AssociateProfessor(ID6375) => Min Interval: 31, Max Interval: 45
AssociateProfessor(ID6377) => Min Interval: 17, Max Interval: 51
AssociateProfessor(ID6382) => Min Interval: 27, Max Interval: 48
AssociateProfessor(ID6384) => Min Interval: 21, Max Interval: 46
AssociateProfessor(ID6386) => Min Interval: 14, Max Interval: 49
AssociateProfessor(ID6388) => Min Interval: 32, Max Interval: 49
AssociateProfessor(ID6390) => Min Interval: 19, Max Interval: 53
AssociateProfessor(ID6392) => Min Interval: 11, Max Interval: 54
AssociateProfessor(ID6393) => Min Interval: 44, Max Interval: 49
AssociateProfessor(ID6395) => Min Interval: 11, Max Interval: 45
AssociateProfessor(ID6398) => Min Interval: 9, Max Interval: 47
AssociateProfessor(ID6399) => Min Interval: 28, Max Interval: 49
AssociateProfessor(ID6401) => Min Interval: 16, Max Interval: 51
AssociateProfessor(ID6405) => Min Interval: 20, Max Interval: 51
AssociateProfessor(ID6406) => Min Interval: 10, Max Interval: 50
AssociateProfessor(ID6407) => Min Interval: 23, Max Interval: 41
AssociateProfessor(ID6409) => Min Interval: 16, Max Interval: 25
AssociateProfessor(ID6414) => Min Interval: 13, Max Interval: 50
AssociateProfessor(ID6416) => Min Interval: 10, Max Interval: 50
AssociateProfessor(ID6419) => Min Interval: 9, Max Interval: 53
AssociateProfessor(ID6421) => Min Interval: 38, Max Interval: 40
AssociateProfessor(ID6422) => Min Interval: 19, Max Interval: 36
AssociateProfessor(ID6425) => Min Interval: 11, Max Interval: 54
AssociateProfessor(ID6426) => Min Interval: 16, Max Interval: 45
AssociateProfessor(ID6428) => Min Interval: 12, Max Interval: 52
AssociateProfessor(ID6429) => Min Interval: 23, Max Interval: 29
AssociateProfessor(ID6431) => Min Interval: 10, Max Interval: 31
AssociateProfessor(ID6434) => Min Interval: 33, Max Interval: 49
AssociateProfessor(ID6436) => Min Interval: 10, Max Interval: 35
AssociateProfessor(ID6437) => Min Interval: 11, Max Interval: 41
AssociateProfessor(ID6438) => Min Interval: 19, Max Interval: 39
AssociateProfessor(ID6440) => Min Interval: 17, Max Interval: 48
AssociateProfessor(ID6443) => Min Interval: 25, Max Interval: 35
AssociateProfessor(ID6447) => Min Interval: 44, Max Interval: 51
AssociateProfessor(ID6450) => Min Interval: 27, Max Interval: 48
AssociateProfessor(ID6453) => Min Interval: 17, Max Interval: 49
AssociateProfessor(ID6455) => Min Interval: 17, Max Interval: 21
AssociateProfessor(ID6459) => Min Interval: 34, Max Interval: 37
AssociateProfessor(ID6460) => Min Interval: 11, Max Interval: 49
AssociateProfessor(ID6463) => Min Interval: 35, Max Interval: 45
AssociateProfessor(ID6465) => Min Interval: 31, Max Interval: 35
AssociateProfessor(ID6466) => Min Interval: 19, Max Interval: 44
AssociateProfessor(ID6467) => Min Interval: 11, Max Interval: 48
AssociateProfessor(ID6470) => Min Interval: 19, Max Interval: 48
AssociateProfessor(ID6472) => Min Interval: 15, Max Interval: 50
AssociateProfessor(ID6474) => Min Interval: 8, Max Interval: 44
AssociateProfessor(ID6477) => Min Interval: 35, Max Interval: 36
AssociateProfessor(ID6478) => Min Interval: 13, Max Interval: 34
AssociateProfessor(ID6481) => Min Interval: 14, Max Interval: 52
AssociateProfessor(ID6482) => Min Interval: 18, Max Interval: 42
AssociateProfessor(ID6483) => Min Interval: 19, Max Interval: 35
AssociateProfessor(ID6484) => Min Interval: 18, Max Interval: 38
AssociateProfessor(ID6486) => Min Interval: 20, Max Interval: 44
AssociateProfessor(ID6489) => Min Interval: 14, Max Interval: 51
AssociateProfessor(ID6494) => Min Interval: 27, Max Interval: 44
AssociateProfessor(ID6495) => Min Interval: 15, Max Interval: 21
AssociateProfessor(ID6497) => Min Interval: 31, Max Interval: 34
AssociateProfessor(ID6499) => Min Interval: 11, Max Interval: 47
AssociateProfessor(ID6502) => Min Interval: 18, Max Interval: 49
AssociateProfessor(ID6504) => Min Interval: 16, Max Interval: 50
AssociateProfessor(ID6506) => Min Interval: 11, Max Interval: 53
AssociateProfessor(ID6508) => Min Interval: 20, Max Interval: 45
AssociateProfessor(ID6510) => Min Interval: 15, Max Interval: 47
AssociateProfessor(ID6511) => Min Interval: 38, Max Interval: 53
AssociateProfessor(ID6514) => Min Interval: 11, Max Interval: 38
AssociateProfessor(ID6518) => Min Interval: 19, Max Interval: 40
AssociateProfessor(ID6520) => Min Interval: 24, Max Interval: 41
AssociateProfessor(ID6521) => Min Interval: 33, Max Interval: 43
AssociateProfessor(ID6522) => Min Interval: 20, Max Interval: 46
AssociateProfessor(ID6523) => Min Interval: 5, Max Interval: 35
AssociateProfessor(ID6524) => Min Interval: 24, Max Interval: 43
AssociateProfessor(ID6525) => Min Interval: 18, Max Interval: 40
AssociateProfessor(ID6526) => Min Interval: 15, Max Interval: 27
AssociateProfessor(ID6528) => Min Interval: 26, Max Interval: 46
AssociateProfessor(ID6529) => Min Interval: 21, Max Interval: 46
AssociateProfessor(ID6530) => Min Interval: 14, Max Interval: 47
AssociateProfessor(ID6535) => Min Interval: 2, Max Interval: 49
AssociateProfessor(ID6539) => Min Interval: 43, Max Interval: 50
AssociateProfessor(ID6540) => Min Interval: 17, Max Interval: 47
AssociateProfessor(ID6541) => Min Interval: 33, Max Interval: 49
AssociateProfessor(ID6543) => Min Interval: 17, Max Interval: 43
AssociateProfessor(ID6547) => Min Interval: 15, Max Interval: 35
AssociateProfessor(ID6551) => Min Interval: 6, Max Interval: 31
AssociateProfessor(ID6552) => Min Interval: 41, Max Interval: 51
AssociateProfessor(ID6556) => Min Interval: 8, Max Interval: 41
AssociateProfessor(ID6557) => Min Interval: 41, Max Interval: 47
AssociateProfessor(ID6558) => Min Interval: 20, Max Interval: 37
AssociateProfessor(ID6560) => Min Interval: 24, Max Interval: 42
AssociateProfessor(ID6561) => Min Interval: 16, Max Interval: 52
AssociateProfessor(ID6562) => Min Interval: 27, Max Interval: 33
AssociateProfessor(ID6564) => Min Interval: 7, Max Interval: 15
AssociateProfessor(ID6567) => Min Interval: 33, Max Interval: 47
AssociateProfessor(ID6568) => Min Interval: 26, Max Interval: 46
AssociateProfessor(ID6572) => Min Interval: 8, Max Interval: 55
AssociateProfessor(ID6573) => Min Interval: 15, Max Interval: 48
AssociateProfessor(ID6579) => Min Interval: 17, Max Interval: 41
AssociateProfessor(ID6580) => Min Interval: 7, Max Interval: 51
AssociateProfessor(ID6587) => Min Interval: 19, Max Interval: 37
AssociateProfessor(ID6589) => Min Interval: 9, Max Interval: 50
AssociateProfessor(ID6591) => Min Interval: 35, Max Interval: 48
AssociateProfessor(ID6594) => Min Interval: 35, Max Interval: 39
AssociateProfessor(ID6596) => Min Interval: 30, Max Interval: 38
AssociateProfessor(ID6598) => Min Interval: 30, Max Interval: 37
AssociateProfessor(ID6599) => Min Interval: 25, Max Interval: 51
AssociateProfessor(ID6600) => Min Interval: 23, Max Interval: 51
AssociateProfessor(ID6601) => Min Interval: 17, Max Interval: 45
AssociateProfessor(ID6602) => Min Interval: 9, Max Interval: 43
AssociateProfessor(ID6605) => Min Interval: 43, Max Interval: 48
AssociateProfessor(ID6608) => Min Interval: 17, Max Interval: 53
AssociateProfessor(ID6611) => Min Interval: 28, Max Interval: 50
AssociateProfessor(ID6613) => Min Interval: 27, Max Interval: 42
AssociateProfessor(ID6614) => Min Interval: 24, Max Interval: 41
AssociateProfessor(ID6615) => Min Interval: 12, Max Interval: 52
AssociateProfessor(ID6618) => Min Interval: 41, Max Interval: 51
AssociateProfessor(ID6620) => Min Interval: 7, Max Interval: 49
AssociateProfessor(ID6622) => Min Interval: 23, Max Interval: 48
AssociateProfessor(ID6624) => Min Interval: 33, Max Interval: 45
AssociateProfessor(ID6626) => Min Interval: 9, Max Interval: 47
AssociateProfessor(ID6629) => Min Interval: 9, Max Interval: 47
AssociateProfessor(ID6633) => Min Interval: 20, Max Interval: 42
AssociateProfessor(ID6634) => Min Interval: 23, Max Interval: 55
AssociateProfessor(ID6638) => Min Interval: 24, Max Interval: 53
AssociateProfessor(ID6642) => Min Interval: 22, Max Interval: 33
AssociateProfessor(ID6643) => Min Interval: 15, Max Interval: 45
AssociateProfessor(ID6647) => Min Interval: 25, Max Interval: 43
AssociateProfessor(ID6648) => Min Interval: 16, Max Interval: 38
AssociateProfessor(ID6650) => Min Interval: 20, Max Interval: 49
AssociateProfessor(ID6652) => Min Interval: 43, Max Interval: 50
AssociateProfessor(ID6655) => Min Interval: 19, Max Interval: 53
AssociateProfessor(ID6657) => Min Interval: 19, Max Interval: 43
AssociateProfessor(ID6659) => Min Interval: 30, Max Interval: 44
AssociateProfessor(ID6660) => Min Interval: 11, Max Interval: 47
AssociateProfessor(ID6667) => Min Interval: 11, Max Interval: 48
AssociateProfessor(ID6668) => Min Interval: 13, Max Interval: 44
AssociateProfessor(ID6670) => Min Interval: 32, Max Interval: 36
AssociateProfessor(ID6672) => Min Interval: 31, Max Interval: 51
AssociateProfessor(ID6674) => Min Interval: 26, Max Interval: 51
AssociateProfessor(ID6677) => Min Interval: 17, Max Interval: 43
AssociateProfessor(ID6680) => Min Interval: 17, Max Interval: 40
AssociateProfessor(ID6682) => Min Interval: 36, Max Interval: 47
AssociateProfessor(ID6683) => Min Interval: 42, Max Interval: 51
AssociateProfessor(ID6685) => Min Interval: 8, Max Interval: 39
AssociateProfessor(ID6686) => Min Interval: 32, Max Interval: 36
AssociateProfessor(ID6687) => Min Interval: 8, Max Interval: 42
AssociateProfessor(ID6688) => Min Interval: 28, Max Interval: 50
AssociateProfessor(ID6690) => Min Interval: 10, Max Interval: 54
AssociateProfessor(ID6692) => Min Interval: 28, Max Interval: 46
AssociateProfessor(ID6697) => Min Interval: 15, Max Interval: 45
AssociateProfessor(ID6701) => Min Interval: 45, Max Interval: 46
AssociateProfessor(ID6702) => Min Interval: 20, Max Interval: 49
AssociateProfessor(ID6703) => Min Interval: 11, Max Interval: 51
AssociateProfessor(ID6704) => Min Interval: 21, Max Interval: 46
AssociateProfessor(ID6706) => Min Interval: 20, Max Interval: 50
AssociateProfessor(ID6709) => Min Interval: 10, Max Interval: 40
AssociateProfessor(ID6710) => Min Interval: 11, Max Interval: 43
AssociateProfessor(ID6713) => Min Interval: 17, Max Interval: 50
AssociateProfessor(ID6714) => Min Interval: 4, Max Interval: 48
AssociateProfessor(ID6715) => Min Interval: 20, Max Interval: 24
AssociateProfessor(ID6717) => Min Interval: 22, Max Interval: 48
AssociateProfessor(ID6719) => Min Interval: 27, Max Interval: 52
AssociateProfessor(ID6721) => Min Interval: 9, Max Interval: 52
AssociateProfessor(ID6727) => Min Interval: 18, Max Interval: 50
AssociateProfessor(ID6732) => Min Interval: 22, Max Interval: 39
AssociateProfessor(ID6733) => Min Interval: 18, Max Interval: 49
AssociateProfessor(ID6735) => Min Interval: 15, Max Interval: 49
AssociateProfessor(ID6736) => Min Interval: 10, Max Interval: 53
AssociateProfessor(ID6737) => Min Interval: 37, Max Interval: 53
AssociateProfessor(ID6738) => Min Interval: 19, Max Interval: 42
AssociateProfessor(ID6739) => Min Interval: 23, Max Interval: 46
AssociateProfessor(ID6740) => Min Interval: 29, Max Interval: 34
AssociateProfessor(ID6741) => Min Interval: 10, Max Interval: 43
AssociateProfessor(ID6743) => Min Interval: 16, Max Interval: 33
AssociateProfessor(ID6744) => Min Interval: 23, Max Interval: 38
AssociateProfessor(ID6746) => Min Interval: 29, Max Interval: 49
AssociateProfessor(ID6747) => Min Interval: 17, Max Interval: 39
AssociateProfessor(ID6748) => Min Interval: 28, Max Interval: 35
AssociateProfessor(ID6753) => Min Interval: 19, Max Interval: 35
AssociateProfessor(ID6754) => Min Interval: 5, Max Interval: 28
AssociateProfessor(ID6757) => Min Interval: 32, Max Interval: 43
