Stored fact information:
SmartStudent(ID0) => Min Interval: 22, Max Interval: 40
SmartStudent(ID5616) => Min Interval: 22, Max Interval: 41
SmartStudent(ID5618) => Min Interval: 22, Max Interval: 35
SmartStudent(ID5619) => Min Interval: 23, Max Interval: 32
SmartStudent(ID5623) => Min Interval: 22, Max Interval: 41
SmartStudent(ID5624) => Min Interval: 28, Max Interval: 47
SmartStudent(ID5628) => Min Interval: 22, Max Interval: 44
SmartStudent(ID5631) => Min Interval: 22, Max Interval: 23
SmartStudent(ID5632) => Min Interval: 22, Max Interval: 46
SmartStudent(ID5635) => Min Interval: 22, Max Interval: 31
SmartStudent(ID5636) => Min Interval: 36, Max Interval: 37
SmartStudent(ID5637) => Min Interval: 22, Max Interval: 49
SmartStudent(ID5639) => Min Interval: 22, Max Interval: 23
SmartStudent(ID5641) => Min Interval: 29, Max Interval: 40
SmartStudent(ID5642) => Min Interval: 22, Max Interval: 30
SmartStudent(ID5644) => Min Interval: 22, Max Interval: 32
SmartStudent(ID5648) => Min Interval: 30, Max Interval: 47
SmartStudent(ID5652) => Min Interval: 22, Max Interval: 44
SmartStudent(ID5655) => Min Interval: 22, Max Interval: 42
SmartStudent(ID5658) => Min Interval: 22, Max Interval: 33
SmartStudent(ID5661) => Min Interval: 22, Max Interval: 46
SmartStudent(ID5662) => Min Interval: 25, Max Interval: 33
SmartStudent(ID5663) => Min Interval: 22, Max Interval: 23
SmartStudent(ID5668) => Min Interval: 22, Max Interval: 43
SmartStudent(ID5669) => Min Interval: 34, Max Interval: 42
SmartStudent(ID5670) => Min Interval: 22, Max Interval: 50
SmartStudent(ID5671) => Min Interval: 22, Max Interval: 42
SmartStudent(ID5678) => Min Interval: 22, Max Interval: 48
SmartStudent(ID5679) => Min Interval: 32, Max Interval: 49
SmartStudent(ID5680) => Min Interval: 24, Max Interval: 36
SmartStudent(ID5685) => Min Interval: 22, Max Interval: 40
SmartStudent(ID5686) => Min Interval: 22, Max Interval: 42
SmartStudent(ID5687) => Min Interval: 22, Max Interval: 44
SmartStudent(ID5688) => Min Interval: 27, Max Interval: 45
SmartStudent(ID5689) => Min Interval: 31, Max Interval: 43
SmartStudent(ID5690) => Min Interval: 22, Max Interval: 39
SmartStudent(ID5691) => Min Interval: 26, Max Interval: 33
SmartStudent(ID5693) => Min Interval: 22, Max Interval: 48
SmartStudent(ID5696) => Min Interval: 22, Max Interval: 47
SmartStudent(ID5702) => Min Interval: 33, Max Interval: 43
SmartStudent(ID5703) => Min Interval: 22, Max Interval: 47
SmartStudent(ID5706) => Min Interval: 22, Max Interval: 44
SmartStudent(ID5712) => Min Interval: 22, Max Interval: 27
SmartStudent(ID5714) => Min Interval: 22, Max Interval: 42
SmartStudent(ID5718) => Min Interval: 22, Max Interval: 26
SmartStudent(ID5719) => Min Interval: 22, Max Interval: 40
SmartStudent(ID5721) => Min Interval: 22, Max Interval: 33
SmartStudent(ID5728) => Min Interval: 30, Max Interval: 32
SmartStudent(ID5730) => Min Interval: 27, Max Interval: 41
SmartStudent(ID5731) => Min Interval: 23, Max Interval: 37
SmartStudent(ID5733) => Min Interval: 22, Max Interval: 29
SmartStudent(ID5735) => Min Interval: 24, Max Interval: 42
SmartStudent(ID5736) => Min Interval: 22, Max Interval: 31
SmartStudent(ID5738) => Min Interval: 22, Max Interval: 37
SmartStudent(ID5739) => Min Interval: 22, Max Interval: 27
SmartStudent(ID5740) => Min Interval: 22, Max Interval: 40
SmartStudent(ID5745) => Min Interval: 22, Max Interval: 46
SmartStudent(ID5746) => Min Interval: 32, Max Interval: 38
SmartStudent(ID5747) => Min Interval: 23, Max Interval: 40
SmartStudent(ID5748) => Min Interval: 30, Max Interval: 42
SmartStudent(ID5750) => Min Interval: 22, Max Interval: 37
SmartStudent(ID5754) => Min Interval: 22, Max Interval: 33
SmartStudent(ID5756) => Min Interval: 22, Max Interval: 39
SmartStudent(ID5757) => Min Interval: 23, Max Interval: 26
SmartStudent(ID5760) => Min Interval: 22, Max Interval: 39
SmartStudent(ID5769) => Min Interval: 28, Max Interval: 37
SmartStudent(ID5774) => Min Interval: 22, Max Interval: 35
SmartStudent(ID5776) => Min Interval: 22, Max Interval: 24
SmartStudent(ID5781) => Min Interval: 37, Max Interval: 42
SmartStudent(ID5787) => Min Interval: 22, Max Interval: 43
SmartStudent(ID5792) => Min Interval: 22, Max Interval: 47
SmartStudent(ID5794) => Min Interval: 22, Max Interval: 31
SmartStudent(ID5800) => Min Interval: 22, Max Interval: 31
SmartStudent(ID5801) => Min Interval: 22, Max Interval: 42
SmartStudent(ID5802) => Min Interval: 23, Max Interval: 29
SmartStudent(ID5805) => Min Interval: 30, Max Interval: 32
SmartStudent(ID5807) => Min Interval: 26, Max Interval: 37
SmartStudent(ID5809) => Min Interval: 22, Max Interval: 41
SmartStudent(ID5811) => Min Interval: 22, Max Interval: 44
SmartStudent(ID5813) => Min Interval: 22, Max Interval: 24
SmartStudent(ID5815) => Min Interval: 22, Max Interval: 29
SmartStudent(ID5821) => Min Interval: 22, Max Interval: 37
SmartStudent(ID5822) => Min Interval: 22, Max Interval: 36
SmartStudent(ID5823) => Min Interval: 23, Max Interval: 31
SmartStudent(ID5825) => Min Interval: 22, Max Interval: 35
SmartStudent(ID5832) => Min Interval: 22, Max Interval: 29
SmartStudent(ID5837) => Min Interval: 22, Max Interval: 49
SmartStudent(ID5849) => Min Interval: 22, Max Interval: 42
SmartStudent(ID5851) => Min Interval: 22, Max Interval: 43
SmartStudent(ID5853) => Min Interval: 35, Max Interval: 42
SmartStudent(ID5854) => Min Interval: 26, Max Interval: 47
SmartStudent(ID5855) => Min Interval: 22, Max Interval: 50
SmartStudent(ID5856) => Min Interval: 22, Max Interval: 33
SmartStudent(ID5858) => Min Interval: 28, Max Interval: 41
SmartStudent(ID5859) => Min Interval: 22, Max Interval: 27
SmartStudent(ID5879) => Min Interval: 22, Max Interval: 22
SmartStudent(ID5881) => Min Interval: 30, Max Interval: 42
SmartStudent(ID5890) => Min Interval: 22, Max Interval: 26
SmartStudent(ID5895) => Min Interval: 22, Max Interval: 46
SmartStudent(ID5900) => Min Interval: 22, Max Interval: 39
SmartStudent(ID5905) => Min Interval: 24, Max Interval: 43
SmartStudent(ID5906) => Min Interval: 22, Max Interval: 39
SmartStudent(ID5909) => Min Interval: 22, Max Interval: 39
SmartStudent(ID5914) => Min Interval: 22, Max Interval: 49
SmartStudent(ID5919) => Min Interval: 22, Max Interval: 22
SmartStudent(ID5922) => Min Interval: 36, Max Interval: 42
SmartStudent(ID5924) => Min Interval: 22, Max Interval: 28
SmartStudent(ID5925) => Min Interval: 22, Max Interval: 37
SmartStudent(ID5926) => Min Interval: 27, Max Interval: 40
SmartStudent(ID5927) => Min Interval: 22, Max Interval: 29
SmartStudent(ID5931) => Min Interval: 22, Max Interval: 28
SmartStudent(ID5936) => Min Interval: 22, Max Interval: 43
SmartStudent(ID5943) => Min Interval: 29, Max Interval: 38
SmartStudent(ID5945) => Min Interval: 26, Max Interval: 33
SmartStudent(ID5948) => Min Interval: 22, Max Interval: 38
SmartStudent(ID5952) => Min Interval: 22, Max Interval: 32
SmartStudent(ID5954) => Min Interval: 27, Max Interval: 33
SmartStudent(ID5963) => Min Interval: 35, Max Interval: 46
SmartStudent(ID5966) => Min Interval: 22, Max Interval: 32
SmartStudent(ID5967) => Min Interval: 30, Max Interval: 40
SmartStudent(ID5974) => Min Interval: 22, Max Interval: 46
SmartStudent(ID5978) => Min Interval: 24, Max Interval: 41
SmartStudent(ID5980) => Min Interval: 22, Max Interval: 47
SmartStudent(ID5984) => Min Interval: 43, Max Interval: 45
SmartStudent(ID5985) => Min Interval: 22, Max Interval: 36
SmartStudent(ID5987) => Min Interval: 22, Max Interval: 22
SmartStudent(ID5991) => Min Interval: 22, Max Interval: 39
SmartStudent(ID6011) => Min Interval: 22, Max Interval: 29
SmartStudent(ID6021) => Min Interval: 22, Max Interval: 41
SmartStudent(ID6022) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6030) => Min Interval: 22, Max Interval: 32
SmartStudent(ID6034) => Min Interval: 22, Max Interval: 31
SmartStudent(ID6036) => Min Interval: 32, Max Interval: 46
SmartStudent(ID6046) => Min Interval: 27, Max Interval: 43
SmartStudent(ID6049) => Min Interval: 22, Max Interval: 39
SmartStudent(ID6052) => Min Interval: 22, Max Interval: 26
SmartStudent(ID6057) => Min Interval: 22, Max Interval: 36
SmartStudent(ID6058) => Min Interval: 22, Max Interval: 39
SmartStudent(ID6067) => Min Interval: 22, Max Interval: 28
SmartStudent(ID6074) => Min Interval: 22, Max Interval: 44
SmartStudent(ID6077) => Min Interval: 22, Max Interval: 36
SmartStudent(ID6079) => Min Interval: 22, Max Interval: 24
SmartStudent(ID6085) => Min Interval: 22, Max Interval: 29
SmartStudent(ID6087) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6093) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6094) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6099) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6108) => Min Interval: 22, Max Interval: 44
SmartStudent(ID6123) => Min Interval: 22, Max Interval: 39
SmartStudent(ID6130) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6151) => Min Interval: 22, Max Interval: 36
SmartStudent(ID6189) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6198) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6210) => Min Interval: 22, Max Interval: 33
SmartStudent(ID6234) => Min Interval: 23, Max Interval: 46
SmartStudent(ID6237) => Min Interval: 29, Max Interval: 30
SmartStudent(ID6239) => Min Interval: 22, Max Interval: 43
SmartStudent(ID6242) => Min Interval: 24, Max Interval: 41
SmartStudent(ID6244) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6248) => Min Interval: 22, Max Interval: 46
SmartStudent(ID6251) => Min Interval: 22, Max Interval: 31
SmartStudent(ID6253) => Min Interval: 22, Max Interval: 34
SmartStudent(ID6255) => Min Interval: 26, Max Interval: 31
SmartStudent(ID6256) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6258) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6259) => Min Interval: 22, Max Interval: 26
SmartStudent(ID6262) => Min Interval: 22, Max Interval: 30
SmartStudent(ID6263) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6269) => Min Interval: 22, Max Interval: 24
SmartStudent(ID6270) => Min Interval: 25, Max Interval: 33
SmartStudent(ID6272) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6274) => Min Interval: 22, Max Interval: 39
SmartStudent(ID6279) => Min Interval: 25, Max Interval: 50
SmartStudent(ID6280) => Min Interval: 22, Max Interval: 22
SmartStudent(ID6282) => Min Interval: 30, Max Interval: 39
SmartStudent(ID6283) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6284) => Min Interval: 22, Max Interval: 47
SmartStudent(ID6288) => Min Interval: 22, Max Interval: 50
SmartStudent(ID6289) => Min Interval: 22, Max Interval: 50
SmartStudent(ID6290) => Min Interval: 32, Max Interval: 42
SmartStudent(ID6292) => Min Interval: 33, Max Interval: 38
SmartStudent(ID6294) => Min Interval: 22, Max Interval: 32
SmartStudent(ID6296) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6297) => Min Interval: 22, Max Interval: 43
SmartStudent(ID6301) => Min Interval: 27, Max Interval: 42
SmartStudent(ID6302) => Min Interval: 32, Max Interval: 43
SmartStudent(ID6305) => Min Interval: 32, Max Interval: 45
SmartStudent(ID6306) => Min Interval: 22, Max Interval: 29
SmartStudent(ID6307) => Min Interval: 32, Max Interval: 42
SmartStudent(ID6309) => Min Interval: 22, Max Interval: 44
SmartStudent(ID6312) => Min Interval: 22, Max Interval: 29
SmartStudent(ID6313) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6316) => Min Interval: 22, Max Interval: 41
SmartStudent(ID6318) => Min Interval: 22, Max Interval: 30
SmartStudent(ID6319) => Min Interval: 22, Max Interval: 41
SmartStudent(ID6320) => Min Interval: 22, Max Interval: 48
SmartStudent(ID6322) => Min Interval: 27, Max Interval: 39
SmartStudent(ID6324) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6327) => Min Interval: 22, Max Interval: 27
SmartStudent(ID6328) => Min Interval: 29, Max Interval: 31
SmartStudent(ID6330) => Min Interval: 22, Max Interval: 33
SmartStudent(ID6331) => Min Interval: 22, Max Interval: 41
SmartStudent(ID6335) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6336) => Min Interval: 22, Max Interval: 22
SmartStudent(ID6339) => Min Interval: 22, Max Interval: 34
SmartStudent(ID6341) => Min Interval: 22, Max Interval: 32
SmartStudent(ID6343) => Min Interval: 23, Max Interval: 44
SmartStudent(ID6347) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6349) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6350) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6352) => Min Interval: 22, Max Interval: 39
SmartStudent(ID6353) => Min Interval: 40, Max Interval: 40
SmartStudent(ID6355) => Min Interval: 22, Max Interval: 36
SmartStudent(ID6356) => Min Interval: 22, Max Interval: 30
SmartStudent(ID6357) => Min Interval: 22, Max Interval: 34
SmartStudent(ID6359) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6360) => Min Interval: 22, Max Interval: 30
SmartStudent(ID6362) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6367) => Min Interval: 30, Max Interval: 33
SmartStudent(ID6370) => Min Interval: 22, Max Interval: 30
SmartStudent(ID6372) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6373) => Min Interval: 22, Max Interval: 26
SmartStudent(ID6375) => Min Interval: 22, Max Interval: 44
SmartStudent(ID6377) => Min Interval: 22, Max Interval: 39
SmartStudent(ID6381) => Min Interval: 30, Max Interval: 41
SmartStudent(ID6382) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6384) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6386) => Min Interval: 24, Max Interval: 44
SmartStudent(ID6388) => Min Interval: 22, Max Interval: 47
SmartStudent(ID6390) => Min Interval: 22, Max Interval: 46
SmartStudent(ID6392) => Min Interval: 22, Max Interval: 36
SmartStudent(ID6393) => Min Interval: 22, Max Interval: 44
SmartStudent(ID6395) => Min Interval: 29, Max Interval: 35
SmartStudent(ID6398) => Min Interval: 22, Max Interval: 27
SmartStudent(ID6401) => Min Interval: 22, Max Interval: 50
SmartStudent(ID6403) => Min Interval: 28, Max Interval: 41
SmartStudent(ID6405) => Min Interval: 22, Max Interval: 43
SmartStudent(ID6407) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6409) => Min Interval: 22, Max Interval: 24
SmartStudent(ID6414) => Min Interval: 22, Max Interval: 25
SmartStudent(ID6416) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6419) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6421) => Min Interval: 23, Max Interval: 36
SmartStudent(ID6422) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6425) => Min Interval: 22, Max Interval: 49
SmartStudent(ID6426) => Min Interval: 22, Max Interval: 44
SmartStudent(ID6427) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6429) => Min Interval: 22, Max Interval: 28
SmartStudent(ID6431) => Min Interval: 22, Max Interval: 24
SmartStudent(ID6434) => Min Interval: 27, Max Interval: 42
SmartStudent(ID6437) => Min Interval: 25, Max Interval: 32
SmartStudent(ID6438) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6440) => Min Interval: 24, Max Interval: 47
SmartStudent(ID6443) => Min Interval: 22, Max Interval: 34
SmartStudent(ID6447) => Min Interval: 29, Max Interval: 36
SmartStudent(ID6448) => Min Interval: 31, Max Interval: 45
SmartStudent(ID6450) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6453) => Min Interval: 22, Max Interval: 43
SmartStudent(ID6456) => Min Interval: 40, Max Interval: 42
SmartStudent(ID6457) => Min Interval: 40, Max Interval: 41
SmartStudent(ID6458) => Min Interval: 25, Max Interval: 41
SmartStudent(ID6459) => Min Interval: 22, Max Interval: 50
SmartStudent(ID6460) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6463) => Min Interval: 27, Max Interval: 44
SmartStudent(ID6466) => Min Interval: 22, Max Interval: 41
SmartStudent(ID6467) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6470) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6472) => Min Interval: 22, Max Interval: 49
SmartStudent(ID6473) => Min Interval: 40, Max Interval: 42
SmartStudent(ID6477) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6478) => Min Interval: 22, Max Interval: 27
SmartStudent(ID6481) => Min Interval: 26, Max Interval: 48
SmartStudent(ID6482) => Min Interval: 22, Max Interval: 41
SmartStudent(ID6483) => Min Interval: 22, Max Interval: 34
SmartStudent(ID6484) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6486) => Min Interval: 22, Max Interval: 41
SmartStudent(ID6487) => Min Interval: 29, Max Interval: 41
SmartStudent(ID6489) => Min Interval: 22, Max Interval: 43
SmartStudent(ID6494) => Min Interval: 26, Max Interval: 42
SmartStudent(ID6497) => Min Interval: 22, Max Interval: 33
SmartStudent(ID6499) => Min Interval: 22, Max Interval: 41
SmartStudent(ID6502) => Min Interval: 22, Max Interval: 48
SmartStudent(ID6504) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6506) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6508) => Min Interval: 22, Max Interval: 33
SmartStudent(ID6510) => Min Interval: 22, Max Interval: 49
SmartStudent(ID6511) => Min Interval: 32, Max Interval: 44
SmartStudent(ID6512) => Min Interval: 25, Max Interval: 30
SmartStudent(ID6520) => Min Interval: 24, Max Interval: 45
SmartStudent(ID6521) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6522) => Min Interval: 22, Max Interval: 39
SmartStudent(ID6524) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6525) => Min Interval: 22, Max Interval: 24
SmartStudent(ID6529) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6530) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6531) => Min Interval: 25, Max Interval: 42
SmartStudent(ID6532) => Min Interval: 22, Max Interval: 43
SmartStudent(ID6539) => Min Interval: 28, Max Interval: 45
SmartStudent(ID6540) => Min Interval: 22, Max Interval: 25
SmartStudent(ID6541) => Min Interval: 42, Max Interval: 48
SmartStudent(ID6543) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6547) => Min Interval: 22, Max Interval: 34
SmartStudent(ID6548) => Min Interval: 32, Max Interval: 45
SmartStudent(ID6552) => Min Interval: 26, Max Interval: 42
SmartStudent(ID6557) => Min Interval: 26, Max Interval: 40
SmartStudent(ID6558) => Min Interval: 22, Max Interval: 28
SmartStudent(ID6560) => Min Interval: 32, Max Interval: 41
SmartStudent(ID6561) => Min Interval: 22, Max Interval: 27
SmartStudent(ID6562) => Min Interval: 22, Max Interval: 22
SmartStudent(ID6567) => Min Interval: 22, Max Interval: 29
SmartStudent(ID6568) => Min Interval: 34, Max Interval: 36
SmartStudent(ID6570) => Min Interval: 22, Max Interval: 28
SmartStudent(ID6572) => Min Interval: 22, Max Interval: 48
SmartStudent(ID6573) => Min Interval: 22, Max Interval: 47
SmartStudent(ID6579) => Min Interval: 22, Max Interval: 34
SmartStudent(ID6580) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6587) => Min Interval: 22, Max Interval: 36
SmartStudent(ID6588) => Min Interval: 32, Max Interval: 46
SmartStudent(ID6591) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6594) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6596) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6598) => Min Interval: 22, Max Interval: 29
SmartStudent(ID6599) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6600) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6601) => Min Interval: 22, Max Interval: 44
SmartStudent(ID6602) => Min Interval: 22, Max Interval: 36
SmartStudent(ID6605) => Min Interval: 28, Max Interval: 31
SmartStudent(ID6608) => Min Interval: 22, Max Interval: 41
SmartStudent(ID6611) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6613) => Min Interval: 22, Max Interval: 30
SmartStudent(ID6614) => Min Interval: 36, Max Interval: 40
SmartStudent(ID6616) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6618) => Min Interval: 26, Max Interval: 33
SmartStudent(ID6622) => Min Interval: 22, Max Interval: 32
SmartStudent(ID6624) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6626) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6628) => Min Interval: 30, Max Interval: 36
SmartStudent(ID6629) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6633) => Min Interval: 22, Max Interval: 41
SmartStudent(ID6634) => Min Interval: 36, Max Interval: 49
SmartStudent(ID6638) => Min Interval: 41, Max Interval: 48
SmartStudent(ID6642) => Min Interval: 43, Max Interval: 45
SmartStudent(ID6643) => Min Interval: 22, Max Interval: 44
SmartStudent(ID6646) => Min Interval: 27, Max Interval: 29
SmartStudent(ID6647) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6648) => Min Interval: 26, Max Interval: 31
SmartStudent(ID6650) => Min Interval: 22, Max Interval: 26
SmartStudent(ID6652) => Min Interval: 38, Max Interval: 49
SmartStudent(ID6655) => Min Interval: 43, Max Interval: 45
SmartStudent(ID6657) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6659) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6660) => Min Interval: 22, Max Interval: 31
SmartStudent(ID6667) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6668) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6670) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6672) => Min Interval: 30, Max Interval: 46
SmartStudent(ID6674) => Min Interval: 22, Max Interval: 50
SmartStudent(ID6676) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6677) => Min Interval: 22, Max Interval: 36
SmartStudent(ID6680) => Min Interval: 22, Max Interval: 39
SmartStudent(ID6682) => Min Interval: 22, Max Interval: 46
SmartStudent(ID6686) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6687) => Min Interval: 30, Max Interval: 33
SmartStudent(ID6688) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6690) => Min Interval: 23, Max Interval: 40
SmartStudent(ID6692) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6693) => Min Interval: 25, Max Interval: 26
SmartStudent(ID6697) => Min Interval: 22, Max Interval: 36
SmartStudent(ID6699) => Min Interval: 22, Max Interval: 27
SmartStudent(ID6702) => Min Interval: 22, Max Interval: 33
SmartStudent(ID6703) => Min Interval: 22, Max Interval: 30
SmartStudent(ID6704) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6706) => Min Interval: 31, Max Interval: 49
SmartStudent(ID6710) => Min Interval: 24, Max Interval: 28
SmartStudent(ID6713) => Min Interval: 22, Max Interval: 49
SmartStudent(ID6717) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6719) => Min Interval: 22, Max Interval: 47
SmartStudent(ID6727) => Min Interval: 22, Max Interval: 48
SmartStudent(ID6732) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6733) => Min Interval: 35, Max Interval: 42
SmartStudent(ID6735) => Min Interval: 22, Max Interval: 33
SmartStudent(ID6736) => Min Interval: 22, Max Interval: 48
SmartStudent(ID6738) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6739) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6740) => Min Interval: 22, Max Interval: 33
SmartStudent(ID6741) => Min Interval: 28, Max Interval: 30
SmartStudent(ID6743) => Min Interval: 22, Max Interval: 32
SmartStudent(ID6746) => Min Interval: 22, Max Interval: 47
SmartStudent(ID6747) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6748) => Min Interval: 22, Max Interval: 30
SmartStudent(ID6752) => Min Interval: 22, Max Interval: 24
SmartStudent(ID6753) => Min Interval: 25, Max Interval: 29
SmartStudent(ID6757) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6758) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6759) => Min Interval: 22, Max Interval: 44
SmartStudent(ID6761) => Min Interval: 22, Max Interval: 49
SmartStudent(ID6766) => Min Interval: 22, Max Interval: 27
SmartStudent(ID6768) => Min Interval: 22, Max Interval: 30
SmartStudent(ID6771) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6772) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6773) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6778) => Min Interval: 22, Max Interval: 32
SmartStudent(ID6779) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6781) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6782) => Min Interval: 22, Max Interval: 33
SmartStudent(ID6783) => Min Interval: 22, Max Interval: 24
SmartStudent(ID6784) => Min Interval: 22, Max Interval: 47
SmartStudent(ID6789) => Min Interval: 22, Max Interval: 32
SmartStudent(ID6791) => Min Interval: 22, Max Interval: 26
SmartStudent(ID6792) => Min Interval: 22, Max Interval: 49
SmartStudent(ID6793) => Min Interval: 23, Max Interval: 28
SmartStudent(ID6800) => Min Interval: 28, Max Interval: 37
SmartStudent(ID6801) => Min Interval: 24, Max Interval: 35
SmartStudent(ID6803) => Min Interval: 25, Max Interval: 31
SmartStudent(ID6806) => Min Interval: 25, Max Interval: 43
SmartStudent(ID6808) => Min Interval: 22, Max Interval: 24
SmartStudent(ID6810) => Min Interval: 22, Max Interval: 46
SmartStudent(ID6811) => Min Interval: 26, Max Interval: 48
SmartStudent(ID6817) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6819) => Min Interval: 32, Max Interval: 49
SmartStudent(ID6821) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6822) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6824) => Min Interval: 31, Max Interval: 32
SmartStudent(ID6825) => Min Interval: 22, Max Interval: 49
SmartStudent(ID6826) => Min Interval: 28, Max Interval: 29
SmartStudent(ID6828) => Min Interval: 22, Max Interval: 41
SmartStudent(ID6829) => Min Interval: 30, Max Interval: 49
SmartStudent(ID6831) => Min Interval: 22, Max Interval: 31
SmartStudent(ID6834) => Min Interval: 25, Max Interval: 41
SmartStudent(ID6837) => Min Interval: 31, Max Interval: 48
SmartStudent(ID6842) => Min Interval: 23, Max Interval: 41
SmartStudent(ID6843) => Min Interval: 22, Max Interval: 47
SmartStudent(ID6847) => Min Interval: 22, Max Interval: 25
SmartStudent(ID6848) => Min Interval: 22, Max Interval: 46
SmartStudent(ID6849) => Min Interval: 24, Max Interval: 47
SmartStudent(ID6850) => Min Interval: 26, Max Interval: 37
SmartStudent(ID6852) => Min Interval: 34, Max Interval: 38
SmartStudent(ID6853) => Min Interval: 32, Max Interval: 47
SmartStudent(ID6854) => Min Interval: 28, Max Interval: 47
SmartStudent(ID6855) => Min Interval: 25, Max Interval: 35
SmartStudent(ID6857) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6860) => Min Interval: 34, Max Interval: 35
SmartStudent(ID6861) => Min Interval: 22, Max Interval: 48
SmartStudent(ID6862) => Min Interval: 29, Max Interval: 42
SmartStudent(ID6865) => Min Interval: 22, Max Interval: 44
SmartStudent(ID6868) => Min Interval: 30, Max Interval: 43
SmartStudent(ID6870) => Min Interval: 22, Max Interval: 32
SmartStudent(ID6872) => Min Interval: 22, Max Interval: 41
SmartStudent(ID6874) => Min Interval: 29, Max Interval: 39
SmartStudent(ID6875) => Min Interval: 43, Max Interval: 44
SmartStudent(ID6877) => Min Interval: 27, Max Interval: 33
