Stored fact information:
FullProfessorCandidate(ID7) => Min Interval: 13, Max Interval: 51
FullProfessorCandidate(ID7934) => Min Interval: 5, Max Interval: 50
FullProfessorCandidate(ID7938) => Min Interval: 13, Max Interval: 43
FullProfessorCandidate(ID7944) => Min Interval: 7, Max Interval: 38
FullProfessorCandidate(ID7946) => Min Interval: 5, Max Interval: 51
FullProfessorCandidate(ID7949) => Min Interval: 27, Max Interval: 49
FullProfessorCandidate(ID7963) => Min Interval: 10, Max Interval: 48
FullProfessorCandidate(ID7968) => Min Interval: 9, Max Interval: 44
FullProfessorCandidate(ID7974) => Min Interval: 15, Max Interval: 46
FullProfessorCandidate(ID7989) => Min Interval: 6, Max Interval: 52
FullProfessorCandidate(ID7993) => Min Interval: 5, Max Interval: 45
FullProfessorCandidate(ID8008) => Min Interval: 6, Max Interval: 46
FullProfessorCandidate(ID8011) => Min Interval: 9, Max Interval: 52
FullProfessorCandidate(ID8015) => Min Interval: 9, Max Interval: 44
FullProfessorCandidate(ID8019) => Min Interval: 22, Max Interval: 43
FullProfessorCandidate(ID8023) => Min Interval: 20, Max Interval: 44
FullProfessorCandidate(ID8025) => Min Interval: 17, Max Interval: 35
FullProfessorCandidate(ID8031) => Min Interval: 13, Max Interval: 50
FullProfessorCandidate(ID8036) => Min Interval: 25, Max Interval: 43
FullProfessorCandidate(ID8037) => Min Interval: 9, Max Interval: 28
FullProfessorCandidate(ID8049) => Min Interval: 10, Max Interval: 42
FullProfessorCandidate(ID8059) => Min Interval: 6, Max Interval: 38
FullProfessorCandidate(ID8061) => Min Interval: 16, Max Interval: 53
FullProfessorCandidate(ID8066) => Min Interval: 12, Max Interval: 52
FullProfessorCandidate(ID8069) => Min Interval: 6, Max Interval: 50
FullProfessorCandidate(ID8084) => Min Interval: 9, Max Interval: 36
FullProfessorCandidate(ID8091) => Min Interval: 9, Max Interval: 36
FullProfessorCandidate(ID8095) => Min Interval: 8, Max Interval: 50
FullProfessorCandidate(ID8107) => Min Interval: 15, Max Interval: 48
FullProfessorCandidate(ID8112) => Min Interval: 18, Max Interval: 48
FullProfessorCandidate(ID8114) => Min Interval: 12, Max Interval: 31
FullProfessorCandidate(ID8118) => Min Interval: 13, Max Interval: 50
FullProfessorCandidate(ID8124) => Min Interval: 10, Max Interval: 48
FullProfessorCandidate(ID8129) => Min Interval: 17, Max Interval: 42
FullProfessorCandidate(ID8165) => Min Interval: 17, Max Interval: 49
FullProfessorCandidate(ID8166) => Min Interval: 11, Max Interval: 34
FullProfessorCandidate(ID8181) => Min Interval: 12, Max Interval: 53
FullProfessorCandidate(ID8194) => Min Interval: 11, Max Interval: 43
FullProfessorCandidate(ID8203) => Min Interval: 6, Max Interval: 53
FullProfessorCandidate(ID8209) => Min Interval: 8, Max Interval: 53
FullProfessorCandidate(ID8213) => Min Interval: 23, Max Interval: 49
FullProfessorCandidate(ID8217) => Min Interval: 4, Max Interval: 28
FullProfessorCandidate(ID8227) => Min Interval: 13, Max Interval: 32
FullProfessorCandidate(ID8234) => Min Interval: 8, Max Interval: 51
FullProfessorCandidate(ID8236) => Min Interval: 27, Max Interval: 48
FullProfessorCandidate(ID8239) => Min Interval: 11, Max Interval: 36
FullProfessorCandidate(ID8241) => Min Interval: 8, Max Interval: 53
FullProfessorCandidate(ID8246) => Min Interval: 9, Max Interval: 52
FullProfessorCandidate(ID8265) => Min Interval: 7, Max Interval: 49
FullProfessorCandidate(ID8282) => Min Interval: 4, Max Interval: 46
FullProfessorCandidate(ID8286) => Min Interval: 6, Max Interval: 39
FullProfessorCandidate(ID8316) => Min Interval: 17, Max Interval: 37
FullProfessorCandidate(ID8328) => Min Interval: 11, Max Interval: 43
FullProfessorCandidate(ID8338) => Min Interval: 12, Max Interval: 51
FullProfessorCandidate(ID8369) => Min Interval: 7, Max Interval: 50
FullProfessorCandidate(ID8370) => Min Interval: 7, Max Interval: 50
FullProfessorCandidate(ID8391) => Min Interval: 11, Max Interval: 48
FullProfessorCandidate(ID8415) => Min Interval: 11, Max Interval: 52
FullProfessorCandidate(ID8430) => Min Interval: 13, Max Interval: 42
FullProfessorCandidate(ID8467) => Min Interval: 14, Max Interval: 44
FullProfessorCandidate(ID8468) => Min Interval: 6, Max Interval: 33
FullProfessorCandidate(ID8480) => Min Interval: 10, Max Interval: 34
FullProfessorCandidate(ID8503) => Min Interval: 31, Max Interval: 31
FullProfessorCandidate(ID8511) => Min Interval: 28, Max Interval: 43
FullProfessorCandidate(ID8551) => Min Interval: 14, Max Interval: 38
FullProfessorCandidate(ID8556) => Min Interval: 9, Max Interval: 46
FullProfessorCandidate(ID8557) => Min Interval: 9, Max Interval: 17
FullProfessorCandidate(ID8593) => Min Interval: 22, Max Interval: 51
FullProfessorCandidate(ID8596) => Min Interval: 19, Max Interval: 35
FullProfessorCandidate(ID8632) => Min Interval: 10, Max Interval: 29
FullProfessorCandidate(ID8664) => Min Interval: 21, Max Interval: 48
FullProfessorCandidate(ID8709) => Min Interval: 12, Max Interval: 51
FullProfessorCandidate(ID8850) => Min Interval: 9, Max Interval: 20
FullProfessorCandidate(ID8852) => Min Interval: 9, Max Interval: 50
FullProfessorCandidate(ID8854) => Min Interval: 10, Max Interval: 43
FullProfessorCandidate(ID8855) => Min Interval: 9, Max Interval: 41
FullProfessorCandidate(ID8861) => Min Interval: 16, Max Interval: 45
FullProfessorCandidate(ID8862) => Min Interval: 8, Max Interval: 53
FullProfessorCandidate(ID8863) => Min Interval: 29, Max Interval: 47
FullProfessorCandidate(ID8869) => Min Interval: 7, Max Interval: 52
FullProfessorCandidate(ID8879) => Min Interval: 9, Max Interval: 49
FullProfessorCandidate(ID8880) => Min Interval: 8, Max Interval: 49
FullProfessorCandidate(ID8882) => Min Interval: 12, Max Interval: 49
FullProfessorCandidate(ID8884) => Min Interval: 12, Max Interval: 51
FullProfessorCandidate(ID8889) => Min Interval: 17, Max Interval: 41
FullProfessorCandidate(ID8893) => Min Interval: 17, Max Interval: 44
FullProfessorCandidate(ID8894) => Min Interval: 3, Max Interval: 45
FullProfessorCandidate(ID8895) => Min Interval: 0, Max Interval: 43
FullProfessorCandidate(ID8908) => Min Interval: 8, Max Interval: 53
FullProfessorCandidate(ID8919) => Min Interval: 8, Max Interval: 28
FullProfessorCandidate(ID8922) => Min Interval: 3, Max Interval: 40
FullProfessorCandidate(ID8923) => Min Interval: 18, Max Interval: 51
FullProfessorCandidate(ID8942) => Min Interval: 22, Max Interval: 32
FullProfessorCandidate(ID8944) => Min Interval: 10, Max Interval: 42
FullProfessorCandidate(ID8946) => Min Interval: 9, Max Interval: 45
FullProfessorCandidate(ID8949) => Min Interval: 6, Max Interval: 45
FullProfessorCandidate(ID8976) => Min Interval: 20, Max Interval: 46
FullProfessorCandidate(ID8983) => Min Interval: 8, Max Interval: 52
FullProfessorCandidate(ID8990) => Min Interval: 5, Max Interval: 37
FullProfessorCandidate(ID9001) => Min Interval: 8, Max Interval: 52
FullProfessorCandidate(ID9002) => Min Interval: 10, Max Interval: 46
FullProfessorCandidate(ID9007) => Min Interval: 23, Max Interval: 41
FullProfessorCandidate(ID9015) => Min Interval: 44, Max Interval: 52
FullProfessorCandidate(ID9020) => Min Interval: 19, Max Interval: 46
FullProfessorCandidate(ID9022) => Min Interval: 16, Max Interval: 47
FullProfessorCandidate(ID9031) => Min Interval: 6, Max Interval: 49
FullProfessorCandidate(ID9033) => Min Interval: 15, Max Interval: 41
FullProfessorCandidate(ID9043) => Min Interval: 8, Max Interval: 48
FullProfessorCandidate(ID9049) => Min Interval: 6, Max Interval: 48
FullProfessorCandidate(ID9053) => Min Interval: 13, Max Interval: 52
FullProfessorCandidate(ID9056) => Min Interval: 15, Max Interval: 45
FullProfessorCandidate(ID9059) => Min Interval: 9, Max Interval: 52
FullProfessorCandidate(ID9065) => Min Interval: 20, Max Interval: 53
FullProfessorCandidate(ID9072) => Min Interval: 15, Max Interval: 49
FullProfessorCandidate(ID9086) => Min Interval: 10, Max Interval: 51
FullProfessorCandidate(ID9089) => Min Interval: 6, Max Interval: 52
FullProfessorCandidate(ID9091) => Min Interval: 8, Max Interval: 41
FullProfessorCandidate(ID9105) => Min Interval: 15, Max Interval: 45
FullProfessorCandidate(ID9116) => Min Interval: 11, Max Interval: 50
FullProfessorCandidate(ID9118) => Min Interval: 16, Max Interval: 49
FullProfessorCandidate(ID9121) => Min Interval: 10, Max Interval: 40
FullProfessorCandidate(ID9124) => Min Interval: 12, Max Interval: 53
FullProfessorCandidate(ID9139) => Min Interval: 41, Max Interval: 48
FullProfessorCandidate(ID9149) => Min Interval: 22, Max Interval: 53
FullProfessorCandidate(ID9150) => Min Interval: 2, Max Interval: 44
FullProfessorCandidate(ID9151) => Min Interval: 7, Max Interval: 36
FullProfessorCandidate(ID9152) => Min Interval: 15, Max Interval: 32
FullProfessorCandidate(ID9153) => Min Interval: 20, Max Interval: 35
FullProfessorCandidate(ID9160) => Min Interval: 6, Max Interval: 47
FullProfessorCandidate(ID9163) => Min Interval: 6, Max Interval: 50
FullProfessorCandidate(ID9164) => Min Interval: 13, Max Interval: 43
FullProfessorCandidate(ID9171) => Min Interval: 8, Max Interval: 39
FullProfessorCandidate(ID9179) => Min Interval: 9, Max Interval: 50
FullProfessorCandidate(ID9180) => Min Interval: 11, Max Interval: 49
FullProfessorCandidate(ID9183) => Min Interval: 13, Max Interval: 49
FullProfessorCandidate(ID9185) => Min Interval: 10, Max Interval: 52
FullProfessorCandidate(ID9191) => Min Interval: 43, Max Interval: 49
FullProfessorCandidate(ID9195) => Min Interval: 26, Max Interval: 49
FullProfessorCandidate(ID9201) => Min Interval: 11, Max Interval: 41
FullProfessorCandidate(ID9202) => Min Interval: 8, Max Interval: 52
FullProfessorCandidate(ID9204) => Min Interval: 18, Max Interval: 33
FullProfessorCandidate(ID9207) => Min Interval: 10, Max Interval: 52
FullProfessorCandidate(ID9211) => Min Interval: 10, Max Interval: 46
FullProfessorCandidate(ID9219) => Min Interval: 20, Max Interval: 46
FullProfessorCandidate(ID9226) => Min Interval: 12, Max Interval: 48
FullProfessorCandidate(ID9228) => Min Interval: 14, Max Interval: 37
FullProfessorCandidate(ID9235) => Min Interval: 9, Max Interval: 50
FullProfessorCandidate(ID9245) => Min Interval: 7, Max Interval: 40
FullProfessorCandidate(ID9257) => Min Interval: 7, Max Interval: 39
FullProfessorCandidate(ID9259) => Min Interval: 22, Max Interval: 34
FullProfessorCandidate(ID9260) => Min Interval: 5, Max Interval: 49
FullProfessorCandidate(ID9262) => Min Interval: 23, Max Interval: 53
FullProfessorCandidate(ID9274) => Min Interval: 11, Max Interval: 36
FullProfessorCandidate(ID9276) => Min Interval: 28, Max Interval: 48
FullProfessorCandidate(ID9291) => Min Interval: 7, Max Interval: 49
FullProfessorCandidate(ID9295) => Min Interval: 27, Max Interval: 47
FullProfessorCandidate(ID9301) => Min Interval: 8, Max Interval: 49
FullProfessorCandidate(ID9303) => Min Interval: 6, Max Interval: 52
FullProfessorCandidate(ID9310) => Min Interval: 16, Max Interval: 50
FullProfessorCandidate(ID9312) => Min Interval: 8, Max Interval: 51
FullProfessorCandidate(ID9313) => Min Interval: 18, Max Interval: 51
FullProfessorCandidate(ID9324) => Min Interval: 11, Max Interval: 51
FullProfessorCandidate(ID9325) => Min Interval: 23, Max Interval: 51
FullProfessorCandidate(ID9326) => Min Interval: 7, Max Interval: 53
FullProfessorCandidate(ID9339) => Min Interval: 22, Max Interval: 30
FullProfessorCandidate(ID9357) => Min Interval: 21, Max Interval: 39
FullProfessorCandidate(ID9359) => Min Interval: 9, Max Interval: 32
FullProfessorCandidate(ID9365) => Min Interval: 26, Max Interval: 38
FullProfessorCandidate(ID9370) => Min Interval: 11, Max Interval: 44
FullProfessorCandidate(ID9375) => Min Interval: 11, Max Interval: 37
FullProfessorCandidate(ID9380) => Min Interval: 12, Max Interval: 45
FullProfessorCandidate(ID9382) => Min Interval: 30, Max Interval: 48
FullProfessorCandidate(ID9399) => Min Interval: 30, Max Interval: 53
FullProfessorCandidate(ID9416) => Min Interval: 19, Max Interval: 35
FullProfessorCandidate(ID9423) => Min Interval: 6, Max Interval: 48
FullProfessorCandidate(ID9439) => Min Interval: 8, Max Interval: 33
FullProfessorCandidate(ID9458) => Min Interval: 10, Max Interval: 50
FullProfessorCandidate(ID9466) => Min Interval: 18, Max Interval: 47
FullProfessorCandidate(ID9484) => Min Interval: 12, Max Interval: 46
FullProfessorCandidate(ID9487) => Min Interval: 11, Max Interval: 38
FullProfessorCandidate(ID9494) => Min Interval: 21, Max Interval: 53
FullProfessorCandidate(ID9502) => Min Interval: 6, Max Interval: 52
FullProfessorCandidate(ID9507) => Min Interval: 16, Max Interval: 51
FullProfessorCandidate(ID9509) => Min Interval: 20, Max Interval: 48
FullProfessorCandidate(ID9516) => Min Interval: 13, Max Interval: 48
FullProfessorCandidate(ID9527) => Min Interval: 10, Max Interval: 50
FullProfessorCandidate(ID9536) => Min Interval: 4, Max Interval: 18
FullProfessorCandidate(ID9560) => Min Interval: 5, Max Interval: 33
FullProfessorCandidate(ID9562) => Min Interval: 12, Max Interval: 50
FullProfessorCandidate(ID9625) => Min Interval: 5, Max Interval: 40
FullProfessorCandidate(ID9630) => Min Interval: 13, Max Interval: 42
FullProfessorCandidate(ID9633) => Min Interval: 16, Max Interval: 46
FullProfessorCandidate(ID9635) => Min Interval: 21, Max Interval: 49
FullProfessorCandidate(ID9669) => Min Interval: 20, Max Interval: 50
FullProfessorCandidate(ID9721) => Min Interval: 8, Max Interval: 30
FullProfessorCandidate(ID9739) => Min Interval: 23, Max Interval: 51
FullProfessorCandidate(ID9828) => Min Interval: 18, Max Interval: 50
FullProfessorCandidate(ID9947) => Min Interval: 14, Max Interval: 44
FullProfessorCandidate(ID9951) => Min Interval: 12, Max Interval: 51
FullProfessorCandidate(ID9954) => Min Interval: 9, Max Interval: 49
FullProfessorCandidate(ID9955) => Min Interval: 14, Max Interval: 53
FullProfessorCandidate(ID9965) => Min Interval: 8, Max Interval: 50
FullProfessorCandidate(ID9968) => Min Interval: 22, Max Interval: 51
FullProfessorCandidate(ID9975) => Min Interval: 15, Max Interval: 45
FullProfessorCandidate(ID9976) => Min Interval: 14, Max Interval: 42
FullProfessorCandidate(ID9981) => Min Interval: 12, Max Interval: 52
FullProfessorCandidate(ID9986) => Min Interval: 4, Max Interval: 33
FullProfessorCandidate(ID9988) => Min Interval: 12, Max Interval: 53
FullProfessorCandidate(ID9999) => Min Interval: 7, Max Interval: 51
