Stored fact information:
Faculty(ID0) => Min Interval: 30, Max Interval: 41
Faculty(ID5544) => Min Interval: 39, Max Interval: 51
Faculty(ID5546) => Min Interval: 15, Max Interval: 45
Faculty(ID5547) => Min Interval: 10, Max Interval: 43
Faculty(ID5549) => Min Interval: 11, Max Interval: 44
Faculty(ID5550) => Min Interval: 10, Max Interval: 29
Faculty(ID5552) => Min Interval: 32, Max Interval: 48
Faculty(ID5553) => Min Interval: 35, Max Interval: 45
Faculty(ID5554) => Min Interval: 8, Max Interval: 43
Faculty(ID5555) => Min Interval: 12, Max Interval: 43
Faculty(ID5556) => Min Interval: 2, Max Interval: 47
Faculty(ID5559) => Min Interval: 19, Max Interval: 32
Faculty(ID5561) => Min Interval: 9, Max Interval: 44
Faculty(ID5562) => Min Interval: 1, Max Interval: 45
Faculty(ID5564) => Min Interval: 8, Max Interval: 51
Faculty(ID5569) => Min Interval: 26, Max Interval: 36
Faculty(ID5573) => Min Interval: 28, Max Interval: 29
Faculty(ID5578) => Min Interval: 9, Max Interval: 28
Faculty(ID5579) => Min Interval: 1, Max Interval: 49
Faculty(ID5580) => Min Interval: 11, Max Interval: 41
Faculty(ID5581) => Min Interval: 17, Max Interval: 50
Faculty(ID5587) => Min Interval: 23, Max Interval: 42
Faculty(ID5589) => Min Interval: 15, Max Interval: 34
Faculty(ID5591) => Min Interval: 13, Max Interval: 49
Faculty(ID5592) => Min Interval: 30, Max Interval: 38
Faculty(ID5597) => Min Interval: 8, Max Interval: 40
Faculty(ID5598) => Min Interval: 18, Max Interval: 28
Faculty(ID5599) => Min Interval: 13, Max Interval: 41
Faculty(ID5601) => Min Interval: 4, Max Interval: 41
Faculty(ID5603) => Min Interval: 13, Max Interval: 42
Faculty(ID5604) => Min Interval: 29, Max Interval: 29
Faculty(ID5605) => Min Interval: 8, Max Interval: 22
Faculty(ID5606) => Min Interval: 17, Max Interval: 49
Faculty(ID5614) => Min Interval: 15, Max Interval: 39
Faculty(ID5615) => Min Interval: 11, Max Interval: 24
Faculty(ID5616) => Min Interval: 12, Max Interval: 42
Faculty(ID5618) => Min Interval: 14, Max Interval: 39
Faculty(ID5619) => Min Interval: 16, Max Interval: 33
Faculty(ID5623) => Min Interval: 13, Max Interval: 45
Faculty(ID5624) => Min Interval: 36, Max Interval: 48
Faculty(ID5628) => Min Interval: 8, Max Interval: 45
Faculty(ID5631) => Min Interval: 9, Max Interval: 31
Faculty(ID5632) => Min Interval: 29, Max Interval: 49
Faculty(ID5635) => Min Interval: 19, Max Interval: 49
Faculty(ID5637) => Min Interval: 10, Max Interval: 51
Faculty(ID5641) => Min Interval: 29, Max Interval: 44
Faculty(ID5644) => Min Interval: 26, Max Interval: 27
Faculty(ID5647) => Min Interval: 26, Max Interval: 40
Faculty(ID5648) => Min Interval: 33, Max Interval: 48
Faculty(ID5652) => Min Interval: 7, Max Interval: 52
Faculty(ID5655) => Min Interval: 18, Max Interval: 50
Faculty(ID5658) => Min Interval: 23, Max Interval: 34
Faculty(ID5661) => Min Interval: 9, Max Interval: 47
Faculty(ID5662) => Min Interval: 18, Max Interval: 34
Faculty(ID5668) => Min Interval: 16, Max Interval: 44
Faculty(ID5669) => Min Interval: 9, Max Interval: 10
Faculty(ID5670) => Min Interval: 13, Max Interval: 51
Faculty(ID5671) => Min Interval: 12, Max Interval: 49
Faculty(ID5678) => Min Interval: 14, Max Interval: 26
Faculty(ID5679) => Min Interval: 11, Max Interval: 50
Faculty(ID5680) => Min Interval: 8, Max Interval: 20
Faculty(ID5685) => Min Interval: 13, Max Interval: 47
Faculty(ID5686) => Min Interval: 10, Max Interval: 43
Faculty(ID5687) => Min Interval: 24, Max Interval: 46
Faculty(ID5688) => Min Interval: 35, Max Interval: 48
Faculty(ID5689) => Min Interval: 14, Max Interval: 38
Faculty(ID5690) => Min Interval: 11, Max Interval: 45
Faculty(ID5693) => Min Interval: 8, Max Interval: 52
Faculty(ID5695) => Min Interval: 8, Max Interval: 22
Faculty(ID5696) => Min Interval: 9, Max Interval: 51
Faculty(ID5702) => Min Interval: 16, Max Interval: 48
Faculty(ID5703) => Min Interval: 19, Max Interval: 38
Faculty(ID5705) => Min Interval: 2, Max Interval: 99
Faculty(ID5706) => Min Interval: 11, Max Interval: 50
Faculty(ID5712) => Min Interval: 10, Max Interval: 28
Faculty(ID5714) => Min Interval: 8, Max Interval: 43
Faculty(ID5718) => Min Interval: 11, Max Interval: 42
Faculty(ID5719) => Min Interval: 8, Max Interval: 51
Faculty(ID5721) => Min Interval: 29, Max Interval: 48
Faculty(ID5728) => Min Interval: 27, Max Interval: 48
Faculty(ID5730) => Min Interval: 31, Max Interval: 44
Faculty(ID5731) => Min Interval: 30, Max Interval: 49
Faculty(ID5733) => Min Interval: 9, Max Interval: 30
Faculty(ID5735) => Min Interval: 32, Max Interval: 50
Faculty(ID5736) => Min Interval: 22, Max Interval: 47
Faculty(ID5738) => Min Interval: 8, Max Interval: 38
Faculty(ID5739) => Min Interval: 1, Max Interval: 48
Faculty(ID5740) => Min Interval: 16, Max Interval: 41
Faculty(ID5745) => Min Interval: 27, Max Interval: 47
Faculty(ID5746) => Min Interval: 11, Max Interval: 11
Faculty(ID5747) => Min Interval: 31, Max Interval: 41
Faculty(ID5748) => Min Interval: 10, Max Interval: 55
Faculty(ID5750) => Min Interval: 18, Max Interval: 38
Faculty(ID5754) => Min Interval: 14, Max Interval: 27
Faculty(ID5756) => Min Interval: 4, Max Interval: 54
Faculty(ID5760) => Min Interval: 8, Max Interval: 40
Faculty(ID5768) => Min Interval: 15, Max Interval: 15
Faculty(ID5769) => Min Interval: 28, Max Interval: 38
Faculty(ID5774) => Min Interval: 17, Max Interval: 38
Faculty(ID5781) => Min Interval: 16, Max Interval: 49
Faculty(ID5787) => Min Interval: 29, Max Interval: 44
Faculty(ID5791) => Min Interval: 10, Max Interval: 26
Faculty(ID5792) => Min Interval: 17, Max Interval: 48
Faculty(ID5794) => Min Interval: 21, Max Interval: 37
Faculty(ID5800) => Min Interval: 14, Max Interval: 30
Faculty(ID5801) => Min Interval: 10, Max Interval: 43
Faculty(ID5809) => Min Interval: 14, Max Interval: 42
Faculty(ID5810) => Min Interval: 18, Max Interval: 43
Faculty(ID5811) => Min Interval: 4, Max Interval: 51
Faculty(ID5813) => Min Interval: 19, Max Interval: 42
Faculty(ID5815) => Min Interval: 34, Max Interval: 48
Faculty(ID5818) => Min Interval: 12, Max Interval: 12
Faculty(ID5821) => Min Interval: 11, Max Interval: 48
Faculty(ID5822) => Min Interval: 16, Max Interval: 51
Faculty(ID5825) => Min Interval: 21, Max Interval: 36
Faculty(ID5832) => Min Interval: 24, Max Interval: 24
Faculty(ID5837) => Min Interval: 15, Max Interval: 50
Faculty(ID5849) => Min Interval: 16, Max Interval: 43
Faculty(ID5851) => Min Interval: 10, Max Interval: 44
Faculty(ID5853) => Min Interval: 18, Max Interval: 43
Faculty(ID5854) => Min Interval: 11, Max Interval: 48
Faculty(ID5855) => Min Interval: 10, Max Interval: 51
Faculty(ID5856) => Min Interval: 20, Max Interval: 44
Faculty(ID5858) => Min Interval: 23, Max Interval: 42
Faculty(ID5859) => Min Interval: 26, Max Interval: 45
Faculty(ID5879) => Min Interval: 11, Max Interval: 23
Faculty(ID5881) => Min Interval: 18, Max Interval: 43
Faculty(ID5883) => Min Interval: 40, Max Interval: 40
Faculty(ID5890) => Min Interval: 12, Max Interval: 27
Faculty(ID5895) => Min Interval: 16, Max Interval: 26
Faculty(ID5900) => Min Interval: 9, Max Interval: 47
Faculty(ID5905) => Min Interval: 32, Max Interval: 49
Faculty(ID5906) => Min Interval: 10, Max Interval: 28
Faculty(ID5909) => Min Interval: 14, Max Interval: 40
Faculty(ID5914) => Min Interval: 16, Max Interval: 50
Faculty(ID5919) => Min Interval: 8, Max Interval: 42
Faculty(ID5922) => Min Interval: 12, Max Interval: 20
Faculty(ID5924) => Min Interval: 29, Max Interval: 49
Faculty(ID5925) => Min Interval: 17, Max Interval: 26
Faculty(ID5926) => Min Interval: 35, Max Interval: 35
Faculty(ID5927) => Min Interval: 15, Max Interval: 44
Faculty(ID5931) => Min Interval: 22, Max Interval: 23
Faculty(ID5936) => Min Interval: 12, Max Interval: 44
Faculty(ID5945) => Min Interval: 13, Max Interval: 34
Faculty(ID5948) => Min Interval: 3, Max Interval: 45
Faculty(ID5949) => Min Interval: 15, Max Interval: 27
Faculty(ID5951) => Min Interval: 13, Max Interval: 21
Faculty(ID5952) => Min Interval: 10, Max Interval: 39
Faculty(ID5963) => Min Interval: 43, Max Interval: 43
Faculty(ID5966) => Min Interval: 10, Max Interval: 41
Faculty(ID5967) => Min Interval: 19, Max Interval: 47
Faculty(ID5974) => Min Interval: 3, Max Interval: 52
Faculty(ID5978) => Min Interval: 32, Max Interval: 49
Faculty(ID5980) => Min Interval: 22, Max Interval: 49
Faculty(ID5984) => Min Interval: 13, Max Interval: 13
Faculty(ID5985) => Min Interval: 11, Max Interval: 37
Faculty(ID5987) => Min Interval: 5, Max Interval: 50
Faculty(ID5991) => Min Interval: 16, Max Interval: 44
Faculty(ID6011) => Min Interval: 16, Max Interval: 40
Faculty(ID6021) => Min Interval: 18, Max Interval: 49
Faculty(ID6022) => Min Interval: 18, Max Interval: 43
Faculty(ID6030) => Min Interval: 13, Max Interval: 39
Faculty(ID6034) => Min Interval: 13, Max Interval: 32
Faculty(ID6036) => Min Interval: 25, Max Interval: 35
Faculty(ID6046) => Min Interval: 35, Max Interval: 44
Faculty(ID6049) => Min Interval: 30, Max Interval: 40
Faculty(ID6057) => Min Interval: 15, Max Interval: 51
Faculty(ID6058) => Min Interval: 18, Max Interval: 42
Faculty(ID6067) => Min Interval: 17, Max Interval: 26
Faculty(ID6074) => Min Interval: 22, Max Interval: 45
Faculty(ID6077) => Min Interval: 19, Max Interval: 37
Faculty(ID6079) => Min Interval: 16, Max Interval: 25
Faculty(ID6085) => Min Interval: 18, Max Interval: 37
Faculty(ID6087) => Min Interval: 14, Max Interval: 36
Faculty(ID6093) => Min Interval: 8, Max Interval: 51
Faculty(ID6094) => Min Interval: 16, Max Interval: 46
Faculty(ID6099) => Min Interval: 10, Max Interval: 38
Faculty(ID6108) => Min Interval: 39, Max Interval: 51
Faculty(ID6123) => Min Interval: 18, Max Interval: 44
Faculty(ID6130) => Min Interval: 8, Max Interval: 38
Faculty(ID6151) => Min Interval: 21, Max Interval: 40
Faculty(ID6189) => Min Interval: 18, Max Interval: 36
Faculty(ID6198) => Min Interval: 24, Max Interval: 47
Faculty(ID6210) => Min Interval: 29, Max Interval: 50
Faculty(ID6234) => Min Interval: 31, Max Interval: 47
Faculty(ID6236) => Min Interval: 1, Max Interval: 99
Faculty(ID6239) => Min Interval: 15, Max Interval: 44
Faculty(ID6242) => Min Interval: 13, Max Interval: 46
Faculty(ID6244) => Min Interval: 18, Max Interval: 38
Faculty(ID6248) => Min Interval: 6, Max Interval: 53
Faculty(ID6250) => Min Interval: 1, Max Interval: 99
Faculty(ID6251) => Min Interval: 13, Max Interval: 38
Faculty(ID6253) => Min Interval: 30, Max Interval: 47
Faculty(ID6256) => Min Interval: 30, Max Interval: 44
Faculty(ID6258) => Min Interval: 14, Max Interval: 43
Faculty(ID6259) => Min Interval: 8, Max Interval: 37
Faculty(ID6262) => Min Interval: 15, Max Interval: 37
Faculty(ID6263) => Min Interval: 22, Max Interval: 41
Faculty(ID6266) => Min Interval: 0, Max Interval: 99
Faculty(ID6268) => Min Interval: 0, Max Interval: 99
Faculty(ID6269) => Min Interval: 16, Max Interval: 50
Faculty(ID6272) => Min Interval: 8, Max Interval: 38
Faculty(ID6274) => Min Interval: 9, Max Interval: 43
Faculty(ID6275) => Min Interval: 9, Max Interval: 20
Faculty(ID6276) => Min Interval: 0, Max Interval: 99
Faculty(ID6278) => Min Interval: 1, Max Interval: 99
Faculty(ID6279) => Min Interval: 4, Max Interval: 53
Faculty(ID6280) => Min Interval: 9, Max Interval: 23
Faculty(ID6282) => Min Interval: 17, Max Interval: 45
Faculty(ID6283) => Min Interval: 5, Max Interval: 53
Faculty(ID6284) => Min Interval: 9, Max Interval: 48
Faculty(ID6287) => Min Interval: 10, Max Interval: 43
Faculty(ID6288) => Min Interval: 12, Max Interval: 51
Faculty(ID6289) => Min Interval: 9, Max Interval: 53
Faculty(ID6290) => Min Interval: 3, Max Interval: 49
Faculty(ID6292) => Min Interval: 7, Max Interval: 45
Faculty(ID6294) => Min Interval: 9, Max Interval: 53
Faculty(ID6296) => Min Interval: 0, Max Interval: 47
Faculty(ID6297) => Min Interval: 3, Max Interval: 48
Faculty(ID6298) => Min Interval: 1, Max Interval: 99
Faculty(ID6301) => Min Interval: 4, Max Interval: 49
Faculty(ID6305) => Min Interval: 1, Max Interval: 52
Faculty(ID6306) => Min Interval: 24, Max Interval: 50
Faculty(ID6307) => Min Interval: 12, Max Interval: 51
Faculty(ID6309) => Min Interval: 29, Max Interval: 48
Faculty(ID6312) => Min Interval: 3, Max Interval: 44
Faculty(ID6313) => Min Interval: 21, Max Interval: 47
Faculty(ID6318) => Min Interval: 8, Max Interval: 53
Faculty(ID6319) => Min Interval: 2, Max Interval: 49
Faculty(ID6320) => Min Interval: 8, Max Interval: 49
Faculty(ID6321) => Min Interval: 0, Max Interval: 99
Faculty(ID6322) => Min Interval: 1, Max Interval: 42
Faculty(ID6324) => Min Interval: 9, Max Interval: 41
Faculty(ID6327) => Min Interval: 5, Max Interval: 43
Faculty(ID6328) => Min Interval: 26, Max Interval: 26
Faculty(ID6330) => Min Interval: 9, Max Interval: 34
Faculty(ID6331) => Min Interval: 2, Max Interval: 52
Faculty(ID6332) => Min Interval: 0, Max Interval: 99
Faculty(ID6335) => Min Interval: 25, Max Interval: 41
Faculty(ID6336) => Min Interval: 16, Max Interval: 17
Faculty(ID6339) => Min Interval: 11, Max Interval: 49
Faculty(ID6341) => Min Interval: 12, Max Interval: 39
Faculty(ID6343) => Min Interval: 22, Max Interval: 51
Faculty(ID6347) => Min Interval: 30, Max Interval: 30
Faculty(ID6349) => Min Interval: 4, Max Interval: 45
Faculty(ID6350) => Min Interval: 8, Max Interval: 50
Faculty(ID6352) => Min Interval: 9, Max Interval: 40
Faculty(ID6353) => Min Interval: 8, Max Interval: 47
Faculty(ID6355) => Min Interval: 8, Max Interval: 37
Faculty(ID6356) => Min Interval: 11, Max Interval: 31
Faculty(ID6359) => Min Interval: 5, Max Interval: 47
Faculty(ID6360) => Min Interval: 21, Max Interval: 47
Faculty(ID6362) => Min Interval: 16, Max Interval: 41
Faculty(ID6364) => Min Interval: 0, Max Interval: 99
Faculty(ID6366) => Min Interval: 2, Max Interval: 99
Faculty(ID6367) => Min Interval: 4, Max Interval: 43
Faculty(ID6370) => Min Interval: 27, Max Interval: 36
Faculty(ID6372) => Min Interval: 5, Max Interval: 47
Faculty(ID6373) => Min Interval: 19, Max Interval: 27
Faculty(ID6375) => Min Interval: 24, Max Interval: 45
Faculty(ID6377) => Min Interval: 10, Max Interval: 51
Faculty(ID6381) => Min Interval: 38, Max Interval: 39
Faculty(ID6382) => Min Interval: 20, Max Interval: 48
Faculty(ID6384) => Min Interval: 14, Max Interval: 46
Faculty(ID6386) => Min Interval: 7, Max Interval: 49
Faculty(ID6388) => Min Interval: 25, Max Interval: 49
Faculty(ID6390) => Min Interval: 12, Max Interval: 53
Faculty(ID6392) => Min Interval: 4, Max Interval: 54
Faculty(ID6393) => Min Interval: 37, Max Interval: 49
Faculty(ID6395) => Min Interval: 4, Max Interval: 45
Faculty(ID6396) => Min Interval: 0, Max Interval: 99
Faculty(ID6398) => Min Interval: 2, Max Interval: 47
Faculty(ID6399) => Min Interval: 3, Max Interval: 99
Faculty(ID6401) => Min Interval: 9, Max Interval: 51
Faculty(ID6403) => Min Interval: 36, Max Interval: 36
Faculty(ID6405) => Min Interval: 13, Max Interval: 51
Faculty(ID6406) => Min Interval: 6, Max Interval: 99
Faculty(ID6407) => Min Interval: 16, Max Interval: 41
Faculty(ID6409) => Min Interval: 9, Max Interval: 25
Faculty(ID6413) => Min Interval: 0, Max Interval: 99
Faculty(ID6414) => Min Interval: 6, Max Interval: 50
Faculty(ID6416) => Min Interval: 3, Max Interval: 50
Faculty(ID6419) => Min Interval: 2, Max Interval: 53
Faculty(ID6421) => Min Interval: 31, Max Interval: 40
Faculty(ID6422) => Min Interval: 12, Max Interval: 36
Faculty(ID6425) => Min Interval: 4, Max Interval: 54
Faculty(ID6426) => Min Interval: 9, Max Interval: 45
Faculty(ID6428) => Min Interval: 0, Max Interval: 99
Faculty(ID6429) => Min Interval: 16, Max Interval: 29
Faculty(ID6431) => Min Interval: 3, Max Interval: 31
Faculty(ID6434) => Min Interval: 26, Max Interval: 49
Faculty(ID6436) => Min Interval: 0, Max Interval: 99
Faculty(ID6437) => Min Interval: 4, Max Interval: 41
Faculty(ID6438) => Min Interval: 12, Max Interval: 39
Faculty(ID6440) => Min Interval: 10, Max Interval: 48
Faculty(ID6442) => Min Interval: 0, Max Interval: 99
Faculty(ID6443) => Min Interval: 18, Max Interval: 35
Faculty(ID6447) => Min Interval: 37, Max Interval: 51
Faculty(ID6448) => Min Interval: 39, Max Interval: 40
Faculty(ID6450) => Min Interval: 20, Max Interval: 48
Faculty(ID6453) => Min Interval: 10, Max Interval: 49
Faculty(ID6455) => Min Interval: 10, Max Interval: 21
Faculty(ID6456) => Min Interval: 13, Max Interval: 13
Faculty(ID6459) => Min Interval: 27, Max Interval: 37
Faculty(ID6460) => Min Interval: 4, Max Interval: 49
Faculty(ID6463) => Min Interval: 28, Max Interval: 45
Faculty(ID6465) => Min Interval: 24, Max Interval: 35
Faculty(ID6466) => Min Interval: 12, Max Interval: 44
Faculty(ID6467) => Min Interval: 4, Max Interval: 48
Faculty(ID6470) => Min Interval: 12, Max Interval: 48
Faculty(ID6472) => Min Interval: 8, Max Interval: 50
Faculty(ID6474) => Min Interval: 0, Max Interval: 99
Faculty(ID6477) => Min Interval: 28, Max Interval: 36
Faculty(ID6478) => Min Interval: 6, Max Interval: 34
Faculty(ID6481) => Min Interval: 7, Max Interval: 52
Faculty(ID6482) => Min Interval: 11, Max Interval: 42
Faculty(ID6483) => Min Interval: 12, Max Interval: 35
Faculty(ID6484) => Min Interval: 11, Max Interval: 38
Faculty(ID6486) => Min Interval: 13, Max Interval: 44
Faculty(ID6489) => Min Interval: 7, Max Interval: 51
Faculty(ID6494) => Min Interval: 20, Max Interval: 44
Faculty(ID6495) => Min Interval: 8, Max Interval: 21
Faculty(ID6497) => Min Interval: 24, Max Interval: 34
Faculty(ID6499) => Min Interval: 4, Max Interval: 47
Faculty(ID6502) => Min Interval: 11, Max Interval: 49
Faculty(ID6504) => Min Interval: 9, Max Interval: 50
Faculty(ID6506) => Min Interval: 4, Max Interval: 53
Faculty(ID6508) => Min Interval: 13, Max Interval: 45
Faculty(ID6510) => Min Interval: 8, Max Interval: 47
Faculty(ID6511) => Min Interval: 31, Max Interval: 53
Faculty(ID6514) => Min Interval: 7, Max Interval: 99
Faculty(ID6517) => Min Interval: 0, Max Interval: 99
Faculty(ID6518) => Min Interval: 12, Max Interval: 40
Faculty(ID6520) => Min Interval: 17, Max Interval: 41
Faculty(ID6521) => Min Interval: 26, Max Interval: 43
Faculty(ID6522) => Min Interval: 13, Max Interval: 46
Faculty(ID6523) => Min Interval: 0, Max Interval: 99
Faculty(ID6524) => Min Interval: 17, Max Interval: 43
Faculty(ID6525) => Min Interval: 11, Max Interval: 40
Faculty(ID6526) => Min Interval: 8, Max Interval: 27
Faculty(ID6528) => Min Interval: 19, Max Interval: 46
Faculty(ID6529) => Min Interval: 14, Max Interval: 46
Faculty(ID6530) => Min Interval: 7, Max Interval: 47
Faculty(ID6535) => Min Interval: 2, Max Interval: 99
Faculty(ID6539) => Min Interval: 36, Max Interval: 50
Faculty(ID6540) => Min Interval: 10, Max Interval: 47
Faculty(ID6541) => Min Interval: 26, Max Interval: 49
Faculty(ID6543) => Min Interval: 10, Max Interval: 43
Faculty(ID6547) => Min Interval: 8, Max Interval: 35
Faculty(ID6551) => Min Interval: 1, Max Interval: 99
Faculty(ID6552) => Min Interval: 34, Max Interval: 51
Faculty(ID6556) => Min Interval: 0, Max Interval: 99
Faculty(ID6557) => Min Interval: 34, Max Interval: 47
Faculty(ID6558) => Min Interval: 13, Max Interval: 37
Faculty(ID6560) => Min Interval: 17, Max Interval: 42
Faculty(ID6561) => Min Interval: 9, Max Interval: 52
Faculty(ID6562) => Min Interval: 20, Max Interval: 33
Faculty(ID6564) => Min Interval: 1, Max Interval: 99
Faculty(ID6567) => Min Interval: 26, Max Interval: 47
Faculty(ID6568) => Min Interval: 19, Max Interval: 46
Faculty(ID6570) => Min Interval: 23, Max Interval: 23
Faculty(ID6572) => Min Interval: 1, Max Interval: 55
Faculty(ID6573) => Min Interval: 8, Max Interval: 48
Faculty(ID6579) => Min Interval: 10, Max Interval: 41
Faculty(ID6580) => Min Interval: 0, Max Interval: 51
Faculty(ID6587) => Min Interval: 12, Max Interval: 37
Faculty(ID6588) => Min Interval: 40, Max Interval: 41
Faculty(ID6589) => Min Interval: 2, Max Interval: 50
Faculty(ID6591) => Min Interval: 28, Max Interval: 48
Faculty(ID6593) => Min Interval: 0, Max Interval: 99
Faculty(ID6594) => Min Interval: 28, Max Interval: 39
Faculty(ID6596) => Min Interval: 23, Max Interval: 38
Faculty(ID6598) => Min Interval: 23, Max Interval: 37
Faculty(ID6599) => Min Interval: 18, Max Interval: 51
Faculty(ID6600) => Min Interval: 16, Max Interval: 51
Faculty(ID6601) => Min Interval: 10, Max Interval: 45
Faculty(ID6602) => Min Interval: 2, Max Interval: 43
Faculty(ID6605) => Min Interval: 36, Max Interval: 48
Faculty(ID6608) => Min Interval: 10, Max Interval: 53
Faculty(ID6611) => Min Interval: 21, Max Interval: 50
Faculty(ID6613) => Min Interval: 20, Max Interval: 42
Faculty(ID6614) => Min Interval: 17, Max Interval: 41
Faculty(ID6615) => Min Interval: 2, Max Interval: 99
Faculty(ID6618) => Min Interval: 34, Max Interval: 51
Faculty(ID6620) => Min Interval: 0, Max Interval: 49
Faculty(ID6622) => Min Interval: 16, Max Interval: 48
Faculty(ID6624) => Min Interval: 26, Max Interval: 45
Faculty(ID6626) => Min Interval: 2, Max Interval: 47
Faculty(ID6629) => Min Interval: 2, Max Interval: 47
Faculty(ID6633) => Min Interval: 13, Max Interval: 42
Faculty(ID6634) => Min Interval: 16, Max Interval: 55
Faculty(ID6638) => Min Interval: 17, Max Interval: 53
Faculty(ID6642) => Min Interval: 15, Max Interval: 33
Faculty(ID6643) => Min Interval: 8, Max Interval: 45
Faculty(ID6647) => Min Interval: 18, Max Interval: 43
Faculty(ID6648) => Min Interval: 9, Max Interval: 38
Faculty(ID6650) => Min Interval: 13, Max Interval: 49
Faculty(ID6652) => Min Interval: 36, Max Interval: 50
Faculty(ID6655) => Min Interval: 12, Max Interval: 53
Faculty(ID6657) => Min Interval: 12, Max Interval: 43
Faculty(ID6659) => Min Interval: 23, Max Interval: 44
Faculty(ID6660) => Min Interval: 4, Max Interval: 47
Faculty(ID6661) => Min Interval: 15, Max Interval: 16
Faculty(ID6667) => Min Interval: 4, Max Interval: 48
Faculty(ID6668) => Min Interval: 6, Max Interval: 44
Faculty(ID6670) => Min Interval: 25, Max Interval: 36
Faculty(ID6672) => Min Interval: 24, Max Interval: 51
Faculty(ID6674) => Min Interval: 19, Max Interval: 51
Faculty(ID6677) => Min Interval: 10, Max Interval: 43
Faculty(ID6680) => Min Interval: 10, Max Interval: 40
Faculty(ID6682) => Min Interval: 29, Max Interval: 47
Faculty(ID6683) => Min Interval: 35, Max Interval: 51
Faculty(ID6685) => Min Interval: 1, Max Interval: 39
Faculty(ID6686) => Min Interval: 25, Max Interval: 36
Faculty(ID6687) => Min Interval: 1, Max Interval: 42
Faculty(ID6688) => Min Interval: 21, Max Interval: 50
Faculty(ID6690) => Min Interval: 3, Max Interval: 54
Faculty(ID6692) => Min Interval: 21, Max Interval: 46
Faculty(ID6697) => Min Interval: 8, Max Interval: 45
Faculty(ID6701) => Min Interval: 38, Max Interval: 46
Faculty(ID6702) => Min Interval: 13, Max Interval: 49
Faculty(ID6703) => Min Interval: 4, Max Interval: 51
Faculty(ID6704) => Min Interval: 14, Max Interval: 46
Faculty(ID6706) => Min Interval: 13, Max Interval: 50
Faculty(ID6709) => Min Interval: 3, Max Interval: 99
Faculty(ID6710) => Min Interval: 4, Max Interval: 43
Faculty(ID6713) => Min Interval: 10, Max Interval: 50
Faculty(ID6714) => Min Interval: 0, Max Interval: 99
Faculty(ID6715) => Min Interval: 13, Max Interval: 24
Faculty(ID6717) => Min Interval: 15, Max Interval: 48
Faculty(ID6719) => Min Interval: 20, Max Interval: 52
Faculty(ID6721) => Min Interval: 2, Max Interval: 52
Faculty(ID6727) => Min Interval: 11, Max Interval: 50
Faculty(ID6732) => Min Interval: 15, Max Interval: 39
Faculty(ID6733) => Min Interval: 11, Max Interval: 49
Faculty(ID6735) => Min Interval: 8, Max Interval: 49
Faculty(ID6736) => Min Interval: 3, Max Interval: 53
Faculty(ID6737) => Min Interval: 0, Max Interval: 99
Faculty(ID6738) => Min Interval: 12, Max Interval: 42
Faculty(ID6739) => Min Interval: 16, Max Interval: 46
Faculty(ID6740) => Min Interval: 22, Max Interval: 34
Faculty(ID6741) => Min Interval: 3, Max Interval: 43
Faculty(ID6743) => Min Interval: 9, Max Interval: 33
Faculty(ID6744) => Min Interval: 16, Max Interval: 38
Faculty(ID6746) => Min Interval: 22, Max Interval: 49
Faculty(ID6747) => Min Interval: 10, Max Interval: 39
Faculty(ID6748) => Min Interval: 21, Max Interval: 35
Faculty(ID6752) => Min Interval: 21, Max Interval: 21
Faculty(ID6753) => Min Interval: 12, Max Interval: 35
Faculty(ID6754) => Min Interval: 0, Max Interval: 99
Faculty(ID6757) => Min Interval: 25, Max Interval: 43
Faculty(ID6758) => Min Interval: 9, Max Interval: 51
Faculty(ID6759) => Min Interval: 3, Max Interval: 54
Faculty(ID6761) => Min Interval: 16, Max Interval: 50
Faculty(ID6762) => Min Interval: 1, Max Interval: 99
Faculty(ID6766) => Min Interval: 4, Max Interval: 34
Faculty(ID6768) => Min Interval: 20, Max Interval: 31
Faculty(ID6771) => Min Interval: 11, Max Interval: 32
Faculty(ID6772) => Min Interval: 10, Max Interval: 41
Faculty(ID6773) => Min Interval: 5, Max Interval: 50
Faculty(ID6778) => Min Interval: 16, Max Interval: 35
Faculty(ID6779) => Min Interval: 8, Max Interval: 36
Faculty(ID6781) => Min Interval: 18, Max Interval: 45
Faculty(ID6782) => Min Interval: 24, Max Interval: 38
Faculty(ID6783) => Min Interval: 12, Max Interval: 12
Faculty(ID6784) => Min Interval: 11, Max Interval: 53
Faculty(ID6788) => Min Interval: 0, Max Interval: 46
Faculty(ID6789) => Min Interval: 19, Max Interval: 33
Faculty(ID6791) => Min Interval: 10, Max Interval: 38
Faculty(ID6792) => Min Interval: 27, Max Interval: 50
Faculty(ID6793) => Min Interval: 2, Max Interval: 35
Faculty(ID6800) => Min Interval: 8, Max Interval: 38
Faculty(ID6801) => Min Interval: 28, Max Interval: 36
Faculty(ID6802) => Min Interval: 0, Max Interval: 99
Faculty(ID6806) => Min Interval: 33, Max Interval: 51
Faculty(ID6808) => Min Interval: 4, Max Interval: 31
Faculty(ID6810) => Min Interval: 14, Max Interval: 47
Faculty(ID6813) => Min Interval: 44, Max Interval: 44
Faculty(ID6814) => Min Interval: 0, Max Interval: 99
Faculty(ID6817) => Min Interval: 12, Max Interval: 43
Faculty(ID6821) => Min Interval: 13, Max Interval: 34
Faculty(ID6822) => Min Interval: 15, Max Interval: 36
