Stored fact information:
ResearchAssistantCandidate(ID0) => Min Interval: 27, Max Interval: 40
ResearchAssistantCandidate(ID5730) => Min Interval: 28, Max Interval: 43
ResearchAssistantCandidate(ID5731) => Min Interval: 27, Max Interval: 48
ResearchAssistantCandidate(ID5733) => Min Interval: 6, Max Interval: 29
ResearchAssistantCandidate(ID5734) => Min Interval: 15, Max Interval: 15
ResearchAssistantCandidate(ID5735) => Min Interval: 29, Max Interval: 49
ResearchAssistantCandidate(ID5736) => Min Interval: 19, Max Interval: 46
ResearchAssistantCandidate(ID5738) => Min Interval: 5, Max Interval: 37
ResearchAssistantCandidate(ID5739) => Min Interval: 0, Max Interval: 43
ResearchAssistantCandidate(ID5740) => Min Interval: 13, Max Interval: 40
ResearchAssistantCandidate(ID5744) => Min Interval: 21, Max Interval: 21
ResearchAssistantCandidate(ID5745) => Min Interval: 24, Max Interval: 46
ResearchAssistantCandidate(ID5746) => Min Interval: 8, Max Interval: 38
ResearchAssistantCandidate(ID5747) => Min Interval: 28, Max Interval: 40
ResearchAssistantCandidate(ID5748) => Min Interval: 11, Max Interval: 52
ResearchAssistantCandidate(ID5750) => Min Interval: 15, Max Interval: 37
ResearchAssistantCandidate(ID5754) => Min Interval: 11, Max Interval: 33
ResearchAssistantCandidate(ID5756) => Min Interval: 2, Max Interval: 52
ResearchAssistantCandidate(ID5757) => Min Interval: 12, Max Interval: 18
ResearchAssistantCandidate(ID5760) => Min Interval: 5, Max Interval: 39
ResearchAssistantCandidate(ID5768) => Min Interval: 12, Max Interval: 20
ResearchAssistantCandidate(ID5769) => Min Interval: 25, Max Interval: 37
ResearchAssistantCandidate(ID5774) => Min Interval: 0, Max Interval: 37
ResearchAssistantCandidate(ID5776) => Min Interval: 19, Max Interval: 24
ResearchAssistantCandidate(ID5781) => Min Interval: 17, Max Interval: 44
ResearchAssistantCandidate(ID5786) => Min Interval: 27, Max Interval: 31
ResearchAssistantCandidate(ID5787) => Min Interval: 26, Max Interval: 43
ResearchAssistantCandidate(ID5791) => Min Interval: 7, Max Interval: 25
ResearchAssistantCandidate(ID5792) => Min Interval: 14, Max Interval: 47
ResearchAssistantCandidate(ID5794) => Min Interval: 18, Max Interval: 36
ResearchAssistantCandidate(ID5800) => Min Interval: 11, Max Interval: 33
ResearchAssistantCandidate(ID5801) => Min Interval: 7, Max Interval: 42
ResearchAssistantCandidate(ID5802) => Min Interval: 6, Max Interval: 29
ResearchAssistantCandidate(ID5805) => Min Interval: 5, Max Interval: 37
ResearchAssistantCandidate(ID5807) => Min Interval: 31, Max Interval: 37
ResearchAssistantCandidate(ID5809) => Min Interval: 11, Max Interval: 41
ResearchAssistantCandidate(ID5810) => Min Interval: 15, Max Interval: 42
ResearchAssistantCandidate(ID5811) => Min Interval: 3, Max Interval: 46
ResearchAssistantCandidate(ID5813) => Min Interval: 16, Max Interval: 41
ResearchAssistantCandidate(ID5815) => Min Interval: 18, Max Interval: 47
ResearchAssistantCandidate(ID5818) => Min Interval: 9, Max Interval: 43
ResearchAssistantCandidate(ID5821) => Min Interval: 8, Max Interval: 47
ResearchAssistantCandidate(ID5822) => Min Interval: 13, Max Interval: 50
ResearchAssistantCandidate(ID5823) => Min Interval: 8, Max Interval: 31
ResearchAssistantCandidate(ID5825) => Min Interval: 18, Max Interval: 35
ResearchAssistantCandidate(ID5832) => Min Interval: 21, Max Interval: 29
ResearchAssistantCandidate(ID5837) => Min Interval: 12, Max Interval: 49
ResearchAssistantCandidate(ID5849) => Min Interval: 13, Max Interval: 42
ResearchAssistantCandidate(ID5850) => Min Interval: 5, Max Interval: 6
ResearchAssistantCandidate(ID5851) => Min Interval: 7, Max Interval: 43
ResearchAssistantCandidate(ID5853) => Min Interval: 15, Max Interval: 42
ResearchAssistantCandidate(ID5854) => Min Interval: 8, Max Interval: 47
ResearchAssistantCandidate(ID5855) => Min Interval: 7, Max Interval: 50
ResearchAssistantCandidate(ID5856) => Min Interval: 17, Max Interval: 43
ResearchAssistantCandidate(ID5857) => Min Interval: 9, Max Interval: 15
ResearchAssistantCandidate(ID5858) => Min Interval: 20, Max Interval: 41
ResearchAssistantCandidate(ID5859) => Min Interval: 23, Max Interval: 44
ResearchAssistantCandidate(ID5861) => Min Interval: 36, Max Interval: 41
ResearchAssistantCandidate(ID5879) => Min Interval: 8, Max Interval: 22
ResearchAssistantCandidate(ID5881) => Min Interval: 15, Max Interval: 42
ResearchAssistantCandidate(ID5883) => Min Interval: 37, Max Interval: 45
ResearchAssistantCandidate(ID5890) => Min Interval: 9, Max Interval: 26
ResearchAssistantCandidate(ID5895) => Min Interval: 13, Max Interval: 25
ResearchAssistantCandidate(ID5900) => Min Interval: 6, Max Interval: 46
ResearchAssistantCandidate(ID5905) => Min Interval: 29, Max Interval: 48
ResearchAssistantCandidate(ID5906) => Min Interval: 7, Max Interval: 27
ResearchAssistantCandidate(ID5909) => Min Interval: 11, Max Interval: 39
ResearchAssistantCandidate(ID5914) => Min Interval: 13, Max Interval: 49
ResearchAssistantCandidate(ID5919) => Min Interval: 5, Max Interval: 41
ResearchAssistantCandidate(ID5922) => Min Interval: 9, Max Interval: 44
ResearchAssistantCandidate(ID5924) => Min Interval: 26, Max Interval: 48
ResearchAssistantCandidate(ID5925) => Min Interval: 14, Max Interval: 37
ResearchAssistantCandidate(ID5926) => Min Interval: 32, Max Interval: 40
ResearchAssistantCandidate(ID5927) => Min Interval: 12, Max Interval: 43
ResearchAssistantCandidate(ID5931) => Min Interval: 19, Max Interval: 28
ResearchAssistantCandidate(ID5936) => Min Interval: 9, Max Interval: 43
ResearchAssistantCandidate(ID5941) => Min Interval: 15, Max Interval: 43
ResearchAssistantCandidate(ID5943) => Min Interval: 34, Max Interval: 38
ResearchAssistantCandidate(ID5944) => Min Interval: 11, Max Interval: 12
ResearchAssistantCandidate(ID5945) => Min Interval: 10, Max Interval: 33
ResearchAssistantCandidate(ID5948) => Min Interval: 0, Max Interval: 40
ResearchAssistantCandidate(ID5949) => Min Interval: 12, Max Interval: 42
ResearchAssistantCandidate(ID5951) => Min Interval: 10, Max Interval: 20
ResearchAssistantCandidate(ID5952) => Min Interval: 7, Max Interval: 38
ResearchAssistantCandidate(ID5954) => Min Interval: 32, Max Interval: 33
ResearchAssistantCandidate(ID5963) => Min Interval: 40, Max Interval: 48
ResearchAssistantCandidate(ID5966) => Min Interval: 7, Max Interval: 40
ResearchAssistantCandidate(ID5967) => Min Interval: 16, Max Interval: 46
ResearchAssistantCandidate(ID5974) => Min Interval: 0, Max Interval: 48
ResearchAssistantCandidate(ID5978) => Min Interval: 29, Max Interval: 48
ResearchAssistantCandidate(ID5980) => Min Interval: 19, Max Interval: 48
ResearchAssistantCandidate(ID5984) => Min Interval: 10, Max Interval: 48
ResearchAssistantCandidate(ID5985) => Min Interval: 8, Max Interval: 36
ResearchAssistantCandidate(ID5987) => Min Interval: 2, Max Interval: 49
ResearchAssistantCandidate(ID5991) => Min Interval: 13, Max Interval: 43
ResearchAssistantCandidate(ID6011) => Min Interval: 13, Max Interval: 39
ResearchAssistantCandidate(ID6021) => Min Interval: 15, Max Interval: 48
ResearchAssistantCandidate(ID6022) => Min Interval: 15, Max Interval: 42
ResearchAssistantCandidate(ID6030) => Min Interval: 10, Max Interval: 38
ResearchAssistantCandidate(ID6034) => Min Interval: 10, Max Interval: 31
ResearchAssistantCandidate(ID6036) => Min Interval: 22, Max Interval: 49
ResearchAssistantCandidate(ID6046) => Min Interval: 32, Max Interval: 43
ResearchAssistantCandidate(ID6049) => Min Interval: 27, Max Interval: 39
ResearchAssistantCandidate(ID6052) => Min Interval: 29, Max Interval: 32
ResearchAssistantCandidate(ID6057) => Min Interval: 12, Max Interval: 50
ResearchAssistantCandidate(ID6058) => Min Interval: 15, Max Interval: 41
ResearchAssistantCandidate(ID6067) => Min Interval: 14, Max Interval: 35
ResearchAssistantCandidate(ID6074) => Min Interval: 19, Max Interval: 44
ResearchAssistantCandidate(ID6077) => Min Interval: 16, Max Interval: 36
ResearchAssistantCandidate(ID6079) => Min Interval: 13, Max Interval: 24
ResearchAssistantCandidate(ID6085) => Min Interval: 15, Max Interval: 36
ResearchAssistantCandidate(ID6087) => Min Interval: 11, Max Interval: 35
ResearchAssistantCandidate(ID6093) => Min Interval: 5, Max Interval: 50
ResearchAssistantCandidate(ID6094) => Min Interval: 13, Max Interval: 45
ResearchAssistantCandidate(ID6099) => Min Interval: 7, Max Interval: 37
ResearchAssistantCandidate(ID6108) => Min Interval: 18, Max Interval: 50
ResearchAssistantCandidate(ID6123) => Min Interval: 15, Max Interval: 43
ResearchAssistantCandidate(ID6130) => Min Interval: 5, Max Interval: 37
ResearchAssistantCandidate(ID6151) => Min Interval: 18, Max Interval: 39
ResearchAssistantCandidate(ID6189) => Min Interval: 15, Max Interval: 35
ResearchAssistantCandidate(ID6198) => Min Interval: 21, Max Interval: 46
ResearchAssistantCandidate(ID6210) => Min Interval: 26, Max Interval: 49
ResearchAssistantCandidate(ID6234) => Min Interval: 28, Max Interval: 46
ResearchAssistantCandidate(ID6239) => Min Interval: 12, Max Interval: 43
ResearchAssistantCandidate(ID6242) => Min Interval: 10, Max Interval: 45
ResearchAssistantCandidate(ID6244) => Min Interval: 15, Max Interval: 37
ResearchAssistantCandidate(ID6246) => Min Interval: 21, Max Interval: 49
ResearchAssistantCandidate(ID6248) => Min Interval: 4, Max Interval: 48
ResearchAssistantCandidate(ID6251) => Min Interval: 11, Max Interval: 33
ResearchAssistantCandidate(ID6253) => Min Interval: 27, Max Interval: 46
ResearchAssistantCandidate(ID6255) => Min Interval: 6, Max Interval: 33
ResearchAssistantCandidate(ID6256) => Min Interval: 16, Max Interval: 43
ResearchAssistantCandidate(ID6258) => Min Interval: 11, Max Interval: 42
ResearchAssistantCandidate(ID6259) => Min Interval: 9, Max Interval: 32
ResearchAssistantCandidate(ID6262) => Min Interval: 14, Max Interval: 32
ResearchAssistantCandidate(ID6263) => Min Interval: 19, Max Interval: 40
ResearchAssistantCandidate(ID6269) => Min Interval: 13, Max Interval: 49
ResearchAssistantCandidate(ID6270) => Min Interval: 30, Max Interval: 33
ResearchAssistantCandidate(ID6272) => Min Interval: 5, Max Interval: 37
ResearchAssistantCandidate(ID6274) => Min Interval: 6, Max Interval: 42
ResearchAssistantCandidate(ID6275) => Min Interval: 6, Max Interval: 19
ResearchAssistantCandidate(ID6279) => Min Interval: 13, Max Interval: 52
ResearchAssistantCandidate(ID6280) => Min Interval: 6, Max Interval: 22
ResearchAssistantCandidate(ID6282) => Min Interval: 14, Max Interval: 44
ResearchAssistantCandidate(ID6283) => Min Interval: 4, Max Interval: 51
ResearchAssistantCandidate(ID6284) => Min Interval: 6, Max Interval: 47
ResearchAssistantCandidate(ID6287) => Min Interval: 7, Max Interval: 38
ResearchAssistantCandidate(ID6288) => Min Interval: 9, Max Interval: 50
ResearchAssistantCandidate(ID6289) => Min Interval: 10, Max Interval: 52
ResearchAssistantCandidate(ID6290) => Min Interval: 26, Max Interval: 44
ResearchAssistantCandidate(ID6292) => Min Interval: 4, Max Interval: 40
ResearchAssistantCandidate(ID6294) => Min Interval: 10, Max Interval: 48
ResearchAssistantCandidate(ID6296) => Min Interval: 0, Max Interval: 39
ResearchAssistantCandidate(ID6297) => Min Interval: 0, Max Interval: 45
ResearchAssistantCandidate(ID6301) => Min Interval: 5, Max Interval: 44
ResearchAssistantCandidate(ID6302) => Min Interval: 37, Max Interval: 44
ResearchAssistantCandidate(ID6305) => Min Interval: 1, Max Interval: 47
ResearchAssistantCandidate(ID6306) => Min Interval: 21, Max Interval: 49
ResearchAssistantCandidate(ID6307) => Min Interval: 9, Max Interval: 50
ResearchAssistantCandidate(ID6309) => Min Interval: 26, Max Interval: 47
ResearchAssistantCandidate(ID6312) => Min Interval: 4, Max Interval: 39
ResearchAssistantCandidate(ID6313) => Min Interval: 18, Max Interval: 46
ResearchAssistantCandidate(ID6316) => Min Interval: 23, Max Interval: 41
ResearchAssistantCandidate(ID6318) => Min Interval: 9, Max Interval: 52
ResearchAssistantCandidate(ID6319) => Min Interval: 6, Max Interval: 48
ResearchAssistantCandidate(ID6320) => Min Interval: 5, Max Interval: 48
ResearchAssistantCandidate(ID6322) => Min Interval: 14, Max Interval: 41
ResearchAssistantCandidate(ID6324) => Min Interval: 6, Max Interval: 40
ResearchAssistantCandidate(ID6327) => Min Interval: 6, Max Interval: 42
ResearchAssistantCandidate(ID6328) => Min Interval: 23, Max Interval: 31
ResearchAssistantCandidate(ID6330) => Min Interval: 6, Max Interval: 33
ResearchAssistantCandidate(ID6331) => Min Interval: 8, Max Interval: 50
ResearchAssistantCandidate(ID6335) => Min Interval: 13, Max Interval: 40
ResearchAssistantCandidate(ID6336) => Min Interval: 13, Max Interval: 22
ResearchAssistantCandidate(ID6339) => Min Interval: 8, Max Interval: 47
ResearchAssistantCandidate(ID6341) => Min Interval: 9, Max Interval: 38
ResearchAssistantCandidate(ID6343) => Min Interval: 23, Max Interval: 46
ResearchAssistantCandidate(ID6347) => Min Interval: 27, Max Interval: 35
ResearchAssistantCandidate(ID6349) => Min Interval: 1, Max Interval: 40
ResearchAssistantCandidate(ID6350) => Min Interval: 5, Max Interval: 49
ResearchAssistantCandidate(ID6352) => Min Interval: 6, Max Interval: 39
ResearchAssistantCandidate(ID6353) => Min Interval: 9, Max Interval: 42
ResearchAssistantCandidate(ID6355) => Min Interval: 5, Max Interval: 36
ResearchAssistantCandidate(ID6356) => Min Interval: 8, Max Interval: 30
ResearchAssistantCandidate(ID6357) => Min Interval: 20, Max Interval: 26
ResearchAssistantCandidate(ID6359) => Min Interval: 6, Max Interval: 42
ResearchAssistantCandidate(ID6360) => Min Interval: 18, Max Interval: 46
ResearchAssistantCandidate(ID6362) => Min Interval: 13, Max Interval: 40
ResearchAssistantCandidate(ID6367) => Min Interval: 1, Max Interval: 42
ResearchAssistantCandidate(ID6370) => Min Interval: 24, Max Interval: 35
ResearchAssistantCandidate(ID6372) => Min Interval: 2, Max Interval: 42
ResearchAssistantCandidate(ID6373) => Min Interval: 5, Max Interval: 26
ResearchAssistantCandidate(ID6375) => Min Interval: 21, Max Interval: 44
ResearchAssistantCandidate(ID6377) => Min Interval: 7, Max Interval: 50
ResearchAssistantCandidate(ID6381) => Min Interval: 10, Max Interval: 44
ResearchAssistantCandidate(ID6382) => Min Interval: 17, Max Interval: 47
ResearchAssistantCandidate(ID6384) => Min Interval: 11, Max Interval: 45
ResearchAssistantCandidate(ID6386) => Min Interval: 24, Max Interval: 48
ResearchAssistantCandidate(ID6388) => Min Interval: 22, Max Interval: 48
ResearchAssistantCandidate(ID6390) => Min Interval: 13, Max Interval: 52
ResearchAssistantCandidate(ID6392) => Min Interval: 1, Max Interval: 38
ResearchAssistantCandidate(ID6393) => Min Interval: 20, Max Interval: 48
ResearchAssistantCandidate(ID6395) => Min Interval: 1, Max Interval: 37
ResearchAssistantCandidate(ID6398) => Min Interval: 2, Max Interval: 29
ResearchAssistantCandidate(ID6401) => Min Interval: 6, Max Interval: 50
ResearchAssistantCandidate(ID6403) => Min Interval: 33, Max Interval: 41
ResearchAssistantCandidate(ID6405) => Min Interval: 18, Max Interval: 45
ResearchAssistantCandidate(ID6407) => Min Interval: 13, Max Interval: 40
ResearchAssistantCandidate(ID6409) => Min Interval: 6, Max Interval: 24
ResearchAssistantCandidate(ID6414) => Min Interval: 3, Max Interval: 28
ResearchAssistantCandidate(ID6415) => Min Interval: 12, Max Interval: 19
ResearchAssistantCandidate(ID6416) => Min Interval: 4, Max Interval: 45
ResearchAssistantCandidate(ID6419) => Min Interval: 0, Max Interval: 48
ResearchAssistantCandidate(ID6421) => Min Interval: 7, Max Interval: 39
ResearchAssistantCandidate(ID6422) => Min Interval: 9, Max Interval: 35
ResearchAssistantCandidate(ID6425) => Min Interval: 1, Max Interval: 51
ResearchAssistantCandidate(ID6426) => Min Interval: 6, Max Interval: 44
ResearchAssistantCandidate(ID6427) => Min Interval: 27, Max Interval: 45
ResearchAssistantCandidate(ID6429) => Min Interval: 13, Max Interval: 28
ResearchAssistantCandidate(ID6431) => Min Interval: 0, Max Interval: 26
ResearchAssistantCandidate(ID6434) => Min Interval: 27, Max Interval: 44
ResearchAssistantCandidate(ID6437) => Min Interval: 8, Max Interval: 34
ResearchAssistantCandidate(ID6438) => Min Interval: 9, Max Interval: 38
ResearchAssistantCandidate(ID6440) => Min Interval: 7, Max Interval: 47
ResearchAssistantCandidate(ID6443) => Min Interval: 15, Max Interval: 34
ResearchAssistantCandidate(ID6447) => Min Interval: 34, Max Interval: 50
ResearchAssistantCandidate(ID6448) => Min Interval: 36, Max Interval: 45
ResearchAssistantCandidate(ID6450) => Min Interval: 17, Max Interval: 47
ResearchAssistantCandidate(ID6453) => Min Interval: 7, Max Interval: 48
ResearchAssistantCandidate(ID6455) => Min Interval: 7, Max Interval: 20
ResearchAssistantCandidate(ID6456) => Min Interval: 10, Max Interval: 42
ResearchAssistantCandidate(ID6457) => Min Interval: 40, Max Interval: 41
ResearchAssistantCandidate(ID6458) => Min Interval: 30, Max Interval: 41
ResearchAssistantCandidate(ID6459) => Min Interval: 24, Max Interval: 50
ResearchAssistantCandidate(ID6460) => Min Interval: 1, Max Interval: 44
ResearchAssistantCandidate(ID6463) => Min Interval: 25, Max Interval: 44
ResearchAssistantCandidate(ID6465) => Min Interval: 21, Max Interval: 50
ResearchAssistantCandidate(ID6466) => Min Interval: 9, Max Interval: 43
ResearchAssistantCandidate(ID6467) => Min Interval: 1, Max Interval: 44
ResearchAssistantCandidate(ID6470) => Min Interval: 9, Max Interval: 47
ResearchAssistantCandidate(ID6472) => Min Interval: 5, Max Interval: 49
ResearchAssistantCandidate(ID6477) => Min Interval: 14, Max Interval: 35
ResearchAssistantCandidate(ID6478) => Min Interval: 5, Max Interval: 29
ResearchAssistantCandidate(ID6481) => Min Interval: 13, Max Interval: 50
ResearchAssistantCandidate(ID6482) => Min Interval: 8, Max Interval: 41
ResearchAssistantCandidate(ID6483) => Min Interval: 9, Max Interval: 34
ResearchAssistantCandidate(ID6484) => Min Interval: 8, Max Interval: 37
ResearchAssistantCandidate(ID6486) => Min Interval: 10, Max Interval: 43
ResearchAssistantCandidate(ID6487) => Min Interval: 5, Max Interval: 41
ResearchAssistantCandidate(ID6489) => Min Interval: 8, Max Interval: 45
ResearchAssistantCandidate(ID6494) => Min Interval: 17, Max Interval: 43
ResearchAssistantCandidate(ID6495) => Min Interval: 5, Max Interval: 20
ResearchAssistantCandidate(ID6497) => Min Interval: 21, Max Interval: 33
ResearchAssistantCandidate(ID6499) => Min Interval: 1, Max Interval: 46
ResearchAssistantCandidate(ID6502) => Min Interval: 8, Max Interval: 48
ResearchAssistantCandidate(ID6504) => Min Interval: 6, Max Interval: 49
ResearchAssistantCandidate(ID6506) => Min Interval: 4, Max Interval: 48
ResearchAssistantCandidate(ID6508) => Min Interval: 10, Max Interval: 44
ResearchAssistantCandidate(ID6510) => Min Interval: 5, Max Interval: 46
ResearchAssistantCandidate(ID6511) => Min Interval: 32, Max Interval: 48
ResearchAssistantCandidate(ID6512) => Min Interval: 27, Max Interval: 30
ResearchAssistantCandidate(ID6513) => Min Interval: 48, Max Interval: 49
ResearchAssistantCandidate(ID6518) => Min Interval: 13, Max Interval: 35
ResearchAssistantCandidate(ID6520) => Min Interval: 24, Max Interval: 47
ResearchAssistantCandidate(ID6521) => Min Interval: 23, Max Interval: 42
ResearchAssistantCandidate(ID6522) => Min Interval: 20, Max Interval: 41
ResearchAssistantCandidate(ID6524) => Min Interval: 14, Max Interval: 42
ResearchAssistantCandidate(ID6525) => Min Interval: 8, Max Interval: 39
ResearchAssistantCandidate(ID6526) => Min Interval: 5, Max Interval: 26
ResearchAssistantCandidate(ID6528) => Min Interval: 16, Max Interval: 45
ResearchAssistantCandidate(ID6529) => Min Interval: 11, Max Interval: 45
ResearchAssistantCandidate(ID6530) => Min Interval: 6, Max Interval: 42
ResearchAssistantCandidate(ID6532) => Min Interval: 25, Max Interval: 43
ResearchAssistantCandidate(ID6539) => Min Interval: 33, Max Interval: 49
ResearchAssistantCandidate(ID6540) => Min Interval: 7, Max Interval: 46
ResearchAssistantCandidate(ID6541) => Min Interval: 23, Max Interval: 48
ResearchAssistantCandidate(ID6543) => Min Interval: 7, Max Interval: 42
ResearchAssistantCandidate(ID6544) => Min Interval: 17, Max Interval: 19
ResearchAssistantCandidate(ID6547) => Min Interval: 5, Max Interval: 34
ResearchAssistantCandidate(ID6548) => Min Interval: 42, Max Interval: 45
ResearchAssistantCandidate(ID6552) => Min Interval: 31, Max Interval: 50
ResearchAssistantCandidate(ID6557) => Min Interval: 31, Max Interval: 46
ResearchAssistantCandidate(ID6558) => Min Interval: 10, Max Interval: 36
ResearchAssistantCandidate(ID6560) => Min Interval: 14, Max Interval: 41
ResearchAssistantCandidate(ID6561) => Min Interval: 10, Max Interval: 47
ResearchAssistantCandidate(ID6562) => Min Interval: 17, Max Interval: 32
ResearchAssistantCandidate(ID6567) => Min Interval: 23, Max Interval: 46
ResearchAssistantCandidate(ID6568) => Min Interval: 16, Max Interval: 45
ResearchAssistantCandidate(ID6570) => Min Interval: 20, Max Interval: 28
ResearchAssistantCandidate(ID6572) => Min Interval: 2, Max Interval: 52
ResearchAssistantCandidate(ID6573) => Min Interval: 5, Max Interval: 47
ResearchAssistantCandidate(ID6579) => Min Interval: 11, Max Interval: 36
ResearchAssistantCandidate(ID6580) => Min Interval: 0, Max Interval: 47
ResearchAssistantCandidate(ID6587) => Min Interval: 9, Max Interval: 36
ResearchAssistantCandidate(ID6588) => Min Interval: 10, Max Interval: 46
ResearchAssistantCandidate(ID6589) => Min Interval: 1, Max Interval: 45
ResearchAssistantCandidate(ID6591) => Min Interval: 25, Max Interval: 47
ResearchAssistantCandidate(ID6594) => Min Interval: 25, Max Interval: 38
ResearchAssistantCandidate(ID6596) => Min Interval: 20, Max Interval: 37
ResearchAssistantCandidate(ID6598) => Min Interval: 20, Max Interval: 36
ResearchAssistantCandidate(ID6599) => Min Interval: 15, Max Interval: 42
ResearchAssistantCandidate(ID6600) => Min Interval: 13, Max Interval: 50
ResearchAssistantCandidate(ID6601) => Min Interval: 7, Max Interval: 44
ResearchAssistantCandidate(ID6602) => Min Interval: 3, Max Interval: 38
ResearchAssistantCandidate(ID6605) => Min Interval: 33, Max Interval: 47
ResearchAssistantCandidate(ID6608) => Min Interval: 11, Max Interval: 52
ResearchAssistantCandidate(ID6610) => Min Interval: 16, Max Interval: 16
ResearchAssistantCandidate(ID6611) => Min Interval: 18, Max Interval: 49
ResearchAssistantCandidate(ID6613) => Min Interval: 17, Max Interval: 41
ResearchAssistantCandidate(ID6614) => Min Interval: 14, Max Interval: 40
ResearchAssistantCandidate(ID6616) => Min Interval: 25, Max Interval: 40
ResearchAssistantCandidate(ID6618) => Min Interval: 31, Max Interval: 50
ResearchAssistantCandidate(ID6620) => Min Interval: 1, Max Interval: 22
ResearchAssistantCandidate(ID6622) => Min Interval: 13, Max Interval: 47
ResearchAssistantCandidate(ID6624) => Min Interval: 23, Max Interval: 44
ResearchAssistantCandidate(ID6626) => Min Interval: 6, Max Interval: 42
ResearchAssistantCandidate(ID6628) => Min Interval: 6, Max Interval: 37
ResearchAssistantCandidate(ID6629) => Min Interval: 0, Max Interval: 42
ResearchAssistantCandidate(ID6631) => Min Interval: 25, Max Interval: 28
ResearchAssistantCandidate(ID6633) => Min Interval: 10, Max Interval: 41
ResearchAssistantCandidate(ID6634) => Min Interval: 17, Max Interval: 52
ResearchAssistantCandidate(ID6638) => Min Interval: 18, Max Interval: 52
ResearchAssistantCandidate(ID6642) => Min Interval: 12, Max Interval: 32
ResearchAssistantCandidate(ID6643) => Min Interval: 5, Max Interval: 44
ResearchAssistantCandidate(ID6646) => Min Interval: 31, Max Interval: 38
ResearchAssistantCandidate(ID6647) => Min Interval: 15, Max Interval: 42
ResearchAssistantCandidate(ID6648) => Min Interval: 6, Max Interval: 33
ResearchAssistantCandidate(ID6650) => Min Interval: 10, Max Interval: 48
ResearchAssistantCandidate(ID6652) => Min Interval: 33, Max Interval: 49
ResearchAssistantCandidate(ID6655) => Min Interval: 13, Max Interval: 48
ResearchAssistantCandidate(ID6657) => Min Interval: 9, Max Interval: 42
ResearchAssistantCandidate(ID6659) => Min Interval: 20, Max Interval: 43
ResearchAssistantCandidate(ID6660) => Min Interval: 5, Max Interval: 42
ResearchAssistantCandidate(ID6661) => Min Interval: 12, Max Interval: 21
ResearchAssistantCandidate(ID6667) => Min Interval: 3, Max Interval: 47
ResearchAssistantCandidate(ID6668) => Min Interval: 5, Max Interval: 39
ResearchAssistantCandidate(ID6670) => Min Interval: 22, Max Interval: 35
ResearchAssistantCandidate(ID6672) => Min Interval: 21, Max Interval: 50
ResearchAssistantCandidate(ID6674) => Min Interval: 16, Max Interval: 50
ResearchAssistantCandidate(ID6676) => Min Interval: 24, Max Interval: 47
ResearchAssistantCandidate(ID6677) => Min Interval: 7, Max Interval: 42
ResearchAssistantCandidate(ID6679) => Min Interval: 18, Max Interval: 19
ResearchAssistantCandidate(ID6680) => Min Interval: 7, Max Interval: 39
ResearchAssistantCandidate(ID6682) => Min Interval: 26, Max Interval: 46
ResearchAssistantCandidate(ID6683) => Min Interval: 32, Max Interval: 50
ResearchAssistantCandidate(ID6685) => Min Interval: 1, Max Interval: 34
ResearchAssistantCandidate(ID6686) => Min Interval: 22, Max Interval: 35
ResearchAssistantCandidate(ID6687) => Min Interval: 15, Max Interval: 35
ResearchAssistantCandidate(ID6688) => Min Interval: 18, Max Interval: 49
ResearchAssistantCandidate(ID6690) => Min Interval: 0, Max Interval: 49
ResearchAssistantCandidate(ID6692) => Min Interval: 18, Max Interval: 45
ResearchAssistantCandidate(ID6693) => Min Interval: 22, Max Interval: 26
ResearchAssistantCandidate(ID6696) => Min Interval: 8, Max Interval: 9
ResearchAssistantCandidate(ID6697) => Min Interval: 5, Max Interval: 44
ResearchAssistantCandidate(ID6699) => Min Interval: 6, Max Interval: 27
ResearchAssistantCandidate(ID6701) => Min Interval: 35, Max Interval: 45
ResearchAssistantCandidate(ID6702) => Min Interval: 10, Max Interval: 48
ResearchAssistantCandidate(ID6703) => Min Interval: 5, Max Interval: 33
ResearchAssistantCandidate(ID6704) => Min Interval: 11, Max Interval: 45
ResearchAssistantCandidate(ID6706) => Min Interval: 10, Max Interval: 49
ResearchAssistantCandidate(ID6710) => Min Interval: 2, Max Interval: 42
ResearchAssistantCandidate(ID6713) => Min Interval: 7, Max Interval: 49
ResearchAssistantCandidate(ID6715) => Min Interval: 10, Max Interval: 23
ResearchAssistantCandidate(ID6717) => Min Interval: 12, Max Interval: 47
ResearchAssistantCandidate(ID6719) => Min Interval: 21, Max Interval: 51
ResearchAssistantCandidate(ID6721) => Min Interval: 1, Max Interval: 47
ResearchAssistantCandidate(ID6727) => Min Interval: 8, Max Interval: 49
ResearchAssistantCandidate(ID6732) => Min Interval: 12, Max Interval: 38
ResearchAssistantCandidate(ID6733) => Min Interval: 12, Max Interval: 44
ResearchAssistantCandidate(ID6735) => Min Interval: 6, Max Interval: 47
ResearchAssistantCandidate(ID6736) => Min Interval: 4, Max Interval: 52
ResearchAssistantCandidate(ID6738) => Min Interval: 9, Max Interval: 41
ResearchAssistantCandidate(ID6739) => Min Interval: 13, Max Interval: 45
ResearchAssistantCandidate(ID6740) => Min Interval: 19, Max Interval: 33
ResearchAssistantCandidate(ID6741) => Min Interval: 0, Max Interval: 42
ResearchAssistantCandidate(ID6743) => Min Interval: 6, Max Interval: 32
ResearchAssistantCandidate(ID6744) => Min Interval: 13, Max Interval: 37
ResearchAssistantCandidate(ID6746) => Min Interval: 19, Max Interval: 48
