Stored fact information:
ResearchAssistant(ID0) => Min Interval: 32, Max Interval: 40
ResearchAssistant(ID5383) => Min Interval: 18, Max Interval: 46
ResearchAssistant(ID5384) => Min Interval: 19, Max Interval: 47
ResearchAssistant(ID5385) => Min Interval: 11, Max Interval: 48
ResearchAssistant(ID5389) => Min Interval: 27, Max Interval: 49
ResearchAssistant(ID5390) => Min Interval: 22, Max Interval: 36
ResearchAssistant(ID5391) => Min Interval: 12, Max Interval: 50
ResearchAssistant(ID5392) => Min Interval: 12, Max Interval: 49
ResearchAssistant(ID5393) => Min Interval: 14, Max Interval: 49
ResearchAssistant(ID5394) => Min Interval: 43, Max Interval: 45
ResearchAssistant(ID5396) => Min Interval: 19, Max Interval: 47
ResearchAssistant(ID5397) => Min Interval: 4, Max Interval: 47
ResearchAssistant(ID5398) => Min Interval: 10, Max Interval: 11
ResearchAssistant(ID5400) => Min Interval: 10, Max Interval: 46
ResearchAssistant(ID5402) => Min Interval: 10, Max Interval: 46
ResearchAssistant(ID5407) => Min Interval: 19, Max Interval: 44
ResearchAssistant(ID5411) => Min Interval: 10, Max Interval: 28
ResearchAssistant(ID5414) => Min Interval: 31, Max Interval: 31
ResearchAssistant(ID5416) => Min Interval: 45, Max Interval: 46
ResearchAssistant(ID5418) => Min Interval: 9, Max Interval: 34
ResearchAssistant(ID5425) => Min Interval: 32, Max Interval: 47
ResearchAssistant(ID5430) => Min Interval: 21, Max Interval: 37
ResearchAssistant(ID5431) => Min Interval: 10, Max Interval: 34
ResearchAssistant(ID5432) => Min Interval: 10, Max Interval: 38
ResearchAssistant(ID5433) => Min Interval: 34, Max Interval: 50
ResearchAssistant(ID5436) => Min Interval: 28, Max Interval: 34
ResearchAssistant(ID5438) => Min Interval: 16, Max Interval: 21
ResearchAssistant(ID5442) => Min Interval: 22, Max Interval: 39
ResearchAssistant(ID5444) => Min Interval: 17, Max Interval: 30
ResearchAssistant(ID5446) => Min Interval: 0, Max Interval: 49
ResearchAssistant(ID5448) => Min Interval: 12, Max Interval: 45
ResearchAssistant(ID5451) => Min Interval: 11, Max Interval: 43
ResearchAssistant(ID5454) => Min Interval: 18, Max Interval: 35
ResearchAssistant(ID5455) => Min Interval: 12, Max Interval: 46
ResearchAssistant(ID5456) => Min Interval: 24, Max Interval: 49
ResearchAssistant(ID5457) => Min Interval: 6, Max Interval: 51
ResearchAssistant(ID5458) => Min Interval: 18, Max Interval: 43
ResearchAssistant(ID5461) => Min Interval: 1, Max Interval: 52
ResearchAssistant(ID5462) => Min Interval: 3, Max Interval: 34
ResearchAssistant(ID5466) => Min Interval: 36, Max Interval: 48
ResearchAssistant(ID5468) => Min Interval: 32, Max Interval: 43
ResearchAssistant(ID5470) => Min Interval: 11, Max Interval: 38
ResearchAssistant(ID5471) => Min Interval: 6, Max Interval: 44
ResearchAssistant(ID5472) => Min Interval: 21, Max Interval: 32
ResearchAssistant(ID5475) => Min Interval: 10, Max Interval: 38
ResearchAssistant(ID5476) => Min Interval: 15, Max Interval: 21
ResearchAssistant(ID5477) => Min Interval: 17, Max Interval: 31
ResearchAssistant(ID5478) => Min Interval: 29, Max Interval: 50
ResearchAssistant(ID5480) => Min Interval: 10, Max Interval: 44
ResearchAssistant(ID5481) => Min Interval: 18, Max Interval: 38
ResearchAssistant(ID5484) => Min Interval: 24, Max Interval: 49
ResearchAssistant(ID5485) => Min Interval: 18, Max Interval: 43
ResearchAssistant(ID5486) => Min Interval: 2, Max Interval: 52
ResearchAssistant(ID5489) => Min Interval: 33, Max Interval: 48
ResearchAssistant(ID5490) => Min Interval: 21, Max Interval: 38
ResearchAssistant(ID5491) => Min Interval: 24, Max Interval: 48
ResearchAssistant(ID5492) => Min Interval: 10, Max Interval: 18
ResearchAssistant(ID5495) => Min Interval: 34, Max Interval: 38
ResearchAssistant(ID5497) => Min Interval: 15, Max Interval: 27
ResearchAssistant(ID5498) => Min Interval: 26, Max Interval: 48
ResearchAssistant(ID5499) => Min Interval: 23, Max Interval: 36
ResearchAssistant(ID5500) => Min Interval: 36, Max Interval: 48
ResearchAssistant(ID5502) => Min Interval: 34, Max Interval: 40
ResearchAssistant(ID5503) => Min Interval: 8, Max Interval: 38
ResearchAssistant(ID5505) => Min Interval: 23, Max Interval: 35
ResearchAssistant(ID5509) => Min Interval: 2, Max Interval: 28
ResearchAssistant(ID5511) => Min Interval: 21, Max Interval: 47
ResearchAssistant(ID5512) => Min Interval: 21, Max Interval: 36
ResearchAssistant(ID5515) => Min Interval: 32, Max Interval: 36
ResearchAssistant(ID5516) => Min Interval: 11, Max Interval: 48
ResearchAssistant(ID5519) => Min Interval: 19, Max Interval: 43
ResearchAssistant(ID5520) => Min Interval: 38, Max Interval: 49
ResearchAssistant(ID5521) => Min Interval: 22, Max Interval: 44
ResearchAssistant(ID5523) => Min Interval: 10, Max Interval: 48
ResearchAssistant(ID5524) => Min Interval: 21, Max Interval: 44
ResearchAssistant(ID5526) => Min Interval: 18, Max Interval: 24
ResearchAssistant(ID5528) => Min Interval: 8, Max Interval: 47
ResearchAssistant(ID5530) => Min Interval: 20, Max Interval: 47
ResearchAssistant(ID5533) => Min Interval: 29, Max Interval: 45
ResearchAssistant(ID5535) => Min Interval: 25, Max Interval: 46
ResearchAssistant(ID5536) => Min Interval: 26, Max Interval: 28
ResearchAssistant(ID5539) => Min Interval: 10, Max Interval: 49
ResearchAssistant(ID5540) => Min Interval: 19, Max Interval: 49
ResearchAssistant(ID5543) => Min Interval: 11, Max Interval: 36
ResearchAssistant(ID5544) => Min Interval: 41, Max Interval: 50
ResearchAssistant(ID5546) => Min Interval: 17, Max Interval: 44
ResearchAssistant(ID5547) => Min Interval: 12, Max Interval: 42
ResearchAssistant(ID5549) => Min Interval: 13, Max Interval: 43
ResearchAssistant(ID5550) => Min Interval: 12, Max Interval: 28
ResearchAssistant(ID5552) => Min Interval: 34, Max Interval: 47
ResearchAssistant(ID5553) => Min Interval: 37, Max Interval: 44
ResearchAssistant(ID5554) => Min Interval: 10, Max Interval: 42
ResearchAssistant(ID5555) => Min Interval: 14, Max Interval: 42
ResearchAssistant(ID5556) => Min Interval: 2, Max Interval: 42
ResearchAssistant(ID5559) => Min Interval: 21, Max Interval: 31
ResearchAssistant(ID5561) => Min Interval: 11, Max Interval: 43
ResearchAssistant(ID5562) => Min Interval: 3, Max Interval: 40
ResearchAssistant(ID5564) => Min Interval: 10, Max Interval: 50
ResearchAssistant(ID5569) => Min Interval: 28, Max Interval: 35
ResearchAssistant(ID5570) => Min Interval: 23, Max Interval: 25
ResearchAssistant(ID5573) => Min Interval: 30, Max Interval: 34
ResearchAssistant(ID5578) => Min Interval: 11, Max Interval: 27
ResearchAssistant(ID5579) => Min Interval: 0, Max Interval: 48
ResearchAssistant(ID5580) => Min Interval: 13, Max Interval: 40
ResearchAssistant(ID5581) => Min Interval: 19, Max Interval: 49
ResearchAssistant(ID5583) => Min Interval: 14, Max Interval: 15
ResearchAssistant(ID5587) => Min Interval: 25, Max Interval: 41
ResearchAssistant(ID5589) => Min Interval: 17, Max Interval: 33
ResearchAssistant(ID5591) => Min Interval: 15, Max Interval: 48
ResearchAssistant(ID5592) => Min Interval: 32, Max Interval: 37
ResearchAssistant(ID5597) => Min Interval: 10, Max Interval: 39
ResearchAssistant(ID5598) => Min Interval: 20, Max Interval: 27
ResearchAssistant(ID5599) => Min Interval: 15, Max Interval: 40
ResearchAssistant(ID5601) => Min Interval: 6, Max Interval: 36
ResearchAssistant(ID5603) => Min Interval: 15, Max Interval: 41
ResearchAssistant(ID5604) => Min Interval: 31, Max Interval: 34
ResearchAssistant(ID5605) => Min Interval: 10, Max Interval: 21
ResearchAssistant(ID5606) => Min Interval: 19, Max Interval: 48
ResearchAssistant(ID5613) => Min Interval: 33, Max Interval: 48
ResearchAssistant(ID5614) => Min Interval: 17, Max Interval: 38
ResearchAssistant(ID5615) => Min Interval: 13, Max Interval: 44
ResearchAssistant(ID5616) => Min Interval: 14, Max Interval: 41
ResearchAssistant(ID5618) => Min Interval: 8, Max Interval: 37
ResearchAssistant(ID5619) => Min Interval: 18, Max Interval: 32
ResearchAssistant(ID5623) => Min Interval: 15, Max Interval: 44
ResearchAssistant(ID5624) => Min Interval: 38, Max Interval: 47
ResearchAssistant(ID5628) => Min Interval: 10, Max Interval: 44
ResearchAssistant(ID5631) => Min Interval: 11, Max Interval: 30
ResearchAssistant(ID5632) => Min Interval: 31, Max Interval: 48
ResearchAssistant(ID5635) => Min Interval: 21, Max Interval: 48
ResearchAssistant(ID5637) => Min Interval: 12, Max Interval: 50
ResearchAssistant(ID5639) => Min Interval: 22, Max Interval: 23
ResearchAssistant(ID5641) => Min Interval: 31, Max Interval: 43
ResearchAssistant(ID5642) => Min Interval: 29, Max Interval: 30
ResearchAssistant(ID5644) => Min Interval: 28, Max Interval: 32
ResearchAssistant(ID5646) => Min Interval: 14, Max Interval: 14
ResearchAssistant(ID5647) => Min Interval: 28, Max Interval: 39
ResearchAssistant(ID5648) => Min Interval: 35, Max Interval: 47
ResearchAssistant(ID5652) => Min Interval: 8, Max Interval: 47
ResearchAssistant(ID5655) => Min Interval: 20, Max Interval: 49
ResearchAssistant(ID5658) => Min Interval: 25, Max Interval: 33
ResearchAssistant(ID5661) => Min Interval: 11, Max Interval: 46
ResearchAssistant(ID5662) => Min Interval: 20, Max Interval: 33
ResearchAssistant(ID5668) => Min Interval: 18, Max Interval: 43
ResearchAssistant(ID5669) => Min Interval: 11, Max Interval: 42
ResearchAssistant(ID5670) => Min Interval: 15, Max Interval: 50
ResearchAssistant(ID5671) => Min Interval: 12, Max Interval: 44
ResearchAssistant(ID5678) => Min Interval: 16, Max Interval: 25
ResearchAssistant(ID5679) => Min Interval: 13, Max Interval: 49
ResearchAssistant(ID5680) => Min Interval: 10, Max Interval: 36
ResearchAssistant(ID5685) => Min Interval: 15, Max Interval: 42
ResearchAssistant(ID5686) => Min Interval: 12, Max Interval: 42
ResearchAssistant(ID5687) => Min Interval: 26, Max Interval: 45
ResearchAssistant(ID5688) => Min Interval: 37, Max Interval: 47
ResearchAssistant(ID5689) => Min Interval: 16, Max Interval: 43
ResearchAssistant(ID5690) => Min Interval: 13, Max Interval: 44
ResearchAssistant(ID5691) => Min Interval: 32, Max Interval: 33
ResearchAssistant(ID5693) => Min Interval: 10, Max Interval: 50
ResearchAssistant(ID5695) => Min Interval: 10, Max Interval: 21
ResearchAssistant(ID5696) => Min Interval: 11, Max Interval: 50
ResearchAssistant(ID5702) => Min Interval: 18, Max Interval: 47
ResearchAssistant(ID5703) => Min Interval: 21, Max Interval: 37
ResearchAssistant(ID5706) => Min Interval: 13, Max Interval: 49
ResearchAssistant(ID5712) => Min Interval: 12, Max Interval: 27
ResearchAssistant(ID5714) => Min Interval: 10, Max Interval: 42
ResearchAssistant(ID5717) => Min Interval: 12, Max Interval: 12
ResearchAssistant(ID5718) => Min Interval: 13, Max Interval: 41
ResearchAssistant(ID5719) => Min Interval: 10, Max Interval: 50
ResearchAssistant(ID5721) => Min Interval: 31, Max Interval: 47
ResearchAssistant(ID5728) => Min Interval: 14, Max Interval: 47
ResearchAssistant(ID5730) => Min Interval: 33, Max Interval: 43
ResearchAssistant(ID5731) => Min Interval: 32, Max Interval: 48
ResearchAssistant(ID5733) => Min Interval: 11, Max Interval: 29
ResearchAssistant(ID5735) => Min Interval: 34, Max Interval: 49
ResearchAssistant(ID5736) => Min Interval: 24, Max Interval: 46
ResearchAssistant(ID5738) => Min Interval: 10, Max Interval: 37
ResearchAssistant(ID5739) => Min Interval: 1, Max Interval: 43
ResearchAssistant(ID5740) => Min Interval: 18, Max Interval: 40
ResearchAssistant(ID5745) => Min Interval: 29, Max Interval: 46
ResearchAssistant(ID5746) => Min Interval: 13, Max Interval: 16
ResearchAssistant(ID5747) => Min Interval: 33, Max Interval: 40
ResearchAssistant(ID5748) => Min Interval: 12, Max Interval: 52
ResearchAssistant(ID5750) => Min Interval: 20, Max Interval: 37
ResearchAssistant(ID5754) => Min Interval: 16, Max Interval: 26
ResearchAssistant(ID5756) => Min Interval: 4, Max Interval: 52
ResearchAssistant(ID5757) => Min Interval: 17, Max Interval: 18
ResearchAssistant(ID5760) => Min Interval: 10, Max Interval: 39
ResearchAssistant(ID5768) => Min Interval: 17, Max Interval: 20
ResearchAssistant(ID5769) => Min Interval: 30, Max Interval: 37
ResearchAssistant(ID5774) => Min Interval: 19, Max Interval: 37
ResearchAssistant(ID5776) => Min Interval: 24, Max Interval: 24
ResearchAssistant(ID5781) => Min Interval: 18, Max Interval: 44
ResearchAssistant(ID5787) => Min Interval: 31, Max Interval: 43
ResearchAssistant(ID5791) => Min Interval: 12, Max Interval: 25
ResearchAssistant(ID5792) => Min Interval: 19, Max Interval: 47
ResearchAssistant(ID5794) => Min Interval: 23, Max Interval: 36
ResearchAssistant(ID5800) => Min Interval: 16, Max Interval: 29
ResearchAssistant(ID5801) => Min Interval: 12, Max Interval: 42
ResearchAssistant(ID5802) => Min Interval: 11, Max Interval: 13
ResearchAssistant(ID5807) => Min Interval: 36, Max Interval: 37
ResearchAssistant(ID5809) => Min Interval: 16, Max Interval: 41
ResearchAssistant(ID5810) => Min Interval: 20, Max Interval: 42
ResearchAssistant(ID5811) => Min Interval: 4, Max Interval: 46
ResearchAssistant(ID5813) => Min Interval: 21, Max Interval: 41
ResearchAssistant(ID5815) => Min Interval: 36, Max Interval: 47
ResearchAssistant(ID5818) => Min Interval: 14, Max Interval: 17
ResearchAssistant(ID5821) => Min Interval: 13, Max Interval: 47
ResearchAssistant(ID5822) => Min Interval: 18, Max Interval: 50
ResearchAssistant(ID5825) => Min Interval: 23, Max Interval: 35
ResearchAssistant(ID5832) => Min Interval: 26, Max Interval: 29
ResearchAssistant(ID5837) => Min Interval: 17, Max Interval: 49
ResearchAssistant(ID5849) => Min Interval: 18, Max Interval: 42
ResearchAssistant(ID5851) => Min Interval: 12, Max Interval: 43
ResearchAssistant(ID5853) => Min Interval: 20, Max Interval: 42
ResearchAssistant(ID5854) => Min Interval: 13, Max Interval: 47
ResearchAssistant(ID5855) => Min Interval: 12, Max Interval: 50
ResearchAssistant(ID5856) => Min Interval: 22, Max Interval: 43
ResearchAssistant(ID5857) => Min Interval: 14, Max Interval: 15
ResearchAssistant(ID5858) => Min Interval: 25, Max Interval: 41
ResearchAssistant(ID5859) => Min Interval: 28, Max Interval: 44
ResearchAssistant(ID5861) => Min Interval: 41, Max Interval: 41
ResearchAssistant(ID5879) => Min Interval: 13, Max Interval: 22
ResearchAssistant(ID5881) => Min Interval: 20, Max Interval: 42
ResearchAssistant(ID5883) => Min Interval: 42, Max Interval: 45
ResearchAssistant(ID5890) => Min Interval: 14, Max Interval: 26
ResearchAssistant(ID5895) => Min Interval: 18, Max Interval: 25
ResearchAssistant(ID5900) => Min Interval: 11, Max Interval: 46
ResearchAssistant(ID5905) => Min Interval: 34, Max Interval: 48
ResearchAssistant(ID5906) => Min Interval: 12, Max Interval: 27
ResearchAssistant(ID5909) => Min Interval: 16, Max Interval: 39
ResearchAssistant(ID5914) => Min Interval: 18, Max Interval: 49
ResearchAssistant(ID5919) => Min Interval: 10, Max Interval: 41
ResearchAssistant(ID5922) => Min Interval: 14, Max Interval: 19
ResearchAssistant(ID5924) => Min Interval: 31, Max Interval: 48
ResearchAssistant(ID5925) => Min Interval: 19, Max Interval: 25
ResearchAssistant(ID5926) => Min Interval: 37, Max Interval: 40
ResearchAssistant(ID5927) => Min Interval: 17, Max Interval: 43
ResearchAssistant(ID5931) => Min Interval: 24, Max Interval: 28
ResearchAssistant(ID5936) => Min Interval: 14, Max Interval: 43
ResearchAssistant(ID5941) => Min Interval: 20, Max Interval: 43
ResearchAssistant(ID5945) => Min Interval: 15, Max Interval: 33
ResearchAssistant(ID5948) => Min Interval: 4, Max Interval: 40
ResearchAssistant(ID5949) => Min Interval: 17, Max Interval: 26
ResearchAssistant(ID5951) => Min Interval: 15, Max Interval: 20
ResearchAssistant(ID5952) => Min Interval: 12, Max Interval: 38
ResearchAssistant(ID5963) => Min Interval: 45, Max Interval: 48
ResearchAssistant(ID5966) => Min Interval: 12, Max Interval: 40
ResearchAssistant(ID5967) => Min Interval: 21, Max Interval: 46
ResearchAssistant(ID5974) => Min Interval: 5, Max Interval: 48
ResearchAssistant(ID5978) => Min Interval: 34, Max Interval: 48
ResearchAssistant(ID5980) => Min Interval: 24, Max Interval: 48
ResearchAssistant(ID5984) => Min Interval: 15, Max Interval: 18
ResearchAssistant(ID5985) => Min Interval: 13, Max Interval: 36
ResearchAssistant(ID5987) => Min Interval: 7, Max Interval: 49
ResearchAssistant(ID5991) => Min Interval: 18, Max Interval: 43
ResearchAssistant(ID6011) => Min Interval: 18, Max Interval: 39
ResearchAssistant(ID6021) => Min Interval: 20, Max Interval: 48
ResearchAssistant(ID6022) => Min Interval: 20, Max Interval: 42
ResearchAssistant(ID6030) => Min Interval: 15, Max Interval: 38
ResearchAssistant(ID6034) => Min Interval: 15, Max Interval: 31
ResearchAssistant(ID6036) => Min Interval: 27, Max Interval: 34
ResearchAssistant(ID6046) => Min Interval: 37, Max Interval: 43
ResearchAssistant(ID6049) => Min Interval: 32, Max Interval: 39
ResearchAssistant(ID6057) => Min Interval: 17, Max Interval: 50
ResearchAssistant(ID6058) => Min Interval: 20, Max Interval: 41
ResearchAssistant(ID6067) => Min Interval: 19, Max Interval: 25
ResearchAssistant(ID6074) => Min Interval: 24, Max Interval: 44
ResearchAssistant(ID6077) => Min Interval: 21, Max Interval: 36
ResearchAssistant(ID6079) => Min Interval: 18, Max Interval: 24
ResearchAssistant(ID6085) => Min Interval: 20, Max Interval: 36
ResearchAssistant(ID6087) => Min Interval: 16, Max Interval: 35
ResearchAssistant(ID6093) => Min Interval: 10, Max Interval: 50
ResearchAssistant(ID6094) => Min Interval: 18, Max Interval: 45
ResearchAssistant(ID6099) => Min Interval: 12, Max Interval: 37
ResearchAssistant(ID6108) => Min Interval: 23, Max Interval: 50
ResearchAssistant(ID6123) => Min Interval: 20, Max Interval: 43
ResearchAssistant(ID6130) => Min Interval: 10, Max Interval: 37
ResearchAssistant(ID6151) => Min Interval: 23, Max Interval: 39
ResearchAssistant(ID6189) => Min Interval: 20, Max Interval: 35
ResearchAssistant(ID6198) => Min Interval: 26, Max Interval: 46
ResearchAssistant(ID6210) => Min Interval: 31, Max Interval: 49
ResearchAssistant(ID6234) => Min Interval: 33, Max Interval: 46
ResearchAssistant(ID6239) => Min Interval: 17, Max Interval: 43
ResearchAssistant(ID6242) => Min Interval: 15, Max Interval: 45
ResearchAssistant(ID6244) => Min Interval: 20, Max Interval: 37
ResearchAssistant(ID6248) => Min Interval: 5, Max Interval: 48
ResearchAssistant(ID6251) => Min Interval: 13, Max Interval: 33
ResearchAssistant(ID6253) => Min Interval: 32, Max Interval: 46
ResearchAssistant(ID6256) => Min Interval: 21, Max Interval: 43
ResearchAssistant(ID6258) => Min Interval: 16, Max Interval: 42
ResearchAssistant(ID6259) => Min Interval: 10, Max Interval: 32
ResearchAssistant(ID6262) => Min Interval: 15, Max Interval: 32
ResearchAssistant(ID6263) => Min Interval: 24, Max Interval: 40
ResearchAssistant(ID6269) => Min Interval: 18, Max Interval: 49
ResearchAssistant(ID6272) => Min Interval: 10, Max Interval: 37
ResearchAssistant(ID6274) => Min Interval: 11, Max Interval: 42
ResearchAssistant(ID6275) => Min Interval: 11, Max Interval: 19
ResearchAssistant(ID6279) => Min Interval: 4, Max Interval: 52
ResearchAssistant(ID6280) => Min Interval: 11, Max Interval: 22
ResearchAssistant(ID6282) => Min Interval: 16, Max Interval: 44
ResearchAssistant(ID6283) => Min Interval: 5, Max Interval: 51
ResearchAssistant(ID6284) => Min Interval: 11, Max Interval: 47
ResearchAssistant(ID6287) => Min Interval: 12, Max Interval: 42
ResearchAssistant(ID6288) => Min Interval: 14, Max Interval: 50
ResearchAssistant(ID6289) => Min Interval: 11, Max Interval: 52
ResearchAssistant(ID6290) => Min Interval: 2, Max Interval: 46
ResearchAssistant(ID6292) => Min Interval: 7, Max Interval: 40
ResearchAssistant(ID6294) => Min Interval: 11, Max Interval: 48
ResearchAssistant(ID6296) => Min Interval: 1, Max Interval: 46
ResearchAssistant(ID6297) => Min Interval: 5, Max Interval: 47
ResearchAssistant(ID6301) => Min Interval: 6, Max Interval: 44
ResearchAssistant(ID6302) => Min Interval: 42, Max Interval: 44
ResearchAssistant(ID6305) => Min Interval: 0, Max Interval: 47
ResearchAssistant(ID6306) => Min Interval: 26, Max Interval: 49
ResearchAssistant(ID6307) => Min Interval: 14, Max Interval: 50
ResearchAssistant(ID6309) => Min Interval: 31, Max Interval: 47
ResearchAssistant(ID6312) => Min Interval: 5, Max Interval: 39
ResearchAssistant(ID6313) => Min Interval: 23, Max Interval: 46
ResearchAssistant(ID6318) => Min Interval: 10, Max Interval: 52
ResearchAssistant(ID6319) => Min Interval: 1, Max Interval: 48
ResearchAssistant(ID6320) => Min Interval: 10, Max Interval: 48
ResearchAssistant(ID6322) => Min Interval: 0, Max Interval: 41
ResearchAssistant(ID6324) => Min Interval: 11, Max Interval: 40
ResearchAssistant(ID6327) => Min Interval: 7, Max Interval: 42
ResearchAssistant(ID6328) => Min Interval: 28, Max Interval: 31
ResearchAssistant(ID6330) => Min Interval: 11, Max Interval: 33
ResearchAssistant(ID6331) => Min Interval: 1, Max Interval: 50
ResearchAssistant(ID6335) => Min Interval: 27, Max Interval: 40
ResearchAssistant(ID6336) => Min Interval: 18, Max Interval: 22
ResearchAssistant(ID6339) => Min Interval: 13, Max Interval: 47
ResearchAssistant(ID6341) => Min Interval: 14, Max Interval: 38
ResearchAssistant(ID6343) => Min Interval: 24, Max Interval: 46
ResearchAssistant(ID6347) => Min Interval: 32, Max Interval: 35
ResearchAssistant(ID6349) => Min Interval: 6, Max Interval: 40
ResearchAssistant(ID6350) => Min Interval: 10, Max Interval: 49
ResearchAssistant(ID6352) => Min Interval: 11, Max Interval: 39
ResearchAssistant(ID6353) => Min Interval: 10, Max Interval: 42
ResearchAssistant(ID6355) => Min Interval: 10, Max Interval: 36
ResearchAssistant(ID6356) => Min Interval: 13, Max Interval: 30
ResearchAssistant(ID6357) => Min Interval: 25, Max Interval: 26
ResearchAssistant(ID6359) => Min Interval: 7, Max Interval: 42
ResearchAssistant(ID6360) => Min Interval: 23, Max Interval: 46
ResearchAssistant(ID6362) => Min Interval: 18, Max Interval: 40
ResearchAssistant(ID6367) => Min Interval: 6, Max Interval: 42
ResearchAssistant(ID6370) => Min Interval: 29, Max Interval: 35
ResearchAssistant(ID6372) => Min Interval: 5, Max Interval: 42
ResearchAssistant(ID6373) => Min Interval: 10, Max Interval: 26
ResearchAssistant(ID6375) => Min Interval: 26, Max Interval: 44
ResearchAssistant(ID6377) => Min Interval: 12, Max Interval: 50
ResearchAssistant(ID6381) => Min Interval: 15, Max Interval: 44
ResearchAssistant(ID6382) => Min Interval: 22, Max Interval: 47
ResearchAssistant(ID6384) => Min Interval: 16, Max Interval: 45
ResearchAssistant(ID6386) => Min Interval: 7, Max Interval: 48
ResearchAssistant(ID6388) => Min Interval: 27, Max Interval: 48
ResearchAssistant(ID6390) => Min Interval: 14, Max Interval: 52
ResearchAssistant(ID6392) => Min Interval: 6, Max Interval: 49
ResearchAssistant(ID6393) => Min Interval: 39, Max Interval: 48
ResearchAssistant(ID6395) => Min Interval: 6, Max Interval: 44
ResearchAssistant(ID6398) => Min Interval: 3, Max Interval: 42
ResearchAssistant(ID6401) => Min Interval: 11, Max Interval: 50
ResearchAssistant(ID6403) => Min Interval: 38, Max Interval: 41
ResearchAssistant(ID6405) => Min Interval: 12, Max Interval: 50
ResearchAssistant(ID6407) => Min Interval: 18, Max Interval: 40
ResearchAssistant(ID6409) => Min Interval: 11, Max Interval: 24
ResearchAssistant(ID6414) => Min Interval: 8, Max Interval: 49
ResearchAssistant(ID6415) => Min Interval: 17, Max Interval: 19
ResearchAssistant(ID6416) => Min Interval: 5, Max Interval: 45
ResearchAssistant(ID6419) => Min Interval: 2, Max Interval: 48
ResearchAssistant(ID6421) => Min Interval: 12, Max Interval: 39
ResearchAssistant(ID6422) => Min Interval: 14, Max Interval: 35
ResearchAssistant(ID6425) => Min Interval: 3, Max Interval: 51
ResearchAssistant(ID6426) => Min Interval: 11, Max Interval: 44
ResearchAssistant(ID6427) => Min Interval: 32, Max Interval: 34
ResearchAssistant(ID6429) => Min Interval: 18, Max Interval: 28
ResearchAssistant(ID6431) => Min Interval: 3, Max Interval: 26
ResearchAssistant(ID6434) => Min Interval: 28, Max Interval: 44
ResearchAssistant(ID6437) => Min Interval: 4, Max Interval: 36
ResearchAssistant(ID6438) => Min Interval: 14, Max Interval: 38
ResearchAssistant(ID6440) => Min Interval: 12, Max Interval: 47
ResearchAssistant(ID6443) => Min Interval: 20, Max Interval: 34
ResearchAssistant(ID6447) => Min Interval: 39, Max Interval: 50
ResearchAssistant(ID6448) => Min Interval: 41, Max Interval: 45
ResearchAssistant(ID6450) => Min Interval: 22, Max Interval: 47
ResearchAssistant(ID6453) => Min Interval: 12, Max Interval: 48
ResearchAssistant(ID6455) => Min Interval: 12, Max Interval: 20
ResearchAssistant(ID6456) => Min Interval: 15, Max Interval: 42
ResearchAssistant(ID6458) => Min Interval: 41, Max Interval: 41
ResearchAssistant(ID6459) => Min Interval: 29, Max Interval: 50
ResearchAssistant(ID6460) => Min Interval: 5, Max Interval: 44
ResearchAssistant(ID6463) => Min Interval: 30, Max Interval: 44
ResearchAssistant(ID6465) => Min Interval: 26, Max Interval: 50
ResearchAssistant(ID6466) => Min Interval: 14, Max Interval: 43
ResearchAssistant(ID6467) => Min Interval: 6, Max Interval: 44
ResearchAssistant(ID6470) => Min Interval: 14, Max Interval: 47
ResearchAssistant(ID6472) => Min Interval: 10, Max Interval: 49
ResearchAssistant(ID6477) => Min Interval: 19, Max Interval: 35
ResearchAssistant(ID6478) => Min Interval: 6, Max Interval: 29
ResearchAssistant(ID6481) => Min Interval: 7, Max Interval: 50
ResearchAssistant(ID6482) => Min Interval: 13, Max Interval: 41
ResearchAssistant(ID6483) => Min Interval: 14, Max Interval: 34
ResearchAssistant(ID6484) => Min Interval: 13, Max Interval: 37
ResearchAssistant(ID6486) => Min Interval: 15, Max Interval: 43
ResearchAssistant(ID6487) => Min Interval: 39, Max Interval: 41
ResearchAssistant(ID6489) => Min Interval: 9, Max Interval: 49
ResearchAssistant(ID6494) => Min Interval: 22, Max Interval: 43
ResearchAssistant(ID6495) => Min Interval: 10, Max Interval: 20
ResearchAssistant(ID6497) => Min Interval: 26, Max Interval: 33
ResearchAssistant(ID6499) => Min Interval: 6, Max Interval: 46
ResearchAssistant(ID6502) => Min Interval: 13, Max Interval: 48
ResearchAssistant(ID6504) => Min Interval: 11, Max Interval: 49
ResearchAssistant(ID6506) => Min Interval: 5, Max Interval: 48
ResearchAssistant(ID6508) => Min Interval: 15, Max Interval: 44
ResearchAssistant(ID6510) => Min Interval: 10, Max Interval: 46
ResearchAssistant(ID6511) => Min Interval: 33, Max Interval: 48
ResearchAssistant(ID6518) => Min Interval: 14, Max Interval: 35
ResearchAssistant(ID6520) => Min Interval: 2, Max Interval: 40
ResearchAssistant(ID6521) => Min Interval: 28, Max Interval: 42
ResearchAssistant(ID6522) => Min Interval: 13, Max Interval: 41
ResearchAssistant(ID6524) => Min Interval: 19, Max Interval: 42
ResearchAssistant(ID6525) => Min Interval: 13, Max Interval: 39
ResearchAssistant(ID6526) => Min Interval: 10, Max Interval: 26
ResearchAssistant(ID6528) => Min Interval: 21, Max Interval: 45
ResearchAssistant(ID6529) => Min Interval: 16, Max Interval: 45
ResearchAssistant(ID6530) => Min Interval: 7, Max Interval: 42
