Stored fact information:
Employee(ID0) => Min Interval: 30, Max Interval: 41
Employee(ID5425) => Min Interval: 30, Max Interval: 48
Employee(ID5430) => Min Interval: 19, Max Interval: 38
Employee(ID5431) => Min Interval: 8, Max Interval: 35
Employee(ID5432) => Min Interval: 8, Max Interval: 39
Employee(ID5433) => Min Interval: 32, Max Interval: 51
Employee(ID5436) => Min Interval: 26, Max Interval: 35
Employee(ID5438) => Min Interval: 14, Max Interval: 22
Employee(ID5442) => Min Interval: 20, Max Interval: 40
Employee(ID5444) => Min Interval: 15, Max Interval: 31
Employee(ID5446) => Min Interval: 20, Max Interval: 50
Employee(ID5448) => Min Interval: 10, Max Interval: 46
Employee(ID5451) => Min Interval: 9, Max Interval: 44
Employee(ID5454) => Min Interval: 16, Max Interval: 36
Employee(ID5455) => Min Interval: 10, Max Interval: 47
Employee(ID5456) => Min Interval: 22, Max Interval: 50
Employee(ID5457) => Min Interval: 4, Max Interval: 52
Employee(ID5458) => Min Interval: 16, Max Interval: 44
Employee(ID5461) => Min Interval: 2, Max Interval: 53
Employee(ID5462) => Min Interval: 3, Max Interval: 39
Employee(ID5465) => Min Interval: 0, Max Interval: 99
Employee(ID5466) => Min Interval: 34, Max Interval: 49
Employee(ID5468) => Min Interval: 30, Max Interval: 44
Employee(ID5470) => Min Interval: 9, Max Interval: 39
Employee(ID5471) => Min Interval: 6, Max Interval: 49
Employee(ID5472) => Min Interval: 19, Max Interval: 33
Employee(ID5475) => Min Interval: 8, Max Interval: 39
Employee(ID5476) => Min Interval: 13, Max Interval: 22
Employee(ID5477) => Min Interval: 15, Max Interval: 32
Employee(ID5478) => Min Interval: 27, Max Interval: 51
Employee(ID5480) => Min Interval: 8, Max Interval: 45
Employee(ID5481) => Min Interval: 16, Max Interval: 39
Employee(ID5484) => Min Interval: 22, Max Interval: 50
Employee(ID5485) => Min Interval: 16, Max Interval: 44
Employee(ID5486) => Min Interval: 2, Max Interval: 53
Employee(ID5489) => Min Interval: 31, Max Interval: 49
Employee(ID5490) => Min Interval: 30, Max Interval: 39
Employee(ID5491) => Min Interval: 22, Max Interval: 49
Employee(ID5492) => Min Interval: 8, Max Interval: 19
Employee(ID5495) => Min Interval: 32, Max Interval: 33
Employee(ID5497) => Min Interval: 13, Max Interval: 28
Employee(ID5498) => Min Interval: 24, Max Interval: 49
Employee(ID5499) => Min Interval: 21, Max Interval: 37
Employee(ID5500) => Min Interval: 34, Max Interval: 49
Employee(ID5502) => Min Interval: 32, Max Interval: 41
Employee(ID5503) => Min Interval: 6, Max Interval: 43
Employee(ID5505) => Min Interval: 21, Max Interval: 36
Employee(ID5509) => Min Interval: 0, Max Interval: 33
Employee(ID5511) => Min Interval: 19, Max Interval: 48
Employee(ID5512) => Min Interval: 19, Max Interval: 37
Employee(ID5515) => Min Interval: 30, Max Interval: 31
Employee(ID5516) => Min Interval: 9, Max Interval: 49
Employee(ID5519) => Min Interval: 17, Max Interval: 48
Employee(ID5520) => Min Interval: 36, Max Interval: 50
Employee(ID5521) => Min Interval: 20, Max Interval: 45
Employee(ID5523) => Min Interval: 8, Max Interval: 49
Employee(ID5524) => Min Interval: 19, Max Interval: 45
Employee(ID5526) => Min Interval: 16, Max Interval: 25
Employee(ID5528) => Min Interval: 8, Max Interval: 49
Employee(ID5530) => Min Interval: 18, Max Interval: 48
Employee(ID5533) => Min Interval: 27, Max Interval: 46
Employee(ID5535) => Min Interval: 23, Max Interval: 47
Employee(ID5539) => Min Interval: 8, Max Interval: 50
Employee(ID5540) => Min Interval: 17, Max Interval: 54
Employee(ID5543) => Min Interval: 9, Max Interval: 37
Employee(ID5544) => Min Interval: 39, Max Interval: 51
Employee(ID5546) => Min Interval: 15, Max Interval: 45
Employee(ID5547) => Min Interval: 10, Max Interval: 43
Employee(ID5549) => Min Interval: 11, Max Interval: 44
Employee(ID5550) => Min Interval: 10, Max Interval: 29
Employee(ID5552) => Min Interval: 32, Max Interval: 48
Employee(ID5553) => Min Interval: 35, Max Interval: 45
Employee(ID5554) => Min Interval: 8, Max Interval: 43
Employee(ID5555) => Min Interval: 12, Max Interval: 43
Employee(ID5556) => Min Interval: 2, Max Interval: 47
Employee(ID5559) => Min Interval: 19, Max Interval: 32
Employee(ID5561) => Min Interval: 9, Max Interval: 44
Employee(ID5562) => Min Interval: 1, Max Interval: 45
Employee(ID5564) => Min Interval: 8, Max Interval: 51
Employee(ID5569) => Min Interval: 26, Max Interval: 36
Employee(ID5573) => Min Interval: 28, Max Interval: 29
Employee(ID5578) => Min Interval: 9, Max Interval: 28
Employee(ID5579) => Min Interval: 1, Max Interval: 49
Employee(ID5580) => Min Interval: 11, Max Interval: 41
Employee(ID5581) => Min Interval: 17, Max Interval: 50
Employee(ID5587) => Min Interval: 23, Max Interval: 42
Employee(ID5589) => Min Interval: 15, Max Interval: 34
Employee(ID5591) => Min Interval: 13, Max Interval: 49
Employee(ID5592) => Min Interval: 30, Max Interval: 38
Employee(ID5597) => Min Interval: 8, Max Interval: 40
Employee(ID5598) => Min Interval: 18, Max Interval: 28
Employee(ID5599) => Min Interval: 13, Max Interval: 41
Employee(ID5601) => Min Interval: 4, Max Interval: 41
Employee(ID5603) => Min Interval: 13, Max Interval: 42
Employee(ID5604) => Min Interval: 29, Max Interval: 29
Employee(ID5605) => Min Interval: 8, Max Interval: 22
Employee(ID5606) => Min Interval: 17, Max Interval: 49
Employee(ID5614) => Min Interval: 15, Max Interval: 39
Employee(ID5615) => Min Interval: 11, Max Interval: 24
Employee(ID5616) => Min Interval: 12, Max Interval: 42
Employee(ID5618) => Min Interval: 14, Max Interval: 39
Employee(ID5619) => Min Interval: 16, Max Interval: 33
Employee(ID5623) => Min Interval: 13, Max Interval: 45
Employee(ID5624) => Min Interval: 36, Max Interval: 48
Employee(ID5628) => Min Interval: 8, Max Interval: 45
Employee(ID5631) => Min Interval: 9, Max Interval: 31
Employee(ID5632) => Min Interval: 29, Max Interval: 49
Employee(ID5635) => Min Interval: 19, Max Interval: 49
Employee(ID5637) => Min Interval: 10, Max Interval: 51
Employee(ID5641) => Min Interval: 29, Max Interval: 44
Employee(ID5644) => Min Interval: 26, Max Interval: 27
Employee(ID5647) => Min Interval: 26, Max Interval: 40
Employee(ID5648) => Min Interval: 33, Max Interval: 48
Employee(ID5652) => Min Interval: 7, Max Interval: 52
Employee(ID5655) => Min Interval: 18, Max Interval: 50
Employee(ID5658) => Min Interval: 23, Max Interval: 34
Employee(ID5661) => Min Interval: 9, Max Interval: 47
Employee(ID5662) => Min Interval: 18, Max Interval: 34
Employee(ID5668) => Min Interval: 16, Max Interval: 44
Employee(ID5669) => Min Interval: 9, Max Interval: 10
Employee(ID5670) => Min Interval: 13, Max Interval: 51
Employee(ID5671) => Min Interval: 12, Max Interval: 49
Employee(ID5678) => Min Interval: 14, Max Interval: 26
Employee(ID5679) => Min Interval: 11, Max Interval: 50
Employee(ID5680) => Min Interval: 8, Max Interval: 20
Employee(ID5685) => Min Interval: 13, Max Interval: 47
Employee(ID5686) => Min Interval: 10, Max Interval: 43
Employee(ID5687) => Min Interval: 24, Max Interval: 46
Employee(ID5688) => Min Interval: 35, Max Interval: 48
Employee(ID5689) => Min Interval: 14, Max Interval: 38
Employee(ID5690) => Min Interval: 11, Max Interval: 45
Employee(ID5693) => Min Interval: 8, Max Interval: 52
Employee(ID5695) => Min Interval: 8, Max Interval: 22
Employee(ID5696) => Min Interval: 9, Max Interval: 51
Employee(ID5702) => Min Interval: 16, Max Interval: 48
Employee(ID5703) => Min Interval: 19, Max Interval: 38
Employee(ID5705) => Min Interval: 2, Max Interval: 99
Employee(ID5706) => Min Interval: 11, Max Interval: 50
Employee(ID5712) => Min Interval: 10, Max Interval: 28
Employee(ID5714) => Min Interval: 8, Max Interval: 43
Employee(ID5718) => Min Interval: 11, Max Interval: 42
Employee(ID5719) => Min Interval: 8, Max Interval: 51
Employee(ID5721) => Min Interval: 29, Max Interval: 48
Employee(ID5728) => Min Interval: 27, Max Interval: 48
Employee(ID5730) => Min Interval: 31, Max Interval: 44
Employee(ID5731) => Min Interval: 30, Max Interval: 49
Employee(ID5733) => Min Interval: 9, Max Interval: 30
Employee(ID5735) => Min Interval: 32, Max Interval: 50
Employee(ID5736) => Min Interval: 22, Max Interval: 47
Employee(ID5738) => Min Interval: 8, Max Interval: 38
Employee(ID5739) => Min Interval: 1, Max Interval: 48
Employee(ID5740) => Min Interval: 16, Max Interval: 41
Employee(ID5745) => Min Interval: 27, Max Interval: 47
Employee(ID5746) => Min Interval: 11, Max Interval: 11
Employee(ID5747) => Min Interval: 31, Max Interval: 41
Employee(ID5748) => Min Interval: 10, Max Interval: 55
Employee(ID5750) => Min Interval: 18, Max Interval: 38
Employee(ID5754) => Min Interval: 14, Max Interval: 27
Employee(ID5756) => Min Interval: 4, Max Interval: 54
Employee(ID5760) => Min Interval: 8, Max Interval: 40
Employee(ID5768) => Min Interval: 15, Max Interval: 15
Employee(ID5769) => Min Interval: 28, Max Interval: 38
Employee(ID5774) => Min Interval: 17, Max Interval: 38
Employee(ID5781) => Min Interval: 16, Max Interval: 49
Employee(ID5787) => Min Interval: 29, Max Interval: 44
Employee(ID5791) => Min Interval: 10, Max Interval: 26
Employee(ID5792) => Min Interval: 17, Max Interval: 48
Employee(ID5794) => Min Interval: 21, Max Interval: 37
Employee(ID5800) => Min Interval: 14, Max Interval: 30
Employee(ID5801) => Min Interval: 10, Max Interval: 43
Employee(ID5809) => Min Interval: 14, Max Interval: 42
Employee(ID5810) => Min Interval: 18, Max Interval: 43
Employee(ID5811) => Min Interval: 4, Max Interval: 51
Employee(ID5813) => Min Interval: 19, Max Interval: 42
Employee(ID5815) => Min Interval: 34, Max Interval: 48
Employee(ID5818) => Min Interval: 12, Max Interval: 12
Employee(ID5821) => Min Interval: 11, Max Interval: 48
Employee(ID5822) => Min Interval: 16, Max Interval: 51
Employee(ID5825) => Min Interval: 21, Max Interval: 36
Employee(ID5832) => Min Interval: 24, Max Interval: 24
Employee(ID5837) => Min Interval: 15, Max Interval: 50
Employee(ID5849) => Min Interval: 16, Max Interval: 43
Employee(ID5851) => Min Interval: 10, Max Interval: 44
Employee(ID5853) => Min Interval: 18, Max Interval: 43
Employee(ID5854) => Min Interval: 11, Max Interval: 48
Employee(ID5855) => Min Interval: 10, Max Interval: 51
Employee(ID5856) => Min Interval: 20, Max Interval: 44
Employee(ID5858) => Min Interval: 23, Max Interval: 42
Employee(ID5859) => Min Interval: 26, Max Interval: 45
Employee(ID5879) => Min Interval: 11, Max Interval: 23
Employee(ID5881) => Min Interval: 18, Max Interval: 43
Employee(ID5883) => Min Interval: 40, Max Interval: 40
Employee(ID5890) => Min Interval: 12, Max Interval: 27
Employee(ID5895) => Min Interval: 16, Max Interval: 26
Employee(ID5900) => Min Interval: 9, Max Interval: 47
Employee(ID5905) => Min Interval: 32, Max Interval: 49
Employee(ID5906) => Min Interval: 10, Max Interval: 28
Employee(ID5909) => Min Interval: 14, Max Interval: 40
Employee(ID5914) => Min Interval: 16, Max Interval: 50
Employee(ID5919) => Min Interval: 8, Max Interval: 42
Employee(ID5922) => Min Interval: 12, Max Interval: 20
Employee(ID5924) => Min Interval: 29, Max Interval: 49
Employee(ID5925) => Min Interval: 17, Max Interval: 26
Employee(ID5926) => Min Interval: 35, Max Interval: 35
Employee(ID5927) => Min Interval: 15, Max Interval: 44
Employee(ID5931) => Min Interval: 22, Max Interval: 23
Employee(ID5936) => Min Interval: 12, Max Interval: 44
Employee(ID5945) => Min Interval: 13, Max Interval: 34
Employee(ID5948) => Min Interval: 3, Max Interval: 45
Employee(ID5949) => Min Interval: 15, Max Interval: 27
Employee(ID5951) => Min Interval: 13, Max Interval: 21
Employee(ID5952) => Min Interval: 10, Max Interval: 39
Employee(ID5963) => Min Interval: 43, Max Interval: 43
Employee(ID5966) => Min Interval: 10, Max Interval: 41
Employee(ID5967) => Min Interval: 19, Max Interval: 47
Employee(ID5974) => Min Interval: 3, Max Interval: 52
Employee(ID5978) => Min Interval: 32, Max Interval: 49
Employee(ID5980) => Min Interval: 22, Max Interval: 49
Employee(ID5984) => Min Interval: 13, Max Interval: 13
Employee(ID5985) => Min Interval: 11, Max Interval: 37
Employee(ID5987) => Min Interval: 5, Max Interval: 50
Employee(ID5991) => Min Interval: 16, Max Interval: 44
Employee(ID6011) => Min Interval: 16, Max Interval: 40
Employee(ID6021) => Min Interval: 18, Max Interval: 49
Employee(ID6022) => Min Interval: 18, Max Interval: 43
Employee(ID6030) => Min Interval: 13, Max Interval: 39
Employee(ID6034) => Min Interval: 13, Max Interval: 32
Employee(ID6036) => Min Interval: 25, Max Interval: 35
Employee(ID6046) => Min Interval: 35, Max Interval: 44
Employee(ID6049) => Min Interval: 30, Max Interval: 40
Employee(ID6057) => Min Interval: 15, Max Interval: 51
Employee(ID6058) => Min Interval: 18, Max Interval: 42
Employee(ID6067) => Min Interval: 17, Max Interval: 26
Employee(ID6074) => Min Interval: 22, Max Interval: 45
Employee(ID6077) => Min Interval: 19, Max Interval: 37
Employee(ID6079) => Min Interval: 16, Max Interval: 25
Employee(ID6085) => Min Interval: 18, Max Interval: 37
Employee(ID6087) => Min Interval: 14, Max Interval: 36
Employee(ID6093) => Min Interval: 8, Max Interval: 51
Employee(ID6094) => Min Interval: 16, Max Interval: 46
Employee(ID6099) => Min Interval: 10, Max Interval: 38
Employee(ID6108) => Min Interval: 39, Max Interval: 51
Employee(ID6123) => Min Interval: 18, Max Interval: 44
Employee(ID6130) => Min Interval: 8, Max Interval: 38
Employee(ID6151) => Min Interval: 21, Max Interval: 40
Employee(ID6189) => Min Interval: 18, Max Interval: 36
Employee(ID6198) => Min Interval: 24, Max Interval: 47
Employee(ID6210) => Min Interval: 29, Max Interval: 50
Employee(ID6234) => Min Interval: 31, Max Interval: 47
Employee(ID6236) => Min Interval: 1, Max Interval: 99
Employee(ID6239) => Min Interval: 15, Max Interval: 44
Employee(ID6242) => Min Interval: 13, Max Interval: 46
Employee(ID6244) => Min Interval: 18, Max Interval: 38
Employee(ID6248) => Min Interval: 6, Max Interval: 53
Employee(ID6250) => Min Interval: 1, Max Interval: 99
Employee(ID6251) => Min Interval: 13, Max Interval: 38
Employee(ID6253) => Min Interval: 30, Max Interval: 47
Employee(ID6256) => Min Interval: 30, Max Interval: 44
Employee(ID6258) => Min Interval: 14, Max Interval: 43
Employee(ID6259) => Min Interval: 8, Max Interval: 37
Employee(ID6262) => Min Interval: 15, Max Interval: 37
Employee(ID6263) => Min Interval: 22, Max Interval: 41
Employee(ID6266) => Min Interval: 0, Max Interval: 99
Employee(ID6268) => Min Interval: 0, Max Interval: 99
Employee(ID6269) => Min Interval: 16, Max Interval: 50
Employee(ID6272) => Min Interval: 8, Max Interval: 38
Employee(ID6274) => Min Interval: 9, Max Interval: 43
Employee(ID6275) => Min Interval: 9, Max Interval: 20
Employee(ID6276) => Min Interval: 0, Max Interval: 99
Employee(ID6278) => Min Interval: 1, Max Interval: 99
Employee(ID6279) => Min Interval: 4, Max Interval: 53
Employee(ID6280) => Min Interval: 9, Max Interval: 23
Employee(ID6282) => Min Interval: 17, Max Interval: 45
Employee(ID6283) => Min Interval: 5, Max Interval: 53
Employee(ID6284) => Min Interval: 9, Max Interval: 48
Employee(ID6287) => Min Interval: 10, Max Interval: 43
Employee(ID6288) => Min Interval: 12, Max Interval: 51
Employee(ID6289) => Min Interval: 9, Max Interval: 53
Employee(ID6290) => Min Interval: 3, Max Interval: 49
Employee(ID6292) => Min Interval: 7, Max Interval: 45
Employee(ID6294) => Min Interval: 9, Max Interval: 53
Employee(ID6296) => Min Interval: 0, Max Interval: 47
Employee(ID6297) => Min Interval: 3, Max Interval: 48
Employee(ID6298) => Min Interval: 1, Max Interval: 99
Employee(ID6301) => Min Interval: 4, Max Interval: 49
Employee(ID6305) => Min Interval: 1, Max Interval: 52
Employee(ID6306) => Min Interval: 24, Max Interval: 50
Employee(ID6307) => Min Interval: 12, Max Interval: 51
Employee(ID6309) => Min Interval: 29, Max Interval: 48
Employee(ID6312) => Min Interval: 3, Max Interval: 44
Employee(ID6313) => Min Interval: 21, Max Interval: 47
Employee(ID6318) => Min Interval: 8, Max Interval: 53
Employee(ID6319) => Min Interval: 2, Max Interval: 49
Employee(ID6320) => Min Interval: 8, Max Interval: 49
Employee(ID6321) => Min Interval: 0, Max Interval: 99
Employee(ID6322) => Min Interval: 1, Max Interval: 42
Employee(ID6324) => Min Interval: 9, Max Interval: 41
Employee(ID6327) => Min Interval: 5, Max Interval: 43
Employee(ID6328) => Min Interval: 26, Max Interval: 26
Employee(ID6330) => Min Interval: 9, Max Interval: 34
Employee(ID6331) => Min Interval: 2, Max Interval: 52
Employee(ID6332) => Min Interval: 0, Max Interval: 99
Employee(ID6335) => Min Interval: 25, Max Interval: 41
Employee(ID6336) => Min Interval: 16, Max Interval: 17
Employee(ID6339) => Min Interval: 11, Max Interval: 49
Employee(ID6341) => Min Interval: 12, Max Interval: 39
Employee(ID6343) => Min Interval: 22, Max Interval: 51
Employee(ID6347) => Min Interval: 30, Max Interval: 30
Employee(ID6349) => Min Interval: 4, Max Interval: 45
Employee(ID6350) => Min Interval: 8, Max Interval: 50
Employee(ID6352) => Min Interval: 9, Max Interval: 40
Employee(ID6353) => Min Interval: 8, Max Interval: 47
Employee(ID6355) => Min Interval: 8, Max Interval: 37
Employee(ID6356) => Min Interval: 11, Max Interval: 31
Employee(ID6359) => Min Interval: 5, Max Interval: 47
Employee(ID6360) => Min Interval: 21, Max Interval: 47
Employee(ID6362) => Min Interval: 16, Max Interval: 41
Employee(ID6364) => Min Interval: 0, Max Interval: 99
Employee(ID6366) => Min Interval: 2, Max Interval: 99
Employee(ID6367) => Min Interval: 4, Max Interval: 43
Employee(ID6370) => Min Interval: 27, Max Interval: 36
Employee(ID6372) => Min Interval: 5, Max Interval: 47
Employee(ID6373) => Min Interval: 19, Max Interval: 27
Employee(ID6375) => Min Interval: 24, Max Interval: 45
Employee(ID6377) => Min Interval: 10, Max Interval: 51
Employee(ID6381) => Min Interval: 38, Max Interval: 39
Employee(ID6382) => Min Interval: 20, Max Interval: 48
Employee(ID6384) => Min Interval: 14, Max Interval: 46
Employee(ID6386) => Min Interval: 7, Max Interval: 49
Employee(ID6388) => Min Interval: 25, Max Interval: 49
Employee(ID6390) => Min Interval: 12, Max Interval: 53
Employee(ID6392) => Min Interval: 4, Max Interval: 54
Employee(ID6393) => Min Interval: 37, Max Interval: 49
Employee(ID6395) => Min Interval: 4, Max Interval: 45
Employee(ID6396) => Min Interval: 0, Max Interval: 99
Employee(ID6398) => Min Interval: 2, Max Interval: 47
Employee(ID6399) => Min Interval: 3, Max Interval: 99
Employee(ID6401) => Min Interval: 9, Max Interval: 51
Employee(ID6403) => Min Interval: 36, Max Interval: 36
Employee(ID6405) => Min Interval: 13, Max Interval: 51
Employee(ID6406) => Min Interval: 6, Max Interval: 99
Employee(ID6407) => Min Interval: 16, Max Interval: 41
Employee(ID6409) => Min Interval: 9, Max Interval: 25
Employee(ID6413) => Min Interval: 0, Max Interval: 99
Employee(ID6414) => Min Interval: 6, Max Interval: 50
Employee(ID6416) => Min Interval: 3, Max Interval: 50
Employee(ID6419) => Min Interval: 2, Max Interval: 53
Employee(ID6421) => Min Interval: 31, Max Interval: 40
Employee(ID6422) => Min Interval: 12, Max Interval: 36
Employee(ID6425) => Min Interval: 4, Max Interval: 54
Employee(ID6426) => Min Interval: 9, Max Interval: 45
Employee(ID6428) => Min Interval: 0, Max Interval: 99
Employee(ID6429) => Min Interval: 16, Max Interval: 29
Employee(ID6431) => Min Interval: 3, Max Interval: 31
Employee(ID6434) => Min Interval: 26, Max Interval: 49
Employee(ID6436) => Min Interval: 0, Max Interval: 99
Employee(ID6437) => Min Interval: 4, Max Interval: 41
Employee(ID6438) => Min Interval: 12, Max Interval: 39
Employee(ID6440) => Min Interval: 10, Max Interval: 48
Employee(ID6442) => Min Interval: 0, Max Interval: 99
Employee(ID6443) => Min Interval: 18, Max Interval: 35
Employee(ID6447) => Min Interval: 37, Max Interval: 51
Employee(ID6448) => Min Interval: 39, Max Interval: 40
Employee(ID6450) => Min Interval: 20, Max Interval: 48
Employee(ID6453) => Min Interval: 10, Max Interval: 49
Employee(ID6455) => Min Interval: 10, Max Interval: 21
Employee(ID6456) => Min Interval: 13, Max Interval: 13
Employee(ID6459) => Min Interval: 27, Max Interval: 37
Employee(ID6460) => Min Interval: 4, Max Interval: 49
Employee(ID6463) => Min Interval: 28, Max Interval: 45
Employee(ID6465) => Min Interval: 24, Max Interval: 35
Employee(ID6466) => Min Interval: 12, Max Interval: 44
Employee(ID6467) => Min Interval: 4, Max Interval: 48
Employee(ID6470) => Min Interval: 12, Max Interval: 48
Employee(ID6472) => Min Interval: 8, Max Interval: 50
Employee(ID6474) => Min Interval: 0, Max Interval: 99
Employee(ID6477) => Min Interval: 28, Max Interval: 36
Employee(ID6478) => Min Interval: 6, Max Interval: 34
Employee(ID6481) => Min Interval: 7, Max Interval: 52
Employee(ID6482) => Min Interval: 11, Max Interval: 42
Employee(ID6483) => Min Interval: 12, Max Interval: 35
Employee(ID6484) => Min Interval: 11, Max Interval: 38
Employee(ID6486) => Min Interval: 13, Max Interval: 44
Employee(ID6489) => Min Interval: 7, Max Interval: 51
Employee(ID6494) => Min Interval: 20, Max Interval: 44
Employee(ID6495) => Min Interval: 8, Max Interval: 21
Employee(ID6497) => Min Interval: 24, Max Interval: 34
Employee(ID6499) => Min Interval: 4, Max Interval: 47
Employee(ID6502) => Min Interval: 11, Max Interval: 49
Employee(ID6504) => Min Interval: 9, Max Interval: 50
Employee(ID6506) => Min Interval: 4, Max Interval: 53
Employee(ID6508) => Min Interval: 13, Max Interval: 45
Employee(ID6510) => Min Interval: 8, Max Interval: 47
Employee(ID6511) => Min Interval: 31, Max Interval: 53
Employee(ID6514) => Min Interval: 7, Max Interval: 99
Employee(ID6517) => Min Interval: 0, Max Interval: 99
Employee(ID6518) => Min Interval: 12, Max Interval: 40
Employee(ID6520) => Min Interval: 17, Max Interval: 41
Employee(ID6521) => Min Interval: 26, Max Interval: 43
Employee(ID6522) => Min Interval: 13, Max Interval: 46
Employee(ID6523) => Min Interval: 0, Max Interval: 99
Employee(ID6524) => Min Interval: 17, Max Interval: 43
Employee(ID6525) => Min Interval: 11, Max Interval: 40
Employee(ID6526) => Min Interval: 8, Max Interval: 27
Employee(ID6528) => Min Interval: 19, Max Interval: 46
Employee(ID6529) => Min Interval: 14, Max Interval: 46
Employee(ID6530) => Min Interval: 7, Max Interval: 47
Employee(ID6535) => Min Interval: 2, Max Interval: 99
Employee(ID6539) => Min Interval: 36, Max Interval: 50
Employee(ID6540) => Min Interval: 10, Max Interval: 47
Employee(ID6541) => Min Interval: 26, Max Interval: 49
Employee(ID6543) => Min Interval: 10, Max Interval: 43
Employee(ID6547) => Min Interval: 8, Max Interval: 35
Employee(ID6551) => Min Interval: 1, Max Interval: 99
Employee(ID6552) => Min Interval: 34, Max Interval: 51
Employee(ID6556) => Min Interval: 0, Max Interval: 99
Employee(ID6557) => Min Interval: 34, Max Interval: 47
Employee(ID6558) => Min Interval: 13, Max Interval: 37
Employee(ID6560) => Min Interval: 17, Max Interval: 42
Employee(ID6561) => Min Interval: 9, Max Interval: 52
Employee(ID6562) => Min Interval: 20, Max Interval: 33
Employee(ID6564) => Min Interval: 1, Max Interval: 99
Employee(ID6567) => Min Interval: 26, Max Interval: 47
Employee(ID6568) => Min Interval: 19, Max Interval: 46
Employee(ID6570) => Min Interval: 23, Max Interval: 23
Employee(ID6572) => Min Interval: 1, Max Interval: 55
Employee(ID6573) => Min Interval: 8, Max Interval: 48
Employee(ID6579) => Min Interval: 10, Max Interval: 41
Employee(ID6580) => Min Interval: 0, Max Interval: 51
Employee(ID6587) => Min Interval: 12, Max Interval: 37
Employee(ID6588) => Min Interval: 40, Max Interval: 41
Employee(ID6589) => Min Interval: 2, Max Interval: 50
Employee(ID6591) => Min Interval: 28, Max Interval: 48
Employee(ID6593) => Min Interval: 0, Max Interval: 99
Employee(ID6594) => Min Interval: 28, Max Interval: 39
Employee(ID6596) => Min Interval: 23, Max Interval: 38
Employee(ID6598) => Min Interval: 23, Max Interval: 37
Employee(ID6599) => Min Interval: 18, Max Interval: 51
Employee(ID6600) => Min Interval: 16, Max Interval: 51
Employee(ID6601) => Min Interval: 10, Max Interval: 45
Employee(ID6602) => Min Interval: 2, Max Interval: 43
Employee(ID6605) => Min Interval: 36, Max Interval: 48
Employee(ID6608) => Min Interval: 10, Max Interval: 53
Employee(ID6611) => Min Interval: 21, Max Interval: 50
Employee(ID6613) => Min Interval: 20, Max Interval: 42
Employee(ID6614) => Min Interval: 17, Max Interval: 41
Employee(ID6615) => Min Interval: 2, Max Interval: 99
Employee(ID6618) => Min Interval: 34, Max Interval: 51
Employee(ID6620) => Min Interval: 0, Max Interval: 49
Employee(ID6622) => Min Interval: 16, Max Interval: 48
Employee(ID6624) => Min Interval: 26, Max Interval: 45
Employee(ID6626) => Min Interval: 2, Max Interval: 47
Employee(ID6629) => Min Interval: 2, Max Interval: 47
Employee(ID6633) => Min Interval: 13, Max Interval: 42
Employee(ID6634) => Min Interval: 16, Max Interval: 55
Employee(ID6638) => Min Interval: 17, Max Interval: 53
Employee(ID6642) => Min Interval: 15, Max Interval: 33
Employee(ID6643) => Min Interval: 8, Max Interval: 45
Employee(ID6647) => Min Interval: 18, Max Interval: 43
Employee(ID6648) => Min Interval: 9, Max Interval: 38
Employee(ID6650) => Min Interval: 13, Max Interval: 49
Employee(ID6652) => Min Interval: 36, Max Interval: 50
Employee(ID6655) => Min Interval: 12, Max Interval: 53
Employee(ID6657) => Min Interval: 12, Max Interval: 43
Employee(ID6659) => Min Interval: 23, Max Interval: 44
Employee(ID6660) => Min Interval: 4, Max Interval: 47
Employee(ID6661) => Min Interval: 15, Max Interval: 16
Employee(ID6667) => Min Interval: 4, Max Interval: 48
Employee(ID6668) => Min Interval: 6, Max Interval: 44
Employee(ID6670) => Min Interval: 25, Max Interval: 36
Employee(ID6672) => Min Interval: 24, Max Interval: 51
Employee(ID6674) => Min Interval: 19, Max Interval: 51
Employee(ID6677) => Min Interval: 10, Max Interval: 43
Employee(ID6680) => Min Interval: 10, Max Interval: 40
Employee(ID6682) => Min Interval: 29, Max Interval: 47
Employee(ID6683) => Min Interval: 35, Max Interval: 51
Employee(ID6685) => Min Interval: 1, Max Interval: 39
Employee(ID6686) => Min Interval: 25, Max Interval: 36
Employee(ID6687) => Min Interval: 1, Max Interval: 42
Employee(ID6688) => Min Interval: 21, Max Interval: 50
Employee(ID6690) => Min Interval: 3, Max Interval: 54
Employee(ID6692) => Min Interval: 21, Max Interval: 46
Employee(ID6697) => Min Interval: 8, Max Interval: 45
Employee(ID6701) => Min Interval: 38, Max Interval: 46
Employee(ID6702) => Min Interval: 13, Max Interval: 49
Employee(ID6703) => Min Interval: 4, Max Interval: 51
Employee(ID6704) => Min Interval: 14, Max Interval: 46
Employee(ID6706) => Min Interval: 13, Max Interval: 50
Employee(ID6709) => Min Interval: 2, Max Interval: 99
Employee(ID6710) => Min Interval: 4, Max Interval: 43
Employee(ID6713) => Min Interval: 10, Max Interval: 50
Employee(ID6714) => Min Interval: 0, Max Interval: 99
Employee(ID6715) => Min Interval: 13, Max Interval: 24
Employee(ID6717) => Min Interval: 15, Max Interval: 48
Employee(ID6719) => Min Interval: 20, Max Interval: 52
Employee(ID6721) => Min Interval: 2, Max Interval: 52
Employee(ID6727) => Min Interval: 11, Max Interval: 50
Employee(ID6732) => Min Interval: 15, Max Interval: 39
Employee(ID6733) => Min Interval: 11, Max Interval: 49
