Stored fact information:
AssociateProfessorCandidate(ID0) => Min Interval: 36, Max Interval: 39
AssociateProfessorCandidate(ID5462) => Min Interval: 9, Max Interval: 37
AssociateProfessorCandidate(ID5465) => Min Interval: 27, Max Interval: 52
AssociateProfessorCandidate(ID5466) => Min Interval: 40, Max Interval: 47
AssociateProfessorCandidate(ID5468) => Min Interval: 36, Max Interval: 42
AssociateProfessorCandidate(ID5470) => Min Interval: 15, Max Interval: 37
AssociateProfessorCandidate(ID5471) => Min Interval: 12, Max Interval: 47
AssociateProfessorCandidate(ID5472) => Min Interval: 25, Max Interval: 31
AssociateProfessorCandidate(ID5475) => Min Interval: 14, Max Interval: 37
AssociateProfessorCandidate(ID5476) => Min Interval: 19, Max Interval: 20
AssociateProfessorCandidate(ID5477) => Min Interval: 21, Max Interval: 30
AssociateProfessorCandidate(ID5478) => Min Interval: 33, Max Interval: 49
AssociateProfessorCandidate(ID5480) => Min Interval: 14, Max Interval: 43
AssociateProfessorCandidate(ID5481) => Min Interval: 22, Max Interval: 37
AssociateProfessorCandidate(ID5484) => Min Interval: 28, Max Interval: 48
AssociateProfessorCandidate(ID5485) => Min Interval: 22, Max Interval: 42
AssociateProfessorCandidate(ID5486) => Min Interval: 8, Max Interval: 51
AssociateProfessorCandidate(ID5489) => Min Interval: 37, Max Interval: 47
AssociateProfessorCandidate(ID5490) => Min Interval: 36, Max Interval: 37
AssociateProfessorCandidate(ID5491) => Min Interval: 28, Max Interval: 47
AssociateProfessorCandidate(ID5492) => Min Interval: 14, Max Interval: 17
AssociateProfessorCandidate(ID5497) => Min Interval: 19, Max Interval: 26
AssociateProfessorCandidate(ID5498) => Min Interval: 30, Max Interval: 47
AssociateProfessorCandidate(ID5499) => Min Interval: 27, Max Interval: 35
AssociateProfessorCandidate(ID5500) => Min Interval: 40, Max Interval: 47
AssociateProfessorCandidate(ID5502) => Min Interval: 38, Max Interval: 39
AssociateProfessorCandidate(ID5503) => Min Interval: 12, Max Interval: 41
AssociateProfessorCandidate(ID5505) => Min Interval: 27, Max Interval: 34
AssociateProfessorCandidate(ID5509) => Min Interval: 6, Max Interval: 31
AssociateProfessorCandidate(ID5511) => Min Interval: 25, Max Interval: 46
AssociateProfessorCandidate(ID5512) => Min Interval: 25, Max Interval: 35
AssociateProfessorCandidate(ID5516) => Min Interval: 15, Max Interval: 47
AssociateProfessorCandidate(ID5519) => Min Interval: 23, Max Interval: 46
AssociateProfessorCandidate(ID5520) => Min Interval: 42, Max Interval: 48
AssociateProfessorCandidate(ID5521) => Min Interval: 26, Max Interval: 43
AssociateProfessorCandidate(ID5523) => Min Interval: 14, Max Interval: 47
AssociateProfessorCandidate(ID5524) => Min Interval: 25, Max Interval: 43
AssociateProfessorCandidate(ID5526) => Min Interval: 22, Max Interval: 23
AssociateProfessorCandidate(ID5528) => Min Interval: 14, Max Interval: 47
AssociateProfessorCandidate(ID5530) => Min Interval: 24, Max Interval: 46
AssociateProfessorCandidate(ID5533) => Min Interval: 33, Max Interval: 44
AssociateProfessorCandidate(ID5535) => Min Interval: 29, Max Interval: 45
AssociateProfessorCandidate(ID5539) => Min Interval: 14, Max Interval: 48
AssociateProfessorCandidate(ID5540) => Min Interval: 23, Max Interval: 52
AssociateProfessorCandidate(ID5543) => Min Interval: 15, Max Interval: 35
AssociateProfessorCandidate(ID5544) => Min Interval: 45, Max Interval: 49
AssociateProfessorCandidate(ID5546) => Min Interval: 21, Max Interval: 43
AssociateProfessorCandidate(ID5547) => Min Interval: 16, Max Interval: 41
AssociateProfessorCandidate(ID5549) => Min Interval: 17, Max Interval: 42
AssociateProfessorCandidate(ID5550) => Min Interval: 16, Max Interval: 27
AssociateProfessorCandidate(ID5552) => Min Interval: 38, Max Interval: 46
AssociateProfessorCandidate(ID5553) => Min Interval: 41, Max Interval: 43
AssociateProfessorCandidate(ID5554) => Min Interval: 14, Max Interval: 41
AssociateProfessorCandidate(ID5555) => Min Interval: 18, Max Interval: 41
AssociateProfessorCandidate(ID5556) => Min Interval: 8, Max Interval: 45
AssociateProfessorCandidate(ID5559) => Min Interval: 25, Max Interval: 30
AssociateProfessorCandidate(ID5561) => Min Interval: 15, Max Interval: 42
AssociateProfessorCandidate(ID5562) => Min Interval: 7, Max Interval: 43
AssociateProfessorCandidate(ID5564) => Min Interval: 14, Max Interval: 49
AssociateProfessorCandidate(ID5569) => Min Interval: 32, Max Interval: 34
AssociateProfessorCandidate(ID5578) => Min Interval: 15, Max Interval: 26
AssociateProfessorCandidate(ID5579) => Min Interval: 7, Max Interval: 47
AssociateProfessorCandidate(ID5580) => Min Interval: 17, Max Interval: 39
AssociateProfessorCandidate(ID5581) => Min Interval: 23, Max Interval: 48
AssociateProfessorCandidate(ID5587) => Min Interval: 29, Max Interval: 40
AssociateProfessorCandidate(ID5589) => Min Interval: 21, Max Interval: 32
AssociateProfessorCandidate(ID5591) => Min Interval: 19, Max Interval: 47
AssociateProfessorCandidate(ID5592) => Min Interval: 36, Max Interval: 36
AssociateProfessorCandidate(ID5597) => Min Interval: 14, Max Interval: 38
AssociateProfessorCandidate(ID5598) => Min Interval: 24, Max Interval: 26
AssociateProfessorCandidate(ID5599) => Min Interval: 19, Max Interval: 39
AssociateProfessorCandidate(ID5601) => Min Interval: 10, Max Interval: 39
AssociateProfessorCandidate(ID5603) => Min Interval: 19, Max Interval: 40
AssociateProfessorCandidate(ID5605) => Min Interval: 14, Max Interval: 20
AssociateProfessorCandidate(ID5606) => Min Interval: 23, Max Interval: 47
AssociateProfessorCandidate(ID5614) => Min Interval: 21, Max Interval: 37
AssociateProfessorCandidate(ID5615) => Min Interval: 17, Max Interval: 22
AssociateProfessorCandidate(ID5616) => Min Interval: 18, Max Interval: 40
AssociateProfessorCandidate(ID5618) => Min Interval: 20, Max Interval: 37
AssociateProfessorCandidate(ID5619) => Min Interval: 22, Max Interval: 31
AssociateProfessorCandidate(ID5623) => Min Interval: 19, Max Interval: 43
AssociateProfessorCandidate(ID5624) => Min Interval: 42, Max Interval: 46
AssociateProfessorCandidate(ID5628) => Min Interval: 14, Max Interval: 43
AssociateProfessorCandidate(ID5631) => Min Interval: 15, Max Interval: 29
AssociateProfessorCandidate(ID5632) => Min Interval: 35, Max Interval: 47
AssociateProfessorCandidate(ID5635) => Min Interval: 25, Max Interval: 47
AssociateProfessorCandidate(ID5637) => Min Interval: 16, Max Interval: 49
AssociateProfessorCandidate(ID5641) => Min Interval: 35, Max Interval: 42
AssociateProfessorCandidate(ID5647) => Min Interval: 32, Max Interval: 38
AssociateProfessorCandidate(ID5648) => Min Interval: 39, Max Interval: 46
AssociateProfessorCandidate(ID5652) => Min Interval: 13, Max Interval: 50
AssociateProfessorCandidate(ID5655) => Min Interval: 24, Max Interval: 48
AssociateProfessorCandidate(ID5658) => Min Interval: 29, Max Interval: 32
AssociateProfessorCandidate(ID5661) => Min Interval: 15, Max Interval: 45
AssociateProfessorCandidate(ID5662) => Min Interval: 24, Max Interval: 32
AssociateProfessorCandidate(ID5668) => Min Interval: 22, Max Interval: 42
AssociateProfessorCandidate(ID5670) => Min Interval: 19, Max Interval: 49
AssociateProfessorCandidate(ID5671) => Min Interval: 18, Max Interval: 47
AssociateProfessorCandidate(ID5678) => Min Interval: 20, Max Interval: 24
AssociateProfessorCandidate(ID5679) => Min Interval: 17, Max Interval: 48
AssociateProfessorCandidate(ID5680) => Min Interval: 14, Max Interval: 18
AssociateProfessorCandidate(ID5685) => Min Interval: 19, Max Interval: 45
AssociateProfessorCandidate(ID5686) => Min Interval: 16, Max Interval: 41
AssociateProfessorCandidate(ID5687) => Min Interval: 30, Max Interval: 44
AssociateProfessorCandidate(ID5688) => Min Interval: 41, Max Interval: 46
AssociateProfessorCandidate(ID5689) => Min Interval: 20, Max Interval: 28
AssociateProfessorCandidate(ID5690) => Min Interval: 17, Max Interval: 43
AssociateProfessorCandidate(ID5693) => Min Interval: 14, Max Interval: 50
AssociateProfessorCandidate(ID5695) => Min Interval: 14, Max Interval: 20
AssociateProfessorCandidate(ID5696) => Min Interval: 15, Max Interval: 49
AssociateProfessorCandidate(ID5702) => Min Interval: 22, Max Interval: 46
AssociateProfessorCandidate(ID5703) => Min Interval: 25, Max Interval: 36
AssociateProfessorCandidate(ID5705) => Min Interval: 17, Max Interval: 47
AssociateProfessorCandidate(ID5706) => Min Interval: 17, Max Interval: 48
AssociateProfessorCandidate(ID5712) => Min Interval: 16, Max Interval: 26
AssociateProfessorCandidate(ID5714) => Min Interval: 14, Max Interval: 41
AssociateProfessorCandidate(ID5718) => Min Interval: 17, Max Interval: 40
AssociateProfessorCandidate(ID5719) => Min Interval: 14, Max Interval: 49
AssociateProfessorCandidate(ID5721) => Min Interval: 35, Max Interval: 46
AssociateProfessorCandidate(ID5728) => Min Interval: 33, Max Interval: 46
AssociateProfessorCandidate(ID5730) => Min Interval: 37, Max Interval: 42
AssociateProfessorCandidate(ID5731) => Min Interval: 36, Max Interval: 47
AssociateProfessorCandidate(ID5733) => Min Interval: 15, Max Interval: 28
AssociateProfessorCandidate(ID5735) => Min Interval: 38, Max Interval: 48
AssociateProfessorCandidate(ID5736) => Min Interval: 28, Max Interval: 45
AssociateProfessorCandidate(ID5738) => Min Interval: 14, Max Interval: 36
AssociateProfessorCandidate(ID5739) => Min Interval: 7, Max Interval: 46
AssociateProfessorCandidate(ID5740) => Min Interval: 22, Max Interval: 39
AssociateProfessorCandidate(ID5745) => Min Interval: 33, Max Interval: 45
AssociateProfessorCandidate(ID5747) => Min Interval: 37, Max Interval: 39
AssociateProfessorCandidate(ID5748) => Min Interval: 16, Max Interval: 53
AssociateProfessorCandidate(ID5750) => Min Interval: 24, Max Interval: 36
AssociateProfessorCandidate(ID5754) => Min Interval: 20, Max Interval: 25
AssociateProfessorCandidate(ID5756) => Min Interval: 10, Max Interval: 52
AssociateProfessorCandidate(ID5760) => Min Interval: 14, Max Interval: 38
AssociateProfessorCandidate(ID5769) => Min Interval: 34, Max Interval: 36
AssociateProfessorCandidate(ID5774) => Min Interval: 23, Max Interval: 36
AssociateProfessorCandidate(ID5781) => Min Interval: 22, Max Interval: 47
AssociateProfessorCandidate(ID5787) => Min Interval: 35, Max Interval: 42
AssociateProfessorCandidate(ID5791) => Min Interval: 16, Max Interval: 24
AssociateProfessorCandidate(ID5792) => Min Interval: 23, Max Interval: 46
AssociateProfessorCandidate(ID5794) => Min Interval: 27, Max Interval: 35
AssociateProfessorCandidate(ID5800) => Min Interval: 20, Max Interval: 28
AssociateProfessorCandidate(ID5801) => Min Interval: 16, Max Interval: 41
AssociateProfessorCandidate(ID5809) => Min Interval: 20, Max Interval: 40
AssociateProfessorCandidate(ID5810) => Min Interval: 24, Max Interval: 41
AssociateProfessorCandidate(ID5811) => Min Interval: 10, Max Interval: 49
AssociateProfessorCandidate(ID5813) => Min Interval: 25, Max Interval: 40
AssociateProfessorCandidate(ID5815) => Min Interval: 40, Max Interval: 46
AssociateProfessorCandidate(ID5821) => Min Interval: 17, Max Interval: 46
AssociateProfessorCandidate(ID5822) => Min Interval: 22, Max Interval: 49
AssociateProfessorCandidate(ID5825) => Min Interval: 27, Max Interval: 34
AssociateProfessorCandidate(ID5837) => Min Interval: 21, Max Interval: 48
AssociateProfessorCandidate(ID5849) => Min Interval: 22, Max Interval: 41
AssociateProfessorCandidate(ID5851) => Min Interval: 16, Max Interval: 42
AssociateProfessorCandidate(ID5853) => Min Interval: 24, Max Interval: 41
AssociateProfessorCandidate(ID5854) => Min Interval: 17, Max Interval: 46
AssociateProfessorCandidate(ID5855) => Min Interval: 16, Max Interval: 49
AssociateProfessorCandidate(ID5856) => Min Interval: 26, Max Interval: 42
AssociateProfessorCandidate(ID5858) => Min Interval: 29, Max Interval: 40
AssociateProfessorCandidate(ID5859) => Min Interval: 32, Max Interval: 43
AssociateProfessorCandidate(ID5879) => Min Interval: 17, Max Interval: 21
AssociateProfessorCandidate(ID5881) => Min Interval: 24, Max Interval: 41
AssociateProfessorCandidate(ID5890) => Min Interval: 18, Max Interval: 25
AssociateProfessorCandidate(ID5895) => Min Interval: 22, Max Interval: 24
AssociateProfessorCandidate(ID5900) => Min Interval: 15, Max Interval: 45
AssociateProfessorCandidate(ID5905) => Min Interval: 38, Max Interval: 47
AssociateProfessorCandidate(ID5906) => Min Interval: 16, Max Interval: 26
AssociateProfessorCandidate(ID5909) => Min Interval: 20, Max Interval: 38
AssociateProfessorCandidate(ID5914) => Min Interval: 22, Max Interval: 48
AssociateProfessorCandidate(ID5919) => Min Interval: 14, Max Interval: 40
AssociateProfessorCandidate(ID5922) => Min Interval: 18, Max Interval: 18
AssociateProfessorCandidate(ID5924) => Min Interval: 35, Max Interval: 47
AssociateProfessorCandidate(ID5925) => Min Interval: 23, Max Interval: 24
AssociateProfessorCandidate(ID5927) => Min Interval: 21, Max Interval: 42
AssociateProfessorCandidate(ID5936) => Min Interval: 18, Max Interval: 42
AssociateProfessorCandidate(ID5945) => Min Interval: 19, Max Interval: 32
AssociateProfessorCandidate(ID5948) => Min Interval: 9, Max Interval: 43
AssociateProfessorCandidate(ID5949) => Min Interval: 21, Max Interval: 25
AssociateProfessorCandidate(ID5951) => Min Interval: 19, Max Interval: 19
AssociateProfessorCandidate(ID5952) => Min Interval: 16, Max Interval: 37
AssociateProfessorCandidate(ID5966) => Min Interval: 16, Max Interval: 39
AssociateProfessorCandidate(ID5967) => Min Interval: 25, Max Interval: 45
AssociateProfessorCandidate(ID5974) => Min Interval: 9, Max Interval: 50
AssociateProfessorCandidate(ID5978) => Min Interval: 38, Max Interval: 47
AssociateProfessorCandidate(ID5980) => Min Interval: 28, Max Interval: 47
AssociateProfessorCandidate(ID5985) => Min Interval: 17, Max Interval: 35
AssociateProfessorCandidate(ID5987) => Min Interval: 11, Max Interval: 48
AssociateProfessorCandidate(ID5991) => Min Interval: 22, Max Interval: 42
AssociateProfessorCandidate(ID6011) => Min Interval: 22, Max Interval: 38
AssociateProfessorCandidate(ID6021) => Min Interval: 24, Max Interval: 47
AssociateProfessorCandidate(ID6022) => Min Interval: 24, Max Interval: 41
AssociateProfessorCandidate(ID6030) => Min Interval: 19, Max Interval: 37
AssociateProfessorCandidate(ID6034) => Min Interval: 19, Max Interval: 30
AssociateProfessorCandidate(ID6036) => Min Interval: 31, Max Interval: 33
AssociateProfessorCandidate(ID6046) => Min Interval: 41, Max Interval: 42
AssociateProfessorCandidate(ID6049) => Min Interval: 36, Max Interval: 38
AssociateProfessorCandidate(ID6057) => Min Interval: 21, Max Interval: 49
AssociateProfessorCandidate(ID6058) => Min Interval: 24, Max Interval: 40
AssociateProfessorCandidate(ID6067) => Min Interval: 23, Max Interval: 24
AssociateProfessorCandidate(ID6074) => Min Interval: 28, Max Interval: 43
AssociateProfessorCandidate(ID6077) => Min Interval: 25, Max Interval: 35
AssociateProfessorCandidate(ID6079) => Min Interval: 22, Max Interval: 23
AssociateProfessorCandidate(ID6085) => Min Interval: 24, Max Interval: 35
AssociateProfessorCandidate(ID6087) => Min Interval: 20, Max Interval: 34
AssociateProfessorCandidate(ID6093) => Min Interval: 14, Max Interval: 49
AssociateProfessorCandidate(ID6094) => Min Interval: 22, Max Interval: 44
AssociateProfessorCandidate(ID6099) => Min Interval: 16, Max Interval: 36
AssociateProfessorCandidate(ID6108) => Min Interval: 45, Max Interval: 49
AssociateProfessorCandidate(ID6123) => Min Interval: 24, Max Interval: 42
AssociateProfessorCandidate(ID6130) => Min Interval: 14, Max Interval: 36
AssociateProfessorCandidate(ID6151) => Min Interval: 27, Max Interval: 38
AssociateProfessorCandidate(ID6189) => Min Interval: 24, Max Interval: 34
AssociateProfessorCandidate(ID6198) => Min Interval: 30, Max Interval: 45
AssociateProfessorCandidate(ID6210) => Min Interval: 35, Max Interval: 48
AssociateProfessorCandidate(ID6234) => Min Interval: 37, Max Interval: 45
AssociateProfessorCandidate(ID6239) => Min Interval: 21, Max Interval: 42
AssociateProfessorCandidate(ID6242) => Min Interval: 19, Max Interval: 44
AssociateProfessorCandidate(ID6244) => Min Interval: 24, Max Interval: 36
AssociateProfessorCandidate(ID6248) => Min Interval: 12, Max Interval: 51
AssociateProfessorCandidate(ID6251) => Min Interval: 19, Max Interval: 36
AssociateProfessorCandidate(ID6253) => Min Interval: 36, Max Interval: 45
AssociateProfessorCandidate(ID6256) => Min Interval: 36, Max Interval: 42
AssociateProfessorCandidate(ID6258) => Min Interval: 20, Max Interval: 41
AssociateProfessorCandidate(ID6259) => Min Interval: 14, Max Interval: 35
AssociateProfessorCandidate(ID6262) => Min Interval: 21, Max Interval: 35
AssociateProfessorCandidate(ID6263) => Min Interval: 28, Max Interval: 39
AssociateProfessorCandidate(ID6269) => Min Interval: 22, Max Interval: 48
AssociateProfessorCandidate(ID6272) => Min Interval: 14, Max Interval: 36
AssociateProfessorCandidate(ID6274) => Min Interval: 15, Max Interval: 41
AssociateProfessorCandidate(ID6275) => Min Interval: 15, Max Interval: 18
AssociateProfessorCandidate(ID6278) => Min Interval: 0, Max Interval: 51
AssociateProfessorCandidate(ID6279) => Min Interval: 10, Max Interval: 51
AssociateProfessorCandidate(ID6280) => Min Interval: 15, Max Interval: 21
AssociateProfessorCandidate(ID6282) => Min Interval: 23, Max Interval: 43
AssociateProfessorCandidate(ID6283) => Min Interval: 11, Max Interval: 51
AssociateProfessorCandidate(ID6284) => Min Interval: 15, Max Interval: 46
AssociateProfessorCandidate(ID6287) => Min Interval: 16, Max Interval: 41
AssociateProfessorCandidate(ID6288) => Min Interval: 18, Max Interval: 49
AssociateProfessorCandidate(ID6289) => Min Interval: 15, Max Interval: 51
AssociateProfessorCandidate(ID6290) => Min Interval: 9, Max Interval: 47
AssociateProfessorCandidate(ID6292) => Min Interval: 13, Max Interval: 43
AssociateProfessorCandidate(ID6294) => Min Interval: 15, Max Interval: 51
AssociateProfessorCandidate(ID6296) => Min Interval: 6, Max Interval: 45
AssociateProfessorCandidate(ID6297) => Min Interval: 9, Max Interval: 46
AssociateProfessorCandidate(ID6298) => Min Interval: 1, Max Interval: 36
AssociateProfessorCandidate(ID6301) => Min Interval: 10, Max Interval: 47
AssociateProfessorCandidate(ID6305) => Min Interval: 7, Max Interval: 50
AssociateProfessorCandidate(ID6306) => Min Interval: 30, Max Interval: 48
AssociateProfessorCandidate(ID6307) => Min Interval: 18, Max Interval: 49
AssociateProfessorCandidate(ID6309) => Min Interval: 35, Max Interval: 46
AssociateProfessorCandidate(ID6312) => Min Interval: 9, Max Interval: 42
AssociateProfessorCandidate(ID6313) => Min Interval: 27, Max Interval: 45
AssociateProfessorCandidate(ID6318) => Min Interval: 14, Max Interval: 51
AssociateProfessorCandidate(ID6319) => Min Interval: 8, Max Interval: 47
AssociateProfessorCandidate(ID6320) => Min Interval: 14, Max Interval: 47
AssociateProfessorCandidate(ID6321) => Min Interval: 4, Max Interval: 43
AssociateProfessorCandidate(ID6322) => Min Interval: 7, Max Interval: 40
AssociateProfessorCandidate(ID6324) => Min Interval: 15, Max Interval: 39
AssociateProfessorCandidate(ID6327) => Min Interval: 11, Max Interval: 41
AssociateProfessorCandidate(ID6330) => Min Interval: 15, Max Interval: 32
AssociateProfessorCandidate(ID6331) => Min Interval: 8, Max Interval: 50
AssociateProfessorCandidate(ID6335) => Min Interval: 31, Max Interval: 39
AssociateProfessorCandidate(ID6339) => Min Interval: 17, Max Interval: 47
AssociateProfessorCandidate(ID6341) => Min Interval: 18, Max Interval: 37
AssociateProfessorCandidate(ID6343) => Min Interval: 28, Max Interval: 49
AssociateProfessorCandidate(ID6349) => Min Interval: 10, Max Interval: 43
AssociateProfessorCandidate(ID6350) => Min Interval: 14, Max Interval: 48
AssociateProfessorCandidate(ID6352) => Min Interval: 15, Max Interval: 38
AssociateProfessorCandidate(ID6353) => Min Interval: 14, Max Interval: 45
AssociateProfessorCandidate(ID6355) => Min Interval: 14, Max Interval: 35
AssociateProfessorCandidate(ID6356) => Min Interval: 17, Max Interval: 29
AssociateProfessorCandidate(ID6359) => Min Interval: 11, Max Interval: 45
AssociateProfessorCandidate(ID6360) => Min Interval: 27, Max Interval: 45
AssociateProfessorCandidate(ID6362) => Min Interval: 22, Max Interval: 39
AssociateProfessorCandidate(ID6364) => Min Interval: 3, Max Interval: 25
AssociateProfessorCandidate(ID6367) => Min Interval: 10, Max Interval: 41
AssociateProfessorCandidate(ID6370) => Min Interval: 33, Max Interval: 34
AssociateProfessorCandidate(ID6372) => Min Interval: 11, Max Interval: 45
AssociateProfessorCandidate(ID6373) => Min Interval: 25, Max Interval: 25
AssociateProfessorCandidate(ID6375) => Min Interval: 30, Max Interval: 43
AssociateProfessorCandidate(ID6377) => Min Interval: 16, Max Interval: 49
AssociateProfessorCandidate(ID6382) => Min Interval: 26, Max Interval: 46
AssociateProfessorCandidate(ID6384) => Min Interval: 20, Max Interval: 44
AssociateProfessorCandidate(ID6386) => Min Interval: 13, Max Interval: 47
AssociateProfessorCandidate(ID6388) => Min Interval: 31, Max Interval: 47
AssociateProfessorCandidate(ID6390) => Min Interval: 18, Max Interval: 51
AssociateProfessorCandidate(ID6392) => Min Interval: 10, Max Interval: 52
AssociateProfessorCandidate(ID6393) => Min Interval: 43, Max Interval: 47
AssociateProfessorCandidate(ID6395) => Min Interval: 10, Max Interval: 43
AssociateProfessorCandidate(ID6398) => Min Interval: 8, Max Interval: 45
AssociateProfessorCandidate(ID6401) => Min Interval: 15, Max Interval: 49
AssociateProfessorCandidate(ID6405) => Min Interval: 19, Max Interval: 49
AssociateProfessorCandidate(ID6406) => Min Interval: 9, Max Interval: 48
AssociateProfessorCandidate(ID6407) => Min Interval: 22, Max Interval: 39
AssociateProfessorCandidate(ID6409) => Min Interval: 15, Max Interval: 23
AssociateProfessorCandidate(ID6414) => Min Interval: 12, Max Interval: 48
AssociateProfessorCandidate(ID6416) => Min Interval: 9, Max Interval: 48
AssociateProfessorCandidate(ID6419) => Min Interval: 8, Max Interval: 51
AssociateProfessorCandidate(ID6421) => Min Interval: 37, Max Interval: 38
AssociateProfessorCandidate(ID6422) => Min Interval: 18, Max Interval: 34
AssociateProfessorCandidate(ID6425) => Min Interval: 10, Max Interval: 52
AssociateProfessorCandidate(ID6426) => Min Interval: 15, Max Interval: 43
AssociateProfessorCandidate(ID6428) => Min Interval: 11, Max Interval: 50
AssociateProfessorCandidate(ID6429) => Min Interval: 22, Max Interval: 27
AssociateProfessorCandidate(ID6431) => Min Interval: 9, Max Interval: 29
AssociateProfessorCandidate(ID6434) => Min Interval: 32, Max Interval: 47
AssociateProfessorCandidate(ID6436) => Min Interval: 9, Max Interval: 33
AssociateProfessorCandidate(ID6437) => Min Interval: 10, Max Interval: 39
AssociateProfessorCandidate(ID6438) => Min Interval: 18, Max Interval: 37
AssociateProfessorCandidate(ID6440) => Min Interval: 16, Max Interval: 46
AssociateProfessorCandidate(ID6443) => Min Interval: 24, Max Interval: 33
AssociateProfessorCandidate(ID6447) => Min Interval: 43, Max Interval: 49
AssociateProfessorCandidate(ID6450) => Min Interval: 26, Max Interval: 46
AssociateProfessorCandidate(ID6453) => Min Interval: 16, Max Interval: 47
AssociateProfessorCandidate(ID6455) => Min Interval: 16, Max Interval: 19
AssociateProfessorCandidate(ID6459) => Min Interval: 33, Max Interval: 35
AssociateProfessorCandidate(ID6460) => Min Interval: 10, Max Interval: 47
AssociateProfessorCandidate(ID6463) => Min Interval: 34, Max Interval: 43
AssociateProfessorCandidate(ID6465) => Min Interval: 30, Max Interval: 33
AssociateProfessorCandidate(ID6466) => Min Interval: 18, Max Interval: 42
AssociateProfessorCandidate(ID6467) => Min Interval: 10, Max Interval: 46
AssociateProfessorCandidate(ID6470) => Min Interval: 18, Max Interval: 46
AssociateProfessorCandidate(ID6472) => Min Interval: 14, Max Interval: 48
AssociateProfessorCandidate(ID6477) => Min Interval: 34, Max Interval: 34
AssociateProfessorCandidate(ID6478) => Min Interval: 12, Max Interval: 32
AssociateProfessorCandidate(ID6481) => Min Interval: 13, Max Interval: 50
AssociateProfessorCandidate(ID6482) => Min Interval: 17, Max Interval: 40
AssociateProfessorCandidate(ID6483) => Min Interval: 18, Max Interval: 33
AssociateProfessorCandidate(ID6484) => Min Interval: 17, Max Interval: 36
AssociateProfessorCandidate(ID6486) => Min Interval: 19, Max Interval: 42
AssociateProfessorCandidate(ID6489) => Min Interval: 13, Max Interval: 49
AssociateProfessorCandidate(ID6494) => Min Interval: 26, Max Interval: 42
AssociateProfessorCandidate(ID6495) => Min Interval: 14, Max Interval: 19
AssociateProfessorCandidate(ID6497) => Min Interval: 30, Max Interval: 32
AssociateProfessorCandidate(ID6499) => Min Interval: 10, Max Interval: 45
AssociateProfessorCandidate(ID6502) => Min Interval: 17, Max Interval: 47
AssociateProfessorCandidate(ID6504) => Min Interval: 15, Max Interval: 48
AssociateProfessorCandidate(ID6506) => Min Interval: 10, Max Interval: 51
AssociateProfessorCandidate(ID6508) => Min Interval: 19, Max Interval: 43
AssociateProfessorCandidate(ID6510) => Min Interval: 14, Max Interval: 45
AssociateProfessorCandidate(ID6511) => Min Interval: 37, Max Interval: 51
AssociateProfessorCandidate(ID6514) => Min Interval: 10, Max Interval: 36
AssociateProfessorCandidate(ID6518) => Min Interval: 18, Max Interval: 38
AssociateProfessorCandidate(ID6520) => Min Interval: 23, Max Interval: 39
AssociateProfessorCandidate(ID6521) => Min Interval: 32, Max Interval: 41
AssociateProfessorCandidate(ID6522) => Min Interval: 19, Max Interval: 44
AssociateProfessorCandidate(ID6523) => Min Interval: 4, Max Interval: 33
AssociateProfessorCandidate(ID6524) => Min Interval: 23, Max Interval: 41
AssociateProfessorCandidate(ID6525) => Min Interval: 17, Max Interval: 38
AssociateProfessorCandidate(ID6526) => Min Interval: 14, Max Interval: 25
AssociateProfessorCandidate(ID6528) => Min Interval: 25, Max Interval: 44
AssociateProfessorCandidate(ID6529) => Min Interval: 20, Max Interval: 44
AssociateProfessorCandidate(ID6530) => Min Interval: 13, Max Interval: 45
AssociateProfessorCandidate(ID6539) => Min Interval: 42, Max Interval: 48
AssociateProfessorCandidate(ID6540) => Min Interval: 16, Max Interval: 45
AssociateProfessorCandidate(ID6541) => Min Interval: 32, Max Interval: 47
AssociateProfessorCandidate(ID6543) => Min Interval: 16, Max Interval: 41
AssociateProfessorCandidate(ID6547) => Min Interval: 14, Max Interval: 33
AssociateProfessorCandidate(ID6552) => Min Interval: 40, Max Interval: 49
AssociateProfessorCandidate(ID6557) => Min Interval: 40, Max Interval: 45
AssociateProfessorCandidate(ID6558) => Min Interval: 19, Max Interval: 35
AssociateProfessorCandidate(ID6560) => Min Interval: 23, Max Interval: 40
AssociateProfessorCandidate(ID6561) => Min Interval: 15, Max Interval: 50
AssociateProfessorCandidate(ID6562) => Min Interval: 26, Max Interval: 31
AssociateProfessorCandidate(ID6567) => Min Interval: 32, Max Interval: 45
AssociateProfessorCandidate(ID6568) => Min Interval: 25, Max Interval: 44
AssociateProfessorCandidate(ID6572) => Min Interval: 7, Max Interval: 53
AssociateProfessorCandidate(ID6573) => Min Interval: 14, Max Interval: 46
AssociateProfessorCandidate(ID6579) => Min Interval: 16, Max Interval: 39
AssociateProfessorCandidate(ID6580) => Min Interval: 6, Max Interval: 49
AssociateProfessorCandidate(ID6587) => Min Interval: 18, Max Interval: 35
AssociateProfessorCandidate(ID6589) => Min Interval: 8, Max Interval: 48
AssociateProfessorCandidate(ID6591) => Min Interval: 34, Max Interval: 46
AssociateProfessorCandidate(ID6594) => Min Interval: 34, Max Interval: 37
AssociateProfessorCandidate(ID6596) => Min Interval: 29, Max Interval: 36
AssociateProfessorCandidate(ID6598) => Min Interval: 29, Max Interval: 35
AssociateProfessorCandidate(ID6599) => Min Interval: 24, Max Interval: 49
