Stored fact information:
AssistantProfessorCandidate(ID0) => Min Interval: 31, Max Interval: 38
AssistantProfessorCandidate(ID5738) => Min Interval: 9, Max Interval: 35
AssistantProfessorCandidate(ID5739) => Min Interval: 2, Max Interval: 45
AssistantProfessorCandidate(ID5740) => Min Interval: 17, Max Interval: 38
AssistantProfessorCandidate(ID5745) => Min Interval: 28, Max Interval: 44
AssistantProfessorCandidate(ID5746) => Min Interval: 12, Max Interval: 14
AssistantProfessorCandidate(ID5747) => Min Interval: 32, Max Interval: 38
AssistantProfessorCandidate(ID5748) => Min Interval: 11, Max Interval: 52
AssistantProfessorCandidate(ID5750) => Min Interval: 19, Max Interval: 35
AssistantProfessorCandidate(ID5754) => Min Interval: 15, Max Interval: 24
AssistantProfessorCandidate(ID5756) => Min Interval: 5, Max Interval: 51
AssistantProfessorCandidate(ID5760) => Min Interval: 9, Max Interval: 37
AssistantProfessorCandidate(ID5768) => Min Interval: 16, Max Interval: 18
AssistantProfessorCandidate(ID5769) => Min Interval: 29, Max Interval: 35
AssistantProfessorCandidate(ID5774) => Min Interval: 18, Max Interval: 38
AssistantProfessorCandidate(ID5781) => Min Interval: 17, Max Interval: 46
AssistantProfessorCandidate(ID5787) => Min Interval: 30, Max Interval: 41
AssistantProfessorCandidate(ID5791) => Min Interval: 11, Max Interval: 23
AssistantProfessorCandidate(ID5792) => Min Interval: 18, Max Interval: 45
AssistantProfessorCandidate(ID5794) => Min Interval: 22, Max Interval: 34
AssistantProfessorCandidate(ID5800) => Min Interval: 15, Max Interval: 27
AssistantProfessorCandidate(ID5801) => Min Interval: 11, Max Interval: 40
AssistantProfessorCandidate(ID5809) => Min Interval: 15, Max Interval: 39
AssistantProfessorCandidate(ID5810) => Min Interval: 19, Max Interval: 40
AssistantProfessorCandidate(ID5811) => Min Interval: 5, Max Interval: 48
AssistantProfessorCandidate(ID5813) => Min Interval: 20, Max Interval: 39
AssistantProfessorCandidate(ID5815) => Min Interval: 35, Max Interval: 45
AssistantProfessorCandidate(ID5818) => Min Interval: 13, Max Interval: 15
AssistantProfessorCandidate(ID5821) => Min Interval: 12, Max Interval: 45
AssistantProfessorCandidate(ID5822) => Min Interval: 17, Max Interval: 48
AssistantProfessorCandidate(ID5825) => Min Interval: 22, Max Interval: 33
AssistantProfessorCandidate(ID5832) => Min Interval: 25, Max Interval: 27
AssistantProfessorCandidate(ID5837) => Min Interval: 16, Max Interval: 47
AssistantProfessorCandidate(ID5849) => Min Interval: 17, Max Interval: 40
AssistantProfessorCandidate(ID5851) => Min Interval: 11, Max Interval: 41
AssistantProfessorCandidate(ID5853) => Min Interval: 19, Max Interval: 40
AssistantProfessorCandidate(ID5854) => Min Interval: 12, Max Interval: 45
AssistantProfessorCandidate(ID5855) => Min Interval: 11, Max Interval: 48
AssistantProfessorCandidate(ID5856) => Min Interval: 21, Max Interval: 41
AssistantProfessorCandidate(ID5858) => Min Interval: 24, Max Interval: 39
AssistantProfessorCandidate(ID5859) => Min Interval: 27, Max Interval: 42
AssistantProfessorCandidate(ID5879) => Min Interval: 12, Max Interval: 20
AssistantProfessorCandidate(ID5881) => Min Interval: 19, Max Interval: 40
AssistantProfessorCandidate(ID5883) => Min Interval: 41, Max Interval: 43
AssistantProfessorCandidate(ID5890) => Min Interval: 13, Max Interval: 24
AssistantProfessorCandidate(ID5895) => Min Interval: 17, Max Interval: 23
AssistantProfessorCandidate(ID5900) => Min Interval: 10, Max Interval: 44
AssistantProfessorCandidate(ID5905) => Min Interval: 33, Max Interval: 46
AssistantProfessorCandidate(ID5906) => Min Interval: 11, Max Interval: 25
AssistantProfessorCandidate(ID5909) => Min Interval: 15, Max Interval: 37
AssistantProfessorCandidate(ID5914) => Min Interval: 17, Max Interval: 47
AssistantProfessorCandidate(ID5919) => Min Interval: 9, Max Interval: 39
AssistantProfessorCandidate(ID5922) => Min Interval: 13, Max Interval: 17
AssistantProfessorCandidate(ID5924) => Min Interval: 30, Max Interval: 46
AssistantProfessorCandidate(ID5925) => Min Interval: 18, Max Interval: 23
AssistantProfessorCandidate(ID5926) => Min Interval: 36, Max Interval: 38
AssistantProfessorCandidate(ID5927) => Min Interval: 16, Max Interval: 41
AssistantProfessorCandidate(ID5931) => Min Interval: 23, Max Interval: 26
AssistantProfessorCandidate(ID5936) => Min Interval: 13, Max Interval: 41
AssistantProfessorCandidate(ID5945) => Min Interval: 14, Max Interval: 31
AssistantProfessorCandidate(ID5948) => Min Interval: 4, Max Interval: 42
AssistantProfessorCandidate(ID5949) => Min Interval: 16, Max Interval: 24
AssistantProfessorCandidate(ID5951) => Min Interval: 14, Max Interval: 18
AssistantProfessorCandidate(ID5952) => Min Interval: 11, Max Interval: 36
AssistantProfessorCandidate(ID5963) => Min Interval: 44, Max Interval: 46
AssistantProfessorCandidate(ID5966) => Min Interval: 11, Max Interval: 38
AssistantProfessorCandidate(ID5967) => Min Interval: 20, Max Interval: 44
AssistantProfessorCandidate(ID5974) => Min Interval: 4, Max Interval: 49
AssistantProfessorCandidate(ID5978) => Min Interval: 33, Max Interval: 46
AssistantProfessorCandidate(ID5980) => Min Interval: 23, Max Interval: 46
AssistantProfessorCandidate(ID5984) => Min Interval: 14, Max Interval: 16
AssistantProfessorCandidate(ID5985) => Min Interval: 12, Max Interval: 34
AssistantProfessorCandidate(ID5987) => Min Interval: 6, Max Interval: 47
AssistantProfessorCandidate(ID5991) => Min Interval: 17, Max Interval: 41
AssistantProfessorCandidate(ID6011) => Min Interval: 17, Max Interval: 37
AssistantProfessorCandidate(ID6021) => Min Interval: 19, Max Interval: 46
AssistantProfessorCandidate(ID6022) => Min Interval: 19, Max Interval: 40
AssistantProfessorCandidate(ID6030) => Min Interval: 14, Max Interval: 36
AssistantProfessorCandidate(ID6034) => Min Interval: 14, Max Interval: 29
AssistantProfessorCandidate(ID6036) => Min Interval: 26, Max Interval: 32
AssistantProfessorCandidate(ID6046) => Min Interval: 36, Max Interval: 41
AssistantProfessorCandidate(ID6049) => Min Interval: 31, Max Interval: 37
AssistantProfessorCandidate(ID6057) => Min Interval: 16, Max Interval: 48
AssistantProfessorCandidate(ID6058) => Min Interval: 19, Max Interval: 39
AssistantProfessorCandidate(ID6067) => Min Interval: 18, Max Interval: 23
AssistantProfessorCandidate(ID6074) => Min Interval: 23, Max Interval: 42
AssistantProfessorCandidate(ID6077) => Min Interval: 20, Max Interval: 34
AssistantProfessorCandidate(ID6079) => Min Interval: 17, Max Interval: 22
AssistantProfessorCandidate(ID6085) => Min Interval: 19, Max Interval: 34
AssistantProfessorCandidate(ID6087) => Min Interval: 15, Max Interval: 33
AssistantProfessorCandidate(ID6093) => Min Interval: 9, Max Interval: 48
AssistantProfessorCandidate(ID6094) => Min Interval: 17, Max Interval: 43
AssistantProfessorCandidate(ID6099) => Min Interval: 11, Max Interval: 35
AssistantProfessorCandidate(ID6108) => Min Interval: 40, Max Interval: 48
AssistantProfessorCandidate(ID6123) => Min Interval: 19, Max Interval: 41
AssistantProfessorCandidate(ID6130) => Min Interval: 9, Max Interval: 35
AssistantProfessorCandidate(ID6151) => Min Interval: 22, Max Interval: 37
AssistantProfessorCandidate(ID6189) => Min Interval: 19, Max Interval: 33
AssistantProfessorCandidate(ID6198) => Min Interval: 25, Max Interval: 44
AssistantProfessorCandidate(ID6210) => Min Interval: 30, Max Interval: 47
AssistantProfessorCandidate(ID6234) => Min Interval: 32, Max Interval: 44
AssistantProfessorCandidate(ID6239) => Min Interval: 16, Max Interval: 41
AssistantProfessorCandidate(ID6242) => Min Interval: 14, Max Interval: 43
AssistantProfessorCandidate(ID6244) => Min Interval: 19, Max Interval: 35
AssistantProfessorCandidate(ID6248) => Min Interval: 7, Max Interval: 50
AssistantProfessorCandidate(ID6251) => Min Interval: 14, Max Interval: 35
AssistantProfessorCandidate(ID6253) => Min Interval: 31, Max Interval: 44
AssistantProfessorCandidate(ID6256) => Min Interval: 31, Max Interval: 41
AssistantProfessorCandidate(ID6258) => Min Interval: 15, Max Interval: 40
AssistantProfessorCandidate(ID6259) => Min Interval: 9, Max Interval: 34
AssistantProfessorCandidate(ID6262) => Min Interval: 16, Max Interval: 34
AssistantProfessorCandidate(ID6263) => Min Interval: 23, Max Interval: 38
AssistantProfessorCandidate(ID6269) => Min Interval: 17, Max Interval: 47
AssistantProfessorCandidate(ID6272) => Min Interval: 9, Max Interval: 35
AssistantProfessorCandidate(ID6274) => Min Interval: 10, Max Interval: 40
AssistantProfessorCandidate(ID6275) => Min Interval: 10, Max Interval: 17
AssistantProfessorCandidate(ID6279) => Min Interval: 5, Max Interval: 50
AssistantProfessorCandidate(ID6280) => Min Interval: 10, Max Interval: 20
AssistantProfessorCandidate(ID6282) => Min Interval: 18, Max Interval: 42
AssistantProfessorCandidate(ID6283) => Min Interval: 6, Max Interval: 50
AssistantProfessorCandidate(ID6284) => Min Interval: 10, Max Interval: 45
AssistantProfessorCandidate(ID6287) => Min Interval: 11, Max Interval: 40
AssistantProfessorCandidate(ID6288) => Min Interval: 13, Max Interval: 48
AssistantProfessorCandidate(ID6289) => Min Interval: 10, Max Interval: 50
AssistantProfessorCandidate(ID6290) => Min Interval: 4, Max Interval: 46
AssistantProfessorCandidate(ID6292) => Min Interval: 8, Max Interval: 42
AssistantProfessorCandidate(ID6294) => Min Interval: 10, Max Interval: 50
AssistantProfessorCandidate(ID6296) => Min Interval: 1, Max Interval: 44
AssistantProfessorCandidate(ID6297) => Min Interval: 4, Max Interval: 45
AssistantProfessorCandidate(ID6301) => Min Interval: 5, Max Interval: 46
AssistantProfessorCandidate(ID6305) => Min Interval: 2, Max Interval: 49
AssistantProfessorCandidate(ID6306) => Min Interval: 25, Max Interval: 47
AssistantProfessorCandidate(ID6307) => Min Interval: 13, Max Interval: 48
AssistantProfessorCandidate(ID6309) => Min Interval: 30, Max Interval: 45
AssistantProfessorCandidate(ID6312) => Min Interval: 4, Max Interval: 41
AssistantProfessorCandidate(ID6313) => Min Interval: 22, Max Interval: 44
AssistantProfessorCandidate(ID6318) => Min Interval: 9, Max Interval: 50
AssistantProfessorCandidate(ID6319) => Min Interval: 3, Max Interval: 46
AssistantProfessorCandidate(ID6320) => Min Interval: 9, Max Interval: 46
AssistantProfessorCandidate(ID6322) => Min Interval: 2, Max Interval: 39
AssistantProfessorCandidate(ID6324) => Min Interval: 10, Max Interval: 38
AssistantProfessorCandidate(ID6327) => Min Interval: 6, Max Interval: 40
AssistantProfessorCandidate(ID6328) => Min Interval: 27, Max Interval: 29
AssistantProfessorCandidate(ID6330) => Min Interval: 10, Max Interval: 31
AssistantProfessorCandidate(ID6331) => Min Interval: 3, Max Interval: 49
AssistantProfessorCandidate(ID6335) => Min Interval: 26, Max Interval: 38
AssistantProfessorCandidate(ID6336) => Min Interval: 17, Max Interval: 20
AssistantProfessorCandidate(ID6339) => Min Interval: 12, Max Interval: 46
AssistantProfessorCandidate(ID6341) => Min Interval: 13, Max Interval: 36
AssistantProfessorCandidate(ID6343) => Min Interval: 23, Max Interval: 48
AssistantProfessorCandidate(ID6347) => Min Interval: 31, Max Interval: 33
AssistantProfessorCandidate(ID6349) => Min Interval: 5, Max Interval: 42
AssistantProfessorCandidate(ID6350) => Min Interval: 9, Max Interval: 47
AssistantProfessorCandidate(ID6352) => Min Interval: 10, Max Interval: 37
AssistantProfessorCandidate(ID6353) => Min Interval: 9, Max Interval: 44
AssistantProfessorCandidate(ID6355) => Min Interval: 9, Max Interval: 34
AssistantProfessorCandidate(ID6356) => Min Interval: 12, Max Interval: 28
AssistantProfessorCandidate(ID6359) => Min Interval: 6, Max Interval: 44
AssistantProfessorCandidate(ID6360) => Min Interval: 22, Max Interval: 44
AssistantProfessorCandidate(ID6362) => Min Interval: 17, Max Interval: 38
AssistantProfessorCandidate(ID6367) => Min Interval: 5, Max Interval: 40
AssistantProfessorCandidate(ID6370) => Min Interval: 28, Max Interval: 33
AssistantProfessorCandidate(ID6372) => Min Interval: 6, Max Interval: 44
AssistantProfessorCandidate(ID6373) => Min Interval: 20, Max Interval: 24
AssistantProfessorCandidate(ID6375) => Min Interval: 25, Max Interval: 42
AssistantProfessorCandidate(ID6377) => Min Interval: 11, Max Interval: 48
AssistantProfessorCandidate(ID6381) => Min Interval: 39, Max Interval: 42
AssistantProfessorCandidate(ID6382) => Min Interval: 21, Max Interval: 45
AssistantProfessorCandidate(ID6384) => Min Interval: 15, Max Interval: 43
AssistantProfessorCandidate(ID6386) => Min Interval: 8, Max Interval: 46
AssistantProfessorCandidate(ID6388) => Min Interval: 26, Max Interval: 46
AssistantProfessorCandidate(ID6390) => Min Interval: 13, Max Interval: 50
AssistantProfessorCandidate(ID6392) => Min Interval: 5, Max Interval: 51
AssistantProfessorCandidate(ID6393) => Min Interval: 38, Max Interval: 46
AssistantProfessorCandidate(ID6395) => Min Interval: 5, Max Interval: 42
AssistantProfessorCandidate(ID6398) => Min Interval: 3, Max Interval: 44
AssistantProfessorCandidate(ID6401) => Min Interval: 10, Max Interval: 48
AssistantProfessorCandidate(ID6403) => Min Interval: 37, Max Interval: 39
AssistantProfessorCandidate(ID6405) => Min Interval: 14, Max Interval: 48
AssistantProfessorCandidate(ID6406) => Min Interval: 7, Max Interval: 47
AssistantProfessorCandidate(ID6407) => Min Interval: 17, Max Interval: 38
AssistantProfessorCandidate(ID6409) => Min Interval: 10, Max Interval: 22
AssistantProfessorCandidate(ID6414) => Min Interval: 7, Max Interval: 47
AssistantProfessorCandidate(ID6416) => Min Interval: 4, Max Interval: 47
AssistantProfessorCandidate(ID6419) => Min Interval: 3, Max Interval: 50
AssistantProfessorCandidate(ID6421) => Min Interval: 32, Max Interval: 37
AssistantProfessorCandidate(ID6422) => Min Interval: 13, Max Interval: 33
AssistantProfessorCandidate(ID6425) => Min Interval: 5, Max Interval: 51
AssistantProfessorCandidate(ID6426) => Min Interval: 10, Max Interval: 42
AssistantProfessorCandidate(ID6429) => Min Interval: 17, Max Interval: 26
AssistantProfessorCandidate(ID6431) => Min Interval: 4, Max Interval: 28
AssistantProfessorCandidate(ID6434) => Min Interval: 27, Max Interval: 46
AssistantProfessorCandidate(ID6437) => Min Interval: 5, Max Interval: 38
AssistantProfessorCandidate(ID6438) => Min Interval: 13, Max Interval: 36
AssistantProfessorCandidate(ID6440) => Min Interval: 11, Max Interval: 45
AssistantProfessorCandidate(ID6443) => Min Interval: 19, Max Interval: 32
AssistantProfessorCandidate(ID6447) => Min Interval: 38, Max Interval: 48
AssistantProfessorCandidate(ID6448) => Min Interval: 40, Max Interval: 43
AssistantProfessorCandidate(ID6450) => Min Interval: 21, Max Interval: 45
AssistantProfessorCandidate(ID6453) => Min Interval: 11, Max Interval: 46
AssistantProfessorCandidate(ID6455) => Min Interval: 11, Max Interval: 18
AssistantProfessorCandidate(ID6456) => Min Interval: 14, Max Interval: 16
AssistantProfessorCandidate(ID6459) => Min Interval: 28, Max Interval: 34
AssistantProfessorCandidate(ID6460) => Min Interval: 5, Max Interval: 46
AssistantProfessorCandidate(ID6463) => Min Interval: 29, Max Interval: 42
AssistantProfessorCandidate(ID6465) => Min Interval: 25, Max Interval: 32
AssistantProfessorCandidate(ID6466) => Min Interval: 13, Max Interval: 41
AssistantProfessorCandidate(ID6467) => Min Interval: 5, Max Interval: 45
AssistantProfessorCandidate(ID6470) => Min Interval: 13, Max Interval: 45
AssistantProfessorCandidate(ID6472) => Min Interval: 9, Max Interval: 47
AssistantProfessorCandidate(ID6477) => Min Interval: 29, Max Interval: 33
AssistantProfessorCandidate(ID6478) => Min Interval: 7, Max Interval: 31
AssistantProfessorCandidate(ID6481) => Min Interval: 8, Max Interval: 49
AssistantProfessorCandidate(ID6482) => Min Interval: 12, Max Interval: 39
AssistantProfessorCandidate(ID6483) => Min Interval: 13, Max Interval: 32
AssistantProfessorCandidate(ID6484) => Min Interval: 12, Max Interval: 35
AssistantProfessorCandidate(ID6486) => Min Interval: 14, Max Interval: 41
AssistantProfessorCandidate(ID6489) => Min Interval: 8, Max Interval: 48
AssistantProfessorCandidate(ID6494) => Min Interval: 21, Max Interval: 41
AssistantProfessorCandidate(ID6495) => Min Interval: 9, Max Interval: 18
AssistantProfessorCandidate(ID6497) => Min Interval: 25, Max Interval: 31
AssistantProfessorCandidate(ID6499) => Min Interval: 5, Max Interval: 44
AssistantProfessorCandidate(ID6502) => Min Interval: 12, Max Interval: 46
AssistantProfessorCandidate(ID6504) => Min Interval: 10, Max Interval: 47
AssistantProfessorCandidate(ID6506) => Min Interval: 5, Max Interval: 50
AssistantProfessorCandidate(ID6508) => Min Interval: 14, Max Interval: 42
AssistantProfessorCandidate(ID6510) => Min Interval: 9, Max Interval: 44
AssistantProfessorCandidate(ID6511) => Min Interval: 32, Max Interval: 50
AssistantProfessorCandidate(ID6514) => Min Interval: 8, Max Interval: 35
AssistantProfessorCandidate(ID6518) => Min Interval: 13, Max Interval: 37
AssistantProfessorCandidate(ID6520) => Min Interval: 18, Max Interval: 38
AssistantProfessorCandidate(ID6521) => Min Interval: 27, Max Interval: 40
AssistantProfessorCandidate(ID6522) => Min Interval: 14, Max Interval: 43
AssistantProfessorCandidate(ID6524) => Min Interval: 18, Max Interval: 40
AssistantProfessorCandidate(ID6525) => Min Interval: 12, Max Interval: 37
AssistantProfessorCandidate(ID6526) => Min Interval: 9, Max Interval: 24
AssistantProfessorCandidate(ID6528) => Min Interval: 20, Max Interval: 43
AssistantProfessorCandidate(ID6529) => Min Interval: 15, Max Interval: 43
AssistantProfessorCandidate(ID6530) => Min Interval: 8, Max Interval: 44
AssistantProfessorCandidate(ID6539) => Min Interval: 37, Max Interval: 47
AssistantProfessorCandidate(ID6540) => Min Interval: 11, Max Interval: 44
AssistantProfessorCandidate(ID6541) => Min Interval: 27, Max Interval: 46
AssistantProfessorCandidate(ID6543) => Min Interval: 11, Max Interval: 40
AssistantProfessorCandidate(ID6547) => Min Interval: 9, Max Interval: 32
AssistantProfessorCandidate(ID6552) => Min Interval: 35, Max Interval: 48
AssistantProfessorCandidate(ID6557) => Min Interval: 35, Max Interval: 44
AssistantProfessorCandidate(ID6558) => Min Interval: 14, Max Interval: 34
AssistantProfessorCandidate(ID6560) => Min Interval: 18, Max Interval: 39
AssistantProfessorCandidate(ID6561) => Min Interval: 10, Max Interval: 49
AssistantProfessorCandidate(ID6562) => Min Interval: 21, Max Interval: 30
AssistantProfessorCandidate(ID6567) => Min Interval: 27, Max Interval: 44
AssistantProfessorCandidate(ID6568) => Min Interval: 20, Max Interval: 43
AssistantProfessorCandidate(ID6570) => Min Interval: 24, Max Interval: 26
AssistantProfessorCandidate(ID6572) => Min Interval: 2, Max Interval: 52
AssistantProfessorCandidate(ID6573) => Min Interval: 9, Max Interval: 45
AssistantProfessorCandidate(ID6579) => Min Interval: 11, Max Interval: 38
AssistantProfessorCandidate(ID6580) => Min Interval: 1, Max Interval: 48
AssistantProfessorCandidate(ID6587) => Min Interval: 13, Max Interval: 34
AssistantProfessorCandidate(ID6588) => Min Interval: 41, Max Interval: 44
AssistantProfessorCandidate(ID6589) => Min Interval: 3, Max Interval: 47
AssistantProfessorCandidate(ID6591) => Min Interval: 29, Max Interval: 45
AssistantProfessorCandidate(ID6594) => Min Interval: 29, Max Interval: 36
AssistantProfessorCandidate(ID6596) => Min Interval: 24, Max Interval: 35
AssistantProfessorCandidate(ID6598) => Min Interval: 24, Max Interval: 34
AssistantProfessorCandidate(ID6599) => Min Interval: 19, Max Interval: 48
AssistantProfessorCandidate(ID6600) => Min Interval: 17, Max Interval: 48
AssistantProfessorCandidate(ID6601) => Min Interval: 11, Max Interval: 42
AssistantProfessorCandidate(ID6602) => Min Interval: 3, Max Interval: 40
AssistantProfessorCandidate(ID6605) => Min Interval: 37, Max Interval: 45
AssistantProfessorCandidate(ID6608) => Min Interval: 11, Max Interval: 50
AssistantProfessorCandidate(ID6611) => Min Interval: 22, Max Interval: 47
AssistantProfessorCandidate(ID6613) => Min Interval: 21, Max Interval: 39
AssistantProfessorCandidate(ID6614) => Min Interval: 18, Max Interval: 38
AssistantProfessorCandidate(ID6615) => Min Interval: 9, Max Interval: 49
AssistantProfessorCandidate(ID6618) => Min Interval: 35, Max Interval: 48
AssistantProfessorCandidate(ID6620) => Min Interval: 1, Max Interval: 46
AssistantProfessorCandidate(ID6622) => Min Interval: 17, Max Interval: 45
AssistantProfessorCandidate(ID6624) => Min Interval: 27, Max Interval: 42
AssistantProfessorCandidate(ID6626) => Min Interval: 3, Max Interval: 44
AssistantProfessorCandidate(ID6629) => Min Interval: 3, Max Interval: 44
AssistantProfessorCandidate(ID6633) => Min Interval: 14, Max Interval: 39
AssistantProfessorCandidate(ID6634) => Min Interval: 17, Max Interval: 52
AssistantProfessorCandidate(ID6638) => Min Interval: 18, Max Interval: 50
AssistantProfessorCandidate(ID6642) => Min Interval: 16, Max Interval: 30
AssistantProfessorCandidate(ID6643) => Min Interval: 9, Max Interval: 42
AssistantProfessorCandidate(ID6647) => Min Interval: 19, Max Interval: 40
AssistantProfessorCandidate(ID6648) => Min Interval: 10, Max Interval: 35
AssistantProfessorCandidate(ID6650) => Min Interval: 14, Max Interval: 46
AssistantProfessorCandidate(ID6652) => Min Interval: 37, Max Interval: 47
AssistantProfessorCandidate(ID6655) => Min Interval: 13, Max Interval: 50
AssistantProfessorCandidate(ID6657) => Min Interval: 13, Max Interval: 40
AssistantProfessorCandidate(ID6659) => Min Interval: 24, Max Interval: 41
AssistantProfessorCandidate(ID6660) => Min Interval: 5, Max Interval: 44
AssistantProfessorCandidate(ID6661) => Min Interval: 16, Max Interval: 19
AssistantProfessorCandidate(ID6667) => Min Interval: 5, Max Interval: 45
AssistantProfessorCandidate(ID6668) => Min Interval: 7, Max Interval: 41
AssistantProfessorCandidate(ID6670) => Min Interval: 26, Max Interval: 33
AssistantProfessorCandidate(ID6672) => Min Interval: 25, Max Interval: 48
AssistantProfessorCandidate(ID6674) => Min Interval: 20, Max Interval: 48
AssistantProfessorCandidate(ID6677) => Min Interval: 11, Max Interval: 40
AssistantProfessorCandidate(ID6680) => Min Interval: 11, Max Interval: 37
AssistantProfessorCandidate(ID6682) => Min Interval: 30, Max Interval: 44
AssistantProfessorCandidate(ID6683) => Min Interval: 36, Max Interval: 48
AssistantProfessorCandidate(ID6685) => Min Interval: 2, Max Interval: 36
AssistantProfessorCandidate(ID6686) => Min Interval: 26, Max Interval: 33
AssistantProfessorCandidate(ID6687) => Min Interval: 2, Max Interval: 39
AssistantProfessorCandidate(ID6688) => Min Interval: 22, Max Interval: 47
AssistantProfessorCandidate(ID6690) => Min Interval: 4, Max Interval: 51
AssistantProfessorCandidate(ID6692) => Min Interval: 22, Max Interval: 43
AssistantProfessorCandidate(ID6697) => Min Interval: 9, Max Interval: 42
AssistantProfessorCandidate(ID6701) => Min Interval: 39, Max Interval: 43
AssistantProfessorCandidate(ID6702) => Min Interval: 14, Max Interval: 46
AssistantProfessorCandidate(ID6703) => Min Interval: 5, Max Interval: 48
AssistantProfessorCandidate(ID6704) => Min Interval: 15, Max Interval: 43
AssistantProfessorCandidate(ID6706) => Min Interval: 14, Max Interval: 47
AssistantProfessorCandidate(ID6709) => Min Interval: 7, Max Interval: 37
AssistantProfessorCandidate(ID6710) => Min Interval: 5, Max Interval: 43
AssistantProfessorCandidate(ID6713) => Min Interval: 11, Max Interval: 47
AssistantProfessorCandidate(ID6715) => Min Interval: 14, Max Interval: 21
AssistantProfessorCandidate(ID6717) => Min Interval: 16, Max Interval: 45
AssistantProfessorCandidate(ID6719) => Min Interval: 21, Max Interval: 49
AssistantProfessorCandidate(ID6721) => Min Interval: 3, Max Interval: 49
AssistantProfessorCandidate(ID6727) => Min Interval: 12, Max Interval: 47
AssistantProfessorCandidate(ID6732) => Min Interval: 16, Max Interval: 36
AssistantProfessorCandidate(ID6733) => Min Interval: 12, Max Interval: 46
AssistantProfessorCandidate(ID6735) => Min Interval: 9, Max Interval: 46
AssistantProfessorCandidate(ID6736) => Min Interval: 4, Max Interval: 50
AssistantProfessorCandidate(ID6738) => Min Interval: 13, Max Interval: 39
AssistantProfessorCandidate(ID6739) => Min Interval: 17, Max Interval: 43
AssistantProfessorCandidate(ID6740) => Min Interval: 23, Max Interval: 31
AssistantProfessorCandidate(ID6741) => Min Interval: 4, Max Interval: 40
AssistantProfessorCandidate(ID6743) => Min Interval: 10, Max Interval: 30
AssistantProfessorCandidate(ID6744) => Min Interval: 17, Max Interval: 35
AssistantProfessorCandidate(ID6746) => Min Interval: 23, Max Interval: 46
AssistantProfessorCandidate(ID6747) => Min Interval: 11, Max Interval: 36
AssistantProfessorCandidate(ID6748) => Min Interval: 22, Max Interval: 32
AssistantProfessorCandidate(ID6752) => Min Interval: 22, Max Interval: 24
AssistantProfessorCandidate(ID6753) => Min Interval: 13, Max Interval: 32
AssistantProfessorCandidate(ID6757) => Min Interval: 26, Max Interval: 40
AssistantProfessorCandidate(ID6758) => Min Interval: 10, Max Interval: 48
AssistantProfessorCandidate(ID6759) => Min Interval: 4, Max Interval: 51
AssistantProfessorCandidate(ID6761) => Min Interval: 17, Max Interval: 47
AssistantProfessorCandidate(ID6766) => Min Interval: 5, Max Interval: 31
AssistantProfessorCandidate(ID6768) => Min Interval: 21, Max Interval: 28
AssistantProfessorCandidate(ID6771) => Min Interval: 12, Max Interval: 29
AssistantProfessorCandidate(ID6772) => Min Interval: 11, Max Interval: 38
AssistantProfessorCandidate(ID6773) => Min Interval: 6, Max Interval: 47
AssistantProfessorCandidate(ID6778) => Min Interval: 17, Max Interval: 32
AssistantProfessorCandidate(ID6779) => Min Interval: 9, Max Interval: 33
AssistantProfessorCandidate(ID6781) => Min Interval: 19, Max Interval: 42
AssistantProfessorCandidate(ID6782) => Min Interval: 25, Max Interval: 35
AssistantProfessorCandidate(ID6783) => Min Interval: 13, Max Interval: 15
AssistantProfessorCandidate(ID6784) => Min Interval: 12, Max Interval: 50
AssistantProfessorCandidate(ID6788) => Min Interval: 1, Max Interval: 43
AssistantProfessorCandidate(ID6789) => Min Interval: 20, Max Interval: 30
AssistantProfessorCandidate(ID6791) => Min Interval: 11, Max Interval: 35
AssistantProfessorCandidate(ID6792) => Min Interval: 28, Max Interval: 47
AssistantProfessorCandidate(ID6793) => Min Interval: 3, Max Interval: 32
AssistantProfessorCandidate(ID6800) => Min Interval: 9, Max Interval: 35
AssistantProfessorCandidate(ID6801) => Min Interval: 29, Max Interval: 33
AssistantProfessorCandidate(ID6806) => Min Interval: 34, Max Interval: 48
AssistantProfessorCandidate(ID6808) => Min Interval: 5, Max Interval: 28
AssistantProfessorCandidate(ID6810) => Min Interval: 15, Max Interval: 44
AssistantProfessorCandidate(ID6813) => Min Interval: 45, Max Interval: 47
AssistantProfessorCandidate(ID6817) => Min Interval: 13, Max Interval: 40
AssistantProfessorCandidate(ID6821) => Min Interval: 14, Max Interval: 31
AssistantProfessorCandidate(ID6822) => Min Interval: 16, Max Interval: 33
AssistantProfessorCandidate(ID6824) => Min Interval: 7, Max Interval: 47
AssistantProfessorCandidate(ID6825) => Min Interval: 31, Max Interval: 48
AssistantProfessorCandidate(ID6826) => Min Interval: 37, Max Interval: 47
AssistantProfessorCandidate(ID6827) => Min Interval: 11, Max Interval: 14
AssistantProfessorCandidate(ID6828) => Min Interval: 23, Max Interval: 39
AssistantProfessorCandidate(ID6830) => Min Interval: 9, Max Interval: 11
AssistantProfessorCandidate(ID6831) => Min Interval: 29, Max Interval: 41
AssistantProfessorCandidate(ID6834) => Min Interval: 34, Max Interval: 45
AssistantProfessorCandidate(ID6837) => Min Interval: 15, Max Interval: 51
AssistantProfessorCandidate(ID6842) => Min Interval: 4, Max Interval: 47
AssistantProfessorCandidate(ID6843) => Min Interval: 17, Max Interval: 45
