Stored fact information:
Publication(ID12) => Min Interval: 5, Max Interval: 49
Publication(ID5324) => Min Interval: 2, Max Interval: 49
Publication(ID5325) => Min Interval: 6, Max Interval: 41
Publication(ID5328) => Min Interval: 2, Max Interval: 49
Publication(ID5330) => Min Interval: 2, Max Interval: 46
Publication(ID5331) => Min Interval: 4, Max Interval: 41
Publication(ID5337) => Min Interval: 1, Max Interval: 44
Publication(ID5340) => Min Interval: 2, Max Interval: 35
Publication(ID5341) => Min Interval: 0, Max Interval: 49
Publication(ID5343) => Min Interval: 0, Max Interval: 50
Publication(ID5353) => Min Interval: 15, Max Interval: 50
Publication(ID5355) => Min Interval: 3, Max Interval: 47
Publication(ID5357) => Min Interval: 6, Max Interval: 49
Publication(ID5361) => Min Interval: 0, Max Interval: 49
Publication(ID5365) => Min Interval: 0, Max Interval: 50
Publication(ID5371) => Min Interval: 0, Max Interval: 50
Publication(ID5377) => Min Interval: 0, Max Interval: 40
Publication(ID5382) => Min Interval: 6, Max Interval: 49
Publication(ID5387) => Min Interval: 11, Max Interval: 44
Publication(ID5388) => Min Interval: 4, Max Interval: 47
Publication(ID5395) => Min Interval: 8, Max Interval: 44
Publication(ID5406) => Min Interval: 0, Max Interval: 33
Publication(ID5412) => Min Interval: 6, Max Interval: 50
Publication(ID5413) => Min Interval: 0, Max Interval: 50
Publication(ID5417) => Min Interval: 0, Max Interval: 48
Publication(ID5420) => Min Interval: 0, Max Interval: 50
Publication(ID5423) => Min Interval: 1, Max Interval: 47
Publication(ID5424) => Min Interval: 13, Max Interval: 49
Publication(ID5429) => Min Interval: 1, Max Interval: 49
Publication(ID5434) => Min Interval: 4, Max Interval: 50
Publication(ID5435) => Min Interval: 0, Max Interval: 42
Publication(ID5437) => Min Interval: 12, Max Interval: 49
Publication(ID5440) => Min Interval: 0, Max Interval: 50
Publication(ID5443) => Min Interval: 4, Max Interval: 36
Publication(ID5445) => Min Interval: 0, Max Interval: 42
Publication(ID5447) => Min Interval: 4, Max Interval: 45
Publication(ID5449) => Min Interval: 10, Max Interval: 48
Publication(ID5450) => Min Interval: 3, Max Interval: 50
Publication(ID5460) => Min Interval: 5, Max Interval: 39
Publication(ID5464) => Min Interval: 0, Max Interval: 43
Publication(ID5467) => Min Interval: 5, Max Interval: 35
Publication(ID5474) => Min Interval: 5, Max Interval: 49
Publication(ID5487) => Min Interval: 0, Max Interval: 49
Publication(ID5488) => Min Interval: 4, Max Interval: 47
Publication(ID5496) => Min Interval: 0, Max Interval: 49
Publication(ID5501) => Min Interval: 5, Max Interval: 49
Publication(ID5507) => Min Interval: 1, Max Interval: 50
Publication(ID5508) => Min Interval: 1, Max Interval: 50
Publication(ID5510) => Min Interval: 7, Max Interval: 44
Publication(ID5517) => Min Interval: 6, Max Interval: 49
Publication(ID5518) => Min Interval: 4, Max Interval: 49
Publication(ID5525) => Min Interval: 7, Max Interval: 48
Publication(ID5527) => Min Interval: 0, Max Interval: 50
Publication(ID5531) => Min Interval: 0, Max Interval: 48
Publication(ID5541) => Min Interval: 2, Max Interval: 48
Publication(ID5548) => Min Interval: 3, Max Interval: 46
Publication(ID5551) => Min Interval: 9, Max Interval: 47
Publication(ID5560) => Min Interval: 8, Max Interval: 40
Publication(ID5565) => Min Interval: 2, Max Interval: 50
Publication(ID5567) => Min Interval: 1, Max Interval: 47
Publication(ID5568) => Min Interval: 4, Max Interval: 49
Publication(ID5571) => Min Interval: 10, Max Interval: 49
Publication(ID5572) => Min Interval: 7, Max Interval: 50
Publication(ID5575) => Min Interval: 2, Max Interval: 49
Publication(ID5576) => Min Interval: 1, Max Interval: 46
Publication(ID5577) => Min Interval: 3, Max Interval: 37
Publication(ID5582) => Min Interval: 3, Max Interval: 47
Publication(ID5585) => Min Interval: 3, Max Interval: 43
Publication(ID5590) => Min Interval: 0, Max Interval: 42
Publication(ID5593) => Min Interval: 9, Max Interval: 45
Publication(ID5594) => Min Interval: 9, Max Interval: 46
Publication(ID5602) => Min Interval: 5, Max Interval: 47
Publication(ID5607) => Min Interval: 12, Max Interval: 47
Publication(ID5608) => Min Interval: 0, Max Interval: 47
Publication(ID5609) => Min Interval: 10, Max Interval: 49
Publication(ID5610) => Min Interval: 5, Max Interval: 49
Publication(ID5612) => Min Interval: 1, Max Interval: 46
Publication(ID5620) => Min Interval: 8, Max Interval: 43
Publication(ID5621) => Min Interval: 5, Max Interval: 36
Publication(ID5622) => Min Interval: 0, Max Interval: 44
Publication(ID5625) => Min Interval: 4, Max Interval: 48
Publication(ID5626) => Min Interval: 4, Max Interval: 47
Publication(ID5627) => Min Interval: 5, Max Interval: 45
Publication(ID5630) => Min Interval: 0, Max Interval: 37
Publication(ID5633) => Min Interval: 7, Max Interval: 50
Publication(ID5634) => Min Interval: 7, Max Interval: 50
Publication(ID5638) => Min Interval: 0, Max Interval: 41
Publication(ID5640) => Min Interval: 6, Max Interval: 47
Publication(ID5645) => Min Interval: 7, Max Interval: 45
Publication(ID5649) => Min Interval: 5, Max Interval: 31
Publication(ID5651) => Min Interval: 1, Max Interval: 49
Publication(ID5653) => Min Interval: 12, Max Interval: 46
Publication(ID5654) => Min Interval: 5, Max Interval: 32
Publication(ID5656) => Min Interval: 2, Max Interval: 45
Publication(ID5657) => Min Interval: 1, Max Interval: 50
Publication(ID5664) => Min Interval: 4, Max Interval: 50
Publication(ID5665) => Min Interval: 0, Max Interval: 50
Publication(ID5667) => Min Interval: 11, Max Interval: 43
Publication(ID5672) => Min Interval: 2, Max Interval: 50
Publication(ID5673) => Min Interval: 0, Max Interval: 50
Publication(ID5674) => Min Interval: 0, Max Interval: 47
Publication(ID5675) => Min Interval: 4, Max Interval: 44
Publication(ID5676) => Min Interval: 1, Max Interval: 50
Publication(ID5677) => Min Interval: 0, Max Interval: 45
Publication(ID5682) => Min Interval: 1, Max Interval: 47
Publication(ID5683) => Min Interval: 0, Max Interval: 43
Publication(ID5684) => Min Interval: 4, Max Interval: 45
Publication(ID5692) => Min Interval: 0, Max Interval: 50
Publication(ID5694) => Min Interval: 0, Max Interval: 42
Publication(ID5697) => Min Interval: 2, Max Interval: 43
Publication(ID5698) => Min Interval: 6, Max Interval: 49
Publication(ID5699) => Min Interval: 0, Max Interval: 50
Publication(ID5700) => Min Interval: 1, Max Interval: 50
Publication(ID5704) => Min Interval: 0, Max Interval: 50
Publication(ID5707) => Min Interval: 0, Max Interval: 47
Publication(ID5710) => Min Interval: 0, Max Interval: 50
Publication(ID5715) => Min Interval: 1, Max Interval: 49
Publication(ID5716) => Min Interval: 1, Max Interval: 41
Publication(ID5720) => Min Interval: 4, Max Interval: 45
Publication(ID5722) => Min Interval: 8, Max Interval: 50
Publication(ID5723) => Min Interval: 4, Max Interval: 47
Publication(ID5726) => Min Interval: 1, Max Interval: 50
Publication(ID5727) => Min Interval: 3, Max Interval: 49
Publication(ID5729) => Min Interval: 0, Max Interval: 42
Publication(ID5741) => Min Interval: 5, Max Interval: 44
Publication(ID5742) => Min Interval: 14, Max Interval: 50
Publication(ID5743) => Min Interval: 2, Max Interval: 47
Publication(ID5749) => Min Interval: 1, Max Interval: 50
Publication(ID5751) => Min Interval: 2, Max Interval: 49
Publication(ID5753) => Min Interval: 0, Max Interval: 47
Publication(ID5761) => Min Interval: 0, Max Interval: 47
Publication(ID5763) => Min Interval: 1, Max Interval: 47
Publication(ID5764) => Min Interval: 2, Max Interval: 50
Publication(ID5765) => Min Interval: 4, Max Interval: 45
Publication(ID5766) => Min Interval: 0, Max Interval: 47
Publication(ID5767) => Min Interval: 3, Max Interval: 47
Publication(ID5770) => Min Interval: 0, Max Interval: 44
Publication(ID5771) => Min Interval: 4, Max Interval: 47
Publication(ID5773) => Min Interval: 4, Max Interval: 50
Publication(ID5775) => Min Interval: 0, Max Interval: 39
Publication(ID5777) => Min Interval: 12, Max Interval: 45
Publication(ID5778) => Min Interval: 6, Max Interval: 49
Publication(ID5780) => Min Interval: 6, Max Interval: 50
Publication(ID5782) => Min Interval: 2, Max Interval: 44
Publication(ID5784) => Min Interval: 8, Max Interval: 48
Publication(ID5785) => Min Interval: 10, Max Interval: 41
Publication(ID5795) => Min Interval: 2, Max Interval: 40
Publication(ID5798) => Min Interval: 7, Max Interval: 48
Publication(ID5803) => Min Interval: 4, Max Interval: 49
Publication(ID5804) => Min Interval: 10, Max Interval: 46
Publication(ID5806) => Min Interval: 2, Max Interval: 41
Publication(ID5808) => Min Interval: 0, Max Interval: 29
Publication(ID5812) => Min Interval: 0, Max Interval: 43
Publication(ID5817) => Min Interval: 7, Max Interval: 33
Publication(ID5819) => Min Interval: 5, Max Interval: 45
Publication(ID5820) => Min Interval: 10, Max Interval: 46
Publication(ID5824) => Min Interval: 7, Max Interval: 41
Publication(ID5826) => Min Interval: 8, Max Interval: 46
Publication(ID5827) => Min Interval: 5, Max Interval: 49
Publication(ID5828) => Min Interval: 6, Max Interval: 49
Publication(ID5829) => Min Interval: 9, Max Interval: 49
Publication(ID5831) => Min Interval: 3, Max Interval: 50
Publication(ID5835) => Min Interval: 1, Max Interval: 47
Publication(ID5836) => Min Interval: 2, Max Interval: 47
Publication(ID5838) => Min Interval: 14, Max Interval: 43
Publication(ID5840) => Min Interval: 0, Max Interval: 48
Publication(ID5845) => Min Interval: 6, Max Interval: 50
Publication(ID5846) => Min Interval: 12, Max Interval: 45
Publication(ID5847) => Min Interval: 1, Max Interval: 43
Publication(ID5852) => Min Interval: 5, Max Interval: 49
Publication(ID5860) => Min Interval: 0, Max Interval: 39
Publication(ID5864) => Min Interval: 6, Max Interval: 44
Publication(ID5865) => Min Interval: 2, Max Interval: 47
Publication(ID5866) => Min Interval: 8, Max Interval: 44
Publication(ID5867) => Min Interval: 6, Max Interval: 44
Publication(ID5869) => Min Interval: 2, Max Interval: 41
Publication(ID5870) => Min Interval: 6, Max Interval: 50
Publication(ID5871) => Min Interval: 9, Max Interval: 50
Publication(ID5872) => Min Interval: 11, Max Interval: 43
Publication(ID5874) => Min Interval: 1, Max Interval: 39
Publication(ID5875) => Min Interval: 3, Max Interval: 49
Publication(ID5876) => Min Interval: 5, Max Interval: 47
Publication(ID5880) => Min Interval: 26, Max Interval: 46
Publication(ID5884) => Min Interval: 4, Max Interval: 50
Publication(ID5885) => Min Interval: 10, Max Interval: 48
Publication(ID5886) => Min Interval: 1, Max Interval: 45
Publication(ID5887) => Min Interval: 5, Max Interval: 46
Publication(ID5888) => Min Interval: 1, Max Interval: 50
Publication(ID5891) => Min Interval: 1, Max Interval: 50
Publication(ID5892) => Min Interval: 0, Max Interval: 43
Publication(ID5893) => Min Interval: 4, Max Interval: 29
Publication(ID5894) => Min Interval: 10, Max Interval: 44
Publication(ID5901) => Min Interval: 4, Max Interval: 34
Publication(ID5903) => Min Interval: 0, Max Interval: 43
Publication(ID5904) => Min Interval: 2, Max Interval: 49
Publication(ID5908) => Min Interval: 2, Max Interval: 48
Publication(ID5910) => Min Interval: 10, Max Interval: 49
Publication(ID5911) => Min Interval: 0, Max Interval: 45
Publication(ID5912) => Min Interval: 3, Max Interval: 49
Publication(ID5916) => Min Interval: 1, Max Interval: 47
Publication(ID5917) => Min Interval: 2, Max Interval: 48
Publication(ID5918) => Min Interval: 1, Max Interval: 42
Publication(ID5928) => Min Interval: 6, Max Interval: 50
Publication(ID5929) => Min Interval: 6, Max Interval: 32
Publication(ID5932) => Min Interval: 0, Max Interval: 49
Publication(ID5934) => Min Interval: 0, Max Interval: 49
Publication(ID5935) => Min Interval: 3, Max Interval: 44
Publication(ID5937) => Min Interval: 0, Max Interval: 43
Publication(ID5938) => Min Interval: 7, Max Interval: 49
Publication(ID5939) => Min Interval: 0, Max Interval: 49
Publication(ID5940) => Min Interval: 2, Max Interval: 34
Publication(ID5942) => Min Interval: 5, Max Interval: 48
Publication(ID5946) => Min Interval: 11, Max Interval: 46
Publication(ID5947) => Min Interval: 8, Max Interval: 49
Publication(ID5953) => Min Interval: 1, Max Interval: 50
Publication(ID5955) => Min Interval: 3, Max Interval: 49
Publication(ID5956) => Min Interval: 1, Max Interval: 49
Publication(ID5959) => Min Interval: 1, Max Interval: 49
Publication(ID5961) => Min Interval: 7, Max Interval: 50
Publication(ID5962) => Min Interval: 11, Max Interval: 49
Publication(ID5964) => Min Interval: 2, Max Interval: 46
Publication(ID5969) => Min Interval: 5, Max Interval: 41
Publication(ID5972) => Min Interval: 0, Max Interval: 47
Publication(ID5973) => Min Interval: 7, Max Interval: 49
Publication(ID5977) => Min Interval: 12, Max Interval: 49
Publication(ID5979) => Min Interval: 3, Max Interval: 42
Publication(ID5981) => Min Interval: 2, Max Interval: 49
Publication(ID5983) => Min Interval: 13, Max Interval: 44
Publication(ID5988) => Min Interval: 0, Max Interval: 49
Publication(ID5989) => Min Interval: 11, Max Interval: 50
Publication(ID5990) => Min Interval: 11, Max Interval: 49
Publication(ID5992) => Min Interval: 1, Max Interval: 49
Publication(ID5994) => Min Interval: 1, Max Interval: 48
Publication(ID5995) => Min Interval: 0, Max Interval: 50
Publication(ID5997) => Min Interval: 4, Max Interval: 49
Publication(ID6003) => Min Interval: 1, Max Interval: 49
Publication(ID6004) => Min Interval: 4, Max Interval: 46
Publication(ID6005) => Min Interval: 1, Max Interval: 49
Publication(ID6007) => Min Interval: 9, Max Interval: 50
Publication(ID6009) => Min Interval: 0, Max Interval: 48
Publication(ID6010) => Min Interval: 4, Max Interval: 49
Publication(ID6014) => Min Interval: 0, Max Interval: 26
Publication(ID6015) => Min Interval: 1, Max Interval: 38
Publication(ID6017) => Min Interval: 0, Max Interval: 48
Publication(ID6018) => Min Interval: 0, Max Interval: 42
Publication(ID6023) => Min Interval: 4, Max Interval: 46
Publication(ID6024) => Min Interval: 6, Max Interval: 48
Publication(ID6025) => Min Interval: 0, Max Interval: 50
Publication(ID6026) => Min Interval: 2, Max Interval: 43
Publication(ID6027) => Min Interval: 3, Max Interval: 49
Publication(ID6031) => Min Interval: 4, Max Interval: 49
Publication(ID6032) => Min Interval: 12, Max Interval: 39
Publication(ID6035) => Min Interval: 1, Max Interval: 36
Publication(ID6037) => Min Interval: 6, Max Interval: 38
Publication(ID6038) => Min Interval: 6, Max Interval: 46
Publication(ID6041) => Min Interval: 9, Max Interval: 50
Publication(ID6048) => Min Interval: 4, Max Interval: 43
Publication(ID6051) => Min Interval: 0, Max Interval: 48
Publication(ID6053) => Min Interval: 1, Max Interval: 47
Publication(ID6054) => Min Interval: 0, Max Interval: 45
Publication(ID6055) => Min Interval: 2, Max Interval: 49
Publication(ID6059) => Min Interval: 0, Max Interval: 47
Publication(ID6060) => Min Interval: 11, Max Interval: 46
Publication(ID6061) => Min Interval: 0, Max Interval: 36
Publication(ID6063) => Min Interval: 1, Max Interval: 43
Publication(ID6064) => Min Interval: 8, Max Interval: 47
Publication(ID6065) => Min Interval: 3, Max Interval: 50
Publication(ID6069) => Min Interval: 14, Max Interval: 46
Publication(ID6081) => Min Interval: 15, Max Interval: 39
Publication(ID6084) => Min Interval: 1, Max Interval: 48
Publication(ID6088) => Min Interval: 5, Max Interval: 50
Publication(ID6091) => Min Interval: 0, Max Interval: 47
Publication(ID6092) => Min Interval: 2, Max Interval: 46
Publication(ID6096) => Min Interval: 0, Max Interval: 47
Publication(ID6098) => Min Interval: 13, Max Interval: 50
Publication(ID6101) => Min Interval: 5, Max Interval: 47
Publication(ID6103) => Min Interval: 5, Max Interval: 49
Publication(ID6104) => Min Interval: 3, Max Interval: 50
Publication(ID6105) => Min Interval: 8, Max Interval: 39
Publication(ID6107) => Min Interval: 1, Max Interval: 32
Publication(ID6109) => Min Interval: 0, Max Interval: 48
Publication(ID6111) => Min Interval: 8, Max Interval: 50
Publication(ID6113) => Min Interval: 15, Max Interval: 43
Publication(ID6117) => Min Interval: 5, Max Interval: 48
Publication(ID6118) => Min Interval: 3, Max Interval: 47
Publication(ID6119) => Min Interval: 3, Max Interval: 44
Publication(ID6120) => Min Interval: 9, Max Interval: 49
Publication(ID6122) => Min Interval: 4, Max Interval: 50
Publication(ID6125) => Min Interval: 12, Max Interval: 50
Publication(ID6126) => Min Interval: 4, Max Interval: 49
Publication(ID6127) => Min Interval: 7, Max Interval: 47
Publication(ID6128) => Min Interval: 3, Max Interval: 40
Publication(ID6129) => Min Interval: 2, Max Interval: 41
Publication(ID6133) => Min Interval: 3, Max Interval: 48
Publication(ID6134) => Min Interval: 4, Max Interval: 50
Publication(ID6138) => Min Interval: 7, Max Interval: 43
Publication(ID6139) => Min Interval: 9, Max Interval: 47
Publication(ID6140) => Min Interval: 0, Max Interval: 45
Publication(ID6141) => Min Interval: 3, Max Interval: 42
Publication(ID6144) => Min Interval: 0, Max Interval: 40
Publication(ID6146) => Min Interval: 0, Max Interval: 47
Publication(ID6147) => Min Interval: 2, Max Interval: 45
Publication(ID6150) => Min Interval: 0, Max Interval: 48
Publication(ID6155) => Min Interval: 5, Max Interval: 40
Publication(ID6163) => Min Interval: 6, Max Interval: 48
Publication(ID6164) => Min Interval: 2, Max Interval: 50
Publication(ID6169) => Min Interval: 8, Max Interval: 48
Publication(ID6172) => Min Interval: 1, Max Interval: 43
Publication(ID6176) => Min Interval: 17, Max Interval: 47
Publication(ID6178) => Min Interval: 4, Max Interval: 35
Publication(ID6180) => Min Interval: 2, Max Interval: 48
Publication(ID6184) => Min Interval: 1, Max Interval: 37
Publication(ID6186) => Min Interval: 0, Max Interval: 43
Publication(ID6190) => Min Interval: 1, Max Interval: 46
Publication(ID6194) => Min Interval: 0, Max Interval: 30
Publication(ID6197) => Min Interval: 0, Max Interval: 47
Publication(ID6200) => Min Interval: 7, Max Interval: 22
Publication(ID6203) => Min Interval: 6, Max Interval: 50
Publication(ID6205) => Min Interval: 6, Max Interval: 47
Publication(ID6235) => Min Interval: 1, Max Interval: 47
Publication(ID6241) => Min Interval: 0, Max Interval: 46
Publication(ID6249) => Min Interval: 3, Max Interval: 49
Publication(ID6254) => Min Interval: 9, Max Interval: 49
Publication(ID6261) => Min Interval: 1, Max Interval: 50
Publication(ID6265) => Min Interval: 0, Max Interval: 39
Publication(ID6267) => Min Interval: 8, Max Interval: 48
Publication(ID6271) => Min Interval: 8, Max Interval: 50
Publication(ID6277) => Min Interval: 2, Max Interval: 46
Publication(ID6285) => Min Interval: 1, Max Interval: 44
Publication(ID6291) => Min Interval: 0, Max Interval: 43
Publication(ID6293) => Min Interval: 3, Max Interval: 49
Publication(ID6295) => Min Interval: 4, Max Interval: 42
Publication(ID6299) => Min Interval: 7, Max Interval: 50
Publication(ID6300) => Min Interval: 1, Max Interval: 50
Publication(ID6304) => Min Interval: 10, Max Interval: 48
Publication(ID6311) => Min Interval: 0, Max Interval: 50
Publication(ID6315) => Min Interval: 2, Max Interval: 47
Publication(ID6317) => Min Interval: 7, Max Interval: 47
Publication(ID6323) => Min Interval: 1, Max Interval: 49
Publication(ID6326) => Min Interval: 4, Max Interval: 49
Publication(ID6334) => Min Interval: 8, Max Interval: 50
Publication(ID6337) => Min Interval: 0, Max Interval: 49
Publication(ID6342) => Min Interval: 0, Max Interval: 45
Publication(ID6361) => Min Interval: 0, Max Interval: 49
Publication(ID6363) => Min Interval: 1, Max Interval: 50
Publication(ID6365) => Min Interval: 1, Max Interval: 44
Publication(ID6369) => Min Interval: 6, Max Interval: 46
Publication(ID6371) => Min Interval: 8, Max Interval: 50
Publication(ID6379) => Min Interval: 5, Max Interval: 44
Publication(ID6380) => Min Interval: 12, Max Interval: 47
Publication(ID6389) => Min Interval: 0, Max Interval: 48
Publication(ID6391) => Min Interval: 0, Max Interval: 50
Publication(ID6397) => Min Interval: 1, Max Interval: 50
Publication(ID6404) => Min Interval: 3, Max Interval: 43
Publication(ID6411) => Min Interval: 10, Max Interval: 38
Publication(ID6412) => Min Interval: 3, Max Interval: 50
Publication(ID6418) => Min Interval: 17, Max Interval: 45
Publication(ID6420) => Min Interval: 8, Max Interval: 40
Publication(ID6433) => Min Interval: 8, Max Interval: 50
Publication(ID6435) => Min Interval: 7, Max Interval: 49
Publication(ID6445) => Min Interval: 2, Max Interval: 47
Publication(ID6446) => Min Interval: 0, Max Interval: 49
Publication(ID6449) => Min Interval: 3, Max Interval: 49
Publication(ID6451) => Min Interval: 2, Max Interval: 50
Publication(ID6452) => Min Interval: 7, Max Interval: 39
Publication(ID6454) => Min Interval: 10, Max Interval: 48
Publication(ID6475) => Min Interval: 5, Max Interval: 48
Publication(ID6480) => Min Interval: 1, Max Interval: 47
Publication(ID6488) => Min Interval: 1, Max Interval: 48
Publication(ID6490) => Min Interval: 2, Max Interval: 40
Publication(ID6492) => Min Interval: 2, Max Interval: 49
Publication(ID6493) => Min Interval: 4, Max Interval: 47
Publication(ID6503) => Min Interval: 9, Max Interval: 43
Publication(ID6505) => Min Interval: 4, Max Interval: 48
Publication(ID6509) => Min Interval: 5, Max Interval: 46
Publication(ID6516) => Min Interval: 1, Max Interval: 46
Publication(ID6534) => Min Interval: 22, Max Interval: 50
Publication(ID6536) => Min Interval: 7, Max Interval: 34
Publication(ID6537) => Min Interval: 4, Max Interval: 50
Publication(ID6542) => Min Interval: 4, Max Interval: 50
Publication(ID6545) => Min Interval: 0, Max Interval: 50
Publication(ID6546) => Min Interval: 0, Max Interval: 48
Publication(ID6550) => Min Interval: 1, Max Interval: 30
Publication(ID6553) => Min Interval: 10, Max Interval: 45
Publication(ID6555) => Min Interval: 4, Max Interval: 44
Publication(ID6559) => Min Interval: 5, Max Interval: 48
Publication(ID6563) => Min Interval: 4, Max Interval: 50
Publication(ID6569) => Min Interval: 1, Max Interval: 44
Publication(ID6571) => Min Interval: 1, Max Interval: 44
Publication(ID6576) => Min Interval: 0, Max Interval: 49
Publication(ID6577) => Min Interval: 2, Max Interval: 43
Publication(ID6578) => Min Interval: 0, Max Interval: 44
Publication(ID6581) => Min Interval: 0, Max Interval: 36
Publication(ID6582) => Min Interval: 8, Max Interval: 44
Publication(ID6583) => Min Interval: 5, Max Interval: 49
Publication(ID6584) => Min Interval: 0, Max Interval: 41
Publication(ID6585) => Min Interval: 8, Max Interval: 50
Publication(ID6603) => Min Interval: 6, Max Interval: 44
Publication(ID6607) => Min Interval: 8, Max Interval: 39
Publication(ID6617) => Min Interval: 2, Max Interval: 42
Publication(ID6619) => Min Interval: 0, Max Interval: 49
Publication(ID6621) => Min Interval: 2, Max Interval: 49
Publication(ID6625) => Min Interval: 4, Max Interval: 47
Publication(ID6630) => Min Interval: 1, Max Interval: 46
Publication(ID6635) => Min Interval: 5, Max Interval: 50
Publication(ID6636) => Min Interval: 5, Max Interval: 50
Publication(ID6637) => Min Interval: 0, Max Interval: 50
Publication(ID6641) => Min Interval: 4, Max Interval: 49
Publication(ID6644) => Min Interval: 1, Max Interval: 50
Publication(ID6649) => Min Interval: 0, Max Interval: 50
Publication(ID6654) => Min Interval: 3, Max Interval: 48
Publication(ID6656) => Min Interval: 0, Max Interval: 46
Publication(ID6658) => Min Interval: 5, Max Interval: 47
Publication(ID6662) => Min Interval: 6, Max Interval: 46
Publication(ID6663) => Min Interval: 0, Max Interval: 46
Publication(ID6664) => Min Interval: 0, Max Interval: 39
Publication(ID6665) => Min Interval: 16, Max Interval: 47
Publication(ID6666) => Min Interval: 5, Max Interval: 45
Publication(ID6669) => Min Interval: 3, Max Interval: 46
Publication(ID6671) => Min Interval: 14, Max Interval: 44
Publication(ID6673) => Min Interval: 0, Max Interval: 49
Publication(ID6681) => Min Interval: 0, Max Interval: 49
Publication(ID6691) => Min Interval: 4, Max Interval: 48
Publication(ID6694) => Min Interval: 4, Max Interval: 42
Publication(ID6700) => Min Interval: 3, Max Interval: 50
Publication(ID6705) => Min Interval: 8, Max Interval: 49
Publication(ID6708) => Min Interval: 3, Max Interval: 50
Publication(ID6712) => Min Interval: 12, Max Interval: 42
Publication(ID6718) => Min Interval: 5, Max Interval: 37
Publication(ID6720) => Min Interval: 2, Max Interval: 50
Publication(ID6722) => Min Interval: 0, Max Interval: 49
Publication(ID6725) => Min Interval: 6, Max Interval: 49
Publication(ID6726) => Min Interval: 1, Max Interval: 49
Publication(ID6729) => Min Interval: 4, Max Interval: 42
Publication(ID6730) => Min Interval: 0, Max Interval: 49
Publication(ID6731) => Min Interval: 0, Max Interval: 49
Publication(ID6734) => Min Interval: 1, Max Interval: 47
Publication(ID6749) => Min Interval: 2, Max Interval: 45
Publication(ID6755) => Min Interval: 12, Max Interval: 46
Publication(ID6756) => Min Interval: 5, Max Interval: 49
Publication(ID6760) => Min Interval: 5, Max Interval: 39
Publication(ID6763) => Min Interval: 0, Max Interval: 44
Publication(ID6764) => Min Interval: 8, Max Interval: 46
Publication(ID6765) => Min Interval: 1, Max Interval: 49
Publication(ID6775) => Min Interval: 0, Max Interval: 48
Publication(ID6780) => Min Interval: 3, Max Interval: 42
Publication(ID6785) => Min Interval: 0, Max Interval: 46
Publication(ID6786) => Min Interval: 1, Max Interval: 50
Publication(ID6787) => Min Interval: 7, Max Interval: 48
Publication(ID6790) => Min Interval: 6, Max Interval: 49
Publication(ID6794) => Min Interval: 0, Max Interval: 50
Publication(ID6796) => Min Interval: 3, Max Interval: 31
Publication(ID6797) => Min Interval: 3, Max Interval: 49
Publication(ID6807) => Min Interval: 1, Max Interval: 49
Publication(ID6812) => Min Interval: 8, Max Interval: 46
Publication(ID6815) => Min Interval: 2, Max Interval: 50
Publication(ID6816) => Min Interval: 9, Max Interval: 49
Publication(ID6818) => Min Interval: 2, Max Interval: 50
Publication(ID6823) => Min Interval: 13, Max Interval: 50
Publication(ID6833) => Min Interval: 0, Max Interval: 40
Publication(ID6835) => Min Interval: 2, Max Interval: 50
Publication(ID6836) => Min Interval: 1, Max Interval: 50
Publication(ID6838) => Min Interval: 7, Max Interval: 41
Publication(ID6840) => Min Interval: 1, Max Interval: 50
Publication(ID6841) => Min Interval: 9, Max Interval: 50
Publication(ID6844) => Min Interval: 3, Max Interval: 47
Publication(ID6846) => Min Interval: 1, Max Interval: 49
Publication(ID6851) => Min Interval: 6, Max Interval: 43
Publication(ID6856) => Min Interval: 5, Max Interval: 43
Publication(ID6858) => Min Interval: 12, Max Interval: 50
Publication(ID6863) => Min Interval: 2, Max Interval: 49
Publication(ID6864) => Min Interval: 1, Max Interval: 49
Publication(ID6866) => Min Interval: 0, Max Interval: 46
Publication(ID6867) => Min Interval: 3, Max Interval: 44
Publication(ID6869) => Min Interval: 0, Max Interval: 43
Publication(ID6873) => Min Interval: 0, Max Interval: 49
Publication(ID6876) => Min Interval: 3, Max Interval: 50
Publication(ID6879) => Min Interval: 0, Max Interval: 43
Publication(ID6880) => Min Interval: 0, Max Interval: 47
Publication(ID6884) => Min Interval: 7, Max Interval: 49
Publication(ID6886) => Min Interval: 10, Max Interval: 44
Publication(ID6897) => Min Interval: 12, Max Interval: 49
Publication(ID6898) => Min Interval: 0, Max Interval: 44
Publication(ID6901) => Min Interval: 0, Max Interval: 48
Publication(ID6902) => Min Interval: 0, Max Interval: 48
Publication(ID6916) => Min Interval: 5, Max Interval: 50
Publication(ID6925) => Min Interval: 0, Max Interval: 50
Publication(ID6927) => Min Interval: 6, Max Interval: 46
Publication(ID6928) => Min Interval: 10, Max Interval: 50
Publication(ID6929) => Min Interval: 0, Max Interval: 37
Publication(ID6930) => Min Interval: 5, Max Interval: 45
Publication(ID6932) => Min Interval: 4, Max Interval: 38
Publication(ID6940) => Min Interval: 1, Max Interval: 50
Publication(ID6942) => Min Interval: 10, Max Interval: 40
Publication(ID6944) => Min Interval: 7, Max Interval: 44
Publication(ID6947) => Min Interval: 0, Max Interval: 46
Publication(ID6948) => Min Interval: 22, Max Interval: 49
Publication(ID6952) => Min Interval: 15, Max Interval: 49
Publication(ID6953) => Min Interval: 8, Max Interval: 46
