Stored fact information:
Lecturer(ID0) => Min Interval: 30, Max Interval: 35
Lecturer(ID5515) => Min Interval: 30, Max Interval: 31
Lecturer(ID5516) => Min Interval: 9, Max Interval: 43
Lecturer(ID5519) => Min Interval: 17, Max Interval: 42
Lecturer(ID5520) => Min Interval: 36, Max Interval: 44
Lecturer(ID5521) => Min Interval: 20, Max Interval: 39
Lecturer(ID5523) => Min Interval: 8, Max Interval: 43
Lecturer(ID5524) => Min Interval: 19, Max Interval: 39
Lecturer(ID5526) => Min Interval: 16, Max Interval: 19
Lecturer(ID5528) => Min Interval: 8, Max Interval: 43
Lecturer(ID5530) => Min Interval: 18, Max Interval: 42
Lecturer(ID5533) => Min Interval: 27, Max Interval: 40
Lecturer(ID5535) => Min Interval: 23, Max Interval: 41
Lecturer(ID5539) => Min Interval: 8, Max Interval: 44
Lecturer(ID5540) => Min Interval: 17, Max Interval: 48
Lecturer(ID5543) => Min Interval: 9, Max Interval: 31
Lecturer(ID5544) => Min Interval: 39, Max Interval: 45
Lecturer(ID5546) => Min Interval: 15, Max Interval: 39
Lecturer(ID5547) => Min Interval: 10, Max Interval: 37
Lecturer(ID5549) => Min Interval: 11, Max Interval: 38
Lecturer(ID5550) => Min Interval: 10, Max Interval: 23
Lecturer(ID5552) => Min Interval: 32, Max Interval: 42
Lecturer(ID5553) => Min Interval: 35, Max Interval: 39
Lecturer(ID5554) => Min Interval: 8, Max Interval: 37
Lecturer(ID5555) => Min Interval: 12, Max Interval: 37
Lecturer(ID5556) => Min Interval: 2, Max Interval: 41
Lecturer(ID5559) => Min Interval: 19, Max Interval: 26
Lecturer(ID5561) => Min Interval: 9, Max Interval: 38
Lecturer(ID5562) => Min Interval: 1, Max Interval: 39
Lecturer(ID5564) => Min Interval: 8, Max Interval: 45
Lecturer(ID5569) => Min Interval: 26, Max Interval: 30
Lecturer(ID5573) => Min Interval: 28, Max Interval: 29
Lecturer(ID5578) => Min Interval: 9, Max Interval: 22
Lecturer(ID5579) => Min Interval: 1, Max Interval: 43
Lecturer(ID5580) => Min Interval: 11, Max Interval: 35
Lecturer(ID5581) => Min Interval: 17, Max Interval: 44
Lecturer(ID5587) => Min Interval: 23, Max Interval: 36
Lecturer(ID5589) => Min Interval: 15, Max Interval: 28
Lecturer(ID5591) => Min Interval: 13, Max Interval: 43
Lecturer(ID5592) => Min Interval: 30, Max Interval: 32
Lecturer(ID5597) => Min Interval: 8, Max Interval: 34
Lecturer(ID5598) => Min Interval: 18, Max Interval: 22
Lecturer(ID5599) => Min Interval: 13, Max Interval: 35
Lecturer(ID5601) => Min Interval: 4, Max Interval: 35
Lecturer(ID5603) => Min Interval: 13, Max Interval: 36
Lecturer(ID5604) => Min Interval: 29, Max Interval: 29
Lecturer(ID5605) => Min Interval: 8, Max Interval: 16
Lecturer(ID5606) => Min Interval: 17, Max Interval: 43
Lecturer(ID5614) => Min Interval: 15, Max Interval: 33
Lecturer(ID5615) => Min Interval: 11, Max Interval: 18
Lecturer(ID5616) => Min Interval: 12, Max Interval: 36
Lecturer(ID5618) => Min Interval: 14, Max Interval: 33
Lecturer(ID5619) => Min Interval: 16, Max Interval: 27
Lecturer(ID5623) => Min Interval: 13, Max Interval: 39
Lecturer(ID5624) => Min Interval: 36, Max Interval: 42
Lecturer(ID5628) => Min Interval: 8, Max Interval: 39
Lecturer(ID5631) => Min Interval: 9, Max Interval: 25
Lecturer(ID5632) => Min Interval: 29, Max Interval: 43
Lecturer(ID5635) => Min Interval: 19, Max Interval: 43
Lecturer(ID5637) => Min Interval: 10, Max Interval: 45
Lecturer(ID5641) => Min Interval: 29, Max Interval: 38
Lecturer(ID5644) => Min Interval: 26, Max Interval: 27
Lecturer(ID5647) => Min Interval: 26, Max Interval: 34
Lecturer(ID5648) => Min Interval: 33, Max Interval: 42
Lecturer(ID5652) => Min Interval: 7, Max Interval: 46
Lecturer(ID5655) => Min Interval: 18, Max Interval: 44
Lecturer(ID5658) => Min Interval: 23, Max Interval: 28
Lecturer(ID5661) => Min Interval: 9, Max Interval: 41
Lecturer(ID5662) => Min Interval: 18, Max Interval: 28
Lecturer(ID5668) => Min Interval: 16, Max Interval: 38
Lecturer(ID5669) => Min Interval: 9, Max Interval: 10
Lecturer(ID5670) => Min Interval: 13, Max Interval: 45
Lecturer(ID5671) => Min Interval: 12, Max Interval: 43
Lecturer(ID5678) => Min Interval: 14, Max Interval: 20
Lecturer(ID5679) => Min Interval: 11, Max Interval: 44
Lecturer(ID5680) => Min Interval: 8, Max Interval: 14
Lecturer(ID5685) => Min Interval: 13, Max Interval: 41
Lecturer(ID5686) => Min Interval: 10, Max Interval: 37
Lecturer(ID5687) => Min Interval: 24, Max Interval: 40
Lecturer(ID5688) => Min Interval: 35, Max Interval: 42
Lecturer(ID5689) => Min Interval: 14, Max Interval: 38
Lecturer(ID5690) => Min Interval: 11, Max Interval: 39
Lecturer(ID5693) => Min Interval: 8, Max Interval: 46
Lecturer(ID5695) => Min Interval: 8, Max Interval: 16
Lecturer(ID5696) => Min Interval: 9, Max Interval: 45
Lecturer(ID5702) => Min Interval: 16, Max Interval: 42
Lecturer(ID5703) => Min Interval: 19, Max Interval: 32
Lecturer(ID5705) => Min Interval: 11, Max Interval: 43
Lecturer(ID5706) => Min Interval: 11, Max Interval: 44
Lecturer(ID5712) => Min Interval: 10, Max Interval: 22
Lecturer(ID5714) => Min Interval: 8, Max Interval: 37
Lecturer(ID5718) => Min Interval: 11, Max Interval: 36
Lecturer(ID5719) => Min Interval: 8, Max Interval: 45
Lecturer(ID5721) => Min Interval: 29, Max Interval: 42
Lecturer(ID5728) => Min Interval: 27, Max Interval: 42
Lecturer(ID5730) => Min Interval: 31, Max Interval: 38
Lecturer(ID5731) => Min Interval: 30, Max Interval: 43
Lecturer(ID5733) => Min Interval: 9, Max Interval: 24
Lecturer(ID5735) => Min Interval: 32, Max Interval: 44
Lecturer(ID5736) => Min Interval: 22, Max Interval: 41
Lecturer(ID5738) => Min Interval: 8, Max Interval: 32
Lecturer(ID5739) => Min Interval: 1, Max Interval: 42
Lecturer(ID5740) => Min Interval: 16, Max Interval: 35
Lecturer(ID5745) => Min Interval: 27, Max Interval: 41
Lecturer(ID5746) => Min Interval: 11, Max Interval: 11
Lecturer(ID5747) => Min Interval: 31, Max Interval: 35
Lecturer(ID5748) => Min Interval: 10, Max Interval: 49
Lecturer(ID5750) => Min Interval: 18, Max Interval: 32
Lecturer(ID5754) => Min Interval: 14, Max Interval: 21
Lecturer(ID5756) => Min Interval: 4, Max Interval: 48
Lecturer(ID5760) => Min Interval: 8, Max Interval: 34
Lecturer(ID5768) => Min Interval: 15, Max Interval: 15
Lecturer(ID5769) => Min Interval: 28, Max Interval: 32
Lecturer(ID5774) => Min Interval: 17, Max Interval: 32
Lecturer(ID5781) => Min Interval: 16, Max Interval: 43
Lecturer(ID5787) => Min Interval: 29, Max Interval: 38
Lecturer(ID5791) => Min Interval: 10, Max Interval: 20
Lecturer(ID5792) => Min Interval: 17, Max Interval: 42
Lecturer(ID5794) => Min Interval: 21, Max Interval: 31
Lecturer(ID5800) => Min Interval: 14, Max Interval: 24
Lecturer(ID5801) => Min Interval: 10, Max Interval: 37
Lecturer(ID5809) => Min Interval: 14, Max Interval: 36
Lecturer(ID5810) => Min Interval: 18, Max Interval: 37
Lecturer(ID5811) => Min Interval: 4, Max Interval: 45
Lecturer(ID5813) => Min Interval: 19, Max Interval: 36
Lecturer(ID5815) => Min Interval: 34, Max Interval: 42
Lecturer(ID5818) => Min Interval: 12, Max Interval: 12
Lecturer(ID5821) => Min Interval: 11, Max Interval: 42
Lecturer(ID5822) => Min Interval: 16, Max Interval: 45
Lecturer(ID5825) => Min Interval: 21, Max Interval: 30
Lecturer(ID5832) => Min Interval: 24, Max Interval: 24
Lecturer(ID5837) => Min Interval: 15, Max Interval: 44
Lecturer(ID5849) => Min Interval: 16, Max Interval: 37
Lecturer(ID5851) => Min Interval: 10, Max Interval: 38
Lecturer(ID5853) => Min Interval: 18, Max Interval: 37
Lecturer(ID5854) => Min Interval: 11, Max Interval: 42
Lecturer(ID5855) => Min Interval: 10, Max Interval: 45
Lecturer(ID5856) => Min Interval: 20, Max Interval: 38
Lecturer(ID5858) => Min Interval: 23, Max Interval: 36
Lecturer(ID5859) => Min Interval: 26, Max Interval: 39
Lecturer(ID5879) => Min Interval: 11, Max Interval: 17
Lecturer(ID5881) => Min Interval: 18, Max Interval: 37
Lecturer(ID5883) => Min Interval: 40, Max Interval: 40
Lecturer(ID5890) => Min Interval: 12, Max Interval: 21
Lecturer(ID5895) => Min Interval: 16, Max Interval: 20
Lecturer(ID5900) => Min Interval: 9, Max Interval: 41
Lecturer(ID5905) => Min Interval: 32, Max Interval: 43
Lecturer(ID5906) => Min Interval: 10, Max Interval: 22
Lecturer(ID5909) => Min Interval: 14, Max Interval: 34
Lecturer(ID5914) => Min Interval: 16, Max Interval: 44
Lecturer(ID5919) => Min Interval: 8, Max Interval: 36
Lecturer(ID5922) => Min Interval: 12, Max Interval: 14
Lecturer(ID5924) => Min Interval: 29, Max Interval: 43
Lecturer(ID5925) => Min Interval: 17, Max Interval: 20
Lecturer(ID5926) => Min Interval: 35, Max Interval: 35
Lecturer(ID5927) => Min Interval: 15, Max Interval: 38
Lecturer(ID5931) => Min Interval: 22, Max Interval: 23
Lecturer(ID5936) => Min Interval: 12, Max Interval: 38
Lecturer(ID5945) => Min Interval: 13, Max Interval: 28
Lecturer(ID5948) => Min Interval: 3, Max Interval: 39
Lecturer(ID5949) => Min Interval: 15, Max Interval: 21
Lecturer(ID5951) => Min Interval: 13, Max Interval: 15
Lecturer(ID5952) => Min Interval: 10, Max Interval: 33
Lecturer(ID5963) => Min Interval: 43, Max Interval: 43
Lecturer(ID5966) => Min Interval: 10, Max Interval: 35
Lecturer(ID5967) => Min Interval: 19, Max Interval: 41
Lecturer(ID5974) => Min Interval: 3, Max Interval: 46
Lecturer(ID5978) => Min Interval: 32, Max Interval: 43
Lecturer(ID5980) => Min Interval: 22, Max Interval: 43
Lecturer(ID5984) => Min Interval: 13, Max Interval: 13
Lecturer(ID5985) => Min Interval: 11, Max Interval: 31
Lecturer(ID5987) => Min Interval: 5, Max Interval: 44
Lecturer(ID5991) => Min Interval: 16, Max Interval: 38
Lecturer(ID6011) => Min Interval: 16, Max Interval: 34
Lecturer(ID6021) => Min Interval: 18, Max Interval: 43
Lecturer(ID6022) => Min Interval: 18, Max Interval: 37
Lecturer(ID6030) => Min Interval: 13, Max Interval: 33
Lecturer(ID6034) => Min Interval: 13, Max Interval: 26
Lecturer(ID6036) => Min Interval: 25, Max Interval: 29
Lecturer(ID6046) => Min Interval: 35, Max Interval: 38
Lecturer(ID6049) => Min Interval: 30, Max Interval: 34
Lecturer(ID6057) => Min Interval: 15, Max Interval: 45
Lecturer(ID6058) => Min Interval: 18, Max Interval: 36
Lecturer(ID6067) => Min Interval: 17, Max Interval: 20
Lecturer(ID6074) => Min Interval: 22, Max Interval: 39
Lecturer(ID6077) => Min Interval: 19, Max Interval: 31
Lecturer(ID6079) => Min Interval: 16, Max Interval: 19
Lecturer(ID6085) => Min Interval: 18, Max Interval: 31
Lecturer(ID6087) => Min Interval: 14, Max Interval: 30
Lecturer(ID6093) => Min Interval: 8, Max Interval: 45
Lecturer(ID6094) => Min Interval: 16, Max Interval: 40
Lecturer(ID6099) => Min Interval: 10, Max Interval: 32
Lecturer(ID6108) => Min Interval: 39, Max Interval: 45
Lecturer(ID6123) => Min Interval: 18, Max Interval: 38
Lecturer(ID6130) => Min Interval: 8, Max Interval: 32
Lecturer(ID6151) => Min Interval: 21, Max Interval: 34
Lecturer(ID6189) => Min Interval: 18, Max Interval: 30
Lecturer(ID6198) => Min Interval: 24, Max Interval: 41
Lecturer(ID6210) => Min Interval: 29, Max Interval: 44
Lecturer(ID6234) => Min Interval: 31, Max Interval: 41
Lecturer(ID6239) => Min Interval: 15, Max Interval: 38
Lecturer(ID6242) => Min Interval: 13, Max Interval: 40
Lecturer(ID6244) => Min Interval: 18, Max Interval: 32
Lecturer(ID6248) => Min Interval: 6, Max Interval: 47
Lecturer(ID6251) => Min Interval: 13, Max Interval: 32
Lecturer(ID6253) => Min Interval: 30, Max Interval: 41
Lecturer(ID6256) => Min Interval: 30, Max Interval: 38
Lecturer(ID6258) => Min Interval: 14, Max Interval: 37
Lecturer(ID6259) => Min Interval: 8, Max Interval: 31
Lecturer(ID6262) => Min Interval: 15, Max Interval: 31
Lecturer(ID6263) => Min Interval: 22, Max Interval: 35
Lecturer(ID6269) => Min Interval: 16, Max Interval: 44
Lecturer(ID6272) => Min Interval: 8, Max Interval: 32
Lecturer(ID6274) => Min Interval: 9, Max Interval: 37
Lecturer(ID6275) => Min Interval: 9, Max Interval: 14
Lecturer(ID6279) => Min Interval: 4, Max Interval: 47
Lecturer(ID6280) => Min Interval: 9, Max Interval: 17
Lecturer(ID6282) => Min Interval: 17, Max Interval: 39
Lecturer(ID6283) => Min Interval: 5, Max Interval: 47
Lecturer(ID6284) => Min Interval: 9, Max Interval: 42
Lecturer(ID6287) => Min Interval: 10, Max Interval: 37
Lecturer(ID6288) => Min Interval: 12, Max Interval: 45
Lecturer(ID6289) => Min Interval: 9, Max Interval: 47
Lecturer(ID6290) => Min Interval: 3, Max Interval: 43
Lecturer(ID6292) => Min Interval: 7, Max Interval: 39
Lecturer(ID6294) => Min Interval: 9, Max Interval: 47
Lecturer(ID6296) => Min Interval: 0, Max Interval: 41
Lecturer(ID6297) => Min Interval: 3, Max Interval: 42
Lecturer(ID6301) => Min Interval: 4, Max Interval: 43
Lecturer(ID6305) => Min Interval: 1, Max Interval: 46
Lecturer(ID6306) => Min Interval: 24, Max Interval: 44
Lecturer(ID6307) => Min Interval: 12, Max Interval: 45
Lecturer(ID6309) => Min Interval: 29, Max Interval: 42
Lecturer(ID6312) => Min Interval: 3, Max Interval: 38
Lecturer(ID6313) => Min Interval: 21, Max Interval: 41
Lecturer(ID6318) => Min Interval: 8, Max Interval: 47
Lecturer(ID6319) => Min Interval: 2, Max Interval: 43
Lecturer(ID6320) => Min Interval: 8, Max Interval: 43
Lecturer(ID6322) => Min Interval: 1, Max Interval: 36
Lecturer(ID6324) => Min Interval: 9, Max Interval: 35
Lecturer(ID6327) => Min Interval: 5, Max Interval: 37
Lecturer(ID6328) => Min Interval: 26, Max Interval: 26
Lecturer(ID6330) => Min Interval: 9, Max Interval: 28
Lecturer(ID6331) => Min Interval: 2, Max Interval: 46
Lecturer(ID6335) => Min Interval: 25, Max Interval: 35
Lecturer(ID6336) => Min Interval: 16, Max Interval: 17
Lecturer(ID6339) => Min Interval: 11, Max Interval: 43
Lecturer(ID6341) => Min Interval: 12, Max Interval: 33
Lecturer(ID6343) => Min Interval: 22, Max Interval: 45
Lecturer(ID6347) => Min Interval: 30, Max Interval: 30
Lecturer(ID6349) => Min Interval: 4, Max Interval: 39
Lecturer(ID6350) => Min Interval: 8, Max Interval: 44
Lecturer(ID6352) => Min Interval: 9, Max Interval: 34
Lecturer(ID6353) => Min Interval: 8, Max Interval: 41
Lecturer(ID6355) => Min Interval: 8, Max Interval: 31
Lecturer(ID6356) => Min Interval: 11, Max Interval: 25
Lecturer(ID6359) => Min Interval: 5, Max Interval: 41
Lecturer(ID6360) => Min Interval: 21, Max Interval: 41
Lecturer(ID6362) => Min Interval: 16, Max Interval: 35
Lecturer(ID6367) => Min Interval: 4, Max Interval: 37
Lecturer(ID6370) => Min Interval: 27, Max Interval: 30
Lecturer(ID6372) => Min Interval: 5, Max Interval: 41
Lecturer(ID6373) => Min Interval: 19, Max Interval: 21
Lecturer(ID6375) => Min Interval: 24, Max Interval: 39
Lecturer(ID6377) => Min Interval: 10, Max Interval: 45
Lecturer(ID6381) => Min Interval: 38, Max Interval: 39
Lecturer(ID6382) => Min Interval: 20, Max Interval: 42
Lecturer(ID6384) => Min Interval: 14, Max Interval: 40
Lecturer(ID6386) => Min Interval: 7, Max Interval: 43
Lecturer(ID6388) => Min Interval: 25, Max Interval: 43
Lecturer(ID6390) => Min Interval: 12, Max Interval: 47
Lecturer(ID6392) => Min Interval: 4, Max Interval: 48
Lecturer(ID6393) => Min Interval: 37, Max Interval: 43
Lecturer(ID6395) => Min Interval: 4, Max Interval: 39
Lecturer(ID6398) => Min Interval: 2, Max Interval: 41
Lecturer(ID6401) => Min Interval: 9, Max Interval: 45
Lecturer(ID6403) => Min Interval: 36, Max Interval: 36
Lecturer(ID6405) => Min Interval: 13, Max Interval: 45
Lecturer(ID6406) => Min Interval: 6, Max Interval: 44
Lecturer(ID6407) => Min Interval: 16, Max Interval: 35
Lecturer(ID6409) => Min Interval: 9, Max Interval: 19
Lecturer(ID6414) => Min Interval: 6, Max Interval: 44
Lecturer(ID6416) => Min Interval: 3, Max Interval: 44
Lecturer(ID6419) => Min Interval: 2, Max Interval: 47
Lecturer(ID6421) => Min Interval: 31, Max Interval: 34
Lecturer(ID6422) => Min Interval: 12, Max Interval: 30
Lecturer(ID6425) => Min Interval: 4, Max Interval: 48
Lecturer(ID6426) => Min Interval: 9, Max Interval: 39
Lecturer(ID6429) => Min Interval: 16, Max Interval: 23
Lecturer(ID6431) => Min Interval: 3, Max Interval: 25
Lecturer(ID6434) => Min Interval: 26, Max Interval: 43
Lecturer(ID6437) => Min Interval: 4, Max Interval: 35
Lecturer(ID6438) => Min Interval: 12, Max Interval: 33
Lecturer(ID6440) => Min Interval: 10, Max Interval: 42
Lecturer(ID6443) => Min Interval: 18, Max Interval: 29
Lecturer(ID6447) => Min Interval: 37, Max Interval: 45
Lecturer(ID6448) => Min Interval: 39, Max Interval: 40
Lecturer(ID6450) => Min Interval: 20, Max Interval: 42
Lecturer(ID6453) => Min Interval: 10, Max Interval: 43
Lecturer(ID6455) => Min Interval: 10, Max Interval: 15
Lecturer(ID6456) => Min Interval: 13, Max Interval: 13
Lecturer(ID6459) => Min Interval: 27, Max Interval: 31
Lecturer(ID6460) => Min Interval: 4, Max Interval: 43
Lecturer(ID6463) => Min Interval: 28, Max Interval: 39
Lecturer(ID6465) => Min Interval: 24, Max Interval: 29
Lecturer(ID6466) => Min Interval: 12, Max Interval: 38
Lecturer(ID6467) => Min Interval: 4, Max Interval: 42
Lecturer(ID6470) => Min Interval: 12, Max Interval: 42
Lecturer(ID6472) => Min Interval: 8, Max Interval: 44
Lecturer(ID6477) => Min Interval: 28, Max Interval: 30
Lecturer(ID6478) => Min Interval: 6, Max Interval: 28
Lecturer(ID6481) => Min Interval: 7, Max Interval: 46
Lecturer(ID6482) => Min Interval: 11, Max Interval: 36
Lecturer(ID6483) => Min Interval: 12, Max Interval: 29
Lecturer(ID6484) => Min Interval: 11, Max Interval: 32
Lecturer(ID6486) => Min Interval: 13, Max Interval: 38
Lecturer(ID6489) => Min Interval: 7, Max Interval: 45
Lecturer(ID6494) => Min Interval: 20, Max Interval: 38
Lecturer(ID6495) => Min Interval: 8, Max Interval: 15
Lecturer(ID6497) => Min Interval: 24, Max Interval: 28
Lecturer(ID6499) => Min Interval: 4, Max Interval: 41
Lecturer(ID6502) => Min Interval: 11, Max Interval: 43
Lecturer(ID6504) => Min Interval: 9, Max Interval: 44
Lecturer(ID6506) => Min Interval: 4, Max Interval: 47
Lecturer(ID6508) => Min Interval: 13, Max Interval: 39
Lecturer(ID6510) => Min Interval: 8, Max Interval: 41
Lecturer(ID6511) => Min Interval: 31, Max Interval: 47
Lecturer(ID6514) => Min Interval: 7, Max Interval: 32
Lecturer(ID6518) => Min Interval: 12, Max Interval: 34
Lecturer(ID6520) => Min Interval: 17, Max Interval: 35
Lecturer(ID6521) => Min Interval: 26, Max Interval: 37
Lecturer(ID6522) => Min Interval: 13, Max Interval: 40
Lecturer(ID6524) => Min Interval: 17, Max Interval: 37
Lecturer(ID6525) => Min Interval: 11, Max Interval: 34
Lecturer(ID6526) => Min Interval: 8, Max Interval: 21
Lecturer(ID6528) => Min Interval: 19, Max Interval: 40
Lecturer(ID6529) => Min Interval: 14, Max Interval: 40
Lecturer(ID6530) => Min Interval: 7, Max Interval: 41
Lecturer(ID6539) => Min Interval: 36, Max Interval: 44
Lecturer(ID6540) => Min Interval: 10, Max Interval: 41
Lecturer(ID6541) => Min Interval: 26, Max Interval: 43
Lecturer(ID6543) => Min Interval: 10, Max Interval: 37
Lecturer(ID6547) => Min Interval: 8, Max Interval: 29
Lecturer(ID6552) => Min Interval: 34, Max Interval: 45
Lecturer(ID6557) => Min Interval: 34, Max Interval: 41
Lecturer(ID6558) => Min Interval: 13, Max Interval: 31
Lecturer(ID6560) => Min Interval: 17, Max Interval: 36
Lecturer(ID6561) => Min Interval: 9, Max Interval: 46
Lecturer(ID6562) => Min Interval: 20, Max Interval: 27
Lecturer(ID6567) => Min Interval: 26, Max Interval: 41
Lecturer(ID6568) => Min Interval: 19, Max Interval: 40
Lecturer(ID6570) => Min Interval: 23, Max Interval: 23
Lecturer(ID6572) => Min Interval: 1, Max Interval: 49
Lecturer(ID6573) => Min Interval: 8, Max Interval: 42
Lecturer(ID6579) => Min Interval: 10, Max Interval: 35
Lecturer(ID6580) => Min Interval: 0, Max Interval: 45
Lecturer(ID6587) => Min Interval: 12, Max Interval: 31
Lecturer(ID6588) => Min Interval: 40, Max Interval: 41
Lecturer(ID6589) => Min Interval: 2, Max Interval: 44
Lecturer(ID6591) => Min Interval: 28, Max Interval: 42
Lecturer(ID6594) => Min Interval: 28, Max Interval: 33
Lecturer(ID6596) => Min Interval: 23, Max Interval: 32
Lecturer(ID6598) => Min Interval: 23, Max Interval: 31
Lecturer(ID6599) => Min Interval: 18, Max Interval: 45
Lecturer(ID6600) => Min Interval: 16, Max Interval: 45
Lecturer(ID6601) => Min Interval: 10, Max Interval: 39
Lecturer(ID6602) => Min Interval: 2, Max Interval: 37
Lecturer(ID6605) => Min Interval: 36, Max Interval: 42
Lecturer(ID6608) => Min Interval: 10, Max Interval: 47
Lecturer(ID6611) => Min Interval: 21, Max Interval: 44
Lecturer(ID6613) => Min Interval: 20, Max Interval: 36
Lecturer(ID6614) => Min Interval: 17, Max Interval: 35
Lecturer(ID6615) => Min Interval: 8, Max Interval: 46
Lecturer(ID6618) => Min Interval: 34, Max Interval: 45
Lecturer(ID6620) => Min Interval: 0, Max Interval: 43
Lecturer(ID6622) => Min Interval: 16, Max Interval: 42
Lecturer(ID6624) => Min Interval: 26, Max Interval: 39
Lecturer(ID6626) => Min Interval: 2, Max Interval: 41
Lecturer(ID6629) => Min Interval: 2, Max Interval: 41
Lecturer(ID6633) => Min Interval: 13, Max Interval: 36
Lecturer(ID6634) => Min Interval: 16, Max Interval: 49
Lecturer(ID6638) => Min Interval: 17, Max Interval: 47
Lecturer(ID6642) => Min Interval: 15, Max Interval: 27
Lecturer(ID6643) => Min Interval: 8, Max Interval: 39
Lecturer(ID6647) => Min Interval: 18, Max Interval: 37
Lecturer(ID6648) => Min Interval: 9, Max Interval: 32
Lecturer(ID6650) => Min Interval: 13, Max Interval: 43
Lecturer(ID6652) => Min Interval: 36, Max Interval: 44
Lecturer(ID6655) => Min Interval: 12, Max Interval: 47
Lecturer(ID6657) => Min Interval: 12, Max Interval: 37
Lecturer(ID6659) => Min Interval: 23, Max Interval: 38
Lecturer(ID6660) => Min Interval: 4, Max Interval: 41
Lecturer(ID6661) => Min Interval: 15, Max Interval: 16
Lecturer(ID6667) => Min Interval: 4, Max Interval: 42
Lecturer(ID6668) => Min Interval: 6, Max Interval: 38
Lecturer(ID6670) => Min Interval: 25, Max Interval: 30
Lecturer(ID6672) => Min Interval: 24, Max Interval: 45
Lecturer(ID6674) => Min Interval: 19, Max Interval: 45
Lecturer(ID6677) => Min Interval: 10, Max Interval: 37
Lecturer(ID6680) => Min Interval: 10, Max Interval: 34
Lecturer(ID6682) => Min Interval: 29, Max Interval: 41
Lecturer(ID6683) => Min Interval: 35, Max Interval: 45
Lecturer(ID6685) => Min Interval: 1, Max Interval: 33
Lecturer(ID6686) => Min Interval: 25, Max Interval: 30
Lecturer(ID6687) => Min Interval: 1, Max Interval: 36
Lecturer(ID6688) => Min Interval: 21, Max Interval: 44
Lecturer(ID6690) => Min Interval: 3, Max Interval: 48
Lecturer(ID6692) => Min Interval: 21, Max Interval: 40
Lecturer(ID6697) => Min Interval: 8, Max Interval: 39
Lecturer(ID6701) => Min Interval: 38, Max Interval: 40
Lecturer(ID6702) => Min Interval: 13, Max Interval: 43
Lecturer(ID6703) => Min Interval: 4, Max Interval: 45
Lecturer(ID6704) => Min Interval: 14, Max Interval: 40
Lecturer(ID6706) => Min Interval: 13, Max Interval: 44
Lecturer(ID6709) => Min Interval: 6, Max Interval: 34
Lecturer(ID6710) => Min Interval: 4, Max Interval: 37
Lecturer(ID6713) => Min Interval: 10, Max Interval: 44
Lecturer(ID6715) => Min Interval: 13, Max Interval: 18
Lecturer(ID6717) => Min Interval: 15, Max Interval: 42
Lecturer(ID6719) => Min Interval: 20, Max Interval: 46
Lecturer(ID6721) => Min Interval: 2, Max Interval: 46
Lecturer(ID6727) => Min Interval: 11, Max Interval: 44
Lecturer(ID6732) => Min Interval: 15, Max Interval: 33
Lecturer(ID6733) => Min Interval: 11, Max Interval: 43
Lecturer(ID6735) => Min Interval: 8, Max Interval: 43
Lecturer(ID6736) => Min Interval: 3, Max Interval: 47
Lecturer(ID6738) => Min Interval: 12, Max Interval: 36
Lecturer(ID6739) => Min Interval: 16, Max Interval: 40
Lecturer(ID6740) => Min Interval: 22, Max Interval: 28
Lecturer(ID6741) => Min Interval: 3, Max Interval: 37
Lecturer(ID6743) => Min Interval: 9, Max Interval: 27
Lecturer(ID6744) => Min Interval: 16, Max Interval: 32
Lecturer(ID6746) => Min Interval: 22, Max Interval: 43
Lecturer(ID6747) => Min Interval: 10, Max Interval: 33
Lecturer(ID6748) => Min Interval: 21, Max Interval: 29
Lecturer(ID6752) => Min Interval: 21, Max Interval: 21
Lecturer(ID6753) => Min Interval: 12, Max Interval: 29
Lecturer(ID6757) => Min Interval: 25, Max Interval: 37
Lecturer(ID6758) => Min Interval: 9, Max Interval: 45
Lecturer(ID6759) => Min Interval: 3, Max Interval: 48
Lecturer(ID6761) => Min Interval: 16, Max Interval: 44
Lecturer(ID6766) => Min Interval: 4, Max Interval: 28
Lecturer(ID6768) => Min Interval: 20, Max Interval: 25
Lecturer(ID6771) => Min Interval: 11, Max Interval: 26
Lecturer(ID6772) => Min Interval: 10, Max Interval: 35
Lecturer(ID6773) => Min Interval: 5, Max Interval: 44
Lecturer(ID6778) => Min Interval: 16, Max Interval: 29
Lecturer(ID6779) => Min Interval: 8, Max Interval: 30
Lecturer(ID6781) => Min Interval: 18, Max Interval: 39
Lecturer(ID6782) => Min Interval: 24, Max Interval: 32
Lecturer(ID6783) => Min Interval: 12, Max Interval: 12
Lecturer(ID6784) => Min Interval: 11, Max Interval: 47
Lecturer(ID6788) => Min Interval: 0, Max Interval: 40
Lecturer(ID6789) => Min Interval: 19, Max Interval: 27
Lecturer(ID6791) => Min Interval: 10, Max Interval: 32
Lecturer(ID6792) => Min Interval: 27, Max Interval: 44
Lecturer(ID6793) => Min Interval: 2, Max Interval: 29
Lecturer(ID6800) => Min Interval: 8, Max Interval: 32
Lecturer(ID6801) => Min Interval: 28, Max Interval: 30
Lecturer(ID6806) => Min Interval: 33, Max Interval: 45
Lecturer(ID6808) => Min Interval: 4, Max Interval: 25
Lecturer(ID6810) => Min Interval: 14, Max Interval: 41
Lecturer(ID6813) => Min Interval: 44, Max Interval: 44
Lecturer(ID6817) => Min Interval: 12, Max Interval: 37
Lecturer(ID6821) => Min Interval: 13, Max Interval: 28
Lecturer(ID6822) => Min Interval: 15, Max Interval: 30
